Foreign Holding as at 31st December 2013,,,,,
YEAR,COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
2013,CHR,N,0000,CEYLON HOLIDAY RESORTS LIMITED,0
2013,SELI,N,0000,SELINSING PLC,6669363
2013,VLL,N,0000,VIDULLANKA PLC,181580081
2013,CDB,N,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,668478
2013,SAMP,N,0000,SAMPATH BANK PLC,24966997
2013,AMF,N,0000,ASSOCIATED MOTOR FINANCE COMPANY PLC,318
2013,APLA,N,0000,ACL PLASTICS PLC,127991
2013,CHL,X,0000,CEYLON HOSPITALS PLC,171651
2013,COMB,P,0004,COMMERCIAL BANK OF CEYLON PLC,0
2013,KHL,N,0000,JOHN KEELLS HOTELS PLC,11498448
2013,PEG,B,0000,PEGASUS HOTELS OF CEYLON PLC,0
2013,SDB,N,0000,SANASA DEVELOPMENT BANK PLC,1088306
2013,SHL,N,0000,SOFTLOGIC HOLDINGS PLC,41450588
2013,SHOT,N,0000,SERENDIB HOTELS PLC,297915
2013,SMOT,N,0000,SATHOSA MOTORS PLC,3627
2013,BLUE,N,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,22306452
2013,CPRT,N,0000,CEYLON PRINTERS PLC,7839
2013,BOGA,N,0000,BOGALA GRAPHITE LANKA PLC,42804523
2013,COCR,N,0000,COMMERCIAL CREDIT AND FINANCE PLC,613946
2013,LGL,N,0000,LAUGFS GAS PLC,1262649
2013,TESS,R,0000,TESS AGRO PLC,0
2013,KCAB,N,0000,KELANI CABLES PLC,37568
2013,ODEL,R,0000,ODEL PLC,0
2013,PABC,N,0000,PAN ASIA BANKING CORPORATION PLC,51898685
2013,TSML,N,0000,TEA SMALLHOLDER FACTORIES PLC,25780
2013,UCAR,N,0000,UNION CHEMICALS LANKA PLC,325
2013,WATA,N,0000,WATAWALA  PLANTATIONS  PLC,7572672
2013,DIMO,R,0000,DIESEL & MOTOR ENGINEERING PLC,0
2013,ACME,R,0000,ACME PRINTING & PACKAGING PLC,0
2013,CSF,R,0000,NATION LANKA FINANCE PLC,0
2013,HOPL,N,0000,HORANA PLANTATIONS PLC,2862994
2013,ABAN,B,0000,ABANS ELECTRICALS PLC,0
2013,GREG,R,0000,LANKA CENTURY INVESTMENTS PLC,0
2013,NTB,R,0000,NATIONS TRUST BANK PLC,0
2013,SINS,B,0000,SINGER (SRI LANKA) PLC,0
2013,TESS,R,0001,TESS AGRO PLC,0
2013,LION,R,0000,LION BREWERY (CEYLON) PLC,0
2013,SPEN,N,0000,AITKEN SPENCE PLC,179499299
2013,HLOG,R,0000,HABARANA LODGE LIMITED.,0
2013,MULL,N,0000,MULLER & PHIPPS (CEYLON) PLC,567460
2013,TKYO,B,0000,TOKYO CEMENT COMPANY (LANKA) PLC,0
2013,COMB,B,0000,COMMERCIAL BANK OF CEYLON PLC,0
2013,MLL,R,0002,MERCANTILE LEASING LIMITED,0
2013,NEST,N,0000,NESTLE LANKA PLC,50882999
2013,CABO,N,0000,CARGO BOAT DEVELOPMENT COMPANY PLC,185563
2013,CHOU,R,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,1800
2013,INDO,N,0000,INDO-MALAY PLC,6342203
2013,KDL,N,0000,KELSEY DEVELOPMENTS PLC,88337
2013,ABAN,R,0000,ABANS ELECTRICALS PLC,0
2013,PURE,B,0000,COCA-COLA BEVERAGES SRI LANKA LIMITED,0
2013,HAYL,N,0000,HAYLEYS PLC,989989
2013,SAMP,R,0000,SAMPATH BANK PLC,0
2013,SMLL,N,0000,PEOPLE'S FINANCE PLC,0
2013,CITH,N,0000,HIKKADUWA BEACH RESORT PLC,20100
2013,HINT,N,0000,HOTEL INTERNATIONAL LIMITED,0
2013,MRH,N,0000,MAHAWELI REACH HOTELS PLC,33627138
2013,SHAW,N,0000,LEE HEDGES PLC,2949684
2013,ASCO,N,0000,ASCOT HOLDINGS PLC,452212
2013,CIFL,N,0000,CENTRAL INVESTMENTS AND FINANCE PLC,347798
2013,CWM,N,0000,C. W. MACKIE PLC,41199
2013,UPIN,N,0000,UPALI INVESTMENT HOLDINGS LIMITED,0
2013,CTCE,N,0000,A I A INSURANCE LANKA PLC,2969688
2013,EMER,N,0000,EASTERN MERCHANTS PLC,20300
2013,LION,N,0000,LION BREWERY (CEYLON) PLC,10568499
2013,PTEX,N,0000,PUGODA TEXTILES LANKA LTD.,0
2013,SFIN,N,0000,SINGER FINANCE LANKA PLC,505808
2013,SMLL,R,0000,PEOPLE'S FINANCE PLC,0
2013,TILE,N,0000,LANKA TILES PLC,3348461
2013,AGST,N,0000,AGSTAR PLC,526182
2013,CTLD,N,0000,C T LAND DEVELOPMENT PLC,1205724
2013,KAHA,N,0000,KAHAWATTE  PLANTATIONS  PLC,4743194
2013,SUN,N,0000,SUNSHINE HOLDINGS PLC,62714944
2013,COCO,X,0000,RENUKA FOODS PLC,453847
2013,DOCK,B,0000,COLOMBO DOCKYARD PLC,0
2013,HAPU,N,0000,HAPUGASTENNE PLANTATIONS PLC,10838338
2013,ARPI,N,0000,ARPICO FINANCE COMPANY PLC,25130
2013,CHMX,N,0000,CHEMANEX PLC,65716
2013,CIT,R,0000,COLOMBO INVESTMENT TRUST PLC,0
2013,CSF,W,0021,NATION LANKA FINANCE PLC,0
2013,FLCH,N,0000,BROWNS CAPITAL PLC,27221068
2013,KURU,N,0000,KURUWITA TEXTILE MILLS PLC,1025900
2013,LAND,N,0000,LAND AND BUILDING PLC,0
