Foreign Holding as at 31st December 2014,,,,,
YEAR,COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
2014,CHR,N,0000,CEYLON HOLIDAY RESORTS LIMITED,0
2014,SELI,N,0000,SELINSING PLC,6675429
2014,VLL,N,0000,VIDULLANKA PLC,181227361
2014,CDB,N,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,227898
2014,SAMP,N,0000,SAMPATH BANK PLC,29516765
2014,AMF,N,0000,ASSOCIATED MOTOR FINANCE COMPANY PLC,3
2014,APLA,N,0000,ACL PLASTICS PLC,155417
2014,BLUE,N,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,16342316
2014,CPRT,N,0000,CEYLON PRINTERS PLC,7822
2014,BRR,N,0000,BANSEI ROYAL RESORTS HIKKADUWA PLC,958742
2014,CHL,X,0000,CEYLON HOSPITALS PLC,191348
2014,COMB,P,0004,COMMERCIAL BANK OF CEYLON PLC,0
2014,KHL,N,0000,JOHN KEELLS HOTELS PLC,12144159
2014,PEG,B,0000,PEGASUS HOTELS OF CEYLON PLC,0
2014,SDB,N,0000,SANASA DEVELOPMENT BANK PLC,1247960
2014,SHL,N,0000,SOFTLOGIC HOLDINGS PLC,58637103
2014,SHOT,N,0000,SERENDIB HOTELS PLC,2457593
2014,SMOT,N,0000,SATHOSA MOTORS PLC,3200
2014,BOGA,N,0000,BOGALA GRAPHITE LANKA PLC,42812359
2014,COCR,N,0000,COMMERCIAL CREDIT AND FINANCE PLC,54494974
2014,LGL,N,0000,LAUGFS GAS PLC,1665842
2014,TESS,R,0000,TESS AGRO PLC,0
2014,KCAB,N,0000,KELANI CABLES PLC,66312
2014,ODEL,R,0000,ODEL PLC,0
2014,PABC,N,0000,PAN ASIA BANKING CORPORATION PLC,52812911
2014,TSML,N,0000,TEA SMALLHOLDER FACTORIES PLC,25780
2014,UCAR,N,0000,UNION CHEMICALS LANKA PLC,130
2014,WATA,N,0000,WATAWALA  PLANTATIONS  PLC,2902458
2014,ACME,R,0000,ACME PRINTING & PACKAGING PLC,0
2014,CSF,R,0000,NATION LANKA FINANCE PLC,0
2014,HOPL,N,0000,HORANA PLANTATIONS PLC,458600
2014,DIMO,R,0000,DIESEL & MOTOR ENGINEERING PLC,0
2014,ABAN,B,0000,ABANS ELECTRICALS PLC,0
2014,ALUM,N,0000,ALUMEX PLC,770550
2014,GREG,R,0000,LANKA CENTURY INVESTMENTS PLC,0
2014,NTB,R,0000,NATIONS TRUST BANK PLC,0
2014,SINS,B,0000,SINGER (SRI LANKA) PLC,0
2014,TESS,R,0001,TESS AGRO PLC,0
2014,LION,R,0000,LION BREWERY (CEYLON) PLC,0
2014,SPEN,N,0000,AITKEN SPENCE PLC,163633747
2014,HLOG,R,0000,HABARANA LODGE LIMITED.,0
2014,MULL,N,0000,MULLER & PHIPPS (CEYLON) PLC,456804
2014,TKYO,B,0000,TOKYO CEMENT COMPANY (LANKA) PLC,0
2014,CABO,N,0000,CARGO BOAT DEVELOPMENT COMPANY PLC,178991
2014,CHOU,R,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,1800
2014,INDO,N,0000,INDO-MALAY PLC,6359682
2014,KDL,N,0000,KELSEY DEVELOPMENTS PLC,8375
2014,COMB,B,0000,COMMERCIAL BANK OF CEYLON PLC,0
2014,MLL,R,0002,MERCANTILE LEASING LIMITED,0
2014,NEST,N,0000,NESTLE LANKA PLC,50934130
2014,ABAN,R,0000,ABANS ELECTRICALS PLC,0
2014,MHDL,N,0000,MILLENNIUM HOUSING DEVELOPERS PLC,2217309
2014,PURE,B,0000,COCA-COLA BEVERAGES SRI LANKA LIMITED,0
2014,HAYL,N,0000,HAYLEYS PLC,2081078
2014,SAMP,R,0000,SAMPATH BANK PLC,0
2014,SMLL,N,0000,PEOPLE'S FINANCE PLC,0
2014,ASCO,N,0000,ASCOT HOLDINGS PLC,74329
2014,CIFL,N,0000,CENTRAL INVESTMENTS AND FINANCE PLC,156400
2014,CWM,N,0000,C. W. MACKIE PLC,57229
2014,CITH,N,0000,HIKKADUWA BEACH RESORT PLC,20100
2014,HINT,N,0000,HOTEL INTERNATIONAL LIMITED,0
2014,MRH,N,0000,MAHAWELI REACH HOTELS PLC,33454355
2014,SHAW,N,0000,LEE HEDGES PLC,2945526
2014,UPIN,N,0000,UPALI INVESTMENT HOLDINGS LIMITED,0
2014,CTCE,N,0000,A I A INSURANCE LANKA PLC,2970944
2014,EMER,N,0000,EASTERN MERCHANTS PLC,20300
2014,LION,N,0000,LION BREWERY (CEYLON) PLC,10204849
2014,PTEX,N,0000,PUGODA TEXTILES LANKA LTD.,0
2014,SFIN,N,0000,SINGER FINANCE LANKA PLC,413781
2014,SMLL,R,0000,PEOPLE'S FINANCE PLC,0
2014,TILE,N,0000,LANKA TILES PLC,3618496
2014,AGST,N,0000,AGSTAR PLC,38400
2014,CTLD,N,0000,C T LAND DEVELOPMENT PLC,881068
2014,KAHA,N,0000,KAHAWATTE  PLANTATIONS  PLC,3934690
2014,SUN,N,0000,SUNSHINE HOLDINGS PLC,1063661
2014,ARPI,N,0000,ARPICO FINANCE COMPANY PLC,4907
2014,CHMX,N,0000,CHEMANEX PLC,82985
2014,CIT,R,0000,COLOMBO INVESTMENT TRUST PLC,0
2014,CSF,W,0021,NATION LANKA FINANCE PLC,0
2014,FLCH,N,0000,BROWNS CAPITAL PLC,23518592
2014,KURU,N,0000,KURUWITA TEXTILE MILLS PLC,14000
2014,LAND,N,0000,LAND AND BUILDING PLC,0
2014,COCO,X,0000,RENUKA FOODS PLC,478276
2014,DOCK,B,0000,COLOMBO DOCKYARD PLC,0
2014,HAPU,N,0000,HAPUGASTENNE PLANTATIONS PLC,10857933
2014,DIPD,N,0000,DIPPED PRODUCTS PLC,5070446
2014,NHL,B,0000,NAWALOKA HOSPITALS PLC,0
