Beta Values for the Period from 01st January to 31st March 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
NTB,0.571193221,NTB,1.18294947
ODEL,1.03961716,ODEL,2.19502228
OFEQ,0,OFEQ,0
ONAL,-0.14740723,ONAL,1.29643387
OSEA,0.700164744,OSEA,0.906575037
PABC,0.776967129,PABC,1.50074294
PALM,0.38597317,PALM,0.610884101
PAP,-1.5458539,PAP,-4.0312035
PARA,0,PARA,0
PARQ,1.2544128,PARQ,1.83339524
PCH,1.57943045,PCH,2.6428306
PDL,-0.64823095,PDL,0.012258543
PEG,0.724248842,PEG,0.571693907
PHAR,1.82999921,PHAR,2.45208023
PMB,0.777202479,PMB,1.14821693
RAL,0.186396799,RAL,0.721582466
RCL,-0.43759315,RCL,-0.03956166
REEF,1.2523731,REEF,2.34286775
REG,1.10292617,REG,2.09658246
RENU,0.900760963,RENU,1.09361069
REXP,0.108182317,REXP,1.09175334
RGEM,-0.61747862,RGEM,-0.44075037
RHL,0.588216835,RHL,1.84138187
RHTL,0.44182945,RHTL,1.28919019
RICH,0.700792343,RICH,1.70542347
RPBH,-0.04463795,RPBH,-0.08785289
RWSL,-0.04055856,RWSL,1.0601783
SAMP,0.404173531,SAMP,0.799591381
SELI,3.36643916,SELI,1.18350668
SEMB,0.669020161,SEMB,1.55720653
SERV,0.324468502,SERV,0.601597325
SEYB,0.885463246,SEYB,1.5204309
SFCL,0,SFCL,0
SFIN,-0.08770691,SFIN,-2.3662704
SFL,1.21346199,SFL,2.17013372
SHAL,2.5540127,SHAL,0.694279346
SHAW,1.25857064,SHAW,1.85921248
SHOT,0.439005256,SHOT,0.679791976
SIGV,0.702832038,SIGV,1.10122585
SIL,1.2788107,SIL,0.947251114
SING,2.208755,SING,1.18164933
SINI,0.767788499,SINI,0.54383358
SINS,,SINS,
SIRA,1.14073899,SIRA,2.40508915
SLND,0,SLND,0
SLTL,1.42464893,SLTL,2.27470282
SMLL,0.63238409,SMLL,1.83190936
SMOT,2.20632305,SMOT,2.57355126
SOY,0.535498548,SOY,-0.44520802
SPEN,0.411312465,SPEN,0.88614413
STAF,0.760021965,STAF,1.49591381
SUGA,1.18906409,SUGA,1.97046805
SUN,0.95771554,SUN,1.40267459
SWAD,0,SWAD,0
TAFL,1.25982584,TAFL,2.35716939
TAJ,0.652781046,TAJ,1.34249628
TANG,0.387463716,TANG,0.69409361
TESS,0.94869381,TESS,1.81036404
TFC,1.19918412,TFC,2.52173105
TILE,0.299521456,TILE,0.75742942
TKYO,0.704714834,TKYO,1.19873699
TPL,0.423707539,TPL,1.17291976
TRAN,0.541460735,TRAN,0.457652303
TSML,-0.13046206,TSML,1.0345468
TWOD,0.668078763,TWOD,1.08785289
TYRE,1.16301874,TYRE,1.93684992
UAL,1.21793363,UAL,1.23829866
UBC,-0.22162077,UBC,-1.1339153
UCAR,2.43790695,UCAR,1.00835809
UDPL,0.752569231,UDPL,1.70635215
UML,1.33262728,UML,2.29216196
VFIN,1.31693731,VFIN,2.8499257
VLL,0.561465442,VLL,0.888744427
VPEL,0.477210323,VPEL,0.822251114
WAPO,9.94367302,WAPO,-1.4626671
WATA,0.800502078,WATA,1.60642644
YORK,1.33921707,YORK,2.38744427
