Beta Values for the Period 01st July to 30th September 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
RPBH,2.20975268,RPBH,1.55417221
RWSL,1.01434904,RWSL,0.857251473
SAMP,0.767382174,SAMP,0.628397643
SCAP,-1.2574661,SCAP,-0.83064056
SELI,0.204269715,SELI,0.193499334
SEMB,1.9193887,SEMB,1.45799277
SERV,1.17685487,SERV,1.01283026
SEYB,0.52624825,SEYB,0.682759931
SFCL,0,SFCL,0
SFIN,2.29888007,SFIN,1.58135335
SFL,0.782314512,SFL,0.654153202
SFS,0.334111059,SFS,0.371032123
SHAL,0.128208119,SHAL,0.144364189
SHAW,0.877741483,SHAW,0.517487169
SHL,-0.38905739,SHL,-0.40600646
SHOT,0.306229584,SHOT,0.384622695
SIGV,1.27683154,SIGV,1.14873598
SIL,0.79409706,SIL,0.272096559
SING,-0.5643957,SING,-1.1138566
SINI,1.88497433,SINI,1.45808781
SINS,0.890807279,SINS,0.53212317
SIRA,2.00571628,SIRA,1.69606538
SLND,0,SLND,0
SLTL,0.957769482,SLTL,0.705474244
SMLL,2.20963602,SMLL,1.89640752
SMOT,0.458002799,SMOT,0.919216878
SOY,1.12435837,SOY,1.03383387
SPEN,0.504083061,SPEN,0.592092758
STAF,2.6608726,STAF,2.1131914
SUGA,1.31976201,SUGA,1.15919026
SUN,1.7743817,SUN,1.5597795
SWAD,0,SWAD,0
TAFL,4.69190387,TAFL,3.60169169
TAJ,2.33691087,TAJ,1.98089716
TANG,-0.16157256,TANG,-0.16384717
TESS,0.922305179,TESS,0.6856111
TFC,1.52858142,TFC,1.24425014
TILE,0.792930471,TILE,0.586675536
TJL,-0.16635557,TJL,-0.47547994
TKYO,1.15398973,TKYO,0.773902299
TPL,1.32711152,TPL,1.05673826
TRAN,1.66460569,TRAN,0.808211366
TSML,0.292230517,TSML,0.73160996
TWOD,1.77601493,TWOD,1.5563581
TYRE,1.60114325,TYRE,1.27133624
UAL,1.47538497,UAL,1.19549515
UBC,1.46441903,UBC,1.2368371
UCAR,-0.46278581,UCAR,-0.55787873
UDPL,1.87855809,UDPL,1.60007603
UML,1.40608959,UML,1.10406766
VFIN,1.7809146,VFIN,1.10045618
VLL,0.501399906,VLL,0.432142178
VONE,0.903639757,VONE,0.30326934
VPEL,0.990550629,VPEL,0.768485078
WAPO,3.50349976,WAPO,2.94297662
WATA,1.40025664,WATA,1.0546474
YORK,1.76563229,YORK,1.41950199
