Beta Values for the Period 01st July to 30th September 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
AAIC,1.46313579,AAIC,0.883767344
ABAN,0.522981801,ABAN,0.282835962
ACAP,1.02648156,ACAP,0.719730089
ACL,0.833877741,ACL,0.66080593
ACME,2.54993,ACME,1.91722106
AFSL,1.58574428,AFSL,1.66014065
AGAL,1.43467102,AGAL,1.06576696
AHPL,0.396523565,AHPL,0.28673256
AHUN,0.981101259,AHUN,0.752613571
ALLI,0.386724218,ALLI,0.554647405
ALUF,0.859892673,ALUF,0.501710701
AMCL,0,AMCL,0
AMF,-0.07956136,AMF,0.155673826
AMSL,1.02671488,AMSL,0.700817335
APLA,0.747083527,APLA,0.777798897
ARPI,1.78044797,ARPI,1.31790534
ASCO,1.49195053,ASCO,1.19578026
ASHA,1.21220251,ASHA,0.925584489
ASHO,-0.57186187,ASHO,-0.73275042
ASIR,0.220135324,ASIR,-0.07213457
ASPH,1.44073728,ASPH,0.674681619
ATL,1.27216518,ATL,0.98156244
AUTO,2.51259916,AUTO,1.79091427
BALA,1.75548296,BALA,1.34575175
BBH,1.81661222,BBH,1.54571374
BFL,2.32804479,BFL,1.84651206
BHR,2.404923,BHR,2.05654818
BIL,-0.63275781,BIL,-0.19958182
BINN,1.52928138,BINN,1.31125261
BLI,2.12225851,BLI,1.49268199
BLUE,1.9239384,BLUE,1.34803269
BOGA,2.72608492,BOGA,2.15776468
BOPL,1.1418572,BOPL,1.0985554
BREW,1.02158189,BREW,0.709275803
BRWN,0.836677554,BRWN,0.730469492
BUKI,0.904223051,BUKI,0.733700817
CABO,1.11969202,CABO,0.943261737
CALF,0,CALF,0
CARE,1.97888474,CARE,0.812298042
CARG,0.095310312,CARG,0.040486599
CARS,0.854993,CARS,0.708230374
CCS,0.598576761,CCS,1.6553887
CDB,1.04351376,CDB,0.920357346
CDIC,2.45006999,CDIC,1.10701387
CERA,1.57081194,CERA,0.68104923
CFI,1.87400839,CFI,1.62925299
CFIN,-0.67475501,CFIN,-1.0279414
CFL,2.01014932,CFL,1.47985173
CFLB,2.45601959,CFLB,1.94174111
CFT,1.76948203,CFT,1.36761072
CFVF,1.77613159,CFVF,1.52632579
CHL,0.454153056,CHL,0.233510739
CHMX,0.863159122,CHMX,0.515396312
CHOT,2.04433037,CHOT,1.53392891
CHOU,2.16017265,CHOU,1.49306215
CIC,0.546663555,CIC,0.300798327
CIFL,0.33294447,CIFL,0.10568333
CIND,0.97363509,CIND,0.955046569
CINS,0.393490433,CINS,0.410663371
CINV,1.77986467,CINV,1.29300513
CIT,0.589360709,CIT,0.595229043
CLND,2.78278114,CLND,2.41256415
CLPL,0.867942137,CLPL,0.62858772
COCO,2.26341577,COCO,1.69131343
COCR,2.51574895,COCR,2.02775137
COLO,1.51703219,COLO,1.3375784
COMB,1.41495566,COMB,1.41665082
COMD,1.44365375,COMD,0.857631628
CONN,1.4029398,CONN,1.04723436
CPRT,0,CPRT,0
CRL,1.42918805,CRL,1.43043147
CSD,1.68140457,CSD,1.30735601
CSEC,1.73121791,CSEC,1.27979471
CSF,2.14617358,CSF,1.58971678
CTBL,1.46348576,CTBL,1.11176582
CTC,0.397690153,CTC,0.349458277
CTCE,0.127391507,CTCE,-0.02185896
CTEA,0.903756416,CTEA,0.874358486
CTHR,0.124358376,CTHR,-0.04761452
CTLD,1.3353943,CTLD,1.14597985
CWM,1.4914839,CWM,1.10197681
DFCC,0.94003733,DFCC,0.710131153
DIAL,0.885207652,DIAL,0.94573275
DIMO,0.510849276,DIMO,0.428340619
DIPD,0.738217452,DIPD,0.570423873
DIST,0.485884274,DIST,0.508173351
DOCK,0.624241717,DOCK,0.516061585
DPL,2.67417172,DPL,2.05312678
EAST,2.30132991,EAST,1.49078122
EBCR,1.49556696,EBCR,0.973008933
ECL,2.08014465,ECL,1.66004561
EDEN,2.27146523,EDEN,1.77057593
ELPL,2.53838077,ELPL,1.86922638
EMER,4.01866542,EMER,2.86456947
EQIT,1.26621558,EQIT,0.720300323
ETWO,1.52449836,ETWO,1.15472343
EXPO,1.21185254,EXPO,1.07451054
FLCH,1.66402239,FLCH,1.54609389
GEST,2.31859542,GEST,1.50114046
GHLL,2.11560895,GHLL,1.70785021
GLAS,1.18933737,GLAS,0.968542102
GOOD,0.529514699,GOOD,0.436038775
GRAN,4.19003733,GRAN,3.22771336
GREG,2.12669155,GREG,1.60007603
GUAR,1.68607092,GUAR,1.17240068
HAPU,-0.17930471,HAPU,-0.22020528
HARI,1.2218852,HARI,1.21592853
HASU,1.77554829,HASU,1.51729709
HAYC,1.02963135,HAYC,0.93375784
HAYL,0.506882874,HAYL,0.348602927
HDEV,1.53838077,HDEV,1.03601976
HDFC,0.667638824,HDFC,0.53668504
HEXP,1.40270648,HEXP,1.10378255
HHL,0.696220251,HHL,0.626116707
HNB,0.701003266,HNB,0.710131153
HOPL,0.876691553,HOPL,0.754609389
HPFL,1.36724218,HPFL,1.06529176
HPWR,1.29351376,HPWR,1.02813153
HSIG,0.441203919,HSIG,0.563866185
HUEJ,1.364909,HUEJ,1.17040486
HUNA,1.2323845,HUNA,0.953620984
HUNT,0.886140923,HUNT,0.695019958
HVA,2.65200653,HVA,1.79214978
IDL,0,IDL,0
INDO,0.270298646,INDO,0.347082303
JFIN,0.868175454,JFIN,0.538110625
JINS,1.43793747,JINS,1.14674016
JKH,1.0774615,JKH,1.25555977
JKL,0.362109192,JKL,0.447823607
KAHA,1.52916472,KAHA,1.73103972
KAPI,2.19785347,KAPI,1.7626877
KCAB,1.40480634,KCAB,1.03944117
KDL,1.80961269,KDL,1.20233795
KFP,0.673938404,KFP,0.559399353
KGAL,1.41192253,KGAL,1.17420642
KHC,0.609776014,KHC,0.566432237
KHL,0.447620158,KHL,0.431476905
KOTA,1.35650956,KOTA,1.21089146
KURU,1.38672421,KURU,1.17344611
KVAL,1.01924871,KVAL,0.911138566
KZOO,0.400839944,KZOO,0.27570804
LALU,2.97608492,LALU,2.46283976
LAMB,1.46546896,LAMB,0.974909712
LCEM,1.84356042,LCEM,1.59789013
LCEY,1.74475034,LCEY,1.42834061
LDEV,3.12622491,LDEV,2.48602927
LFIN,0.800979934,LFIN,0.617848317
LGL,1.64162389,LGL,1.32199201
LHCL,4.62120858,LHCL,4.44335677
LHL,0.985650956,LHL,0.868941265
LIOC,0.422538497,LIOC,0.304599885
LION,0.515165655,LION,0.488975479
LITE,1.63462435,LITE,0.996388519
LLUB,0.094960335,LLUB,0.178388139
LMF,1.30179654,LMF,0.79043908
LOFC,2.22036864,LOFC,1.43280745
LOLC,0.986350909,LOLC,0.705949439
LPRT,0.973285114,LPRT,0.737597414
LVEN,1.62692487,LVEN,1.35335487
LWL,1.64594027,LWL,1.17202052
MADU,2.12692487,MADU,1.61309636
MAL,1.53698086,MAL,1.32047139
MARA,2.07081194,MARA,1.74187416
MASK,0.871325244,MASK,0.510644364
MBSL,1.864909,MBSL,1.53364379
MERC,0,MERC,0
MFL,1.7054363,MFL,0.885002851
MGT,-0.04573028,MGT,0.236742064
MIRA,1.14850676,MIRA,0.505322182
MORI,1.57606159,MORI,1.14388899
MPRH,0.928954736,MPRH,0.851264018
MRH,1.70706952,MRH,1.35563581
MSL,2.5939104,MSL,2.03620984
MULL,1.57454503,MULL,1.48336818
NAMU,0.877274848,NAMU,0.79595134
NDB,0.489734017,NDB,0.416935943
NEH,2.20695286,NEH,1.73008933
NEST,-0.13567428,NEST,-0.30555027
NHL,0.858726084,NHL,0.598840524
NIFL,0.757466168,NIFL,0.421402775
NTB,1.76959869,NTB,1.47662041
ODEL,1.46616892,ODEL,1.08087816
OFEQ,0,OFEQ,0
OGL,-0.89535697,OGL,-0.96350503
ONAL,1.64512365,ONAL,2.56671735
OSEA,1.05214652,OSEA,0.828169549
PABC,1.70811945,PABC,1.4461129
PALM,1.81381241,PALM,1.62126972
PAP,1.93058796,PAP,1.44354685
PARA,-1.4818012,PARA,-0.9297662
PARQ,1.59239384,PARQ,0.980802128
PCH,1.66308912,PCH,1.29081923
PDL,1.50209986,PDL,1.37758981
PEG,1.97176854,PEG,1.57451054
PHAR,2.84204386,PHAR,2.40971298
PMB,0.940737284,PMB,0.861623265
RAL,1.64010732,RAL,1.35278464
RCL,1.06929538,RCL,0.831305835
REEF,1.10429304,REEF,1.05825888
REG,0.62914139,REG,0.658334917
RENU,1.3124125,RENU,1.0753659
REXP,2.07302846,REXP,1.76335297
RGEM,0.668338777,RGEM,0.279699676
RHL,2.09962669,RHL,1.46597605
RHTL,1.74440037,RHTL,1.41218399
RICH,1.26178254,RICH,1.02100361
