Dividend Records - 2002,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
CTLD-N-0,2.5% FINAL DIVIDEND,2002-09-18 00:00:00,2002-10-16 00:00:00,2002-10-28 00:00:00,8.5,7.5
DFCC-N-0,50% FIRST & FINAL,2002-06-06 00:00:00,2002-06-21 00:00:00,2002-07-04 00:00:00,180,177
DIMO-N-0,30% FIRST & FINAL,2002-05-15 00:00:00,2002-06-04 00:00:00,2002-06-14 00:00:00,43.5,40
DIPD-N-0,15% INTERIM ( TAX FREE,2002-03-06 00:00:00,2002-03-11 00:00:00,2002-03-22 00:00:00,63,62
DIPD-N-0,20% FINAL ( TX FREE ),2002-05-14 00:00:00,2002-06-14 00:00:00,2002-06-27 00:00:00,62.5,62
DIST-N-0,30  45% FIRST & FINAL,2002-09-30 00:00:00,2002-10-10 00:00:00,2002-10-30 00:00:00,10,9.25
DOCK-N-0,15%  FIRST & FINAL,2002-03-13 00:00:00,2002-04-19 00:00:00,2002-05-03 00:00:00,24.75,23
DPL-N-00,5% INTERIM DIVIDEND,2002-09-25 00:00:00,2002-10-09 00:00:00,2002-10-21 00:00:00,13.75,13.5
EAST-N-0,10% INTERIM DIVIDEND,2002-11-14 00:00:00,2002-12-02 00:00:00,2002-12-13 00:00:00,10.75,9.5
EBCR-N-0,20% FIRST & FINAL,2001-12-17 00:00:00,2002-01-07 00:00:00,2002-01-18 00:00:00,25.75,26
EQIT-N-0,12 % FIRST & FINAL,2002-04-29 00:00:00,2002-05-06 00:00:00,2002-05-21 00:00:00,15,14.75
GEST-N-0,20% FIRST & FINAL,2001-12-17 00:00:00,2001-12-20 00:00:00,2002-01-07 00:00:00,40,30
GLAS-N-0,25% INTERIM,2002-03-14 00:00:00,2002-03-15 00:00:00,2002-03-27 00:00:00,19.25,18
GLAS-N-0,5% FINAL DIVIDEND,2002-04-19 00:00:00,2002-06-11 00:00:00,2002-06-21 00:00:00,20,19
GUAR-N-0,10% FIRST & FINAL ( TX,2002-05-15 00:00:00,2002-06-05 00:00:00,2002-06-17 00:00:00,85.25,80
HARI-N-0,25% INTERIM (TAX FREE),2002-06-04 00:00:00,2002-06-05 00:00:00,2002-06-21 00:00:00,150,160
HARI-N-0,30% FINAL DIVIDEND ( T,2002-08-07 00:00:00,2002-10-28 00:00:00,2002-11-15 00:00:00,160,
HAYC-N-0,15% INTERIM DIV ( 14%,2002-02-15 00:00:00,2002-02-26 00:00:00,2002-03-11 00:00:00,40,39
HAYC-N-0,15% FINAL ( 1% TX FREE,2002-05-15 00:00:00,2002-06-13 00:00:00,2002-06-26 00:00:00,41.5,41.5
HAYL-N-0,17.5% INTERIM,2002-04-23 00:00:00,2002-04-29 00:00:00,2002-05-10 00:00:00,121.25,121.5
HAYL-N-0,17.5% FINAL / 10%TAX F,2002-05-17 00:00:00,2002-06-17 00:00:00,2002-06-28 00:00:00,142.75,144
HEXP-N-0,20% INTERIM (TXBLE),2002-02-14 00:00:00,2002-02-21 00:00:00,2002-03-06 00:00:00,48,45.5
HEXP-N-0,25% FINAL DIVIDEND,2002-05-13 00:00:00,2002-06-10 00:00:00,2002-06-20 00:00:00,62,60
HNB-N-00,10% INTERIM,2002-01-04 00:00:00,2002-01-23 00:00:00,2002-02-06 00:00:00,44,44
HNB-N-00,5% FINAL ( VOTING & NO,2002-02-25 00:00:00,2002-03-08 00:00:00,2002-04-05 00:00:00,46,44
HNB-N-00,15% INTERIM,2002-11-29 00:00:00,2002-12-09 00:00:00,2002-12-20 00:00:00,77.5,75.5
HNB-X-00,10% INTERIM,2002-01-04 00:00:00,2002-01-23 00:00:00,2002-02-06 00:00:00,31,30
HNB-X-00,5% FINAL,2002-02-25 00:00:00,2002-03-08 00:00:00,2002-04-05 00:00:00,32,30
HUNT-N-0,12.5% FIRST & FINAL,2002-10-17 00:00:00,2002-12-10 00:00:00,2002-12-23 00:00:00,14,14
JFIN-N-0,5% INTERIM DIVIDEND,2002-11-01 00:00:00,2002-11-20 00:00:00,2002-12-02 00:00:00,40.25,40
JKH-N-00,10% INTERIM,2002-02-28 00:00:00,2002-03-05 00:00:00,2002-03-22 00:00:00,56,56.25
JKH-N-00,10% FINAL,2002-05-22 00:00:00,2002-06-11 00:00:00,2002-06-28 00:00:00,68.75,65.5
JKL-N-00,15%  INTERIM DIVIDEND,2002-03-01 00:00:00,2002-03-07 00:00:00,2002-03-20 00:00:00,56,58
JKL-N-00,35% FINAL,2002-05-29 00:00:00,2002-06-11 00:00:00,2002-06-21 00:00:00,69,69
KAPI-N-0,5% INTERIM (TX FREE),2002-01-24 00:00:00,2002-01-29 00:00:00,2002-02-22 00:00:00,12.5,12.75
KCAB-N-0,-20 25% FINAL,2002-11-08 00:00:00,2002-11-11 00:00:00,2002-11-12 00:00:00,52,50
KDL-N-00,12.5% FIRST & FINAL,2002-09-02 00:00:00,2002-09-16 00:00:00,2002-09-27 00:00:00,11.25,10.5
KVAL-N-0,7.5% FIRST & FINAL ( T,2002-03-15 00:00:00,2002-04-11 00:00:00,2002-04-25 00:00:00,11,10.75
KZOO-N-0,25% FINAL,2002-10-25 00:00:00,2002-11-21 00:00:00,2002-12-03 00:00:00,200,
LALU-N-0,6% FIRST & FINAL,2002-08-01 00:00:00,2002-09-09 00:00:00,2002-09-19 00:00:00,10,10
LHL-N-00,5% FIRST & FINAL,2002-04-24 00:00:00,2002-06-06 00:00:00,2002-06-18 00:00:00,10,10
LION-N-0,15% FIRST & FINAL ( TX,2002-05-10 00:00:00,2002-05-14 00:00:00,2002-05-31 00:00:00,47,47
LLUB-N-0,41.5% 3RD INTERIM,2001-12-19 00:00:00,2001-12-28 00:00:00,2002-01-10 00:00:00,78,74
LLUB-N-0,11.50% 4TH INTERIM,2002-02-12 00:00:00,2002-03-04 00:00:00,2002-03-14 00:00:00,76.5,77
LLUB-N-0,11.5 % FIRST INTERIM,2002-06-04 00:00:00,2002-06-11 00:00:00,2002-06-21 00:00:00,108,102
LLUB-N-0,11.5% SECOND INTERIM,2002-09-06 00:00:00,2002-09-16 00:00:00,2002-09-27 00:00:00,118.75,119
LMF-N-00,10% FIRST & FINAL,2002-09-25 00:00:00,2002-10-31 00:00:00,2002-11-13 00:00:00,12.25,10.75
LOLC-N-0,10% SECOND INTERIM,2002-01-29 00:00:00,2002-02-06 00:00:00,2002-02-18 00:00:00,51.5,51.5
LOLC-N-0,15% FINAL,2002-05-16 00:00:00,2002-06-17 00:00:00,2002-06-28 00:00:00,64,63
LOLC-N-0,7.5 % INTERIM,2002-09-26 00:00:00,2002-10-07 00:00:00,2002-10-17 00:00:00,75,70
LVEN-N-0,10% FIRST & FINAL (7.7,2002-07-22 00:00:00,2002-08-16 00:00:00,2002-08-29 00:00:00,10.5,9.5
LWL-N-00,15% INTERIM,2002-10-03 00:00:00,2002-10-15 00:00:00,2002-10-25 00:00:00,40,39
LWL-N-00,10% FINAL,2002-10-04 00:00:00,2002-11-08 00:00:00,2002-11-21 00:00:00,40,37
MADU-N-0,7.5% FIRST & FINAL,2002-05-15 00:00:00,2002-07-10 00:00:00,2002-07-22 00:00:00,9.75,9.25
MASK-N-0,25% FIRST & FINAL,2002-05-30 00:00:00,2002-06-12 00:00:00,2002-07-05 00:00:00,27.25,24
MILL-N-0,50% INTERIM ( TAX FREE,2002-04-04 00:00:00,2002-04-19 00:00:00,2002-05-03 00:00:00,110.25,126.25
MILL-N-0,65% (46.8 NET) FINAL D,2002-07-24 00:00:00,2002-09-03 00:00:00,2002-09-13 00:00:00,154.5,160
MORI-N-0,TO  60% FINAL,2002-09-30 00:00:00,2002-10-08 00:00:00,2002-10-29 00:00:00,225,225
MSL-N-00,15% FIRST & FINAL,2002-09-09 00:00:00,2002-11-18 00:00:00,2002-11-29 00:00:00,40,
NDB-N-00,45% FINAL,2002-02-01 00:00:00,2002-03-22 00:00:00,2002-04-05 00:00:00,76,74
NEH-N-00,25% INTERIM (TAX FREE),2002-09-06 00:00:00,2002-09-11 00:00:00,2002-09-24 00:00:00,300,
NEH-N-00,25% 2ND INTERIM,2002-11-01 00:00:00,2002-11-18 00:00:00,2002-11-29 00:00:00,300,
NEST-N-0,18% FINAL,2002-04-30 00:00:00,2002-06-26 00:00:00,2002-07-08 00:00:00,53,51
ONAL-N-0,9% FINAL DIVIDEND,2002-06-20 00:00:00,2002-07-26 00:00:00,2002-08-07 00:00:00,12.5,10
ONAL-N-0,6% INTERIM,2002-11-21 00:00:00,2002-11-25 00:00:00,2002-12-05 00:00:00,13.25,13.25
PARA-N-0,5% FINAL,2002-10-25 00:00:00,2002-11-21 00:00:00,2002-12-03 00:00:00,55,
PDL-N-00,12% FINAL,2002-02-28 00:00:00,2002-03-08 00:00:00,2002-03-21 00:00:00,16.5,16.5
PDL-N-00,7% INTERIM,2002-10-31 00:00:00,2002-11-18 00:00:00,2002-11-29 00:00:00,19.5,18.5
PHAR-N-0,40% FIRST & FINAL,2002-09-02 00:00:00,2002-09-23 00:00:00,2002-10-03 00:00:00,200,
PMB-N-00,4% FINAL,2002-05-06 00:00:00,2002-06-12 00:00:00,2002-07-05 00:00:00,11,10
RCL-N-00,10% INTERIM,2002-03-25 00:00:00,2002-04-01 00:00:00,2002-04-11 00:00:00,17,15.75
RCL-N-00,10% SECOND & FINAL DIV,2002-07-24 00:00:00,2002-09-17 00:00:00,2002-09-30 00:00:00,19.25,18.25
RECK-N-0,25% FIRST & FINAL,2002-05-03 00:00:00,2002-05-07 00:00:00,2002-06-03 00:00:00,32.5,30
REG-N-00,25% FINAL,2002-03-25 00:00:00,2002-05-06 00:00:00,2002-05-16 00:00:00,36,36
REG-N-00,20% INTERIM,2002-08-29 00:00:00,2002-09-02 00:00:00,2002-09-12 00:00:00,41,43
RENU-N-0,40% FIRST & FINAL,2002-09-23 00:00:00,2002-11-12 00:00:00,2002-11-25 00:00:00,69,64
REXP-N-0,15% FIRST & FINAL ( TA,2002-05-13 00:00:00,2002-06-17 00:00:00,2002-06-28 00:00:00,28,27.5
RICH-N-0,18% INTERIM ( TAX FREE,2002-03-05 00:00:00,2002-03-14 00:00:00,2002-03-26 00:00:00,105,90
RICH-N-0,7% FINAL ( TX FREE),2002-05-15 00:00:00,2002-06-17 00:00:00,2002-06-28 00:00:00,115.25,115.5
SAMP-N-0,17.5% FIRST AND FINAL,2002-03-04 00:00:00,2002-03-07 00:00:00,2002-04-04 00:00:00,61,62
SEYB-N-0,12.5% FIRST & FINAL,2002-02-19 00:00:00,2002-03-22 00:00:00,2002-04-05 00:00:00,24,24.5
SINS-N-0,17% FINAL,2002-03-25 00:00:00,2002-05-06 00:00:00,2002-05-16 00:00:00,35.75,35
SINS-N-0,25% INTERIM,2002-10-18 00:00:00,2002-10-25 00:00:00,2002-11-07 00:00:00,41.75,42
SLND-N-0,10%  FIRST  & FINAL,2002-06-05 00:00:00,2002-10-01 00:00:00,2002-10-11 00:00:00,90,115
SPEN-N-0,15% INTERIM ( 50% TAX,2002-03-05 00:00:00,2002-03-15 00:00:00,2002-03-27 00:00:00,90,94
SPEN-N-0,25% FINAL ( 40% TX FRE,2002-05-15 00:00:00,2002-06-17 00:00:00,2002-06-28 00:00:00,120,119.75
SUN-N-00,15% FIRST & FINAL,2002-08-08 00:00:00,2002-09-02 00:00:00,2002-09-12 00:00:00,12,14
TANG-N-0,5% INTERIM (TAX FREE),2002-06-26 00:00:00,2002-07-03 00:00:00,2002-07-15 00:00:00,30,28.5
TFC-N-00,10% FIRST & FINAL,2002-10-09 00:00:00,2002-10-21 00:00:00,2002-10-31 00:00:00,17,15.5
TILE-N-0,15% INTERIM,2002-02-06 00:00:00,2002-02-14 00:00:00,2002-02-26 00:00:00,35,32.5
TILE-N-0,16.5% FINAL DIVIDEND,2002-08-14 00:00:00,2002-08-30 00:00:00,2002-09-11 00:00:00,42.25,44
TILE-N-0,20% INTERIM,2002-10-03 00:00:00,2002-10-10 00:00:00,2002-10-22 00:00:00,45,44
TKYO-N-0,32% FINAL (TAX FREE),2002-06-04 00:00:00,2002-06-25 00:00:00,2002-07-05 00:00:00,95.75,94
TPL-N-00,10% INTERIM,2002-03-08 00:00:00,2002-03-15 00:00:00,2002-03-27 00:00:00,16.75,15.5
TRAN-N-0,10% INTERIM,2002-04-02 00:00:00,2002-04-17 00:00:00,2002-04-30 00:00:00,22,22
TRAN-N-0,15% FIRST INTERIM DIVI,2002-10-16 00:00:00,2002-10-30 00:00:00,2002-11-12 00:00:00,40,39.75
TSML-N-0,10% INTERIM,2002-01-30 00:00:00,2002-02-12 00:00:00,2002-02-22 00:00:00,23.5,22.75
TSML-N-0,15% FINAL,2002-05-29 00:00:00,2002-06-13 00:00:00,2002-06-26 00:00:00,24,22
TSML-N-0,10% INTERIM,2002-12-02 00:00:00,2002-12-10 00:00:00,2002-12-23 00:00:00,27,27
TWOD-N-0,10% FINAL,2002-08-16 00:00:00,2002-08-19 00:00:00,2002-08-30 00:00:00,11,11
UAL-N-00,35% FIRST & FINAL,2002-03-11 00:00:00,2002-03-15 00:00:00,2002-03-27 00:00:00,45,42.5
UCAR-N-0,50% FIRST & FINAL,2002-04-30 00:00:00,2002-07-24 00:00:00,2002-08-05 00:00:00,58,57.75
UCAR-N-0,35% INTERIM,2002-11-08 00:00:00,2002-11-25 00:00:00,2002-12-05 00:00:00,65,64.75
UML-N-00,15% INTERIM ( INCOME T,2002-03-25 00:00:00,2002-04-01 00:00:00,2002-04-11 00:00:00,32,32
UML-N-00,10% FINAL,2002-05-29 00:00:00,2002-06-11 00:00:00,2002-06-27 00:00:00,55.75,56
WAPO-N-0,20% FIRST INTERIM,2002-05-15 00:00:00,2002-05-20 00:00:00,2002-06-03 00:00:00,35,
WATA-N-0,5% FIRST & FINAL,2002-05-08 00:00:00,2002-05-22 00:00:00,2002-06-05 00:00:00,11,10.75
