SCRIP DIVIDEND PERIOD OF 01ST JANUARY TO 31ST DECEMBER 2014,,,,,,,
No. ,Date of Announcement ,Company Name ,Allotment Date,New Proportion,Old Proportion,No. of shares listed ,Date listed 
1,25-Feb-2014 ,Commercial Bank of Ceylon PLC -         Voting,2014-04-01 00:00:00,1,63.611111,12504344,2014-04-09 00:00:00
,,                                                             - Non Voting,2014-04-01 00:00:00,1, 52.611111,1036724,2014-04-09 00:00:00
