Beta Values for the Period from 01st October to 30th December 2010,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
MSL,-0.22776951,MSL,-0.01370545
MULL,1.36827839,MULL,1.44023589
NAMU,1.37597272,NAMU,1.34903231
NDB,1.20468654,NDB,1.22418805
NEH,0.997726676,NEH,0.93163884
NEST,0.521115677,NEST,0.408256499
NHL,3.22549619,NHL,3.11711936
NTB,1.48124508,NTB,1.5057729
ODEL,1.40237824,ODEL,1.38657695
OFEQ,0,OFEQ,0
ONAL,-0.08105272,ONAL,0.00714345
OSEA,0.632508524,OSEA,0.66674973
PABC,2.2764711,PABC,2.18589583
PALM,1.46148465,PALM,1.84957222
PAP,0,PAP,0
PARA,0.094605228,PARA,0.079990032
PARQ,1.80904083,PARQ,1.80912035
PCH,1.24919122,PCH,1.06445718
PDL,1.42747223,PDL,0.959049754
PEG,1.63906618,PEG,1.57214054
PHAR,2.13578735,PHAR,1.63418888
PMB,0.833347905,PMB,0.835534512
RAL,1.78858092,RAL,1.64581775
RCL,1.16149339,RCL,1.10972672
REEF,1.84296581,REEF,2.08837943
REG,0.958555565,REG,0.902400531
RENU,1.29308385,RENU,1.19985048
REXP,0.832910728,REXP,0.995265387
RGEM,1.06286613,RGEM,0.89941025
RHL,1.64273848,RHL,1.60345543
RHTL,1.55556527,RHTL,1.49663593
RICH,-2.5024044,RICH,-1.7932552
RPBH,0.372825041,RPBH,0.456017941
RWSL,1.73008656,RWSL,1.61250934
SAMP,5.74425111,SAMP,5.63676385
SELI,0.459211331,SELI,0.433923083
SEMB,1.78272274,SEMB,1.88080405
SERV,0.603217627,SERV,0.564498712
SEYB,1.8385066,SEYB,1.75313564
SFL,0.541575588,SFL,0.679624553
SHAL,-0.02920346,SHAL,-0.07949165
SHAW,0.723791203,SHAW,0.635434836
SHOT,1.22899361,SHOT,1.16405017
SIGV,1.38244294,SIGV,1.12542569
SIL,1.07589402,SIL,0.993437993
SING,0.645536416,SING,0.309826397
SINI,2.25898399,SINI,1.8137719
SINS,1.77590277,SINS,1.58941772
SIRA,1.60968785,SIRA,1.66550377
SLND,0,SLND,0
SLTL,0.457724927,SLTL,0.30841432
SMLL,1.627787,SMLL,1.55154082
SMOT,1.70980152,SMOT,1.51565744
SOY,0.206872431,SOY,0.17094443
SPEN,0.430707353,SPEN,0.719162721
STAF,1.60802658,STAF,1.57928399
SUGA,0.9052199,SUGA,0.820915358
SUN,1.63635568,SUN,1.52662181
SWAD,0,SWAD,0
TAFL,2.34056133,TAFL,2.23897333
TAJ,1.98854594,TAJ,1.84259489
TANG,0.798023957,TANG,0.718830467
TESS,1.49243682,TESS,1.35360079
TFC,1.6969485,TFC,1.61201096
TILE,1.16542799,TILE,1.0310657
TKYO,1.60898837,TKYO,1.5595149
TPL,1.44015038,TPL,1.50660353
TRAN,1.08900935,TRAN,1.01611429
TSML,0.059718457,TSML,0.130824819
TWOD,1.50966162,TWOD,1.44854223
TYRE,1.96231529,TYRE,1.39928565
UAL,1.17320975,UAL,1.12924661
UCAR,0.027279881,UCAR,0.100174433
UDPL,0.848561685,UDPL,1.00988454
UML,2.32893241,UML,2.58534762
VFIN,2.7732797,VFIN,2.48857878
VLL,1.33190521,VLL,1.09926073
VPEL,0.931450555,VPEL,0.877481518
WAPO,-0.21605316,WAPO,-0.16321953
WATA,1.46148465,WATA,1.35908298
YORK,1.63469441,YORK,1.69283163
