Beta Values for the Period from 01st October to 30th December 2010,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
AAIC,0.492261956,AAIC,0.514577622
ABAN,0.607676838,ABAN,0.573884874
ACAP,0.483780711,ACAP,0.501702799
ACL,1.24018536,ACL,1.21189467
ACME,0.412870508,ACME,0.446382589
AGAL,0.548395558,AGAL,0.523299277
AHPL,1.09836495,AHPL,1.0233408
AHUN,2.71216228,AHUN,0.670570645
ALLI,0.505377284,ALLI,0.453442976
ALUF,0.20416193,ALUF,0.255918265
AMSL,0.343184401,AMSL,0.436747238
APLA,1.51814286,APLA,1.32959548
ARPI,2.45973594,ARPI,2.18481601
ASCO,0.723004284,ASCO,0.708447545
ASHA,0.481245081,ASHA,0.378187557
ASHO,0.008918422,ASHO,0.019104576
ASIR,0.710938183,ASIR,0.733532685
ASPH,0.005421002,ASPH,0.004900739
ATL,1.51884235,ATL,1.40568153
AUTO,-0.55399143,AUTO,-0.52520973
BALA,1.8104398,BALA,1.73536007
BBH,0.986972108,BBH,0.870836448
BFL,1.43499169,BFL,1.40510009
BHR,0.505027542,BHR,0.461915441
BINN,5.7225671,BINN,5.48160146
BLUE,1.54551018,BLUE,1.31771741
BOGA,3.03567369,BOGA,2.8904394
BOPL,1.75684182,BOPL,1.46764681
BREW,0.027192445,BREW,0.152338234
BRWN,1.10789542,BRWN,1.16205664
BUKI,-1.9868846,BUKI,-0.52379765
CABO,0.044504677,CABO,0.047844505
CARE,0.88239923,CARE,0.829304759
CARG,0.908804756,CARG,0.909959298
CARS,0.857305237,CARS,1.0124595
CCS,0.426772755,CCS,0.255253758
CDB,-4.1858879,CDB,-4.5625882
CDIC,0.866485966,CDIC,0.715424869
CERA,1.77940019,CERA,1.56740593
CFI,0.514558013,CFI,0.42179583
CFIN,1.00821893,CFIN,0.953650635
CFLB,1.11908717,CFLB,1.09494144
CFT,1.13508787,CFT,1.02450369
CFVF,1.23791203,CFVF,1.32128914
CHL,0.9839993,CHL,0.864191378
CHMX,1.02929089,CHMX,1.06030401
CHOT,1.33872519,CHOT,1.33790181
CHOU,0.514732884,CHOU,0.316637594
CIC,1.50852496,CIC,1.45510424
CIND,0.357786132,CIND,0.399617908
CINS,1.05683308,CINS,1.08256499
CINV,4.28294133,CINV,4.00166126
CIT,-0.14295706,CIT,-0.183487
CLND,1.54244994,CLND,1.44605033
CLPL,1.98959517,CLPL,1.90912866
COCO,1.70289411,COCO,1.43674723
COLO,1.97027192,COLO,1.70961043
COMB,1.02859141,COMB,1.05914112
COMD,0.188336102,COMD,0.092034222
CONN,1.3673166,CONN,1.26272946
CPRT,0,CPRT,0
CRL,1.43027017,CRL,1.21895506
CSD,2.47197691,CSD,2.3374865
CSEC,1.11961178,CSEC,1.34953069
CSF,1.90994141,CSF,1.95821912
CTBL,1.43201888,CTBL,1.45734695
CTC,0.145755005,CTC,-0.02242711
CTCE,0.711987409,CTCE,0.830052329
CTEA,-0.68348343,CTEA,-0.73469557
CTHR,1.18378945,CTHR,1.1748484
CTLD,1.7639241,CTLD,1.6799568
CWM,1.46375797,CWM,1.36190713
DFCC,1.46227157,DFCC,1.45394135
DIAL,0.758328232,DIAL,0.809286485
DIMO,0.905657077,DIMO,0.863859124
DIPD,0.316166826,DIPD,0.381759282
DIST,0.965462971,DIST,0.992939612
DOCK,0.91125295,DOCK,1.0015782
DPL,2.45457724,DPL,2.26164963
EAST,1.22890618,EAST,1.17343633
EBCR,0.547258896,EBCR,0.633856632
ECL,1.53737868,ECL,1.60162804
EDEN,1.67482731,EDEN,1.57479857
ELPL,2.55617731,ELPL,2.50269955
EMER,0.020547346,EMER,-0.08389401
EQIT,2.55949986,EQIT,2.26655037
ETWO,1.62822418,ETWO,1.43192956
GEST,1.60793914,GEST,1.49040617
GHLL,1.63583107,GHLL,1.55145776
GLAS,2.22357261,GLAS,2.2279259
GOOD,-0.2870508,GOOD,-0.23897333
GRAN,1.76322462,GRAN,1.69623722
GREG,1.86945877,GREG,1.90680289
GUAR,3.15624726,GUAR,2.35991361
HAPU,0.785608114,HAPU,0.665752969
HARI,-0.00375972,HARI,-0.04070105
HASU,1.01556352,HASU,1.05017027
HAYC,0.741190871,HAYC,0.678378602
HAYL,0.743813937,HAYL,0.705955644
HDEV,0.246305849,HDEV,0.247279674
HDFC,0.371513508,HDFC,0.250103829
HEXP,1.15519804,HEXP,0.993271866
HHL,1.19638016,HHL,1.16263809
HNB,0.466206172,HNB,0.498463327
HOPL,0.936172073,HOPL,0.894426447
HPFL,-0.34956719,HPFL,-0.36182407
HPWR,1.91308909,HPWR,1.93006063
HSIG,1.73848037,HSIG,1.62231082
HUEJ,-1.1010754,HUEJ,-0.96494725
HUNA,1.07073533,HUNA,0.83129828
HUNT,0.070123284,HUNT,-0.17567904
IDL,0,IDL,0
INDO,-0.20809652,INDO,-0.03488661
JFIN,2.10964413,JFIN,2.10532436
JINS,1.35245256,JINS,1.30384583
JKH,0.866660837,JKH,0.877564581
JKL,1.37527323,JKL,1.34197192
KAHA,0.637579784,KAHA,0.621230999
KAPI,1.44373524,KAPI,1.11396295
KCAB,0.506863688,KCAB,0.520641249
KDL,0.946052286,KDL,0.890605532
KFP,1.4394509,KFP,1.4629122
KGAL,0.978753169,KGAL,0.959049754
KHC,1.65891405,KHC,1.53002741
KHL,0.837020197,KHL,0.801727718
KOTA,1.69537466,KOTA,1.62812525
KURU,1.104398,KURU,0.879059722
KVAL,0.077380431,KVAL,-0.01196112
KZOO,-0.59604791,KZOO,-0.29927734
LALU,1.06959867,LALU,0.924578453
LAMB,0.85197167,LAMB,1.07724894
LCEM,2.31686631,LCEM,2.20848907
LCEY,1.73061117,LCEY,1.67887698
LDEV,1.50275421,LDEV,1.43732868
LFIN,1.46384541,LFIN,1.34595896
LGL,0.023695024,LGL,0.050087216
LHCL,1.42930838,LHCL,1.32660519
LHL,0.413569992,LHL,0.358086219
LIOC,0.725102736,LIOC,0.684193039
LION,0.825741016,LION,0.827477365
LITE,0.729649383,LITE,0.633025998
LLUB,0.460173122,LLUB,0.461666251
LMF,1.45081752,LMF,1.37860287
LOLC,3.05254874,LOLC,1.87665088
LPRT,0.714348168,LPRT,0.819752471
LVEN,2.25968348,LVEN,2.20342221
LWL,1.19139634,LWL,1.17086136
MADU,1.50292908,MADU,1.40285738
MAL,1.88344845,MAL,1.73311736
MARA,1.58275771,MARA,1.47520558
MASK,1.32665908,MASK,1.26065287
MBSL,2.56701932,MBSL,2.53442976
MGT,1.40124158,MGT,1.37818755
MIRA,0.196642476,MIRA,0.444970512
MORI,1.18807379,MORI,1.16247196
MPRH,1.74433855,MPRH,1.79059722
MRH,1.19979015,MRH,1.15383337
