"Market Capitalization of Listed Companies as at Dec, 2024",,,,,
COMPANY CODE,SECURITY TYPE,COMPANY NAME,INDEXED PRICE (Rs),INDEXED QUANTITY (No.),MARKET CAP (Rs.)
DIPD,DIPD.N0000,DIPPED PRODUCTS,54.5,598615120,32624524040
DIST,DIST.N0000,DISTILLERIES,39,4600000000,179400000000
DOCK,DOCK.N0000,DOCKYARD,65.9,71858924,4735503091.6
DPL,DPL.N0000,DANKOTUWA PORCEL,23.5,162552920,3819993620
EAST,EAST.N0000,EAST WEST,11.1,138240000,1534464000
EBCR,EBCR.N0000,E B CREASY,28.7,253545800,7276764460
ECL,ECL.N0000,E - CHANNELLING,13.8,122131415,1685413527
EDEN,EDEN.N0000,EDEN HOTEL LANKA,16.6,1584000000,26294400000
ELPL,ELPL.N0000,ELPITIYA,119.25,72866428,8689321539
EMER,EMER.N0000,EASTERN MERCHANT,8.7,117446000,1021780200
EML,EML.N0000,EML CONSULTANTS,4.1,90900000,372690000
ETWO,ETWO.N0000,EQUITY TWO PLC,43.9,31000000,1360900000
EXT,EXT.N0000,EXTERMINATORS,5.9,52852459,311829508.1
FCT,FCT.N0000,FC TREASURIES,27,615600000,16621200000
GEST,GEST.N0000,GESTETNER,117.25,2657812,311628457
GHLL,GHLL.N0000,GALADARI,18.2,500829564,9115098064.8
GLAS,GLAS.N0000,PGP GLASS,34.5,950086080,32777969760
GRAN,GRAN.N0000,GRAIN ELEVATORS,189.5,60000000,11370000000
GREG,GREG.N0000,AMBEON HOLDINGS,46.3,356869666,16523065535.8
GUAR,GUAR.N0000,CEYLON GUARDIAN,157.5,80057991,12609133582.5
HAPU,HAPU.N0000,HAPUGASTENNE,46.7,46315789,2162947346.3
HARI,HARI.N0000,HARISCHANDRA,3955.25,1919600,7592497900
HASU,HASU.N0000,HNB ASSURANCE,80.1,150000000,12015000000
HAYC,HAYC.N0000,HAYCARB,85.3,297123750,25344655875
HAYL,HAYL.N0000,HAYLEYS,131.25,750000000,98437500000
HBS,HBS.N0000,hSENID BIZ,12.2,285254759,3480108059.8
HDFC,HDFC.N0000,HDFC,48.6,64710520,3144931272
HELA,HELA.N0000,HELA,5.9,1636746787,9656806043.3
HEXP,HEXP.N0000,HAYLEYS FIBRE,56,24000000,1344000000
HHL,HHL.N0000,HEMAS HOLDINGS,103.25,597230274,61664025790.5
HNB,HNB.N0000,HNB,319.75,455968474,145795919561.5
HNB,HNB.X0000,HNB,256.75,115852722,29745186373.5
HNBF,HNBF.N0000,HNB FINANCE,4.7,1421380624,6680488932.8
HNBF,HNBF.X0000,HNB FINANCE,5.6,298200000,1669920000
HOPL,HOPL.N0000,HORANA,47.3,25000000,1182500000
HPFL,HPFL.N0000,LOTUS HYDRO,11.8,109088112,1287239721.6
HPL,HPL.N0000,HATTON,30,236666671,7100000130
HPWR,HPWR.N0000,RESUS ENERGY,27.6,86184827,2378701225.2
HSIG,HSIG.N0000,HOTEL SIGIRIYA,81.5,17577000,1432525500
HUNA,HUNA.N0000,HUNAS HOLDINGS,28.5,849030000,24197355000
HUNT,HUNT.N0000,HUNTERS,713,5145000,3668385000
HVA,HVA.N0000,HVA FOODS,4.1,244526188,1002557370.8
IDL,IDL.N0000,SERENDIB ENG.GRP,3.8,32383250,123056350
JAT,JAT.N0000,JAT HOLDINGS,25,510407773,12760194325
JETS,JETS.N0000,JETWING SYMPHONY,12.2,602188559,7346700419.8
JINS,JINS.N0000,JANASHAKTHI INS.,55,226526153,12458938415
JKH,JKH.N0000,JKH,22.6,16530897185,373598276381
JKL,JKL.N0000,JOHN KEELLS,84.8,60800000,5155840000
KAHA,KAHA.N0000,KAHAWATTE,19.8,99406691,1968252481.8
KCAB,KCAB.N0000,KELANI CABLES,467.25,21800000,10186050000
KDL,KDL.N0000,KELSEY,21.5,17429274,374729391
KFP,KFP.N0000,KEELLS FOOD,175.5,25500000,4475250000
KGAL,KGAL.N0000,KEGALLE,130,25000000,3250000000
KHC,KHC.N0000,KANDY HOTELS,12.5,754309253,9428865662.5
KHL,KHL.N0000,KEELLS HOTELS,20.6,1456146780,29996623668
KOTA,KOTA.N0000,KOTAGALA,8.9,338512500,3012761250
KPHL,KPHL.N0000,KAPRUKA ,9,164130360,1477173240
KVAL,KVAL.N0000,KELANI VALLEY,96.6,68000000,6568800000
KZOO,KZOO.N0000,CEYLON LAND,9.2,307078367,2825120976.4
LALU,LALU.N0000,LANKA ALUMINIUM,36.3,68514115,2487062374.5
LAMB,LAMB.N0000,KOTMALE HOLDINGS,439,31400000,13784600000
LCBF,LCBF.N0000,LCB FINANCE PLC,2.7,790168780,2133455706
LCEY,LCEY.N0000,LANKEM CEYLON,80,51470757,4117660560
LDEV,LDEV.N0000,LANKEM DEV.,20,120000000,2400000000
LFIN,LFIN.N0000,LB FINANCE,89.5,554057136,49588113672
LGIL,LGIL.N0000,LOLC GENERAL INS,7,1200000000,8400000000
LGL,LGL.N0000,LAUGFS GAS,33.1,335000086,11088502846.6
LGL,LGL.X0000,LAUGFS GAS,19.8,52000000,1029600000
LHCL,LHCL.N0000,LANKA HOSPITALS,79.5,223732169,17786707435.5
LHL,LHL.N0000,LIGHTHOUSE HOTEL,63.9,46000000,2939400000
LIOC,LIOC.N0000,LANKA IOC,125.75,532465705,66957562403.75
LION,LION.N0000,LION  BREWERY,1185.25,80000000,94820000000
LITE,LITE.N0000,LAXAPANA,28.2,66224939,1867543279.8
LLUB,LLUB.N0000,CHEVRON,160,240000000,38400000000
LMF,LMF.N0000,LMF,46.8,399980000,18719064000
LOFC,LOFC.N0000,LOLC FINANCE,6.7,33079212299,221630722403.3
LOLC,LOLC.N0000,L O L C HOLDINGS,690.25,475200000,328006800000
LPL,LPL.N0000,LAUGFS POWER,12.5,335000086,4187501075
LPL,LPL.X0000,LAUGFS POWER,9,52000000,468000000
LPRT,LPRT.N0000,LAKE HOUSE PRIN.,275,2937245,807742375
LUMX,LUMX.N0000,LUMINEX,7.5,271250000,2034375000
LVEF,LVEF.N0000,LVL ENERGY,6.6,698733742,4611642697.2
LVEN,LVEN.N0000,LANKA VENTURES,38,58324932,2216347416
LWL,LWL.N0000,LANKA WALLTILE,58.6,273000000,15997800000
MADU,MADU.N0000,MADULSIMA,14,169501097,2373015358
MAL,MAL.N0000,MALWATTE,61.9,202792331,12552845288.9
MAL,MAL.X0000,MALWATTE,34.4,20250660,696622704
MARA,MARA.N0000,MARAWILA RESORTS,6.9,351923389,2428271384.1
MASK,MASK.N0000,MASKELIYA,81.6,53953489,4402604702.4
MBSL,MBSL.N0000,MERCHANT BANK,6,524539637,3147237822
MCPL,MCPL.N0000,MAHAWELI COCONUT,39.7,34996115,1389345765.5
MDL,MDL.N0000,MYLAND,8.5,36250000,308125000
MEL,MEL.N0000,GREENTECH ENERGY,2.2,100000000,220000000
MELS,MELS.N0000,MELSTACORP,123,1165397072,143343839856
MERC,MERC.N0000,MERCANTILE INV,2600,3006000,7815600000
MFPE,MFPE.N0000,MAHARAJA FOODS,6.8,125000000,850000000
MGT,MGT.N0000,HAYLEYS FABRIC,55,415481776,22851497680
MHDL,MHDL.N0000,MILLENNIUM HOUSE,3.1,134681320,417512092
MRH,MRH.N0000,MAHAWELI REACH,21.7,47066447,1021341899.9
MSL,MSL.N0000,MERC. SHIPPING,203.25,2844990,578244217.5
MULL,MULL.N0000,MULLERS,1.2,283000000,339600000
NAMU,NAMU.N0000,NAMUNUKULA,400,23750000,9500000000
NDB,NDB.N0000,NAT. DEV. BANK,113.25,415513426,47056895494.5
NEH,NEH.N0000,NUWARA ELIYA,2101,2186040,4592870040
NHL,NHL.N0000,NAWALOKA,4.4,1409505596,6201824622.4
NTB,NTB.N0000,NATIONS TRUST,186.5,281977514,52588806361
NTB,NTB.X0000,NATIONS TRUST,215.5,44222733,9529998961.5
ODEL,ODEL.N0000,ODEL PLC,10.9,538369934,5868232280.6
OFEQ,OFEQ.N0000,OFFICE EQUIPMENT,244.5,833560,203805420
ONAL,ONAL.N0000,ON'ALLY,27.2,93003087,2529683966.4
OSEA,OSEA.N0000,OVERSEAS REALTY,24.5,1243029582,30454224759
PABC,PABC.N0000,PAN ASIA,35,442561629,15489657015
PACK,PACK.N0000,EX-PACK,16.3,333333333,5433333327.9
PALM,PALM.N0000,PALM GARDEN HOTL,73.4,475937000,34933775800
PAP,PAP.N0000,PANASIAN POWER,5.6,625000000,3500000000
PARA,PARA.N0000,PARAGON,77.9,1000280,77921812
PARQ,PARQ.N0000,SWISSTEK,42,136860000,5748120000
PEG,PEG.N0000,PEGASUS HOTELS,37.3,42210470,1574450531
PHAR,PHAR.N0000,COLOMBO CITY,53,25457140,1349228420
PINS,PINS.N0000,PEOPLE'S INS,32,203632478,6516239296
PKME,PKME.N0000,PICKME,67.5,333323673,22499347927.5
PLC,PLC.N0000,PEOPLES LEASING,17,2154375750,36624387750
PLR,PLR.N0000,PRIMERESIDENCIES,12,937500000,11250000000
PMB,PMB.N0000,PEOPLE'S MERCH,7.9,405301750,3201883825
RAL,RAL.N0000,RENUKA AGRI,3.7,798829305,2955668428.5
RCH,RCH.N0000,RENUKA HOTELS,125,40297530,5037191250
RCL,RCL.N0000,ROYAL CERAMIC,43.5,1107893840,48193382040
REEF,REEF.N0000,CITRUS LEISURE,4.5,645584677,2905131046.5
RENU,RENU.N0000,RENUKA CITY HOT.,429.75,7000000,3008250000
REXP,REXP.N0000,RICH PIERIS EXP,419.25,11163745,4680400091.25
RFL,RFL.N0000,RAMBODA FALLS,34.8,20000000,696000000
RGEM,RGEM.N0000,RADIANT GEMS,93.6,2400000,224640000
RHL,RHL.N0000,RENUKA HOLDINGS,18.4,165488271,3044984186.4
RHL,RHL.X0000,RENUKA HOLDINGS,13.9,24201719,336403894.1
RHTL,RHTL.N0000,FORTRESS RESORTS,32.5,110886684,3603817230
RICH,RICH.N0000,RICHARD PIERIS,25.6,2035038275,52096979840
RIL,RIL.N0000,R I L PROPERTY ,12.7,800000000,10160000000
RPBH,RPBH.N0000,ROYAL PALMS,39.5,50000000,1975000000
RWSL,RWSL.N0000,RAIGAM SALTERNS,7.3,282207320,2060113436
SAMP,SAMP.N0000,SAMPATH,118.25,1172700760,138671864870
SCAP,SCAP.N0000,SOFTLOGIC CAP,6,977187200,5863123200
SDB,SDB.N0000,SANASA DEV. BANK,45.9,164166494,7535242074.6
SDF,SDF.N0000,SARVODAYA DEVFIN,18.7,149596052,2797446172.4
SEMB,SEMB.N0000,S M B LEASING,0.8,6470375048,5176300038.4
SEMB,SEMB.X0000,S M B LEASING,0.3,3081603712,924481113.6
SERV,SERV.N0000,KINGSBURY,12,484000000,5808000000
SEYB,SEYB.N0000,SEYLAN BANK,77.9,305236937,23777957392.3
SEYB,SEYB.X0000,SEYLAN BANK,57,330410398,18833392686
SFCL,SFCL.N0000,SENKADAGALA,416,86279834,35892410944
SFIN,SFIN.N0000,SINGER FINANCE,25.7,202074075,5193303727.5
SHAW,SHAW.N0000,LEE HEDGES,92.2,25602730,2360571706
SHL,SHL.N0000,SOFTLOGIC,7.2,1395257979,10045857448.8
SHOT,SHOT.N0000,SERENDIB HOTELS,21.8,302058952,6584885153.6
SHOT,SHOT.X0000,SERENDIB HOTELS,13.9,144044224,2002214713.6
SIGV,SIGV.N0000,SIGIRIYA VILLAGE,84.4,9000000,759600000
SIL,SIL.N0000,SAMSON INTERNAT.,156.25,4232771,661370468.75
SING,SING.N0000,STANDARD CAPITAL,45.8,5540828,253769922.4
SINH,SINH.N0000,SINGHE HOSPITALS,2.7,431300895,1164512416.5
SINS,SINS.N0000,SINGER SRI LANKA,26,1167617912,30358065712
SIRA,SIRA.N0000,SIERRA  CABL,13.7,537512430,7363920291
SLND,SLND.N0000,SERENDIB LAND,1400.5,398906,558667853
SLTL,SLTL.N0000,SLT,69.5,1804860000,125437770000
SMOT,SMOT.N0000,SATHOSA MOTORS,385,6033622,2322944470
SOY,SOY.N0000,CONVENIENCE FOOD,986.5,2750000,2712875000
SPEN,SPEN.N0000,AITKEN SPENCE,145,405996045,58869426525
STAF,STAF.N0000,DOLPHIN HOTELS,54.3,63242954,3434092402.2
SUN,SUN.N0000,SUNSHINE HOLDING,100,491973629,49197362900
SWAD,SWAD.N0000,SWADESHI,15003.5,149333,2240517665.5
TAFL,TAFL.N0000,THREE ACRE FARMS,298.25,23545000,7022296250
TAJ,TAJ.N0000,TAL LANKA,22.1,139637494,3085988617.4
TANG,TANG.N0000,TANGERINE,79.5,20000000,1590000000
TAP,TAP.N0000,AMBEON CAPITAL,24.6,1002724815,24667030449
TESS,TESS.N0000,TESS AGRO,1.2,677063049,812475658.8
TESS,TESS.X0000,TESS AGRO,0.8,66666667,53333333.6
TILE,TILE.N0000,LANKA TILES,58.4,265252050,15490719720
TJL,TJL.N0000,TEEJAY LANKA,52.4,721457738,37804385471.2
TKYO,TKYO.N0000,TOKYO CEMENT,70,294030000,20582100000
TKYO,TKYO.X0000,TOKYO CEMENT,60.9,147015000,8953213500
TPL,TPL.N0000,TALAWAKELLE,143,47500000,6792500000
TRAN,TRAN.N0000,TRANS ASIA,44.9,200000000,8980000000
TSML,TSML.N0000,TEA SMALLHOLDER,44,30000000,1320000000
TYRE,TYRE.N0000,KELANI TYRES,83.5,80400000,6713400000
UAL,UAL.N0000,UNION ASSURANCE,61.9,589285720,36476786068
UBC,UBC.N0000,UNION BANK,11.7,1083558338,12677632554.6
UBF,UBF.N0000,UB FINANCE,0.8,3178485367,2542788293.6
UCAR,UCAR.N0000,UNION CHEMICALS,725,1500000,1087500000
UDPL,UDPL.N0000,UDAPUSSELLAWA,117,19398850,2269665450
UML,UML.N0000,UNITED MOTORS,93.4,100900626,9424118468.4
VFIN,VFIN.N0000,VALLIBEL FINANCE,53.3,235453400,12549666220
VLL,VLL.N0000,VIDULLANKA,12.8,945079626,12097019212.8
VLL,VLL.X0000,VIDULLANKA,9.1,82113575,747233532.5
VONE,VONE.N0000,VALLIBEL ONE,65.3,1138915644,74371191553.2
VPEL,VPEL.N0000,VALLIBEL,11.5,747109731,8591761906.5
WAPO,WAPO.N0000,GALLE FACE CAP,43,28894939,1242482377
WATA,WATA.N0000,WATAWALA,125.5,203308633,25515233441.5
WIND,WIND.N0000,WINDFORCE,24.7,1350768942,33363992867.4
YORK,YORK.N0000,YORK ARCADE,168.75,750000,126562500
