Dividend Records - 2006,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
AMW-N-00,25% FIRST INTERIM DIVI,2006-10-31 00:00:00,2006-11-15 00:00:00,2006-11-27 00:00:00,158,155.25
CSF-N-00,10% INTERIM DIVIDEND,2006-10-31 00:00:00,2006-11-15 00:00:00,2006-11-27 00:00:00,23,22.5
CTLD-N-0,5% INTERIM DIVIDEND (L,2006-11-09 00:00:00,2006-11-27 00:00:00,2006-12-08 00:00:00,13.5,13.25
JFIN-N-0,10% INTERIM DIVIDEND,2006-11-09 00:00:00,2006-11-14 00:00:00,2006-11-24 00:00:00,152,150
CTCE-N-0,25% INTERIM DIVIDEND,2006-11-15 00:00:00,2006-11-29 00:00:00,2006-12-12 00:00:00,135.25,138
UCAR-N-0,30% INTERIM DIVIDEND,2006-11-15 00:00:00,2006-11-29 00:00:00,2006-12-12 00:00:00,201.25,200
HNB-X-00,25 % INTERIM DIVIDEND,2006-11-17 00:00:00,2006-11-28 00:00:00,2006-12-11 00:00:00,60,57.75
HNB-N-00,25 % INTERIM DIVIDEND,2006-11-17 00:00:00,2006-11-28 00:00:00,2006-12-11 00:00:00,139.5,139.75
TPL-N-00,15% SECOND INTERIM DIV,2006-11-22 00:00:00,2006-12-08 00:00:00,2006-12-20 00:00:00,28.5,26.75
ONAL-N-0,8% INTERIM DIVIDEND,2006-11-24 00:00:00,2006-12-01 00:00:00,2006-12-14 00:00:00,33.25,32.75
CTEA-N-0,30 % INTERIM DIVIDEND,2006-11-27 00:00:00,2006-12-15 00:00:00,2006-12-28 00:00:00,280,280
AMSL-N-0,12.5 %  FINAL DIVIDEND,2006-11-28 00:00:00,2006-12-14 00:00:00,2006-12-27 00:00:00,7.75,8
ASIR-N-0,10 % FINAL DIVIDEND (T,2006-11-28 00:00:00,2006-12-18 00:00:00,2006-12-29 00:00:00,88,88
ASPH-N-0,30% FINAL DIVIDEND,2006-11-28 00:00:00,2006-12-01 00:00:00,2006-12-13 00:00:00,156,145
MSL-N-00,10 % INTERIM DIVIDEND,2006-11-28 00:00:00,2006-12-05 00:00:00,2006-12-15 00:00:00,110,114
TWOD-N-0,5% INTERIM (CUR. ISSUE,2006-11-29 00:00:00,2006-12-11 00:00:00,2006-12-21 00:00:00,140,136.75
ACL-N-00,30% INTERIM (CURRENT I,2006-12-06 00:00:00,2006-12-13 00:00:00,2006-12-26 00:00:00,208.25,203.25
