Sector Ratios - 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
SECTOR ,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO
,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE
"BANKS, FINANCE & INSURANCE",2.7,13.2892,1.751,2.6,13.9087,1.8366,2.7,12.5584,1.6269,2.4,13.4,1.6,2.3,13.6551,1.6695,2.7,12.2127,1.5377,2.6,12.6461,1.6053,2.6,12.6804,1.6099,2.8,11.6644,1.4934,2.8,11.5485,1.5045,3,10.9869,1.4313,3,11.0224,1.436
"BEVERAGE, FOOD & TOBACCO",2.8,23.268,5.0901,2.6,24.7423,5.1409,2.7,23.5875,4.9009,2.4,24.8,5.1,2.5,24.3992,5.0915,2.8,22.7241,4.812,2.7,23.5608,4.9892,2.6,26.2319,5.4177,2.6,21.088,5.0378,2.6,21.0776,4.9756,2.6,21.3583,5.0419,2.6,21.0717,4.9742
CHEMICALS & PHARMACEUTICALS,1.4,34.7509,1.4128,1.3,,1.4793,1.2,,1.3998,1.1,,1.5,1.1,,1.4709,2.8,22.8577,1.3674,2.5,26.3041,1.5199,2.6,28.9521,1.6452,2.7,17.9772,1.5837,2.7,17.7331,1.5667,2.8,16.9702,1.4993,2.8,17.0054,1.5024
CONSTRUCTION & ENGINEERING,1.6,14.4767,1.6748,1.6,14.9886,1.734,2,11.72,1.3559,1.6,16.2,1.5,1.7,15.5109,1.4706,1.6,16.5357,1.5677,1.4,18.2122,1.7267,2.2,20.6328,1.4842,2.2,23.4313,1.4495,2.3,22.5053,1.3922,2.4,22.0763,1.3656,2.4,21.6503,1.3393
DIVERSIFIED HOLDINGS,1.7,22.1001,1.8265,1.8,21.6843,1.7922,1.9,20.1297,1.6637,1.8,21.5,1.8,1.8,21.2548,1.7542,1.8,19.2114,1.7994,1.7,20.3821,1.909,1.5,20.1291,1.8221,1.6,19.1352,1.7335,1.7,18.93,1.704,1.6,19.2736,1.7349,1.6,19.3058,1.7378
FOOTWEAR & TEXTILES,0.5,125.4278,1.3443,0.7,99.6991,1.259,0.7,98.982,1.2499,0.7,101.3,1.3,0.8,98.5747,1.2448,0.8,30.5373,1.1386,0.7,31.5583,1.1767,0.5,,1.2852,0.5,,1.2746,0.2,,1.3338,0.3,,1.3065,0.2,,1.3386
HEALTH CARE,3.9,19.9615,2.7662,3.9,20.1967,2.7422,4.2,18.7044,2.5396,3.9,20.3,2.8,4,19.5221,2.6506,3.6,21.0443,2.5816,3.3,22.3557,2.7425,3.3,23.0725,2.672,2,28.4996,2.6274,2,29.1262,2.6852,1.8,31.734,2.9256,1.9,30.907,2.8494
HOTELS & TRAVELS,0.8,49.0202,3.6181,0.8,52.0967,3.5986,0.8,49.8265,3.4418,0.8,52.5,3.5,0.8,53.3989,3.6042,1,47.6586,3.275,0.5,100.7457,4.0441,0.5,108.5224,4.6454,0.6,120.8098,4.7039,0.6,135.8286,4.6583,0.6,133.7896,4.5884,0.6,135.243,4.6382
