Sector Ratios - 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
INVESTMENT TRUSTS,2.2,15.7351,1.2873,2.2,15.5269,1.2703,2.3,14.5286,1.1886,2.2,15.2,1.2,2.2,15.2101,1.2444,2.4,13.7841,1.2013,2.3,13.863,1.2626,2.6,9.1546,1.0894,2.5,11.442,0.9785,2.4,11.7191,1.0022,2.5,11.2061,0.9583,2.6,11.0356,0.9437
INFORMATION TECHNOLOGY,1.1,-4.1929,1.4522,6.2,,1.5658,6.9,,1.4044,5.5,,1.7,5.8,,1.6796,6,,1.6,5.8,,1.6569,6.4,,1.509,0,,1.4571,0,,1.4571,0,,1.3484,0,,1.3823
LAND & PROPERTY,0.5,13.9377,1.0923,0.5,12.9317,1.0717,0.6,11.5246,0.955,0.6,9.8,1,0.6,9.9037,0.9663,1,9.4499,0.9456,1,9.9419,0.9948,1,9.805,0.9678,1.1,10.0068,0.9263,1.1,9.7577,0.903,1.1,9.993,0.9247,1.1,10.113,0.9359
MANUFACTURING,2.8,22.4367,2.7239,2.8,22.306,2.7395,3,21.1233,2.596,3.1,21.7,2.7,3.1,22.2561,2.809,3.8,19.4668,2.6328,3.6,20.6811,2.8336,3.1,22.7813,3.0173,3.4,20.0735,2.8692,3.3,20.6535,2.9134,3.4,20.0225,2.8244,3.4,20.1802,2.8266
MOTORS,2.3,11.5241,1.2776,2.3,11.6443,1.2954,2.5,10.7199,1.1926,2.4,11.1,1.2,2.2,12.1984,1.357,3.3,11.8866,1.1314,3.3,12.0812,1.1499,3.7,11.4471,1.1557,4,10.716,1.1005,4.2,10.3785,1.0658,4.2,10.2722,1.0549,4.3,10.1367,1.041
OIL PALMS,1,100.3834,3.9258,0.9,111.1028,4.345,0.9,102.8112,4.0207,0.9,107.5,4.2,0.8,115.718,4.0374,0.3,195.2443,3.7817,0.4,194.0601,3.7587,0.4,188.7907,3.6567,0.4,163.4177,3.6113,0.4,154.54,3.4151,0.4,143.5675,3.1726,0.4,141.5338,3.1277
PLANTATIONS,2.2,9.9246,0.7394,2.3,10.2563,0.7314,2.5,9.5296,0.6796,2.4,9.8,0.7,2.5,9.5824,0.6834,2.6,34.5326,0.6795,2.5,40.9254,0.7186,2.4,42.163,0.7403,2.4,34.1832,0.732,2.6,34.0901,0.7237,2.7,32.9025,0.6985,2.7,32.5894,0.6918
POWER & ENERGY,4.1,7.9778,1.8291,4.3,7.3263,1.6806,4.7,6.766,1.5521,4.3,7.4,1.7,4.7,6.7155,1.5405,5,6.3327,1.4473,5.2,6.6006,1.5594,4.9,7.122,1.6826,4.3,10.9737,1.5675,4.2,11.2559,1.6247,4.6,10.0519,1.4509,4.6,10.1559,1.4662
SERVICES,4,19.4888,2.0753,3.9,20.1817,2.1491,4,19.4739,2.0737,4,19.6,2.1,3.9,19.9229,2.1215,4.4,19.2018,1.8956,4.1,20.594,2.033,2.9,20.7389,1.993,4.4,61.3515,2.0544,4.4,62.1621,2.0588,4.7,58.5046,1.9377,4.8,57.4833,1.9039
STORES & SUPPLIES,0.4,21.7131,1.396,0.6,22.7647,1.4879,0.6,20.1756,1.3187,0.6,20.6,1.3,0.6,20.9114,1.3668,0.6,21.2748,1.3905,0.6,21.5365,1.4076,0.7,18.1084,1.4167,1.1,15.1223,1.3845,1.2,14.5434,1.3315,1.1,15.0461,1.3775,1.5,14.4249,1.314
TELECOMMUNICATION,2.1,19.3107,1.7513,2.1,19.106,1.7327,2.3,17.2038,1.5602,2.2,19,1.6,2.2,19.036,1.6483,1.6,16.0815,1.4449,1.5,17.145,1.5404,1.5,17.5412,1.576,1.5,17.1887,1.5443,1.5,17.3386,1.5578,1.5,16.8897,1.5175,1.5,16.7317,1.5033
TRADING,1.6,12.018,0.8077,1.5,12.7294,0.8531,1.6,11.7445,0.7871,1.5,11.7,0.8,1.4,12.7718,0.9119,1.4,12.3712,0.8833,1.4,12.6079,0.905,1.3,13.3644,0.9593,1.5,9.5454,0.8636,1.5,8.7079,0.8566,1.5,8.5916,0.8451,2.1,9.7066,1.157
