Total Return Indices - Daily,,,,,,,,,,,,,,,,,,,,,,,,
,ASTRI,MTRI,S&P SL 20 TRI ,TRIBFI,TRIBFT,TRIC&P,TRIC&E,TRIDIV,TRIF&T,TRIHLT,TRIH&T,TRIINV,TRIIT,TRIL&P,TRIMFG,TRIMTR,TRIOIL,TRIPLT,TRIP&E,TRISRV,TRIS&S,TRITLE,TRITRD,
2004-01-02 00:00:00,1073.7206,1923.2474,,2481.8665,1248.786,1261.6223,260.999,301.686,281.249,93.3022,680.5145,2831.1186,48.3333,144.0288,560.8232,549.6505,6694.4958,194.6598,100,4412.7406,1297.922,125,1224.1613,
2004-01-05 00:00:00,1115.1726,2008.6577,,2572.7436,1288.673,1268.8991,263.9276,312.6237,283.2372,93.3022,721.6808,2944.9357,48.3333,153.7085,580.8317,602.0501,6694.4958,194.5119,100,4412.7406,1328.0832,131.6667,1275.1414,
2004-01-06 00:00:00,1134.314,2051.6758,,2595.2762,1302.2272,1304.4384,272.7135,314.9019,284.3026,94.1233,737.6547,3075.358,48.3333,152.3426,586.9877,603.7222,6694.4958,192.8123,100,4709.5542,1328.5521,140,1299.6653,
2004-01-08 00:00:00,1155.1855,2098.6603,,2650.356,1303.6386,1304.4384,278.5707,321.117,284.8353,94.6173,768.6037,3107.6029,48.3333,152.5098,589.4193,606.9481,6694.4958,193.1093,100,4709.5542,1318.4984,145,1284.03,
2004-01-09 00:00:00,1164.9025,2112.2384,,2661.6091,1322.1233,1331.8034,272.7135,327.5186,285.5517,94.2502,787.4446,3100.0494,53.3333,153.7431,595.564,593.0334,6694.4958,194.0884,100,4709.5542,1286.3555,143.3333,1284.03,
2004-01-12 00:00:00,1161.4732,2110.9718,,2672.2897,1309.4865,1258.3846,272.7135,332.1662,285.5517,94.2502,777.391,3100.0494,53.3333,152.5149,592.8634,593.3386,6694.4958,194.4556,100,4716.9745,1336.6241,140,1271.9361,
2004-01-13 00:00:00,1173.2573,2142.8867,,2686.1028,1301.165,1271.6683,272.7135,340.3838,285.5517,94.3703,791.2356,3112.1182,53.3333,153.6256,602.143,601.5419,6694.4958,197.9986,100,4857.961,1316.5166,141.6667,1193.4642,
2004-01-14 00:00:00,1178.4858,2152.2796,,2711.0875,1302.0086,1280.8774,260.999,340.9951,281.29,94.1193,795.606,3148.9404,53.3333,150.4722,606.1612,601.5419,6694.4958,206.8474,100,4857.961,1316.5166,141.6667,1226.1388,
2004-01-16 00:00:00,1140.934,2070.9386,,2635.1621,1285.1767,1261.8974,260.999,332.0133,280.7436,92.211,752.3048,3112.1182,50,147.7473,588.5364,579.1524,6694.4958,199.2424,100,4561.1474,1316.5166,133.3333,1200.7636,
2004-01-19 00:00:00,1083.7143,1950.0174,,2552.6281,1230.9145,1252.7132,258.0704,306.0799,278.4064,87.6565,692.2101,3105.0926,50,140.214,566.5109,567.0739,6694.4958,193.6719,100,4115.9269,1275.8328,126.6667,1124.1778,
2004-01-20 00:00:00,1095.6723,1967.779,,2573.1522,1248.6819,1251.852,260.999,306.5187,278.7555,90.1719,721.7849,3102.7507,50,143.6865,571.0749,567.0739,6694.4958,194.777,100,4650.1915,1295.9402,126.6667,1159.0096,
2004-01-21 00:00:00,1117.4331,2013.5234,,2625.0341,1272.197,1249.8644,263.9276,312.7454,278.7555,89.6463,751.3268,3102.7507,50,145.3121,577.1522,563.3029,6694.4958,196.1678,100,4650.1915,1295.9402,130,1176.9666,
2004-01-22 00:00:00,1124.3767,2031.3673,,2660.3327,1268.8734,1249.8644,260.999,314.3046,280.3946,90.2851,754.3682,3105.0926,50,147.5192,576.6173,563.078,6694.4958,197.5543,100,4650.1915,1296.4357,131.6667,1177.4007,
2004-01-23 00:00:00,1117.813,2017.9094,,2649.2189,1252.5629,1235.3841,258.0704,313.9878,279.8482,89.5331,747.9643,3107.4344,50,146.914,577.1081,564.4605,6694.4958,194.2145,100,4650.1915,1296.4357,130,1168.6155,
2004-01-26 00:00:00,1181.9777,2170.3522,,2767.0031,1303.0141,1249.9597,266.8562,333.9306,280.7436,91.8262,791.4433,3112.1182,48.3333,152.2396,615.1719,608.2245,6694.4958,199.4853,100,4709.5542,1296.4357,145,1223.1023,
2004-01-27 00:00:00,1235.3815,2228.0396,,2819.8041,1339.0333,1309.3246,269.7848,349.1031,280.7436,92.7188,819.5219,3279.9082,48.3333,154.5025,626.6333,588.4166,6782.8417,203.7934,100,4824.7658,5776.2725,146.6667,1255.0079,
2004-01-28 00:00:00,1226.1277,2196.7616,,2784.7161,1337.8412,1312.5268,266.8562,348.1169,280.3946,91.1875,813.6725,3284.592,48.3333,155.9802,624.1271,590.4621,6782.8417,204.701,100,4891.5489,5846.6485,143.3333,1217.6672,
2004-01-29 00:00:00,1198.3741,2138.0177,,2738.0715,1292.3649,1292.0452,263.9276,342.9349,280.7436,91.8131,789.8522,3284.592,48.3333,151.1899,611.0245,591.0352,6782.8417,200.675,100,4505.6912,5844.1746,136.6667,1213.8712,
2004-01-30 00:00:00,1212.1643,2169.6461,,2774.6957,1309.8768,1291.6035,275.6421,345.1859,280.7436,90.8251,801.4388,3284.592,48.3333,152.3261,616.6945,591.0352,6782.8417,199.841,100,4713.4607,5844.1746,140,1221.0557,
2004-02-03 00:00:00,1163.7162,2050.6271,,2617.8941,1306.9309,1279.1978,258.0704,329.4117,280.3946,90.4402,771.5645,3206.2637,48.3333,147.6001,596.5099,590.1136,6782.8417,197.8603,100,4713.4607,5844.1746,130,1153.3133,
2004-02-06 00:00:00,1184.167,2102.3859,,2669.0311,1325.0554,1279.1978,258.0704,338.8793,246.5319,90.3133,782.6247,3210.9475,48.3333,149.0674,601.3392,590.1136,6782.8417,195.7384,100,4713.4607,5843.7056,135,1146.7981,
2004-02-09 00:00:00,1059.3721,1808.6137,,2356.8749,1205.1021,1222.1986,246.356,293.7592,243.1019,83.6281,702.7251,3088.7713,48.3333,134.9314,551.6433,539.8359,6782.8417,184.8037,100,4008.5284,5843.7056,115,1088.4626,
2004-02-10 00:00:00,1017.6627,1729.7521,,2239.7856,1124.763,1191.8495,243.4274,285.6714,242.2065,80.8233,677.0966,2934.3083,48.3333,131.975,526.6648,512.9906,6672.4093,170.3017,100,3986.2673,5843.7056,111.6667,1045.4478,
2004-02-11 00:00:00,1060.3075,1801.1586,,2343.9811,1143.6987,1179.0407,249.2846,296.9591,243.9974,82.3369,796.5474,2936.6502,48.3333,141.4388,535.6573,524.6956,6672.4093,179.9129,100,3986.2673,5843.2366,113.3333,979.5377,
2004-02-12 00:00:00,1089.2347,1860.1425,,2424.2461,1201.4382,1192.1641,249.2846,304.1289,261.0441,84.997,819.4881,3093.4551,48.3333,138.1877,543.741,533.8031,6672.4093,182.4312,100,4015.4701,5843.7056,116.6667,1023.4301,
2004-02-13 00:00:00,1119.5768,1921.7249,,2508.315,1228.7253,1196.9674,252.2132,312.4048,260.607,84.997,852.239,3267.1122,48.3333,141.906,555.8573,557.3473,6672.4093,187.1819,100,4594.2567,5843.7056,120,1050.6531,
2004-02-16 00:00:00,1118.971,1916.9367,,2481.7664,1223.8046,1203.5292,255.1418,312.1944,259.7328,87.2861,851.8627,3264.7703,48.3333,145.0481,564.0302,554.2791,6672.4093,188.2575,100,4594.2567,5843.7056,120,1061.6822,
2004-02-17 00:00:00,1128.0901,1933.6333,,2488.0764,1245.4535,1201.4905,255.1418,311.9088,258.4216,88.2741,854.0304,3267.1122,48.3333,146.7052,576.1223,548.5024,6672.4093,193.4584,100,4445.8498,5843.7056,123.3333,1044.2256,
2004-02-19 00:00:00,1143.855,1961.4002,,2553.6271,1266.4228,1234.2951,255.1418,318.2066,257.9845,89.2937,858.1528,3278.6056,48.3333,147.2116,582.5771,559.2819,6672.4093,193.1873,100,4445.8498,5843.7056,123.3333,1068.2965,
2004-02-20 00:00:00,1155.6169,1992.4984,,2578.4347,1262.3374,1258.6361,255.1418,325.5696,257.4593,89.026,875.2629,3278.6056,48.3333,147.864,588.1358,557.7478,6722.5215,196.436,100,4445.8498,5846.6783,123.3333,1078.0091,
2004-02-23 00:00:00,1187.4431,2036.6871,,2669.3185,1285.5163,1278.3213,260.999,331.3896,259.0984,88.8698,906.6733,3329.7395,48.3333,149.4817,605.1894,564.4364,6722.5215,197.0594,100,4742.6635,5847.1472,126.6667,1339.9694,
2004-02-24 00:00:00,1200.6988,2060.6834,,2690.4396,1302.0197,1285.3593,272.7135,335.0868,258.2242,90.8073,918.8434,3334.4233,48.3333,151.9343,614.01,572.107,6772.6336,202.927,100,4891.0703,5847.1472,128.3333,1313.7776,
2004-02-25 00:00:00,1201.3313,2053.9482,,2685.2833,1318.4392,1291.7196,281.4993,336.4571,292.0884,89.774,909.2406,3332.0814,48.3333,151.8474,613.8874,570.4349,7007.6478,203.5622,100,4891.0703,5847.1472,126.6667,1307.3802,
2004-02-26 00:00:00,1216.9972,2064.3453,,2706.3645,1324.4407,1292.2165,281.4993,343.9848,420.1861,90.0347,907.9687,3499.7988,48.3333,152.4014,615.3911,573.5363,7830.0642,205.1043,100,5039.4771,5847.1472,126.6667,1315.8598,
2004-02-27 00:00:00,1228.5486,2090.3073,,2754.4895,1336.4177,1318.0604,293.2137,345.5176,416.2523,90.7758,916.9351,3505.0141,48.3333,150.3489,627.6684,591.337,7906.9923,204.4739,100,5328.8704,5847.1472,126.6667,1317.98,
2004-03-01 00:00:00,1227.344,2082.0018,,2740.3911,1325.1954,1337.7043,299.0709,343.5814,409.2587,91.5415,915.6048,3657.1352,48.3333,152.5138,628.7803,591.337,8282.9726,204.3896,100,5484.6975,5847.1472,126.6667,1320.6529,
2004-03-02 00:00:00,1231.8651,2078.0074,,2722.8357,1329.7031,1309.2434,297.7682,347.1451,414.7224,90.7758,920.6467,4074.959,48.3333,153.5608,628.1546,590.4106,8785.425,202.8274,100,5840.8739,5848.6336,126.6667,1299.0474,
2004-03-03 00:00:00,1228.4518,2056.2841,,2684.8392,1327.5553,1317.3421,294.8396,346.7534,482.6333,91.1104,927.7896,4168.4618,48.3333,152.5265,627.5878,592.4667,8799.6262,203.456,100,5840.8739,5848.6336,125,1288.6829,
2004-03-04 00:00:00,1216.5349,2029.3765,,2646.3382,1336.7831,1334.5291,294.8396,345.6694,483.5483,90.8633,906.5298,4237.4482,48.3333,152.3506,620.0507,592.7776,8731.8804,201.6826,100,5840.8739,5848.6336,121.6667,1293.184,
2004-03-05 00:00:00,1242.1635,2020.1863,,2639.3895,1327.9339,1340.6353,286.0538,384.9289,482.449,89.5899,898.4022,4382.1568,48.3333,152.9643,621.7821,592.7776,8840.0605,200.9276,100,5492.1179,5848.6336,121.6667,1285.0252,
2004-03-08 00:00:00,1223.6963,1977.6102,,2593.0059,1309.7726,1313.1005,286.0538,379.983,483.9357,89.7371,884.0341,4284.6517,46.6667,150.6194,613.5967,593.2916,8893.4718,197.5036,100,5492.1179,5848.6336,118.3333,1257.2037,
2004-03-09 00:00:00,1238.235,1998.9079,,2601.3294,1315.5235,1323.4254,291.911,392.8261,485.216,90.6744,888.0938,5050.3436,46.6667,150.9941,619.5073,580.8785,8977.098,197.3163,100,5492.1179,5848.6336,118.3333,1265.5248,
2004-03-10 00:00:00,1247.1001,2009.5645,,2600.2021,1347.7391,1321.9016,285.8532,394.8341,483.3861,89.7778,888.1979,6040.5053,46.6667,151.6127,617.1504,582.3492,9172.84,199.4549,100,5484.6975,5851.6778,120,1263.9707,
2004-03-11 00:00:00,1234.6193,1984.1303,,2583.9867,1335.2243,1320.709,285.813,392.4855,488.3006,89.6317,871.302,5511.322,46.6667,146.3281,610.0856,583.0385,9036.9658,199.3141,100,5336.2907,5851.6778,118.3333,1269.2305,
2004-03-12 00:00:00,1231.1804,1977.5137,,2577.6616,1340.4672,1326.0424,285.7328,390.9764,489.0091,89.6317,875.9348,5372.4638,46.6667,146.8736,603.4457,589.762,9054.5947,199.2452,100,5336.2907,5851.6778,116.6667,1274.8502,
2004-03-15 00:00:00,1223.3634,1968.1039,,2570.2873,1317.6429,1315.308,279.8354,389.0375,486.3564,89.2374,861.1728,5218.7435,46.6667,145.9054,600.2583,573.6232,9073.503,196.2539,100,5336.2907,5850.7399,116.6667,1313.0312,
2004-03-16 00:00:00,1214.2034,1989.6742,,2591.085,1323.0325,1317.9808,282.7239,369.0706,493.2152,87.1891,867.7655,5094.3661,46.6667,143.9136,602.1709,583.6871,9100.8007,197.0292,100,5336.2907,5851.7043,118.3333,1290.9895,
2004-03-17 00:00:00,1210.6832,1980.373,,2584.9534,1314.9096,1330.1777,282.6838,369.5537,492.5734,88.5889,861.9694,5037.5743,46.6667,144.6013,601.8834,590.4181,9083.6615,194.8656,100,5336.2907,5852.1733,116.6667,1303.0366,
2004-03-18 00:00:00,1205.4338,1974.1497,,2578.0284,1319.0956,1338.1764,282.6838,367.7635,493.3963,87.8515,856.265,5036.0835,46.6667,142.3656,599.8556,554.0576,9088.9502,182.5944,100,5336.2907,5851.7043,116.6667,1304.109,
2004-03-19 00:00:00,1227.8644,1965.9106,,2579.8141,1289.0498,1319.6311,282.7239,367.2917,481.2876,86.8775,856.133,5013.0966,46.6667,141.7353,604.1602,548.8515,15018.727,194.0228,100,5351.1314,5851.7043,116.6667,1297.6586,
2004-03-22 00:00:00,1260.4753,1966.0579,,2585.2706,1290.4307,1320.975,279.7953,374.9508,483.2655,87.87,859.5373,5063.4651,46.6667,142.4968,601.3448,550.2428,21273.405,194.1796,100,5351.1314,5851.7043,116.6667,1324.954,
2004-03-23 00:00:00,1351.8076,1963.6004,,2580.9327,1292.4479,1332.8457,276.8667,381.7455,481.6172,86.7183,861.2129,5622.2594,46.6667,142.4968,596.0099,565.111,42303.078,194.6266,100,5351.1314,5851.7043,116.6667,1319.0107,
2004-03-24 00:00:00,1422.2112,1966.6063,,2597.8455,1294.7958,1325.0711,279.7953,381.511,480.2986,86.8458,859.1093,5852.6386,46.6667,142.4968,598.4954,558.3105,58965.623,194.9921,100,5351.1314,5851.7043,116.6667,1313.9387,
2004-03-25 00:00:00,1356.6616,1993.5316,,2612.6882,1302.282,1323.7273,284.2437,385.1719,480.6496,86.8458,877.4247,5923.9413,46.6667,145.7367,604.1897,553.1644,39744.724,195.75,100,5351.1314,5851.7043,120,1332.1357,
2004-03-26 00:00:00,1333.8671,2001.3892,,2645.8177,1302.1742,1335.3741,284.2437,386.4307,482.9785,89.0086,890.3207,6184.5758,46.6667,147.7068,607.8642,548.9442,32617.017,197.6266,100,5351.1314,5850.6638,118.3333,1340.0985,
2004-03-29 00:00:00,1327.6856,1997.5646,,2625.4031,1297.7612,1328.9236,284.2437,385.7618,481.4086,87.2284,881.1099,5563.0527,46.6667,147.2352,602.3423,560.7982,32530.473,196.9913,100,4742.6635,5851.1327,120,1327.2392,
2004-03-30 00:00:00,1298.3052,2017.5243,,2662.0539,1332.7295,1338.7338,289.4496,376.7667,481.7277,89.3726,891.0095,5683.7672,46.6667,148.798,606.5156,583.5345,24370.092,198.6236,100,4742.6635,5850.6638,120,1313.1474,
2004-03-31 00:00:00,1297.5829,2040.0221,,2680.6141,1342.0977,1349.0521,289.2325,379.1374,478.5216,88.8625,897.4789,5529.8997,46.6667,150.6241,613.2954,608.6477,21594.05,198.391,100,4742.6635,5862.8408,123.3333,1315.7727,
2004-04-01 00:00:00,1305.8145,2052.2379,,2719.5619,1356.8841,1374.1177,283.3753,380.3976,477.7256,89.7777,909.6927,5521.9556,46.6667,151.0552,618.5168,598.3003,21198.51,199.1011,100,5484.6975,5864.7936,123.3333,1320.9897,
2004-04-02 00:00:00,1328.5531,2100.5564,,2765.0044,1372.8553,1378.9248,292.1611,384.0601,481.2508,92.5734,933.4923,5729.1141,46.6667,153.2265,621.7395,606.9413,21295.937,202.8946,100,5603.423,5866.7754,130,1320.4691,
2004-04-06 00:00:00,1203.0165,1835.7445,,2494.6286,1228.3979,1260.677,259.9464,342.457,469.6298,85.1709,823.1783,4572.1162,46.6667,140.0433,584.5787,591.1841,21359.402,188.5887,100,4742.6635,5865.3685,111.6667,1191.1098,
2004-04-07 00:00:00,1210.5835,1850.3877,,2497.3073,1261.4343,1287.2965,262.6579,348.1131,473.177,86.2268,816.5866,4578.6103,46.6667,144.843,595.6221,578.3233,21359.402,188.7042,100,4742.6635,5865.3685,110,1182.9666,
2004-04-08 00:00:00,1228.0186,1879.3334,,2534.4625,1276.7958,1323.9837,271.4437,355.5932,488.2315,84.4473,833.5783,5034.9717,46.6667,148.4278,599.3235,584.5555,21500.434,195.397,100,4802.0262,5865.3685,110,1193.3151,
2004-04-14 00:00:00,1235.0925,1893.5513,,2576.7318,1287.4533,1323.9837,283.1581,354.7964,490.2784,84.4473,839.3484,5034.9717,48.3333,151.9566,606.0613,589.6037,21500.434,193.5165,100,5039.4771,5866.3064,108.3333,1284.3315,
2004-04-15 00:00:00,1234.774,1893.5668,,2589.651,1292.3542,1325.5964,276.6496,354.4305,488.1178,84.4473,836.1535,5050.5708,46.6667,147.9813,603.5579,589.6037,21495.16,191.8323,100,5098.8398,5866.7754,108.3333,1285.6279,
2004-04-16 00:00:00,1233.767,1900.9397,,2589.0665,1275.6836,1327.3112,282.5068,356.7424,485.3887,84.9613,836.5259,4918.7324,46.6667,147.7078,599.2969,589.6037,21429.932,194.1164,100,5113.6805,5866.3064,108.3333,1275.227,
2004-04-19 00:00:00,1225.0288,1882.2574,,2564.8381,1279.5899,1323.9837,288.364,354.806,484.5928,85.4576,823.7813,4908.591,46.6667,147.8314,598.662,589.6037,21141.305,193.1818,100,5106.2602,5860.8565,106.6667,1251.4895,
2004-04-20 00:00:00,1217.592,1870.4903,,2558.9133,1271.4568,1318.8771,279.0081,354.3246,484.5928,85.4576,817.1206,4857.884,46.6667,144.5552,588.5115,589.6037,21106.047,193.0496,100,5106.2602,5860.3875,105,1243.5664,
2004-04-21 00:00:00,1228.4394,1886.6832,,2572.7126,1298.1506,1316.1894,279.0081,357.1915,480.4991,87.6017,826.6257,4904.1963,46.6667,144.2923,589.9786,599.1109,21141.011,195.8928,100,5128.5212,5860.3875,106.6667,1267.7282,
2004-04-22 00:00:00,1227.6384,1882.605,,2566.1114,1293.2299,1359.8087,282.1267,355.3932,480.4991,86.781,826.3239,4986.1724,46.6667,146.4039,590.207,599.1109,21210.94,196.5654,100,5128.5212,5868.8101,106.6667,1291.2687,
2004-04-23 00:00:00,1230.7686,1888.3891,,2588.8105,1296.4499,1365.1841,282.3579,355.2694,479.9306,87.1635,830.0703,5098.7425,46.6667,148.6552,587.5812,593.4013,21210.94,196.1165,100,5121.1008,5868.8101,106.6667,1299.1446,
2004-04-26 00:00:00,1240.1801,1872.2956,,2554.0217,1285.7591,1365.1841,279.2393,376.2939,477.2015,86.5398,824.0243,5345.532,46.6667,145.7311,587.5084,591.4999,21253.605,195.9974,100,5121.1008,5882.1926,106.6667,1265.0156,
2004-04-27 00:00:00,1235.3077,1862.3763,,2541.2519,1280.8876,1374.962,279.2393,374.5722,475.9064,85.0194,820.7118,5352.0438,46.6667,145.3364,590.1917,584.7107,21244.864,195.9915,100,5121.1008,5882.1926,105,1286.1593,
2004-04-28 00:00:00,1222.4859,1832.0336,,2514.9501,1276.5668,1375.2685,263.6461,371.0041,475.9064,84.9754,805.6399,5283.083,46.6667,141.9872,589.8159,586.0291,21248.361,193.2254,100,5121.1008,5885.2438,101.6667,1283.8341,
2004-04-29 00:00:00,1231.5775,1859.1665,,2539.0594,1272.8175,1379.3001,263.6461,379.037,482.3407,84.9754,801.7541,5369.284,46.6667,141.279,588.5398,596.2127,21248.361,192.0174,100,5135.9415,5885.2438,103.3333,1278.5211,
2004-05-03 00:00:00,1240.5685,1872.7395,,2566.5622,1283.8941,1378.4937,276.1206,380.6783,478.3607,86.3683,828.4963,5118.2841,46.6667,143.1864,585.425,592.6139,21248.361,193.7548,100,5135.9415,5885.7139,103.3333,1309.1761,
2004-05-06 00:00:00,1246.5131,1881.1648,,2583.1894,1274.0703,1386.5569,276.1206,383.3648,480.9508,84.9755,834.8685,5139.0254,46.6667,149.2216,589.6234,587.5221,21297.311,196.163,100,5135.9415,5885.7139,103.3333,1335.7821,
2004-05-10 00:00:00,1253.6296,1880.4916,,2606.0128,1283.6048,1397.3077,282.1442,383.4567,497.3411,86.1458,849.1059,5359.6813,46.6667,149.6869,601.8357,597.9614,21124.222,198.8866,100,5135.9415,5906.517,101.6667,1356.7743,
2004-05-11 00:00:00,1265.601,1889.5197,,2626.8885,1310.8623,1435.3176,298.2075,385.9787,504.0314,86.0182,862.6486,5332.42,51.6667,153.583,609.9058,602.3076,21180.503,202.8248,100,5135.9415,5915.5085,101.6667,1353.6721,
2004-05-12 00:00:00,1276.751,1911.3559,,2651.4585,1313.9808,1430.3808,301.5398,388.8177,508.4696,86.2663,871.0582,5353.6758,51.6667,154.2482,622.2289,611.9735,21180.503,206.0738,100,5135.9415,5917.4948,103.3333,1370.3457,
2004-05-13 00:00:00,1304.5008,1971.116,,2705.0164,1334.9899,1437.6838,295.3452,403.1379,519.203,86.2663,914.0783,5441.7982,51.6667,157.6455,630.5136,611.9735,21176.977,206.8746,100,4891.0703,5922.4075,105,1366.2333,
2004-05-14 00:00:00,1342.3238,2048.7764,,2806.9802,1364.1993,1459.1211,304.6157,419.7487,529.87,89.0846,938.8529,5517.5622,51.6667,159.6603,640.2339,618.4928,21176.977,208.5845,100,5187.8839,5930.0382,110,1368.2081,
2004-05-17 00:00:00,1327.3271,2007.305,,2762.8584,1371.6558,1467.88,307.6061,411.0302,536.6012,89.6186,926.3784,5524.6251,51.6667,155.0206,638.6233,623.3396,21279.472,211.8259,100,5187.8839,5928.863,106.6667,1372.4418,
2004-05-18 00:00:00,1300.4538,1998.5848,,2744.7117,1363.2804,1477.5558,310.7247,411.1249,551.4978,88.4668,920.2442,5581.0276,46.6667,154.0833,636.0527,633.1603,15603.967,211.321,100,5143.3619,5922.4075,106.6667,1376.162,
2004-05-19 00:00:00,1315.0444,2021.542,,2771.1798,1382.1577,1525.8717,310.9559,408.3,587.6589,89.491,933.6101,5544.8135,46.6667,157.3566,650.756,636.5398,16330.096,217.7269,100,5046.8974,5922.4075,108.3333,1393.6332,
2004-05-20 00:00:00,1324.2318,2024.274,,2774.6468,1390.967,1636.9922,307.6061,409.7691,588.9098,89.491,958.0956,5573.8576,46.6667,156.4205,659.9112,657.7018,16246.774,221.2092,100,5069.1584,5920.917,108.3333,1417.4908,
2004-05-21 00:00:00,1346.6751,2040.706,,2804.83,1447.2965,1708.336,320.3119,416.2615,592.754,93.5561,976.4685,5919.1941,46.6667,158.7131,668.185,663.8369,16163.512,221.0277,100,5098.8398,5938.5987,110,1473.1601,
2004-05-24 00:00:00,1356.6678,2027.2081,,2798.0396,1454.0667,1736.7879,326.5492,425.9982,588.7739,94.0346,970.7157,6032.0418,46.6667,162.3182,662.1687,664.8377,16189.142,219.9155,100,5150.7822,6878.9511,108.2812,1508.776,
2004-05-25 00:00:00,1343.6458,2004.8185,,2767.3956,1451.631,1894.6366,330.1302,419.4083,579.6768,92.0496,979.9536,5990.7411,46.6667,161.2567,655.8424,666.7234,15245.925,219.1238,100,5150.7822,6857.7702,106.5624,1502.4117,
2004-05-26 00:00:00,1342.834,2006.5675,,2767.8333,1418.0407,1916.5904,314.537,420.1469,580.2453,90.7704,979.4979,5998.8872,46.6667,164.1473,653.7927,680.2411,15217.674,218.7036,100,5150.7822,6857.7702,108.2812,1512.3159,
2004-05-27 00:00:00,1340.3835,1999.1638,,2777.4379,1425.7719,1905.6939,314.537,418.769,579.8821,91.2805,979.6023,5943.37,46.6667,163.4861,652.8553,689.7239,15101.89,217.4219,100,5061.7381,6857.7702,106.5624,1494.4468,
2004-05-28 00:00:00,1342.4515,2015.2265,,2808.6211,1428.8127,1881.2232,308.2997,414.5225,571.9221,91.2489,982.4257,5990.6469,46.6667,163.4861,663.868,694.9178,14943.093,216.6976,100,5259.6942,6821.1175,106.5624,1528.5247,
2004-05-31 00:00:00,1344.9277,2024.524,,2817.0291,1436.058,1866.6648,308.2997,419.8962,570.785,91.2489,977.1738,6051.9517,46.6667,161.2085,664.3083,692.4005,14085.275,217.1186,100,5192.9111,6821.1175,108.2812,1519.4078,
2004-06-01 00:00:00,1346.9624,2020.8303,,2796.547,1438.9422,1873.1601,302.0624,423.0026,570.785,92.4006,977.2447,6084.99,46.6667,159.3128,662.0742,702.4063,14015.923,217.2957,100,5185.4908,6821.1175,110,1531.0605,
2004-06-03 00:00:00,1336.2756,1987.2235,,2774.8673,1430.4365,1858.6758,302.0624,422.0602,573.0593,91.7768,971.9915,6126.9107,46.6667,160.2011,654.2292,700.7876,14144.595,217.9695,100,5296.7959,6816.3866,104.8438,1530.1794,
2004-06-04 00:00:00,1322.7241,1973.0425,,2743.6253,1420.5324,1859.3953,300.9133,418.2793,559.4136,90.3144,940.8887,6203.0772,33.3333,157.9244,648.989,699.1268,13635.815,216.8541,100,5170.6501,6816.3866,106.5625,1527.5687,
2004-06-07 00:00:00,1325.1075,1964.2078,,2707.6067,1429.0714,1872.7509,304.7307,417.8804,552.5907,89.5315,927.6437,8806.6653,58.3333,157.8394,650.8078,695.7098,13822.516,213.7599,100,5185.4908,6843.8803,106.5625,1574.5786,
2004-06-08 00:00:00,1317.7927,1949.1695,,2696.7296,1425.5609,1858.8998,307.1998,413.9675,560.5507,90.5557,929.7327,8581.9296,50,159.3391,645.0389,694.9053,13822.516,211.5634,100,5274.5348,6858.7776,104.8438,1554.0043,
2004-06-09 00:00:00,1313.6133,1951.6234,,2696.9032,1392.6673,1864.3706,304.6542,412.7026,556.0021,89.5755,922.7173,8556.8363,50,158.7389,641.8611,692.6605,13917.938,210.7578,100,5182.9128,6834.7409,106.5625,1549.3867,
2004-06-10 00:00:00,1308.8176,1937.0959,,2693.607,1382.0902,1867.1417,301.5356,411.6595,558.6396,89.3274,921.6149,8073.7633,51.6667,167.1759,643.0949,690.8837,13670.684,212.9008,100,5167.6426,6829.4606,104.8438,1535.5076,
2004-06-11 00:00:00,1325.1498,1961.0211,,2708.576,1380.8407,1856.0776,306.25,419.4653,558.845,92.3683,940.0414,8000.104,53.3333,169.6518,652.6868,699.2435,14114.731,216.9612,100,5030.2095,6832.7571,106.5625,1537.4339,
2004-06-14 00:00:00,1327.6622,1969.0655,,2715.1075,1389.5675,1915.4259,310.952,420.6982,557.1393,92.6234,945.2672,8052.9731,60,167.3832,649.5962,679.8384,13965.887,216.4751,100,5030.2095,6835.422,106.5625,1566.6884,
2004-06-15 00:00:00,1332.0183,1980.4628,,2714.0755,1404.4071,1876.0303,310.2878,425.2233,557.1393,92.8969,941.4469,7909.5504,66.6667,166.329,655.2384,684.3627,13965.887,219.5689,100,5175.2777,6825.987,106.5625,1536.2893,
2004-06-16 00:00:00,1332.0411,1987.3182,,2701.9669,1404.7047,1906.2831,310.245,423.6094,576.4707,91.4345,938.7155,7927.9076,58.3333,166.4384,655.4814,703.9137,13986.898,218.2772,100,5175.2777,6842.8706,108.2813,1533.4557,
2004-06-17 00:00:00,1336.6148,1984.4702,,2717.1923,1424.0656,2015.8758,307.2546,424.7585,581.5878,91.307,941.087,7940.1562,51.6667,169.0393,654.4147,702.1433,13924.883,220.1297,100,5160.0074,6842.8706,106.5625,1584.221,
2004-06-18 00:00:00,1345.0729,2009.2984,,2721.3164,1458.1582,1952.2021,307.2546,429.2994,586.1364,92.4587,951.0554,7920.9696,58.3333,166.3906,658.3504,697.946,13918.322,219.9407,100,5160.0074,6844.6749,106.5625,1594.8775,
2004-06-21 00:00:00,1355.5598,2042.9444,,2748.4831,1459.7643,1942.708,307.0837,437.2111,585.7732,91.7197,958.203,7827.5765,56.6667,168.0765,661.1147,696.6153,13712.453,217.3664,100,5167.6426,6844.6749,108.2813,1592.168,
