Total Return Indices - Daily,,,,,,,,,,,,,,,,,,,,,,,,
,ASTRI,MTRI,S&P SL 20 TRI ,TRIBFI,TRIBFT,TRIC&P,TRIC&E,TRIDIV,TRIF&T,TRIHLT,TRIH&T,TRIINV,TRIIT,TRIL&P,TRIMFG,TRIMTR,TRIOIL,TRIPLT,TRIP&E,TRISRV,TRIS&S,TRITLE,TRITRD,
2014-05-19 00:00:00,8184.63,-,4456.6,19895.55,29959.41,9055.14,4355.82,2156.64,1012.52,1011.36,3900.2,19265.18,99.98,829.39,4818.02,20771.4,128871.75,1042.97,186.51,36493.41,21293.2,236.27,16396.12,
2014-05-20 00:00:00,8187.7,-,4465.99,19865.3,29997.6,8984.91,4322.4,2157.9,1064.62,1001.57,3896.45,19327.76,99.98,830.32,4815.17,20827.2,130150.83,1045.27,185.42,36623.92,20825.95,237.42,16343.21,
2014-05-21 00:00:00,8146.03,-,4447.69,19664.66,29964.09,8898.2,4318.23,2154.22,1062.54,1002.36,3871.4,19086.3,99.3,826.84,4824.91,20816.85,129397.11,1041.58,184.98,36021.52,20545.32,234.09,16174.53,
2014-05-22 00:00:00,8153.39,-,4448.45,19681.11,30082.76,8910.16,4370.93,2149.3,1054.85,998.97,3878.65,19042.28,99.98,833.15,4840.93,20762.7,128193.95,1038.43,184.49,35948.56,20363.86,235.24,16256.72,
2014-05-23 00:00:00,8140.61,-,4442.72,19662.53,29801.94,8800.44,4363.38,2155.89,1051.05,993.01,3882.94,19159.69,100.64,842.71,4824.91,20472.17,126225.35,1054.97,182.45,36890.5,20417.61,236.91,16427.19,
2014-05-26 00:00:00,8157.14,-,4447.16,19700.25,29875.9,8929.39,4352.57,2157.88,1050.58,978.2,3890.18,19102.55,99.98,846.51,4836.03,20672.58,127763.1,1047.3,181.27,36948.87,20419.88,238.71,16332.04,
2014-05-27 00:00:00,8123.99,-,4427.08,19701.94,29815.34,8826.97,4323.24,2155.18,1051.85,975.34,3882.61,19330.98,102.52,839.61,4846.34,20619.78,125500.69,1043.95,178.03,36228.76,20752.17,231.52,16229.32,
2014-05-28 00:00:00,8130.88,-,4431.45,19771.06,29721.18,8782.43,4314.32,2151.73,1062.04,982.87,3894.02,19567.02,97.97,832.89,4829.52,20582.89,127090.62,1044.09,177.72,37622.57,20739.25,231.92,16223.24,
2014-05-29 00:00:00,8171.21,-,4477.73,19823.95,29805.22,8853.21,4319.21,2155.87,1059.23,973.68,3904.18,19563.39,98.63,837.86,4840.34,20612.68,131170.7,1046.13,179.43,37664.25,20329.35,237.56,16281.33,
2014-05-30 00:00:00,8119.97,-,4436.53,19793.9,29444.14,8740.09,4263.81,2135.09,1032.65,964.9,3902.59,19021.88,97.97,831.25,4832.81,20544.52,129215.57,1034.61,179.38,37246.53,20773.51,238.07,16312.05,
2014-06-02 00:00:00,8158.12,-,4456.54,19893.37,29515.47,8876.21,4273.78,2155.99,1030.12,985.17,3908.04,19078.81,101.19,839.72,4829.46,20679.26,130868.95,1039.54,177.14,36869.42,20775.31,238.07,16178.64,
2014-06-03 00:00:00,8150.11,-,4457.26,19914.41,29493.62,8986.19,4284.82,2155.07,1030.46,967.64,3886.96,19062.58,99.84,833.35,4830.71,20658.95,131974.83,1036.13,177.06,37119.39,21244.19,236.66,16285.23,
2014-06-04 00:00:00,8150.16,-,4458.86,19889.21,29528.65,8958.2,4249.78,2156.51,1031.65,968.75,3886.83,19065.8,97.3,829.69,4847.93,20557.49,131705.39,1045.94,174.81,36695.99,21140.8,237.82,16210.59,
2014-06-05 00:00:00,8152.34,-,4464.86,19965.1,29477.46,8886.51,4275.83,2161.57,1030.77,975.89,3901.68,19001.16,96.63,838.53,4844,20580.82,129911.91,1049.51,175.16,36359.77,21285.84,234.47,16157.47,
2014-06-06 00:00:00,8155.87,-,4474.57,19986.11,29243.89,8928.9,4275.9,2171.98,1031.59,973.23,3915.12,18947.47,96.63,838.74,4872.05,20564.25,129849.51,1051.23,175.18,36771.5,21724.64,234.47,16185.31,
2014-06-09 00:00:00,8166.12,-,4475.25,20079.01,29036.69,8939.86,4328.86,2172.06,1057.46,972.24,3904.36,19006.08,98.51,841.6,4887.6,20650.08,132605.92,1059.2,173.5,37415.7,20520.39,236.53,16183.7,
2014-06-10 00:00:00,8175.2,-,4480.94,20184.3,28965.63,8921.96,4349.93,2171.92,1063.29,972.76,3904.68,19126.84,97.97,841.35,4883.18,20611.93,131884.19,1058.73,175.08,37133.08,20816.15,237.94,16224.64,
2014-06-11 00:00:00,8174.84,-,4471.24,20221.55,28994.96,9075.97,4327.34,2170.08,1077.97,976.22,3908.09,19287.68,97.3,845.09,4879.35,20637.88,129753.89,1064.27,175.85,36663.8,21824.49,236.15,16487.15,
2014-06-13 00:00:00,8231.81,-,4507.83,20423.17,29115.4,9154.13,4392.33,2176.72,1045.89,971.55,3932.38,19342.87,96.63,856.54,4914.37,20856.79,131884.19,1072.69,176.27,37836.79,21229.4,240.13,16437.72,
2014-06-16 00:00:00,8240.75,-,4527.94,20498.01,28927.79,9087.42,4389.94,2184.07,1048.09,972.97,3933.22,19520.3,96.63,850.8,4954.76,20821.22,132303.26,1084.48,173.79,37508.02,21362.45,241.03,16749.16,
2014-06-17 00:00:00,8241.15,-,4528.47,20550.02,29028.29,9085.93,4387.54,2173.58,1066.07,965.05,3928.89,19579.75,96.63,846.52,4944.37,20963.94,132303.26,1079.24,171.59,37526.76,21315.71,242.44,16790.62,
2014-06-18 00:00:00,8214.74,-,4505.11,20515.1,28930.98,9032.44,4361.67,2148.1,1079.84,965.41,3917.97,19498.99,96.63,850.73,4966.55,20830.54,131884.19,1079.01,172.3,37173.83,21514.24,244.39,16555.88,
2014-06-19 00:00:00,8209.01,-,4493.76,20506.97,29036.11,9068.53,4370.34,2124.1,1069.29,960.92,3921.57,19486.57,97.3,848.16,4973.66,20828.94,132608.17,1075,172.03,37085.09,21450.46,246.74,16705.27,
2014-06-20 00:00:00,8195.07,-,4478.56,20447.79,29045.87,9102.66,4366.73,2117.96,1083.62,962.34,3902.91,19472.26,96.63,852.2,4967.47,20905.04,135024.69,1073.78,171.64,37226.11,21451.46,243.36,16763.53,
2014-06-23 00:00:00,8191.04,-,4473.5,20385.28,29165.56,9117.99,4353.2,2111.57,1084.34,955.83,3910,19234.53,96.63,849.56,4939.07,20926.72,134454.28,1067.95,170.71,37351.79,21384.33,246.74,16509.44,
2014-06-24 00:00:00,8206.02,-,4500.78,20426.12,29209.2,9166.05,4364.28,2123.99,1085.25,958.18,3905.33,19069.19,98.51,851.34,4947.72,21007.4,134442.63,1068.58,170.18,36910.66,20978.36,246.87,16557.68,
2014-06-25 00:00:00,8220.12,-,4507.77,20506.56,29097.06,9239.25,4364.28,2131.93,1083.29,953.95,3913.39,19087.36,97.84,874.2,4957.38,21019.69,134442.63,1068.56,168.05,37377.79,20825.69,248.04,16417.9,
2014-06-26 00:00:00,8228.99,-,4515.48,20561.98,29212.47,9177.21,4379.81,2131.09,1078.27,952.65,3916.29,19123.67,97.84,904.69,4962.05,21194.88,133735.35,1068.53,168.96,37417.72,20812.63,244.79,16484.06,
2014-06-27 00:00:00,8275.87,-,4532.61,20675.86,29853.96,9153.3,4484.85,2122.02,1088.69,948.12,3916.21,19226.59,98.51,880.21,4974.12,21185.77,134582.16,1066.1,167.64,37125.86,21242.59,249.34,16366.46,
2014-06-30 00:00:00,8302.13,-,4551.39,20776.66,30074.29,9070.87,4496.79,2117.42,1096.02,937.47,3906.74,19177.9,97.84,882.11,5044.94,21421.99,137959.68,1064.41,168.07,37200.92,21147.77,248.17,16454.91,
2014-07-01 00:00:00,8311.93,-,4573.91,20851.85,30063.38,9216.67,4643.48,2129.52,1098.37,940.27,3908.81,19267.19,97.84,882.43,5060.42,21441.68,135377.35,1067.59,168.47,37663.67,21565.86,244.92,16344.76,
2014-07-02 00:00:00,8385.6,-,4618.29,21016.53,30339.29,9449.19,4627.24,2160.37,1116.56,947.46,3925.87,19434.13,99.17,891.97,5127.97,21680.65,135417.29,1085.43,168.68,37324.64,21951.6,246.87,16436.36,
2014-07-03 00:00:00,8431.07,-,4657.64,21329.08,30649.53,9577.37,4602.45,2147.03,1115.63,946.49,3933.94,19830.26,98.51,886.16,5162.45,21844.61,134680.35,1102.95,167.55,37154.66,22097.71,249.99,16526.82,
2014-07-04 00:00:00,8444.41,-,4660.55,21323.22,30523.13,9790.03,4668.39,2157.65,1117.98,939.95,3938.25,19923.27,98.51,891.89,5186.52,21775.49,135215.83,1092.87,167.89,37179.71,22092.07,252.33,16523.62,
2014-07-07 00:00:00,8472.63,-,4669.86,21407.13,30762.51,9884.59,4632.07,2171.23,1123.86,950.24,3937.68,19894.66,99.17,896.68,5180.25,21771.43,131994.89,1098.63,168.28,37509.99,22086.42,254.42,16605.6,
2014-07-08 00:00:00,8560.18,-,4745,21633.37,31244.12,10035.72,4649.42,2207.24,1109.79,955.33,3949.28,19981.95,99.17,896.47,5172.63,21988.43,131812.33,1102.71,168.98,37551.18,22089.81,257.94,17184.19,
2014-07-09 00:00:00,8623.15,-,4783.67,21806.83,30876.12,9933.59,4689.87,2242.49,1126.36,1017.94,3989.34,20173.84,98.51,911.95,5207.33,22414.82,131185.3,1099.8,170.51,38086.37,21940.31,262.89,17321.79,
2014-07-10 00:00:00,8694.88,-,4821.2,21931.17,31536.43,10095.42,4753.02,2265.04,1111.59,1015.33,3975.02,20306.85,99.84,915.49,5219.68,22546.99,132406.16,1110.97,171.64,38281.33,21666.35,264.45,17476.25,
2014-07-11 00:00:00,8685.16,-,4786.37,21713.37,31637.89,10091.09,4722.34,2248.86,1119.1,1008.01,3972.97,20204.95,97.84,915.61,5195.57,22321.67,133027.82,1103.23,173.65,37750.54,21614.35,273.68,17439.68,
2014-07-14 00:00:00,8734.28,-,4803.25,21767.32,32154.51,10088.56,4732.97,2250.62,1118.83,1010.44,3983.13,20210.45,98.51,899.48,5202.5,22764.29,134800.67,1103.74,174.27,38357.48,21529.73,277.47,17419.19,
2014-07-15 00:00:00,8771.77,-,4840.71,21769.37,32104.41,10240.77,4746.18,2285.41,1133.06,1010.44,3993.98,20415.49,98.51,914.98,5232.86,23220.76,136285.84,1100.42,174.65,38499.24,21903.17,276.56,17299.84,
2014-07-16 00:00:00,8792.15,-,4854.64,21697.74,32210.64,10198.29,4727.83,2306.12,1127.62,1005.03,4002.93,20403.47,112.56,915.83,5242.76,23270.47,138432.28,1098.59,175.81,38560.07,22050.45,275.38,17128.75,
2014-07-17 00:00:00,8766.82,-,4837.11,21622.66,32213.8,10111.17,4732.62,2301.63,1125.54,1007.08,3984.93,20285.06,119.91,911.45,5248.35,23567.76,137268.19,1102.37,174.9,38348.42,21743.85,272.25,17016.83,
2014-07-18 00:00:00,8767.25,-,4826.15,21587.44,32258.7,10144.18,4692.56,2298.52,1126.39,1003.77,3994.95,20236.72,116.57,908.66,5250.2,23850.99,138177.47,1109.34,173.14,38775.07,21967.63,272.38,17023.98,
2014-07-21 00:00:00,8812.55,-,4863.8,21769.29,32301.14,10152.01,4708.66,2320.43,1156.29,998.31,4002.24,20424.6,117.91,910.69,5256.81,24364.96,138149.51,1124.06,173.96,38945.74,22124.99,273.04,17355.49,
2014-07-22 00:00:00,8864.52,-,4890.91,21961.57,32422.02,10158.6,4723.92,2328.38,1156.46,987.34,4005.2,20712.51,116.57,918.48,5293.68,24946.59,141373.99,1135.96,174.61,40453.21,22389.21,275.9,17009.1,
2014-07-23 00:00:00,8848.93,-,4872.83,21896.83,32387.11,10171.77,4690.95,2309.45,1157.16,986.93,4014.81,20881.77,114.03,926.96,5341.04,25060.18,141606.82,1142.61,176.08,40264.31,21931.35,273.68,17310.08,
2014-07-24 00:00:00,8847.02,-,4863.4,21949.37,32671.28,10190.16,4682.02,2303.54,1158.7,971.01,4018.85,20799.79,111.22,924.98,5399.32,25136.57,137737.24,1144.84,174.91,39997.24,22166.61,270.43,17148.83,
2014-07-25 00:00:00,8849.94,-,4860.43,21947.15,32690.47,10194.49,4711.28,2293.02,1177.12,967.9,4025.67,20912.24,111.22,944.23,5418.76,25097.25,137935.15,1138.75,176.86,41960.35,22469.5,269.65,17372.66,
2014-07-28 00:00:00,8850.76,-,4855.96,21959.1,32437.91,10248.29,4726.54,2292.82,1179.71,962.3,4036.66,20965.11,108.54,934.57,5455.29,25225.99,141622.41,1147.79,176.08,41733.57,22553.72,268.86,17361.37,
2014-07-30 00:00:00,8873.72,-,4864.67,21959.57,33010.38,10297.84,4711.85,2290.56,1146.04,966.29,4046.52,20960.54,108.54,929.46,5425.42,25444.34,141054.03,1152.02,175.43,42177.29,22397.27,267.44,17417.6,
2014-07-31 00:00:00,8890.82,-,4870.26,22074.17,32932.21,10109.53,4705.32,2294.28,1158.87,963.96,4053.54,21056.78,108,929.47,5443.18,25641.24,142722.97,1151.02,175.25,40821.75,22962.31,267.57,17618.3,
2014-08-01 00:00:00,8887.12,-,4854.63,22037.92,32721.22,10034.41,4736.29,2284.34,1144.07,983.02,4050.78,21326.54,108.67,929.21,5434.9,25849.62,142839.37,1148.13,175.13,41575.5,23060.99,273.81,17610.89,
2014-08-04 00:00:00,8902.81,-,4855.8,22122.46,32937.49,10089.33,4728.58,2282.77,1147.12,976.18,4045.43,21200.29,106.67,931.48,5442.42,25806.53,143399.58,1144.13,175.25,42724.89,22686.35,273.42,17526.1,
2014-08-05 00:00:00,8894.03,-,4833.47,22121.45,32679.67,10059.01,4707.38,2282.27,1146.49,995.27,4054.02,21229.9,111.22,927.53,5459.16,26231.44,142192.47,1126.07,176.58,42640.94,22906.63,274.33,17396.46,
2014-08-06 00:00:00,8919.17,-,4849.35,22319.12,32657.55,10150.46,4766.23,2291.18,1172.77,990.76,4062.95,21258.72,107.33,935.2,5490.33,26382.11,140995.2,1142.13,176.9,41220.35,23336.44,272.25,17439.19,
2014-08-07 00:00:00,9017.07,-,4897.47,22703.81,33152.08,10143.39,4890.06,2320.46,1134.9,1007.15,4069,21192.04,106.67,936.66,5520.1,26178.34,142543.89,1144.05,178.67,42068.08,22992.98,272.25,17962.01,
2014-08-08 00:00:00,9031.84,-,4912.76,22809.2,33131.08,10237.42,4938.88,2324.78,1141.62,1005.69,4067.64,21442.94,109.34,935.56,5555.43,26152.98,141249.84,1154.7,180.76,44322.78,23083.36,271.46,17791.03,
2014-08-11 00:00:00,9065.2,-,4934.31,22842.61,33145.5,10252.25,4968.1,2335.53,1159.42,1011.12,4080.79,21426.36,111.35,972.11,5620.87,26801.85,141121.79,1152.23,181.41,43940.48,22958.54,273.04,17697.56,
2014-08-12 00:00:00,9079.4,-,4935.2,22832.09,33828.63,10307.9,4950.18,2328.66,1142.53,1005.72,4056.04,21290.14,108.54,958.98,5582.98,26795.35,141540.07,1163.2,181.06,43603.17,22857.88,271.99,17691.84,
2014-08-13 00:00:00,9087.55,-,4938.73,22895.58,33701.92,10304.67,4937.8,2333.43,1157.06,996.1,4059.48,21464.31,107.88,956.56,5591.93,26324.55,141164.92,1194.66,180.53,43128.69,22979.68,273.55,18241.02,
2014-08-14 00:00:00,9112.41,-,4949.74,23010.2,34096.52,10345.17,4967.45,2321.51,1182.23,1003.35,4080.32,21558.75,105.99,951.3,5629.91,26111.09,141176.56,1193.34,179.32,44807.64,22977.39,270.3,18278.12,
2014-08-15 00:00:00,9074.25,-,4939.67,22944.14,34003.07,10264.99,4899.8,2306.87,1179.7,1000.71,4064.77,21828.29,105.32,955.23,5571.45,25770.37,141095.55,1186.56,178.59,44420.08,22920.91,269,17911.85,
2014-08-18 00:00:00,9114.67,-,4952.07,22852.57,34635.76,10238.61,4949.62,2307.13,1175.58,989.32,4062.87,21782.64,105.32,954.04,5525.52,26215.02,144503.36,1177.99,177.99,43977.15,23118.93,274.34,17912.59,
2014-08-19 00:00:00,9123.55,-,4975.24,22846.37,34588.4,10181.21,4928.01,2330.45,1206.65,992.28,4058.34,21628.39,106.53,947.25,5549.33,25645.54,144154.13,1172.88,178.2,44293.52,23193.17,273.42,17853.93,
2014-08-20 00:00:00,9147.74,-,4993.48,23081.92,34321.04,10255.21,4942.59,2330.67,1244.98,985.11,4074.72,21782.76,103.32,948.48,5560.15,25828.4,144852.59,1174.52,177.27,44887.32,23344.94,276.96,17877.34,
2014-08-21 00:00:00,9153.98,-,4993.88,23066.34,34223.72,10264.92,4939.53,2358.32,1255.69,988.39,4079.82,22235.1,105.2,955.09,5561.67,25950.69,141825.94,1170.78,177.56,44429.44,23916.23,273.95,17941.87,
2014-08-22 00:00:00,9158.87,-,4995.13,23112.36,34363.24,10325.44,4946.37,2348.83,1252.1,980.04,4066.08,22607.09,103.99,963.17,5579.02,26008.81,142751.73,1170.54,178.2,45027.43,25175.07,272,18074.89,
2014-08-25 00:00:00,9127.58,-,4984,22966.75,34327,10284.38,5009.98,2331.11,1230.59,977.71,4060.81,22242.52,106.53,965.31,5569.33,26069.43,143310.48,1180.88,178.86,43866.6,25236.87,270.83,18057.45,
2014-08-26 00:00:00,9166.1,-,4979.58,23053.44,34411.92,10349.99,4998.02,2338.68,1221.31,987.22,4072.24,22462.43,103.2,971.76,5608.73,26185.24,143310.48,1187.16,184.23,44374.78,25392.12,273.56,18090.06,
2014-08-27 00:00:00,9128.96,-,4967.92,22969.03,34097.81,10289.3,5006.85,2346.67,1223.7,994.34,4064.4,22435.6,104.53,971.23,5581.65,25688.46,139042.69,1182.02,185.95,45108.92,23858.46,272.26,17946.34,
2014-08-28 00:00:00,9138.8,-,4971.85,23025.92,33896.41,10299.34,5084.42,2351.48,1216.43,992.38,4079.13,22323.7,105.87,975.14,5631.9,25717.72,139215.21,1180.57,190.17,44804.49,23886.92,271.61,17875.07,
2014-08-29 00:00:00,9194.13,-,5006.29,23172.53,34371.22,10273.21,5044.82,2358.52,1227.23,998.45,4096.62,22245.87,101.98,981.4,5632.68,25685.56,139797.26,1186,189.82,45259.75,24287.58,273.57,18168.44,
2014-09-01 00:00:00,9191.77,-,5013.34,23161.79,34062.87,10288.36,5016.92,2368.7,1227.61,992.16,4095.23,22174.56,101.85,974.46,5655.56,25786.87,141969.51,1179.96,193.08,45239.58,24665.07,273.69,18114.37,
2014-09-02 00:00:00,9186.15,-,5011.28,23253.81,34044.95,10236.76,4993.5,2366.02,1223.4,990.09,4098.55,22080,101.85,964.88,5631.38,26128.74,142318.74,1178.02,194.15,44915.73,24150.42,270.05,17959,
2014-09-03 00:00:00,9215.28,-,5027.29,23399.02,34135.54,10148.43,5051.79,2377.77,1244.67,996.83,4096,22049.44,101.19,958.59,5613.92,25972.11,142318.74,1176.43,195.43,44947.6,24542.46,270.7,18184.88,
2014-09-04 00:00:00,9233.34,-,5047.89,23445.28,34186.01,10283.5,5101.02,2387.69,1265.11,1005.35,4126.13,22071.22,99.98,972.8,5675.6,26137.06,137653.04,1174.87,195.27,44948.96,24767.77,269.53,18051.67,
2014-09-05 00:00:00,9268.4,-,5086.69,23703.75,34222.81,10287.77,5179.42,2387.28,1245.55,1003.62,4147.19,22126.6,99.98,984.59,5699.84,26129.72,137618.03,1165.88,197.38,45875.05,24800.48,268.62,18074.98,
2014-09-09 00:00:00,9317.08,-,5135.88,23844.34,34183.67,10302.48,5179.38,2424.87,1246.43,991.54,4168.94,22218.91,99.98,1011.43,5761.3,26261.48,134945.31,1174.35,201.85,45869.5,24675.51,268.23,18151.44,
2014-09-10 00:00:00,9369.15,-,5160.59,23904.21,34241.16,10427.25,5154.8,2443,1270.46,1009.87,4182.62,22362.7,103.86,1011.84,5781.21,26008.3,142103.01,1171.33,203.37,45614.41,25357.76,268.49,18083.55,
2014-09-11 00:00:00,9416.42,-,5192.4,24233.13,34098.62,10627.45,5161.77,2447.15,1283.64,1022.9,4183.64,22629.49,103.32,1006.33,5830.45,26199.53,140388.57,1177.49,206.8,45614,25519.58,274.6,18491.54,
2014-09-12 00:00:00,9441.87,-,5195.58,24210.27,34211.07,10709.11,5221.41,2452.59,1363.69,1038.23,4189.69,23535.21,105.32,1015.16,5914.41,26234.83,140587.75,1164.37,207.44,45640.74,26128.89,272.78,18335.93,
2014-09-15 00:00:00,9384.7,-,5142.26,24061.29,34010.13,10676.05,5217.12,2429.36,1382.93,1033.25,4165.44,23365.78,103.32,998.64,5929.72,26418.5,140571.19,1162.43,206.31,45678.98,26662.84,269.66,18327.81,
2014-09-16 00:00:00,9386.18,-,5145.28,24010.82,34122.77,10562.07,5212.09,2441.79,1365,1032.46,4145.88,23242.63,102.64,995.14,5885.85,26672.07,140571.19,1167.94,205.86,46097.29,27219.74,269.66,18560.94,
2014-09-17 00:00:00,9392.81,-,5145.35,24028.71,33980.49,10796.78,5188.48,2442.67,1368.73,1032.89,4165.85,23322.01,103.19,996.15,5961.13,26547.76,140557.11,1168.08,200.38,45699.24,26689.01,271.74,18481.18,
2014-09-18 00:00:00,9429.21,-,5161.9,24064.76,34188.02,11123.1,5260.71,2453.56,1363.17,1056.54,4171.29,23377.31,100.64,1008.05,6007.57,26706.3,139631.12,1182.63,202.33,45870.13,26416.37,270.96,18719.41,
2014-09-19 00:00:00,9466.36,-,5199.91,24228.85,34027.16,11179,5334.55,2473.51,1394.9,1070.07,4190.99,23503.01,100.64,1016.73,5996.91,26639.16,141454.36,1191.93,203.78,45909,26328.73,269.53,18790.43,
2014-09-22 00:00:00,9494.59,-,5215.29,24417.94,34138.57,11189.31,5317.51,2479.32,1412.58,1109.52,4184.43,23488.65,100.64,1022.69,6011.28,26349.24,139904.08,1181.18,206.72,46303.43,26618.99,268.49,18841.11,
2014-09-23 00:00:00,9500.27,-,5214.28,24424.7,33827.22,11138.84,5287.81,2485.65,1411.94,1135.97,4181.7,23744.55,100.64,1041.81,6016.42,26208.89,142669.51,1177.31,206.93,45636.32,25930.96,269.92,18812.03,
2014-09-24 00:00:00,9492.48,-,5204.63,24400.52,33954.65,11141.32,5308.17,2481.2,1397.19,1138.9,4177.08,23648.3,99.98,1040.19,5991.28,26384.52,139986.98,1187.64,204.72,45892.39,25761.39,271.09,18719.91,
2014-09-25 00:00:00,9465.96,-,5192.2,24407.43,33845.81,11140.77,5293.9,2470.51,1370.25,1137.03,4165.21,23648.99,99.98,1039.78,5967.48,26188.16,139605.78,1181.92,203.73,45655.4,25804.72,268.89,18886.97,
2014-09-26 00:00:00,9467.09,-,5186.24,24439.85,33744.05,11158.53,5318.72,2474.35,1398.99,1131.24,4156.36,23752.99,99.98,1041.57,5963.55,26361.26,141733.24,1171.15,202.71,45716.16,24654.51,267.71,18962.69,
2014-09-29 00:00:00,9473.28,-,5199.93,24585.92,33800.68,11117.68,5318.01,2468.43,1388.16,1124.5,4163.79,23687.34,101.85,1033.74,5942.21,26686.22,140856.67,1170.06,202.24,45589.51,24762.95,267.71,18812.86,
2014-09-30 00:00:00,9494.71,-,9494.71,24681.27,33885.25,11163.33,5396.49,2475.71,1429.91,1129.35,4155.32,23649.12,99.98,1037.75,5949.52,26235.14,139180.16,1173.66,202.49,45794.46,24706.48,270.06,18937.04,
2014-10-01 00:00:00,9549.19,-,5263.98,24988.4,33820.88,11194.85,5451.25,2486.48,1406.99,1145.66,4169.47,23745.31,102.64,1039.63,5948.31,26247.2,139063.46,1176.01,202.91,45816.2,24907.12,275.15,19588.37,
2014-10-02 00:00:00,9625.09,-,5318.7,25403.76,33876.93,11243.83,5545.45,2515.62,1387.71,1135.85,4170.41,23935.78,102.64,1052.07,5974.97,26664.93,139731.5,1185.16,206.84,45889.35,24862.65,275.81,19569.46,
2014-10-03 00:00:00,9697.83,-,5387.26,25855.19,33998.88,11185.92,5619.8,2514.62,1387.28,1158.44,4191.47,24122.05,103.99,1053.67,6014.01,26769.97,138669.58,1184.38,208.21,45825.41,25174.23,281.8,19499.48,
2014-10-07 00:00:00,9683.96,-,5374.73,25946.62,34044.25,11221.17,5596.4,2476.62,1384.37,1147.56,4199.81,24021.55,101.31,1058.86,6027.74,26660.03,139019.67,1187.4,210.51,46884.26,25447.93,281.8,19333.94,
2014-10-09 00:00:00,9671.55,-,5375.66,25963.46,33859.06,11178.01,5748.87,2471.83,1371.85,1131.88,4194.53,24209.27,102.64,1052.81,6043.66,26649.83,137933.32,1190.89,209.57,46104.26,24886.41,280.76,20357.34,
2014-10-10 00:00:00,9586.36,-,5322.14,25647.73,33433.49,10751.63,5580.21,2460.56,1375.04,1136.89,4172.22,23917.15,102.64,1041.15,6009.56,26589.94,137443.19,1186.83,207.16,45526.48,26267.7,278.8,20054.04,
2014-10-13 00:00:00,9407.26,-,5198.51,24634.03,33580.65,10525.73,5433.4,2417.99,1315.82,1088.93,4124.94,23069.58,99.98,993.98,5889.57,25806.11,137960.21,1162.1,204.38,45161.55,25251.94,276.21,19309.89,
2014-10-14 00:00:00,9435.08,-,5194.88,24846.71,33507.84,10758.66,5491.28,2416.51,1352.75,1100.2,4123.95,23029.42,100.64,1012.76,5928.79,26043.28,136979.97,1184.03,205.13,44553.53,25691.98,276.45,19601.23,
2014-10-15 00:00:00,9544.24,-,5263.64,25413.89,33557.64,10887.95,5591.67,2450.25,1406.06,1109.37,4157.75,23425.46,101.98,1034.23,5989.99,26492.68,134984.96,1217.01,211.61,45357.93,26169.73,276.07,19904.14,
2014-10-16 00:00:00,9502.65,-,5252.69,25153.34,33817.67,10640.34,5492.03,2446.88,1376.53,1095.23,4131.09,23181.74,101.31,1010.74,5964.53,26141.15,134926.61,1217.83,208.73,44265.97,25883.51,275.68,19409.48,
2014-10-17 00:00:00,9473.06,-,5217.94,24987.96,33663.58,10657.85,5490.9,2440.22,1402.25,1090.05,4137.08,23039.07,101.31,1025.68,5944.38,26069.93,134973.29,1259.74,209.27,44455.17,26030.22,272.16,19484.17,
2014-10-20 00:00:00,9445.55,-,5190.23,24930.04,33627.23,10620.11,5427.98,2426.2,1406.52,1076.81,4139.14,22870.65,100.64,1017.03,5943.13,26168.49,134797.11,1254.74,206.9,44176.56,25933.52,272.16,19086.31,
2014-10-21 00:00:00,9377.08,-,5152.02,24614.85,33493,10531.8,5377.34,2412.23,1379.97,1072.73,4124.81,22662.54,99.98,1000.19,5911.36,25941.61,133412.7,1245.93,205.67,43829.13,25652.13,270.99,18963.09,
2014-10-23 00:00:00,9414.21,-,5168.77,24807.8,33419.75,10614.07,5461.79,2425.73,1390.49,1081.67,4136.41,22955.59,99.98,1005.61,5946.89,26120.77,134417.29,1238.29,206.46,45149.47,26142.41,269.81,18644.81,
2014-10-24 00:00:00,9445.59,-,5184.57,24934.95,33311.98,10549.25,5516.58,2435.53,1398.37,1096.57,4130.7,23029.15,100.64,1022.01,5968.1,25873.09,135364.68,1252.02,208.8,45478.31,26182.93,272.03,19047.3,
2014-10-27 00:00:00,9455.55,-,5198.09,25003.04,33367.38,10656.6,5478.5,2434.73,1385.52,1099.28,4120.61,23081.73,103.32,1020.49,5982.05,26441.18,133315.16,1255.57,213.53,45552.3,26445.09,273.33,19170.53,
2014-10-28 00:00:00,9463.46,-,5190.15,24886.37,33598.96,10593.88,5530.27,2435.8,1432.82,1105.56,4124.32,23233.39,102.64,1025.64,5982,26269.77,132581.98,1255.28,214.89,45379.04,25021.13,274.51,19127.02,
2014-10-29 00:00:00,9514.24,-,5217.78,25128.13,33500.62,10714.97,5602.01,2443.06,1520.37,1125.36,4131.01,23197.24,99.98,1030.35,6034.96,26315.23,132981.3,1255.52,223.74,45574.82,25021.13,276.21,19642.78,
2014-10-30 00:00:00,9551.57,-,5246.25,25238,33522.43,10795.5,5649.3,2463.32,1513.76,1149.43,4134.83,23337.63,99.98,1037.16,6063.17,26034.92,132209.06,1255.03,225.44,45927.77,25694.26,277.9,19211.59,
