"Market Capitalization of Listed Companies as at December , 2020",,,,,
COMPANY CODE,SECURITY TYPE,COMPANY NAME,INDEXED PRICE (Rs),INDEXED QUANTITY (No.),MARKET CAP (Rs.)
ASPH,ASPH.N0000,INDUSTRIAL ASPH.,0.3,3749411250,1124823375
ASPM,ASPM.N0000,SPENCEPLANTATION,45.5,21300000,969150000
ATL,ATL.N0000,AMANA TAKAFUL,10.7,180000130,1926001391
ATLL,ATLL.N0000,AMANA LIFE,9.1,50000000,455000000
AUTO,AUTO.N0000,AUTODROME,84,12000000,1008000000
BALA,BALA.N0000,BALANGODA,16.1,23636363,380545444.3
BBH,BBH.N0000,BROWNS BEACH,13.9,129600000,1801440000
BERU,BERU.N0000,BERUWALA RESORTS,1.1,600000000,660000000
BFL,BFL.N0000,BAIRAHA FARMS,140.5,16000000,2248000000
BFN,BFN.N0000,ORIENT FINANCE,11.8,211101155,2490993629
BIL,BIL.N0000,BROWNS INVSTMNTS,4.3,14369717460,61789785078
BLI,BLI.N0000,BIMPUTH FINANCE,9.3,107733344,1001920099.2
BLUE,BLUE.N0000,BLUE DIAMONDS,0.8,206601782,165281425.6
BLUE,BLUE.X0000,BLUE DIAMONDS,0.4,194633623,77853449.2
BOGA,BOGA.N0000,BOGALA GRAPHITE,27.4,94632904,2592941569.6
BOPL,BOPL.N0000,BOGAWANTALAWA,14.6,83750000,1222750000
BPPL,BPPL.N0000,BPPL HOLDINGS,15.6,306843357,4786756369.2
BREW,BREW.N0000,CEYLON BEVERAGE,752,20988090,15783043680
BRR,BRR.N0000,BANSEI RESORTS,9,53728000,483552000
BRWN,BRWN.N0000,BROWNS,105.2,212625000,22368150000
BUKI,BUKI.N0000,BUKIT DARAH,349.3,102000000,35628600000
CABO,CABO.N0000,CARGO BOAT,68,18031995,1226175660
CALF,CALF.N0000,DIALOG FINANCE,56,108783362,6091868272
CARE,CARE.N0000,PRINTCARE PLC,32.6,85966670,2802513442
CARG,CARG.N0000,CARGILLS,205,257309664,52748481120
CARS,CARS.N0000,CARSONS,278.8,196386914,54752671623.2
CCS,CCS.N0000,COLD STORES,704.6,95040000,66965184000
CDB,CDB.N0000,CDB,89.1,59449080,5296913028
CDB,CDB.X0000,CDB,65,10343668,672338420
CERA,CERA.N0000,LANKA CERAMIC,138,6000000,828000000
CFI,CFI.N0000,CFI,69.1,6910041,477483833.1
CFIN,CFIN.N0000,CENTRAL FINANCE,83,224024987,18594073921
CFLB,CFLB.N0000,FORT LAND,12.9,220336805,2842344784.5
CFT,CFT.N0000,CFT,3.2,140196000,448627200
CFVF,CFVF.N0000,FIRST CAPITAL,57.2,101250000,5791500000
CHL,CHL.N0000,DURDANS,103.2,25527272,2634414470.4
CHL,CHL.X0000,DURDANS,90,8345454,751090860
CHMX,CHMX.N0000,CHEMANEX,90.5,15707312,1421511736
CHOT,CHOT.N0000,HOTELS CORP.,13.5,180030942,2430417717
CHOU,CHOU.N0000,CITY HOUSING,3.6,13379850,48167460
CIC,CIC.N0000,CIC,182.3,72900000,13289670000
CIC,CIC.X0000,CIC,151.6,21870000,3315492000
CIND,CIND.N0000,CENTRAL IND.,124.2,20698110,2570705262
CINS,CINS.N0000,CEYLINCO INS.,1997.8,20000000,39956000000
CINS,CINS.X0000,CEYLINCO INS.,1021.8,6414480,6554315664
CINV,CINV.N0000,CEYLON INV.,74.3,101338041,7529416446.3
CIT,CIT.N0000,CIT,85,6843044,581658740
CITH,CITH.N0000,CITRUS HIKKADUWA,5.8,284898354,1652410453.2
CITW,CITW.N0000,CITRUS WASKADUWA,3.9,559857096,2183442674.4
CLC,CLC.N0000,COMM LEASE & FIN,4,6377711170,25510844680
CLND,CLND.N0000,COLOMBO LAND,24.3,199881008,4857108494.4
COCO,COCO.N0000,RENUKA FOODS,17.8,117960106,2099689886.8
COCO,COCO.X0000,RENUKA FOODS,13.9,4773346,66349509.4
COCR,COCR.N0000,COM.CREDIT,25,318074365,7951859125
COLO,COLO.N0000,C M HOLDINGS,78.5,15200000,1193200000
COMB,COMB.N0000,COMMERCIAL BANK,80.9,1098934937,88903836403.3
COMB,COMB.X0000,COMMERCIAL BANK,70.1,67970701,4764746140.1
COMD,COMD.N0000,COMMERCIAL DEV.,117,12000000,1404000000
CONN,CONN.N0000,AMAYA LEISURE,42,53994979,2267789118
CPRT,CPRT.N0000,CEYLON PRINTERS,65.2,600170,39131084
CRL,CRL.N0000,SOFTLOGIC FIN,11.7,268760128,3144493497.6
CSD,CSD.N0000,SEYLAN DEVTS,14.4,147964860,2130693984
CSF,CSF.N0000,NATION LANKA,1,1353792606,1353792606
CTBL,CTBL.N0000,CEYLON TEA BRKRS,4,182400000,729600000
CTC,CTC.N0000,CEYLON TOBACCO,1028.9,187323751,192737407403.9
CTEA,CTEA.N0000,DILMAH CEYLON,688.4,20737500,14275695000
CTHR,CTHR.N0000,C T HOLDINGS,164.9,201406978,33212010672.2
CTLD,CTLD.N0000,C T LAND,29.7,81250000,2413125000
CWM,CWM.N0000,C.W.MACKIE,48,35988556,1727450688
DFCC,DFCC.N0000,DFCC BANK PLC,65.3,305997250,19981620425
DIAL,DIAL.N0000,DIALOG,12.4,8173809105,101355232902
DIMO,DIMO.N0000,DIMO,618.2,8876437,5487413353.4
DIPD,DIPD.N0000,DIPPED PRODUCTS,347.3,59861512,20789903117.6
DIST,DIST.N0000,DISTILLERIES,20.5,4600000000,94300000000
DOCK,DOCK.N0000,DOCKYARD,85.3,71858924,6129566217.2
DPL,DPL.N0000,DANKOTUWA PORCEL,10.4,162552920,1690550368
EAST,EAST.N0000,EAST WEST,12.6,138240000,1741824000
EBCR,EBCR.N0000,E B CREASY,3115.1,2535458,7898205215.8
ECL,ECL.N0000,E - CHANNELLING,7.1,122131415,867133046.5
EDEN,EDEN.N0000,EDEN HOTEL LANKA,11.5,528000000,6072000000
ELPL,ELPL.N0000,ELPITIYA,46.3,72866428,3373715616.4
EMER,EMER.N0000,EASTERN MERCHANT,7.4,117446000,869100400
ETWO,ETWO.N0000,EQUITY TWO PLC,55.1,31000000,1708100000
EXPO,EXPO.N0000,EXPOLANKA,29,1954915000,56692535000
GEST,GEST.N0000,GESTETNER,86.7,2657812,230432300.4
GHLL,GHLL.N0000,GALADARI,9.5,500829564,4757880858
GLAS,GLAS.N0000,PIRAMAL GLASS,9.4,950086080,8930809152
GOOD,GOOD.N0000,GOOD HOPE,1121.9,3883782,4357215025.8
GRAN,GRAN.N0000,GRAIN ELEVATORS,111,60000000,6660000000
GREG,GREG.N0000,AMBEON HOLDINGS,20.7,356869666,7387202086.2
GSF,GSF.N0000,PRIME FINANCE,13.3,121000000,1609300000
GUAR,GUAR.N0000,CEYLON GUARDIAN,127.3,82978868,10563209896.4
HAPU,HAPU.N0000,HAPUGASTENNE,18.3,46315789,847578938.7
HARI,HARI.N0000,HARISCHANDRA,3872.2,1919600,7433075120
HASU,HASU.N0000,HNB ASSURANCE,58.2,150000000,8730000000
HAYC,HAYC.N0000,HAYCARB,568.6,29712375,16894456425
HAYL,HAYL.N0000,HAYLEYS,414.5,75000000,31087500000
HDFC,HDFC.N0000,HDFC,36.2,64710520,2342520824
HEXP,HEXP.N0000,HAYLEYS FIBRE,140,8000000,1120000000
HHL,HHL.N0000,HEMAS HOLDINGS,99.9,596105625,59550951937.5
HNB,HNB.N0000,HNB,126.5,410319604,51905429906
HNB,HNB.X0000,HNB,100.6,101656112,10226604867.2
HNBF,HNBF.N0000,HNB FINANCE,10,1421380624,14213806240
HNBF,HNBF.X0000,HNB FINANCE,8.7,298200000,2594340000
HOPL,HOPL.N0000,HORANA,22.4,25000000,560000000
HPFL,HPFL.N0000,LOTUS HYDRO,10.6,109088112,1156333987.2
HPL,HPL.N0000,HATTON,9.9,236666671,2343000042.9
HPWR,HPWR.N0000,RESUS ENERGY,27,79030655,2133827685
HSIG,HSIG.N0000,HOTEL SIGIRIYA,71,5859000,415989000
HUEJ,HUEJ.N0000,HUEJAY,22.4,1800000,40320000
HUNA,HUNA.N0000,HUNAS FALLS,159.3,5625000,896062500
HUNT,HUNT.N0000,HUNTERS,748.5,5145000,3851032500
HVA,HVA.N0000,HVA FOODS,6.1,66428660,405214826
IDL,IDL.N0000,SERENDIB ENG.GRP,6.2,32383250,200776150
INDO,INDO.N0000,INDO MALAY,1123.2,4811400,5404164480
JETS,JETS.N0000,JETWING SYMPHONY,9.6,502188559,4821010166.4
JINS,JINS.N0000,JANASHAKTHI INS.,30,226526153,6795784590
JKH,JKH.N0000,JKH,149.6,1318550768,197255194892.8
JKL,JKL.N0000,JOHN KEELLS,61.5,60800000,3739200000
KAHA,KAHA.N0000,KAHAWATTE,31,79889805,2476583955
KAPI,KAPI.N0000,MTD WALKERS,14.8,167647568,2481184006.4
KCAB,KCAB.N0000,KELANI CABLES,116.5,21800000,2539700000
KDL,KDL.N0000,KELSEY,42.9,17429274,747715854.6
KFP,KFP.N0000,KEELLS FOOD,140,25500000,3570000000
KGAL,KGAL.N0000,KEGALLE,89,25000000,2225000000
KHC,KHC.N0000,KANDY HOTELS,5.9,577500000,3407250000
KHL,KHL.N0000,KEELLS HOTELS,11,1456146780,16017614580
KOTA,KOTA.N0000,KOTAGALA,9,75225000,677025000
KVAL,KVAL.N0000,KELANI VALLEY,79.1,34000000,2689400000
KZOO,KZOO.N0000,RENUKA CAPITAL,7,173798500,1216589500
LALU,LALU.N0000,LANKA ALUMINIUM,112.7,13702823,1544308152.1
LAMB,LAMB.N0000,KOTMALE HOLDINGS,237.1,31400000,7444940000
LCEM,LCEM.N0000,LANKA CEMENT,2.5,173510748,433776870
LCEY,LCEY.N0000,LANKEM CEYLON,32.5,33853200,1100229000
LDEV,LDEV.N0000,LANKEM DEV.,4.7,120000000,564000000
LFIN,LFIN.N0000,LB FINANCE,146,139651428,20389108488
LGL,LGL.N0000,LAUGFS GAS,26.4,335000086,8844002270.4
LGL,LGL.X0000,LAUGFS GAS,20,52000000,1040000000
LHCL,LHCL.N0000,LANKA HOSPITALS,53.4,223732169,11947297824.6
LHL,LHL.N0000,LIGHTHOUSE HOTEL,35.6,46000000,1637600000
LIOC,LIOC.N0000,LANKA IOC,22.4,532465705,11927231792
LION,LION.N0000,LION  BREWERY,585,80000000,46800000000
LITE,LITE.N0000,LAXAPANA,14.9,39000000,581100000
LLMP,LLMP.N0000,LUCKY LANKA,1.1,176028410,193631251
LLMP,LLMP.X0000,LUCKY LANKA,0.8,24000000,19200000
LLUB,LLUB.N0000,CHEVRON,108,240000000,25920000000
LMF,LMF.N0000,LMF,148.9,39998000,5955702200
LOFC,LOFC.N0000,LOLC FINANCE,3.6,5250000000,18900000000
LOLC,LOLC.N0000,L O L C HOLDINGS,135,475200000,64152000000
LPL,LPL.N0000,LAUGFS POWER,10,335000086,3350000860
LPL,LPL.X0000,LAUGFS POWER,7.4,52000000,384800000
LPRT,LPRT.N0000,LAKE HOUSE PRIN.,174.8,2937245,513430426
LVEF,LVEF.N0000,LVL ENERGY,10.2,582278117,5939236793.4
LVEN,LVEN.N0000,LANKA VENTURES,54.5,50000000,2725000000
LWL,LWL.N0000,LANKA WALLTILE,145.9,54600000,7966140000
MADU,MADU.N0000,MADULSIMA,10,169501097,1695010970
MAL,MAL.N0000,MALWATTE,11.9,202792331,2413228738.9
MAL,MAL.X0000,MALWATTE,9.2,20250660,186306072
MARA,MARA.N0000,MARAWILA RESORTS,2.1,228000000,478800000
MASK,MASK.N0000,MASKELIYA,15,53953489,809302335
MBSL,MBSL.N0000,MERCHANT BANK,7.5,165717222,1242879165
MCPL,MCPL.N0000,MAHAWELI COCONUT,29,34996115,1014887335
MEL,MEL.N0000,MACKWOODS ENERGY,3.5,100000000,350000000
MELS,MELS.N0000,MELSTACORP,52,1165397072,60600647744
MERC,MERC.N0000,MERCANTILE INV,2600,3006000,7815600000
MFL,MFL.N0000,MULTI FINANCE,9,63610181,572491629
MGT,MGT.N0000,HAYLEYS FABRIC,27.8,207740888,5775196686.4
MHDL,MHDL.N0000,MILLENNIUM HOUSE,6.9,134681320,929301108
MRH,MRH.N0000,MAHAWELI REACH,16.8,47066447,790716309.6
MSL,MSL.N0000,MERC. SHIPPING,81.3,2844990,231297687
MULL,MULL.N0000,MULLERS,1.1,283000000,311300000
NAMU,NAMU.N0000,NAMUNUKULA,184,23750000,4370000000
NDB,NDB.N0000,NAT. DEV. BANK,78.1,232637231,18168967741.1
NEH,NEH.N0000,NUWARA ELIYA,1183.6,2186040,2587396944
NEST,NEST.N0000,NESTLE,1275,53725463,68499965325
NHL,NHL.N0000,NAWALOKA,5.9,1409505596,8316083016.4
NIFL,NIFL.N0000,LOLC DEV FINANCE,44.9,237943274,10683653002.6
NTB,NTB.N0000,NATIONS TRUST,60,245134821,14708089260
NTB,NTB.X0000,NATIONS TRUST,75,38717051,2903778825
ODEL,ODEL.N0000,ODEL PLC,21.1,272129431,5741930994.1
OFEQ,OFEQ.N0000,OFFICE EQUIPMENT,83.9,833560,69935684
ONAL,ONAL.N0000,ON'ALLY,31.4,93003087,2920296931.8
OSEA,OSEA.N0000,OVERSEAS REALTY,14.4,1243029582,17899625980.8
PABC,PABC.N0000,PAN ASIA,13,442561629,5753301177
PALM,PALM.N0000,PALM GARDEN HOTL,27,43267000,1168209000
PAP,PAP.N0000,PANASIAN POWER,4.1,625000000,2562500000
PARA,PARA.N0000,PARAGON,66.5,1000280,66518620
PARQ,PARQ.N0000,SWISSTEK,96.8,27372000,2649609600
PCHH,PCHH.N0000,ADAM CAPITAL,0.3,252000242,75600072.6
PDL,PDL.N0000,PDL,129.7,66000000,8560200000
PEG,PEG.N0000,PEGASUS HOTELS,34,30391538,1033312292
PHAR,PHAR.N0000,COLOMBO CITY,825,1272857,1050107025
PINS,PINS.N0000,PEOPLE'S INS,28.2,200000000,5640000000
PLC,PLC.N0000,PEOPLES LEASING,12.4,1704602760,21137074224
PMB,PMB.N0000,PEOPLE'S MERCH,8.6,210875000,1813525000
RAL,RAL.N0000,RENUKA AGRI,4.7,561750000,2640225000
RCH,RCH.N0000,RENUKA HOTELS,74,40297530,2982017220
RCL,RCL.N0000,ROYAL CERAMIC,177.1,110789384,19620799906.4
REEF,REEF.N0000,CITRUS LEISURE,10.4,267229723,2779189119.2
REG,REG.N0000,REGNIS,114.8,11267863,1293550672.4
RENU,RENU.N0000,RENUKA CITY HOT.,238,7000000,1666000000
REXP,REXP.N0000,RICH PIERIS EXP,349.8,11163745,3905078001
RFL,RFL.N0000,RAMBODA FALLS,20.6,20000000,412000000
RGEM,RGEM.N0000,RADIANT GEMS,34.8,2400000,83520000
RHL,RHL.N0000,RENUKA HOLDINGS,15,155810595,2337158925
RHL,RHL.X0000,RENUKA HOLDINGS,11,22499452,247493972
RHTL,RHTL.N0000,FORTRESS RESORTS,12.4,110886684,1374994881.6
RICH,RICH.N0000,RICHARD PIERIS,14.9,2035038275,30322070297.5
RIL,RIL.N0000,R I L PROPERTY ,8.6,800000000,6880000000
RPBH,RPBH.N0000,ROYAL PALMS,19,50000000,950000000
RWSL,RWSL.N0000,RAIGAM SALTERNS,6.7,282207320,1890789044
SAMP,SAMP.N0000,SAMPATH,135.6,381457985,51725702766
SCAP,SCAP.N0000,SOFTLOGIC CAP,3.9,977187200,3811030080
SDB,SDB.N0000,SANASA DEV. BANK,58.1,91576032,5320567459.2
SELI,SELI.N0000,SELINSING,915.2,5678247,5196731654.4
SEMB,SEMB.N0000,S M B LEASING,0.7,1191766772,834236740.4
SEMB,SEMB.X0000,S M B LEASING,0.4,614066101,245626440.4
SERV,SERV.N0000,KINGSBURY,11.9,242000000,2879800000
SEYB,SEYB.N0000,SEYLAN BANK,46,256716994,11808981724
SEYB,SEYB.X0000,SEYLAN BANK,34,260305975,8850403150
SFCL,SFCL.N0000,SENKADAGALA,92,72475061,6667705612
SFIN,SFIN.N0000,SINGER FINANCE,15,202074075,3031111125
SFL,SFL.N0000,SINHAPUTHRA FIN,9.3,62958930,585518049
SFS,SFS.N0000,SWARNAMAHAL FIN,1.7,500000140,850000238
SHAL,SHAL.N0000,SHALIMAR,1203.2,5397840,6494681088
SHAW,SHAW.N0000,LEE HEDGES,80.4,25602730,2058459492
SHL,SHL.N0000,SOFTLOGIC,12.4,1192543209,14787535791.6
SHOT,SHOT.N0000,SERENDIB HOTELS,17.9,75514738,1351713810.2
SHOT,SHOT.X0000,SERENDIB HOTELS,10.4,36011056,374514982.4
SIGV,SIGV.N0000,SIGIRIYA VILLAGE,34.9,9000000,314100000
SIL,SIL.N0000,SAMSON INTERNAT.,145.1,4232771,614175072.1
SING,SING.N0000,STANDARD CAPITAL,110.7,5540828,613369659.6
SINH,SINH.N0000,SINGHE HOSPITALS,3.3,431300895,1423292953.5
SINI,SINI.N0000,SINGER IND.,99.7,10000380,997037886
SINS,SINS.N0000,SINGER SRI LANKA,55,375628830,20659585650
SIRA,SIRA.N0000,SIERRA  CABL,6.3,537512430,3386328309
SLND,SLND.N0000,SERENDIB LAND,1812.5,360000,652500000
SLTL,SLTL.N0000,SLT,33.5,1804860000,60462810000
SMOT,SMOT.N0000,SATHOSA MOTORS,271.6,6033622,1638731735.2
SOY,SOY.N0000,CONVENIENCE FOOD,1113.3,2750000,3061575000
SPEN,SPEN.N0000,AITKEN SPENCE,57.8,405996045,23466571401
STAF,STAF.N0000,DOLPHIN HOTELS,26.4,31621477,834806992.8
SUN,SUN.N0000,SUNSHINE HOLDING,82.6,149554103,12353168907.8
SWAD,SWAD.N0000,SWADESHI,18324.8,149333,2736497358.4
TAFL,TAFL.N0000,THREE ACRE FARMS,172.9,23545000,4070930500
TAJ,TAJ.N0000,TAL LANKA,16.9,139637494,2359873648.6
TANG,TANG.N0000,TANGERINE,46.3,20000000,926000000
TAP,TAP.N0000,AMBEON CAPITAL,6.2,1002724815,6216893853
TESS,TESS.N0000,TESS AGRO,0.6,339797287,203878372.2
TESS,TESS.X0000,TESS AGRO,0.5,50000000,25000000
TFIL,TFIL.N0000,TRADE FINANCE,56,56800400,3180822400
TILE,TILE.N0000,LANKA TILES,143.8,53050410,7628648958
TJL,TJL.N0000,TEEJAY LANKA,38,709322545,26954256710
TKYO,TKYO.N0000,TOKYO CEMENT,76.2,267300000,20368260000
TKYO,TKYO.X0000,TOKYO CEMENT,68.2,133650000,9114930000
TPL,TPL.N0000,TALAWAKELLE,73,23750000,1733750000
TRAN,TRAN.N0000,TRANS ASIA,65.9,200000000,13180000000
TSML,TSML.N0000,TEA SMALLHOLDER,41.1,30000000,1233000000
TYRE,TYRE.N0000,KELANI TYRES,86.5,80400000,6954600000
UAL,UAL.N0000,UNION ASSURANCE,305,58928572,17973214460
UBC,UBC.N0000,UNION BANK,11.7,1083558338,12677632554.6
UCAR,UCAR.N0000,UNION CHEMICALS,800.1,1500000,1200150000
UDPL,UDPL.N0000,UDAPUSSELLAWA,32,19398850,620763200
UML,UML.N0000,UNITED MOTORS,79,100900626,7971149454
VFIN,VFIN.N0000,VALLIBEL FINANCE,67.1,58863350,3949730785
VLL,VLL.N0000,VIDULLANKA,6,841951788,5051710728
VONE,VONE.N0000,VALLIBEL ONE,26,1086559353,28250543178
VPEL,VPEL.N0000,VALLIBEL,7.9,747109731,5902166874.9
WAPO,WAPO.N0000,GUARDIAN CAPITAL,35,25833808,904183280
WATA,WATA.N0000,WATAWALA,56.6,203308633,11507268627.8
YORK,YORK.N0000,YORK ARCADE,133.8,750000,100350000
