Crossings - January to December 2013,,,,,,
QUARTER,TRADE DATE,COMPANY NAME,SECURITY ID,PRICE,QUANTITY,TURNOVER
2013-1,1/2/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,103.5,999848,103484268
2013-1,1/2/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,103.5,453352,46921932
2013-1,1/2/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,103.5,3743617,387464359.5
2013-1,1/2/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,103.5,8256383,854535640.5
2013-1,1/3/2013,HATTON NATIONAL BANK PLC,HNB.N0000,147,206064,30291408
2013-1,1/3/2013,HATTON NATIONAL BANK PLC,HNB.N0000,147,201745,29656515
2013-1,1/3/2013,HATTON NATIONAL BANK PLC,HNB.N0000,147,235953,34685091
2013-1,1/3/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,220,100000,22000000
2013-1,1/3/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,220,100000,22000000
2013-1,1/4/2013,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,9.5,2200000,20900000
2013-1,1/4/2013,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,9.5,2200000,20900000
2013-1,1/4/2013,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,9.5,6000000,57000000
2013-1,1/4/2013,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,9.5,2250000,21375000
2013-1,1/4/2013,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,9.5,2200000,20900000
2013-1,1/4/2013,HATTON NATIONAL BANK PLC,HNB.N0000,148,311840,46152320
2013-1,1/4/2013,HATTON NATIONAL BANK PLC,HNB.N0000,147,688160,101159520
2013-1,1/4/2013,HATTON NATIONAL BANK PLC,HNB.N0000,147,311840,45840480
2013-1,1/4/2013,HATTON NATIONAL BANK PLC,HNB.N0000,148,688160,101847680
2013-1,1/4/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,219.9,127876,28119932.4
2013-1,1/4/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,220,300000,66000000
2013-1,1/4/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,220,90942,20007240
2013-1,1/4/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,220,94314,20749080
2013-1,1/4/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,219.9,95000,20890500
2013-1,1/4/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,220,181721,39978620
2013-1,1/4/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,220.5,1162876,256414158
2013-1,1/7/2013,AITKEN SPENCE PLC,SPEN.N0000,119,202466,24093454
2013-1,1/8/2013,ASIRI CENTRAL HOSPITALS PLC,ASHA.N0000,250,2250000,562500000
2013-1,1/8/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.5,688032,71899344
2013-1,1/8/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.5,581800,60798100
2013-1,1/8/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.5,311968,32600656
2013-1,1/8/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.5,350896,36668632
2013-1,1/8/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.5,263800,27567100
2013-1,1/8/2013,HATTON NATIONAL BANK PLC,HNB.N0000,147.5,177835,26230662.5
2013-1,1/8/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,224.5,270128,60643736
2013-1,1/8/2013,LANKA ORIX LEASING COMPANY PLC,LOLC.N0000,60,1000000,60000000
2013-1,1/9/2013,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,11.4,4000000,45600000
2013-1,1/9/2013,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,9.5,2766666,26283327
2013-1,1/10/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,180,484000,87120000
2013-1,1/10/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,180,516000,92880000
2013-1,1/10/2013,HATTON NATIONAL BANK PLC,HNB.N0000,146,1215668,177487528
2013-1,1/10/2013,HATTON NATIONAL BANK PLC,HNB.N0000,146,550870,80427020
2013-1,1/10/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,224.5,262300,58886350
2013-1,1/10/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,223.5,103800,23199300
2013-1,1/10/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,225,200000,45000000
2013-1,1/10/2013,NESTLE LANKA PLC,NEST.N0000,1630,30700,50041000
2013-1,1/10/2013,SAMPATH BANK PLC,SAMP.N0000,201,100000,20100000
2013-1,1/11/2013,CEYLON TOBACCO COMPANY PLC,CTC.N0000,896,50000,44800000
2013-1,1/15/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,688032,72243360
2013-1,1/15/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,735368,77213640
2013-1,1/15/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,333432,35010360
2013-1,1/15/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,311968,32756640
2013-1,1/15/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,225,225000,50625000
2013-1,1/15/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,225,225000,50625000
2013-1,1/16/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,225,225000,50625000
2013-1,1/17/2013,AITKEN SPENCE PLC,SPEN.N0000,121.5,433000,52609500
2013-1,1/17/2013,AITKEN SPENCE PLC,SPEN.N0000,121.6,432000,52531200
2013-1,1/17/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,344016,36121680
2013-1,1/17/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,502263,52737615
2013-1,1/17/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,455473,47824665
2013-1,1/17/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,502264,52737720
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,558400,106096000
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,106000,20140000
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,111800,21242000
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,366350,69606500
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,223200,42408000
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,270000,51300000
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,168500,32015000
2013-1,1/17/2013,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,190,651000,123690000
2013-1,1/17/2013,HATTON NATIONAL BANK PLC,HNB.N0000,146,202770,29604420
2013-1,1/17/2013,HATTON NATIONAL BANK PLC,HNB.N0000,146,447487,65333102
2013-1,1/17/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,225.3,130000,29289000
2013-1,1/17/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,225.2,130000,29276000
2013-1,1/17/2013,LANKA MILK FOODS (CWE) PLC,LMF.N0000,120,400000,48000000
2013-1,1/18/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.5,480000,50160000
2013-1,1/18/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,105,250000,26250000
2013-1,1/18/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.5,1000000,104500000
2013-1,1/18/2013,HAYLEYS PLC,HAYL.N0000,300,240000,72000000
2013-1,1/21/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.7,200000,20940000
2013-1,1/21/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.7,210000,21987000
2013-1,1/21/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104.7,197000,20625900
2013-1,1/21/2013,JOHN KEELLS HOLDINGS PLC,JKH.N0000,225,99200,22320000
2013-1,1/21/2013,LANKA CENTURY INVESTMENTS PLC,GREG.N0000,16.5,26000000,429000000
2013-1,1/22/2013,BROWNS INVESTMENTS PLC,BIL.N0000,4.5,162318800,730434600
2013-1,1/22/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,500000,52000000
2013-1,1/22/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,2678921,278607784
2013-1,1/22/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,484860,50425440
2013-1,1/22/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,1214679,126326616
2013-1,1/22/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,1000000,104000000
2013-1,1/22/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,500000,52000000
2013-1,1/22/2013,HATTON NATIONAL BANK PLC,HNB.N0000,146,159556,23295176
2013-1,1/22/2013,LANKA CENTURY INVESTMENTS PLC,GREG.N0000,17,4000000,68000000
2013-1,1/23/2013,CARSON CUMBERBATCH PLC,CARS.N0000,450,45500,20475000
2013-1,1/23/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,2366410,246106640
2013-1,1/23/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,500000,52000000
2013-1,1/23/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,311968,32444672
2013-1,1/23/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,1299690,135167760
2013-1,1/23/2013,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,104,688032,71555328
2013-1,1/23/2013,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,17.5,5000000,87500000
