Market Indices - Daily ,,,,,,,,,,,,,,,,,,,,,,,,
,,,S&P Sri Lanka 20,Banks Finance & Insurance,"Beverage, Food & Tobacco",Chemicals & Pharmaceuticals,Construction & Engineering,Diversified,Footwear & Textile,Healthcare,Hotels & Travels,Investment Trusts,IT,Land & Property,Manufacturing,Motors,Oil Palms,Plantations,Power & Energy,Services,,Stores & Supplies,Telecommunications,Trading
,All Share Price Index,Milanka Price Index,,,,,,,,,,,,,,,,,,,,,,
1988-05-16 00:00:00,179.2,316.29,,197.32,270.48,437.67,97.61,,191.15,,92.29,239.01,,130.32,141.04,99.6,373.99,,,209.58,,160.73,,233.54
1988-05-17 00:00:00,178.06,316.84,,198.98,270.3,438.76,98.07,,188.37,,92.29,238.82,,125.08,140.36,99.6,373.99,,,210.66,,160.73,,233.54
1988-05-18 00:00:00,178.38,318.35,,198.98,272.64,437.28,98.07,,188.37,,91.89,240.02,,125.08,140.38,99.6,373.99,,,210.66,,160.73,,233.54
1988-05-19 00:00:00,178.31,318.12,,198.65,272.64,436.28,97.7,,188.7,,91.89,239.63,,125.08,140.39,99.6,373.99,,,210.66,,160.73,,233.54
1988-05-20 00:00:00,178.2,319.41,,195.87,272.06,439.27,97.7,,188.37,,91.48,239.14,,125.08,140.16,99.6,373.99,,,210.66,,160.73,,238.66
1988-05-24 00:00:00,179.31,320.64,,196.6,274.44,438.98,97.7,,185.6,,91.48,239.04,,128.34,140.18,99.6,373.99,,,210.66,,160.73,,238.66
1988-05-25 00:00:00,179.97,322.61,,196.6,278.56,446.32,97.7,,182.82,,91.33,237.64,,128.34,140.18,97.66,373.99,,,210.66,,162.56,,235.59
1988-05-26 00:00:00,180.23,322.9,,198.17,278.5,445.37,97.7,,182.82,,92.34,237.64,,128.34,139.39,97.66,373.99,,,210.66,,162.56,,238.39
1988-05-27 00:00:00,180.26,323.37,,199.99,277.93,443.25,97.7,,182.82,,92.34,237.64,,128.34,139.4,97.66,373.99,,,210.66,,162.56,,238.99
1988-06-01 00:00:00,180.06,323.19,,199.44,277.59,443.92,97.7,,182.82,,92.35,237.64,,128.39,139.43,97.66,373.99,,,210.66,,160.73,,236.89
1988-06-02 00:00:00,179.85,322.57,,200,278.07,443.92,97.78,,182.82,,91.76,236.14,,128.39,138.26,93.78,373.99,,,211.2,,160.73,,236.19
1988-06-03 00:00:00,179.28,321.61,,198.65,277.28,443.92,97.78,,182.82,,91.76,235.95,,128.39,136.23,93.78,373.99,,,211.2,,160.73,,236.19
1988-06-06 00:00:00,179.11,322.03,,196.48,277.28,445.22,97.78,,182.82,,91.76,236.05,,127.81,136.62,97.66,373.99,,,211.2,,160.73,,236.39
1988-06-07 00:00:00,178.81,320.97,,195.02,277.28,436.56,97.78,,182.82,,91.76,228.17,,127.66,138.64,99.59,373.99,,,211.2,,160.73,,236.39
1988-06-08 00:00:00,179.86,322.79,,195.42,281.14,436.56,97.63,,182.82,,91.76,225.57,,129.43,138.95,99.59,373.99,,,211.2,,160.73,,236.19
1988-06-09 00:00:00,180.44,323.47,,195.92,281.93,436.56,97.47,,182.82,,94.99,225.57,,128.56,139.69,99.59,373.99,,,211.2,,162.56,,236.19
1988-06-10 00:00:00,180.52,324.08,,195.36,282.72,436.56,97.47,,185.6,,94.56,225.57,,128.74,139.39,97.66,373.99,,,211.2,,162.56,,236.19
1988-06-13 00:00:00,180.04,324.26,,194.83,281.79,432.57,97.47,,185.6,,93.91,223.36,,128.74,139.39,97.66,373.99,,,211.2,,162.56,,236.19
1988-06-14 00:00:00,179.84,325.38,,195.06,283.37,432.2,97.16,,185.6,,93.33,217.8,,127.86,139.33,97.66,373.99,,,211.2,,156.73,,236.59
1988-06-15 00:00:00,179.95,325.54,,195.56,284.09,432.2,97.16,,185.6,,93.33,215.1,,127.86,139.41,97.66,373.99,,,211.2,,156.73,,236.59
1988-06-16 00:00:00,179.26,322.85,,196.29,279.34,431.54,97.16,,185.6,,93.91,215.1,,127.23,139.41,97.66,373.99,,,211.2,,158.57,,238.46
1988-06-17 00:00:00,177.88,322.07,,195.79,279.34,435.54,97.24,,185.6,,93.69,215.1,,122.07,138.31,97.66,373.99,,,211.2,,158.57,,236.08
1988-06-20 00:00:00,177.84,321.43,,194.71,279.34,435.54,97.24,,185.6,,93.69,216.4,,122.29,138.36,97.66,373.99,,,211.2,,156.73,,235.88
1988-06-21 00:00:00,177.81,321.43,,194.5,279.44,434.87,96.92,,184.21,,93.69,216.79,,122.29,138.36,96.69,373.99,,,211.2,,156.73,,236.62
1988-06-22 00:00:00,177.51,320.22,,195.16,277.86,433.63,96.92,,184.21,,93.69,216.79,,122.29,138.2,96.69,373.99,,,211.2,,156.73,,236.08
1988-06-23 00:00:00,176.48,320.21,,195.8,277.86,433.85,66.58,,184.62,,92.95,216.79,,122.13,138.2,96.69,373.99,,,211.2,,156.73,,236.08
1988-06-24 00:00:00,176.33,319.62,,193.74,277.86,433.85,66.58,,183.24,,93.19,216.79,,122.25,138.42,96.85,373.99,,,211.2,,156.73,,235.41
1988-06-27 00:00:00,176.28,319.62,,193.74,277.76,433.85,66.58,,183.24,,93.19,216.79,,121.78,138.9,96.85,373.99,,,211.2,,156.73,,235.41
1988-06-28 00:00:00,175.29,315.59,,192.65,272.38,433.74,66.58,,183.24,,93.19,216.79,,121.78,138.84,96.85,373.99,,,211.2,,156.73,,235.67
1988-06-30 00:00:00,175,314.84,,193.26,270.8,433.74,66.58,,183.24,,93.19,214.71,,121.78,138.84,96.85,373.99,,,211.2,,156.73,,235.06
1988-07-01 00:00:00,175.01,314.19,,193.09,270.8,428.47,66.58,,183.24,,92.93,214.71,,121.68,138.84,96.85,393.34,,,211.2,,156.73,,235.41
1988-07-04 00:00:00,174.48,313.68,,191.99,270.8,428.47,66.74,,181.85,,93.16,214.71,,121.68,135.83,96.85,393.34,,,211.2,,156.99,,235.41
1988-07-05 00:00:00,171.01,304.53,,190.83,257.26,424.15,66.74,,181.44,,93.16,214.71,,117.33,135.69,96.85,393.34,,,211.2,,156.99,,235.36
1988-07-06 00:00:00,170.93,304.48,,190.67,257.26,424.15,66.74,,181.44,,93.16,216.01,,116.98,135.69,96.85,393.34,,,210.66,,156.99,,235.36
1988-07-07 00:00:00,171.84,308.19,,189.04,262.72,424.15,66.74,,181.44,,93.16,217.32,,117.53,135.27,96.85,393.34,,,212.07,,156.99,,235.74
1988-07-08 00:00:00,171.99,308.15,,194.62,262.72,412.98,66.74,,177.27,,93.49,217.71,,117.53,135.94,96.85,393.34,,,212.76,,156.99,,234.55
1988-07-11 00:00:00,172.98,312.1,,194.02,268.67,413.64,66.74,,177.27,,93.49,217.51,,117.53,135.83,96.85,393.34,,,214.83,,156.99,,234.56
1988-07-12 00:00:00,172.93,311.27,,192.43,268.45,415.12,66.74,,177.27,,93.84,222.71,,117.53,135.54,96.85,393.34,,,214.83,,156.99,,233.59
1988-07-13 00:00:00,171.99,308.39,,192.43,266.89,418.01,66.74,,177.27,,93.25,220.11,,117.29,134.09,96.85,393.34,,,202.47,,156.99,,233.59
1988-07-14 00:00:00,171.81,307.73,,191.27,267.08,418.01,66.74,,177.27,,93.25,220.02,,116.97,134.09,96.85,393.34,,,203.41,,156.99,,232.22
1988-07-15 00:00:00,169.77,301.73,,188.41,256.16,416.68,66.74,,177.27,,93.78,220.02,,116.97,137.54,96.85,393.93,,,184.63,,156.99,,231.98
1988-07-18 00:00:00,169.65,301.3,,188.41,256.16,414.9,66.74,,177.27,,93.78,220.02,,116.97,136.99,96.85,393.93,,,184.63,,156.99,,232.52
1988-07-19 00:00:00,168.13,296.02,,187.75,252.99,410.73,66.74,,177.27,,93.78,217.42,,116.58,135.05,96.85,393.93,,,173.92,,155.96,,231.48
1988-07-20 00:00:00,168.04,295.51,,186.94,253.03,410.73,66.74,,177.27,,93.89,214.82,,116.58,134.98,96.85,393.93,,,176.18,,155.96,,230.7
1988-07-21 00:00:00,168.13,295.87,,186.94,254.12,411.15,66.74,,175.89,,93.89,214.82,,116.58,134.87,93.94,393.93,,,175.11,,155.96,,230.7
1988-07-22 00:00:00,168.08,295.67,,186.94,254.12,415.69,66.74,,175.89,,93.89,214.62,,116.58,134.87,93.94,393.93,,,175.11,,155.96,,226.74
1988-07-25 00:00:00,167.28,294.41,,186.27,252.59,415.69,66.66,,173.26,,93.89,212.11,,116.58,134.87,93.94,393.93,,,165.15,,155.96,,225.35
1988-07-26 00:00:00,166.79,294.25,,184.68,251.69,421.07,66.74,,173.26,,93.89,212.11,,114.84,134.87,93.94,393.93,,,165.15,,155.96,,225.35
1988-07-27 00:00:00,166.07,294.28,,182.85,250.1,421.07,66.74,,170.49,,93.89,212.11,,112.94,138,93.94,393.93,,,165.15,,135.8,,225.07
1988-07-29 00:00:00,164.8,293.31,,169.58,251.03,413.06,66.74,,170.49,,93.89,212.11,,112.91,137.95,93.94,393.93,,,165.15,,135.8,,225.07
1988-08-01 00:00:00,165.97,298.89,,170.1,250.1,453.7,66.74,,170.49,,93.89,212.11,,112.91,137.94,93.94,393.93,,,165.15,,135.8,,225.07
1988-08-02 00:00:00,165.42,296.74,,170.1,250.01,453.7,66.89,,170.49,,93.89,212.11,,112.91,137.94,94.43,393.93,,,165.15,,135.8,,213.88
1988-08-03 00:00:00,162.5,286.75,,165.23,245.41,400.32,66.88,,170.49,,93.68,210.81,,112.91,137.94,94.43,393.93,,,165.15,,135.8,,214.81
1988-08-04 00:00:00,162.94,288.79,,165.23,248.55,400.32,66.88,,170.49,,93.23,210.81,,112.91,137.94,94.43,393.93,,,164.48,,135.8,,214.81
1988-08-05 00:00:00,163.09,288.87,,166.48,248.55,397.72,66.88,,169.16,,93.23,210.81,,112.91,139.09,94.43,393.93,,,164.26,,135.8,,214.54
1988-08-08 00:00:00,161.9,286.77,,163.65,248.46,397.1,67.17,,163.61,,92.93,206.36,,112.91,134.83,94.43,393.93,,,164.26,,135.8,,214.54
1988-08-09 00:00:00,161.48,285.85,,162.39,248.65,397.1,67.03,,163.61,,90.65,205.06,,112.91,135.83,94.43,393.93,,,164.26,,135.8,,212.11
1988-08-10 00:00:00,160.89,283.35,,160.69,247.07,394.5,67.03,,156,,91.22,203.34,,112.98,135.83,94.43,393.93,,,163.75,,140.24,,212.11
1988-08-11 00:00:00,158.74,274.9,,160.69,235.29,394.5,67.05,,156.83,,91.22,200.86,,112.98,135.7,94.43,393.93,,,163.75,,140.24,,208.78
1988-08-12 00:00:00,158.05,273.29,,160.79,236.34,394.5,67.09,,156.83,,91.22,200.66,,112.98,134.43,98.3,393.93,,,163.48,,127.75,,197.83
1988-08-15 00:00:00,157.29,270.85,,159.42,235.47,395.34,67.09,,151.28,,91.22,200.27,,112.98,131.98,98.3,393.93,,,163.48,,127.75,,197.83
1988-08-16 00:00:00,157.34,270.84,,159.73,235.01,395.03,67.09,,149.89,,91.96,200.27,,112.98,132.4,98.3,393.93,,,163.14,,127.75,,197.62
1988-08-17 00:00:00,156.63,268.54,,160.21,238.53,387.97,67.09,,149.89,,91.96,199.98,,112.98,126.42,98.3,393.93,,,160.89,,127.75,,194.4
1988-08-18 00:00:00,156.16,267.89,,160.03,238.28,387.65,67.09,,145.73,,90.78,199.78,,112.58,126.42,98.3,393.93,,,160.89,,127.75,,193.7
1988-08-19 00:00:00,155.69,266.38,,160.03,238.06,387.76,66.72,,145.73,,90.78,198.48,,112.58,125.65,98.3,393.93,,,160.89,,127.75,,188.11
1988-08-22 00:00:00,155.6,266.04,,159.94,237.94,385.12,66.72,,146.55,,90.78,198.38,,112.58,125.38,98.3,393.93,,,160.89,,129.58,,188.62
1988-08-23 00:00:00,155.28,265.93,,159.64,236.2,385.12,66.58,,146.88,,90.78,198.38,,112.58,125.38,98.3,393.93,,,160.89,,129.58,,188.62
1988-08-24 00:00:00,154.68,263.92,,159.64,235.73,385.12,66.58,,135.79,,90.78,198.38,,112.58,124.16,98.3,393.93,,,160.37,,129.58,,187.54
1988-08-25 00:00:00,153.01,258.64,,159.27,233.99,343.89,66.58,,135.79,,90.78,198.38,,112.58,124.16,98.3,393.93,,,160.37,,129.58,,186.61
1988-08-29 00:00:00,152.56,257.14,,158.71,233.8,343.89,66.58,,131.62,,90.92,197.08,,112.58,124.16,98.3,393.93,,,160.37,,129.58,,181.49
1988-08-30 00:00:00,151.83,257.27,,158.71,233.8,344.98,66.65,,131.62,,90.92,197.08,,109.1,124.16,98.3,393.93,,,159.7,,129.58,,181.49
1988-08-31 00:00:00,152.05,257.54,,158.71,233.58,344.98,66.65,,134.4,,91.21,197.08,,109.1,125.3,98.3,393.93,,,159.19,,129.58,,181.49
1988-09-01 00:00:00,151.04,254.03,,158.54,233.53,317.7,66.65,,131.62,,91.21,197.08,,108.62,125.3,98.3,393.93,,,159.19,,129.58,,182.48
1988-09-02 00:00:00,150.92,253.67,,158.54,233.53,315.44,66.55,,133.01,,91.21,196.2,,108.62,125.3,98.3,393.93,,,159.19,,129.58,,181.31
1988-09-05 00:00:00,150.57,253.67,,157.88,233.53,316.07,66.55,,133.01,,89.75,196.2,,108.62,124.72,98.3,393.93,,,158.67,,129.58,,181.31
1988-09-06 00:00:00,150.85,253.83,,158.32,236.53,316.07,66.55,,133.01,,89.75,197.25,,107.63,124.3,98.3,393.93,,,158.67,,129.58,,181.31
1988-09-07 00:00:00,151.14,254.9,,157.65,236.53,324.75,66.61,,133.01,,89.92,197.25,,107.76,124.3,98.3,393.93,,,158.67,,129.58,,181.68
1988-09-08 00:00:00,150.79,253.68,,155.76,236.45,319.33,66.61,,132.95,,90.07,197.25,,107.76,124.3,98.3,393.93,,,158.67,,129.58,,181.52
1988-09-09 00:00:00,150.49,253.62,,155.76,236.48,317.71,66.61,,134.33,,90.34,197.25,,106.26,124.3,98.3,393.93,,,158.67,,129.58,,181.52
1988-09-12 00:00:00,150.39,253.66,,154.41,236.48,317.92,66.61,,134.33,,90.34,197.65,,106.26,124.3,98.3,393.93,,,158.67,,129.58,,181.72
1988-09-13 00:00:00,150.21,253.66,,154.41,236.48,317.92,66.61,,134,,90.34,197.55,,106.26,123.15,98.3,393.93,,,158.67,,129.58,,181.72
1988-09-14 00:00:00,149.93,252.26,,150.66,237.11,317.59,66.61,,134,,90.34,197.55,,106.26,122.98,98.3,393.93,,,158.69,,129.58,,181.68
1988-09-15 00:00:00,149.42,251.24,,150.29,234.66,317.59,66.61,,133.59,,90.34,197.55,,106.26,122.69,98.3,393.93,,,158.1,,129.58,,181.68
1988-09-16 00:00:00,148.83,250.53,,148.47,234.66,309.33,66.46,,133.59,,90.34,197.55,,105.95,122.12,98.3,393.93,,,158.1,,129.58,,181.68
1988-09-19 00:00:00,149.12,251.28,,148.05,234.78,309.33,66.46,,141.92,,90.49,198.85,,106.07,122.24,98.3,393.93,,,158.62,,129.58,,181.59
1988-09-20 00:00:00,149.45,251.83,,148.05,234.78,309.37,66.46,,147.47,,91.22,198.85,,106.07,122.82,98.3,393.93,,,158.62,,129.58,,181.59
1988-09-21 00:00:00,149.13,251.87,,149.04,232.33,310.02,66.46,,147.55,,91.22,198.55,,105.2,122.82,98.3,393.93,,,163.8,,129.58,,181.87
1988-09-22 00:00:00,149.14,252.07,,150.94,232.44,310.02,66.58,,147.55,,91.22,198.55,,104.55,122.48,98.3,393.93,,,163.8,,129.58,,181.87
1988-09-23 00:00:00,149.83,253.54,,151.8,233.37,310.22,66.58,,158.65,,91.22,199.85,,105.42,122.48,92.49,393.93,,,163.8,,129.58,,181.87
1988-09-26 00:00:00,149.64,252.06,,152.35,233.65,310.22,66.58,,158.65,,90.4,199.85,,105.35,122.48,92.49,393.93,,,164.31,,129.58,,178.37
1988-09-27 00:00:00,150.08,252.19,,153.7,233.65,310.22,66.58,,160.03,,89.74,199.85,,107.09,122.48,92.49,393.93,,,164.31,,129.58,,178.37
1988-09-28 00:00:00,150.61,254.48,,153.15,233.65,316.18,66.58,,160.03,,90.35,199.85,,106.48,122.48,92.49,393.93,,,164.31,,128.81,,187.52
1988-09-29 00:00:00,150.81,253.45,,153.15,229.66,320.42,66.49,,158.65,,90.35,199.85,,110.21,122.15,92.49,393.93,,,164.31,,128.81,,187.52
1988-09-30 00:00:00,149.75,252.85,,153.15,229.55,317.79,66.49,,156.04,,90.35,201.15,,110.21,122.15,92.49,316.52,,,164.31,,128.81,,187.52
1988-10-03 00:00:00,149.74,252.9,,153.82,230.42,317.24,66.49,,156.04,,88.78,202.45,,110.21,122.15,92.49,316.52,,,164.31,,128.81,,187.52
1988-10-04 00:00:00,149.61,252.95,,154.64,230.42,317.24,66.49,,156.04,,88.06,206.36,,110.21,121,92.49,316.52,,,163.51,,128.81,,187.52
1988-10-05 00:00:00,149.9,254.19,,155.31,230.42,319.02,66.49,,156.04,,88.53,206.36,,110.21,119.56,92.49,316.52,,,165.56,,128.81,,192.85
1988-10-06 00:00:00,149.94,253.5,,156.34,230.53,316.96,66.49,,154.66,,88.81,206.36,,110.16,119.56,92.49,316.52,,,165.56,,128.81,,192.85
1988-10-07 00:00:00,151.4,254.33,,158.37,230.56,318.39,66.49,,156.04,,89.15,246.85,,110.45,119.56,92.49,316.52,,,171.22,,130.65,,192.85
1988-10-10 00:00:00,151.11,256.1,,162.61,230.56,318.61,66.49,,156.04,,89.87,207.98,,110.62,119.56,92.49,316.52,,,170.19,,130.65,,193.93
1988-10-11 00:00:00,151.25,256.42,,162.38,230.56,321.86,66.58,,156.04,,89.87,207.98,,110.79,119.62,92.49,316.52,,,170.19,,130.65,,193.93
1988-10-12 00:00:00,152.74,257.45,,163.73,230.56,329.77,83.41,,156.04,,89.76,207.98,,110.96,119.61,92.49,316.52,,,169.16,,130.65,,194.22
1988-10-13 00:00:00,153.29,259.15,,169.16,230.67,330.56,84.19,,156.55,,89.76,207.2,,110.86,119.61,92.49,316.52,,,168.63,,128.81,,194.47
1988-10-14 00:00:00,152.85,257.83,,166.54,229.85,327.52,84.19,,156.55,,90.3,207.2,,110.7,119.59,92.49,316.52,,,168.63,,128.81,,194.47
1988-10-17 00:00:00,152.92,257.62,,166.08,229.85,327.44,84.99,,155.16,,90.86,207.4,,110.7,119.53,87.92,316.52,,,168.63,,128.81,,195.55
1988-10-18 00:00:00,152.65,256.73,,165.26,229.94,328.09,84.99,,153.77,,90.86,207.59,,110.7,119.47,87.92,316.52,,,168.63,,128.81,,191.64
1988-10-19 00:00:00,151.71,253.77,,162.38,225.19,326.47,84.99,,153.77,,90.86,207.59,,110.7,120.59,85.63,316.52,,,168.63,,128.81,,191.64
1988-10-20 00:00:00,150.32,251.91,,162.15,225.19,309.23,84.99,,145.45,,90.65,206.81,,108.17,120.59,85.63,316.52,,,168.63,,128.81,,191.37
1988-10-21 00:00:00,149.52,249.19,,161.48,223.7,304.59,84.99,,145.45,,91.22,206.61,,107.42,121.17,83.35,316.52,,,166.57,,130.1,,185.49
1988-10-26 00:00:00,149.37,248.99,,160.94,223.61,304.59,84.99,,145.45,,90.91,206.61,,107.42,121.17,78.78,316.52,,,166.57,,130.1,,185.42
1988-10-27 00:00:00,150.39,250.03,,161.63,225.24,304.99,84.99,,145.45,,95.61,206.61,,107.42,121.17,78.78,316.52,,,166.57,,130.1,,185.42
1988-10-28 00:00:00,150.38,250.09,,161.88,225.35,304.99,84.99,,145.45,,95.28,206.61,,107.42,121.19,76.49,316.52,,,166.57,,130.1,,185.42
1988-10-31 00:00:00,150.43,250.51,,163.43,225.35,304.99,84.99,,145.45,,95.28,204.01,,107.42,121.03,76.49,316.52,,,166.57,,130.1,,185.15
1988-11-01 00:00:00,149.7,250.45,,164.91,225.35,304.99,84.99,,145.45,,95.28,204.01,,103.73,120.65,76.49,316.52,,,166.57,,130.1,,185.42
1988-11-02 00:00:00,149.14,248.69,,166.04,223.61,295.61,84.99,,145.45,,95.28,204.01,,104.51,118.7,76.49,316.52,,,166.57,,130.1,,185.96
1988-11-04 00:00:00,148.72,247.2,,163.66,223.61,295.97,84.99,,145.45,,94.61,203.62,,104.82,118.7,76.49,316.52,,,166.57,,130.1,,182.47
1988-11-07 00:00:00,147.44,242.78,,162.99,217.39,297.51,84.99,,139.9,,93.77,204.92,,104.82,118.7,76.49,316.52,,,166.57,,128.81,,182.47
1988-11-08 00:00:00,147.34,242.57,,162.99,217.39,295.88,84.99,,140.31,,93.77,203.62,,104.66,118.7,76.49,316.52,,,166.57,,128.81,,182.47
1988-11-09 00:00:00,144.97,233.95,,162.99,207.89,293.49,84.99,,140.31,,93.59,198.42,,104.88,118.7,76.49,316.52,,,163.48,,128.81,,170.91
1988-11-11 00:00:00,145.05,233.95,,162.99,207.89,293.49,84.99,,140.31,,93.35,198.42,,105.28,118.99,74.21,316.52,,,163.48,,128.81,,170.91
1988-11-14 00:00:00,144.19,229.88,,162.99,201.55,293.49,84.99,,140.31,,92.64,198.42,,106.66,118.76,74.21,316.52,,,163.48,,128.81,,170.91
1988-11-15 00:00:00,142.72,224.28,,162.99,195.1,285.57,84.99,,134.76,,92.45,198.42,,106.66,118.76,74.21,316.52,,,163.48,,128.81,,170.91
1988-11-16 00:00:00,142.17,222.92,,162.99,195.1,274.52,84.99,,134.76,,92.45,193.22,,106.39,118.58,74.21,316.52,,,163.48,,128.81,,170.91
1988-11-17 00:00:00,141.44,221.91,,162.99,195.1,270.78,84.99,,134.76,,91.28,193.22,,104.97,117.99,76.49,316.52,,,163.48,,128.81,,169.74
1988-11-18 00:00:00,140.6,217.96,,156.83,195.01,269.48,84.99,,134.76,,91.28,192.44,,105.78,116.21,76.49,316.52,,,163.48,,128.81,,167.36
1988-11-21 00:00:00,140.11,217.63,,156.16,193.92,269.48,84.99,,134.76,,91.28,192.44,,104.93,116.13,76.49,316.52,,,164.51,,128.81,,165.66
1988-11-22 00:00:00,140.09,217.35,,156.01,193.7,268.83,84.99,,134.76,,91.28,191.14,,105.18,116.13,76.49,316.52,,,165.18,,128.81,,165.66
1988-11-24 00:00:00,140.14,218.63,,153.75,197.66,265.13,84.99,,134.43,,91.28,191.14,,104.34,115.83,76.49,316.52,,,165.18,,128.81,,165.08
1988-11-25 00:00:00,138.61,216.85,,150.03,193.31,258.45,84.99,,134.43,,91.28,186.84,,104.34,115.44,76.49,316.52,,,165.18,,128.81,,162.75
1988-11-28 00:00:00,137.86,214.71,,150.03,191.08,257.8,84.99,,134.43,,91.28,181.64,,104.03,114.32,76.49,316.52,,,164.31,,128.81,,162.75
1988-11-29 00:00:00,137.83,211.52,,142.14,191.08,258.67,84.99,,134.43,,91.28,177.74,,108.21,114.32,76.49,316.52,,,164.31,,128.81,,159.26
1988-11-30 00:00:00,137.47,210.76,,142.59,191.08,258.67,84.99,,133.04,,91.28,176.44,,107.6,114.11,76.49,316.52,,,164.31,,128.81,,155.76
1988-12-01 00:00:00,137.26,210.92,,140.25,190.94,258.67,84.99,,130.27,,91.28,177.03,,108.44,114.11,76.49,316.52,,,163.98,,128.81,,153.87
1988-12-02 00:00:00,136.61,211.28,,139.73,190.64,258.67,84.99,,131.66,,91.28,177.03,,105.51,114.11,76.49,316.52,,,163.98,,128.81,,155.04
1988-12-05 00:00:00,136.48,210.93,,139.73,189.78,256.5,84.99,,131.66,,91.28,177.03,,106.38,114.11,76.49,316.52,,,159.86,,128.98,,155.04
1988-12-06 00:00:00,136.88,211.48,,138.48,189.91,263.99,84.99,,131.66,,91.99,176.83,,107.13,114.11,76.49,316.52,,,159.86,,128.98,,155.04
1988-12-07 00:00:00,135.96,208.4,,133.31,189.91,264.21,84.99,,131.66,,91.43,176.83,,106.9,111.97,76.49,316.52,,,159.86,,128.98,,155.04
1988-12-08 00:00:00,136.29,210.09,,136.88,187.61,264.21,84.99,,131.66,,91.15,176.83,,106.9,112.05,76.49,316.52,,,159.86,,128.98,,163.19
1988-12-09 00:00:00,136.45,210.41,,136.88,187.15,264.21,84.99,,131.66,,91.7,180.34,,106.9,112.21,76.49,316.52,,,159.86,,128.98,,164.38
1988-12-12 00:00:00,136.38,210.86,,138.11,185.41,264.21,84.99,,131.66,,91.39,181.64,,107.43,112.21,76.49,316.52,,,159.86,,128.98,,164.38
1988-12-13 00:00:00,136.41,212.92,,127.03,185.88,273.83,84.99,,130.25,,90.83,185.93,,107.43,112.1,70.68,370.38,,,159.86,,128.98,,166.91
1988-12-14 00:00:00,136.56,213.05,,127.03,186.34,274.37,84.69,,130.25,,90.83,189.83,,107.93,111.04,70.68,370.38,,,159.86,,128.98,,167.72
1988-12-15 00:00:00,137.61,217.11,,130.32,186.34,275.89,84.6,,130.25,,90.83,191.13,,107.93,111.52,70.68,370.38,,,159.86,,128.98,,179.62
1988-12-16 00:00:00,138.79,220.22,,133.39,186.34,287.83,84.6,,130.25,,91.39,189.83,,107.93,112.14,70.68,370.38,,,163.46,,123.48,,186.41
1988-12-19 00:00:00,138.44,219.88,,132.78,186.34,287.83,84.6,,130.25,,91.39,189.83,,106.98,112.18,70.68,370.38,,,163.46,,123.48,,184.62
1988-12-21 00:00:00,140.76,226.28,,134.8,187.75,303.02,84.6,,132.89,,91.39,197.12,,106.98,114.04,70.68,370.38,,,165.07,,122.71,,203.01
1988-12-28 00:00:00,164.51,306.81,,156.68,274.41,357.51,84.6,,191.16,,93.01,217.93,,106.98,127.81,70.68,370.38,,,165.07,,122.71,,238.51
1988-12-29 00:00:00,169.19,310.56,,158.78,295.23,364.1,84.6,,185.61,,93.57,220.01,,111.15,126.87,70.68,370.38,,,171.76,,122.71,,237.35
1988-12-30 00:00:00,168.68,308.9,,153.74,292.68,379.39,77.42,,185.84,,99.86,210.32,,111.15,126.18,65.89,370.38,,,175.16,,122.71,,231.37
1989-01-02 00:00:00,166.74,303.97,,153.74,278,370.17,77.42,,181.69,,100.11,209.05,,111.87,126.05,65.89,370.38,,,175.16,,122.71,,244.03
1989-01-03 00:00:00,167.67,308.68,,151.32,278,407.69,77.42,,181.69,,100.23,206.49,,112.16,126.05,65.89,370.38,,,175.16,,122.71,,244.01
1989-01-04 00:00:00,168.54,306.53,,150.41,278.02,399.89,77.48,,182.02,,100.5,207.77,,118.07,125.47,65.89,370.38,,,175.16,,122.71,,243.14
1989-01-05 00:00:00,164.94,298.93,,128.98,269,394.84,77.48,,162.62,,100.5,213.79,,119.76,125.4,65.89,370.38,,,175.16,,122.71,,243.14
1989-01-06 00:00:00,163.82,294.4,,129.98,261.64,394.1,77.48,,161.23,,100.97,216.47,,119.76,124.3,65.89,370.38,,,174.64,,122.71,,243.14
1989-01-09 00:00:00,162.52,290.58,,130.1,255.38,393.77,77.48,,158.46,,100.18,216.47,,118.92,124.25,65.89,370.38,,,176.1,,122.71,,243.14
1989-01-10 00:00:00,161.76,290.29,,130.46,256.95,388.2,77.48,,158.46,,100.66,216.47,,115.22,124.25,65.89,370.38,,,176.1,,122.71,,239.11
1989-01-11 00:00:00,161.54,288.95,,132.46,256.95,383.93,77.48,,159.85,,101.13,216.47,,114.76,124.17,65.89,370.38,,,176.1,,122.71,,232.14
1989-01-12 00:00:00,160.44,284.45,,131.81,250.62,386.93,77.48,,159.85,,101.13,215.51,,114.61,123.65,65.89,370.38,,,176.1,,120.67,,232.41
1989-01-13 00:00:00,160.68,284.06,,132.2,250.62,387.51,77.22,,159.85,,101.13,215.51,,114.84,123.65,65.89,397.99,,,176.1,,120.67,,228.97
1989-01-16 00:00:00,160.82,284.3,,132.2,250.62,389.75,77.22,,159.85,,101.13,213.58,,115.53,123.46,65.89,397.99,,,176.1,,120.67,,228.97
1989-01-17 00:00:00,160.74,283.85,,132.73,250.51,388.74,77.22,,158.46,,101.13,214.86,,115.26,123.65,65.89,397.99,,,176.1,,120.67,,227.8
1989-01-18 00:00:00,161.98,286.39,,132.81,254.38,388.74,77.22,,158.46,,101.13,217.41,,117.86,123.75,65.89,397.99,,,176.1,,120.67,,228.25
