Market Indices - Daily ,,,,,,,,,,,,,,,,,,,,,,,,
,,,S&P Sri Lanka 20,Banks Finance & Insurance,"Beverage, Food & Tobacco",Chemicals & Pharmaceuticals,Construction & Engineering,Diversified,Footwear & Textile,Healthcare,Hotels & Travels,Investment Trusts,IT,Land & Property,Manufacturing,Motors,Oil Palms,Plantations,Power & Energy,Services,,Stores & Supplies,Telecommunications,Trading
,All Share Price Index,Milanka Price Index,,,,,,,,,,,,,,,,,,,,,,
1985-01-02 00:00:00,96.09,81.69,,84.88,88.25,84.79,124.83,,104.95,,118.47,80.71,,81.31,102.14,78.51,97.27,,,93.09,,93.67,,93.44
1985-01-03 00:00:00,96.08,81.74,,85.07,88.25,84.79,124.55,,104.95,,118.47,80.71,,81.25,102.14,78.51,97.27,,,93.09,,93.67,,93.44
1985-01-04 00:00:00,96.05,81.55,,85.07,88.48,84.79,124.55,,103.84,,118.38,80.71,,81.25,102.14,78.51,97.27,,,93.09,,93.67,,93.03
1985-01-07 00:00:00,96.18,81.97,,86.82,88.48,84.32,124.55,,103.84,,118.38,80.71,,81.25,102.14,80.05,97.27,,,93.09,,93.67,,93.03
1985-01-08 00:00:00,96.34,82.19,,87.58,88.48,85.41,124.69,,102.73,,118.92,80.71,,81.25,102.14,80.05,97.27,,,93.09,,93.67,,93.03
1985-01-09 00:00:00,96.34,82.19,,87.58,88.48,85.41,124.69,,102.73,,118.92,80.71,,81.25,102.14,80.05,97.27,,,93.09,,93.67,,93.03
1985-01-10 00:00:00,96.32,82.17,,87.58,88.48,85.25,124.69,,102.73,,117.92,84.91,,81.25,102.14,93.16,97.27,,,93.09,,93.67,,93.03
1985-01-11 00:00:00,96.32,82.17,,87.58,88.48,85.25,124.69,,102.73,,117.92,84.91,,81.25,102.14,93.16,97.27,,,93.09,,93.69,,93.03
1985-01-15 00:00:00,96.27,82.4,,88.58,88.48,85.25,124.69,,102.73,,117.65,84.91,,80.92,102.06,93.16,97.27,,,93.09,,93.69,,93.03
1985-01-16 00:00:00,96.27,82.4,,88.58,88.48,85.25,124.69,,102.73,,117.65,84.91,,80.92,102.06,93.16,97.27,,,93.09,,93.69,,93.03
1985-01-17 00:00:00,96.27,82.39,,88.83,88.48,85.25,124.69,,101.62,,117.65,84.91,,80.92,102.12,93.16,97.27,,,93.14,,93.48,,93.03
1985-01-18 00:00:00,97.04,82.93,,91.22,88.51,85.14,124.69,,101.29,,117.65,84.91,,84.21,101.93,93.16,97.27,,,93.14,,93.48,,93.03
1985-01-21 00:00:00,97.08,82.93,,91.22,88.53,85.14,125.78,,101.29,,117.65,84.91,,84.21,101.93,93.16,97.27,,,93.14,,93.48,,93.03
1985-01-22 00:00:00,96.95,82.7,,91.6,88.53,85.84,125.78,,97.96,,117.65,84.91,,84.21,101.93,84.27,97.27,,,93.14,,93.34,,92.63
1985-01-23 00:00:00,96.91,82.5,,91.6,88.58,85.84,125.78,,95.74,,117.65,84.91,,84.21,101.9,84.39,97.27,,,93.73,,93.34,,92.63
1985-01-24 00:00:00,96.75,82.58,,90.93,88.54,85.72,125.78,,95.74,,117.74,84.91,,84.21,101.16,84.39,97.27,,,93.73,,93.34,,92.63
1985-01-25 00:00:00,96.74,82.54,,90.93,88.54,85.43,125.78,,95.74,,117.74,84.91,,84.21,101.16,84.39,97.27,,,93.73,,93.34,,92.63
1985-01-28 00:00:00,96.72,81.79,,91.18,87.22,85.43,125.78,,97.07,,117.74,84.91,,84.04,102.4,84.39,97.27,,,93.73,,93.34,,92.63
1985-01-29 00:00:00,96.87,82.53,,93.94,86.93,85.43,125.77,,97.07,,117.74,84.91,,84.04,102.31,84.39,97.27,,,93.73,,93.34,,92.63
1985-01-30 00:00:00,96.87,82.55,,94.02,86.93,85.43,125.77,,97.07,,117.74,84.91,,84.04,102.32,84.39,97.27,,,93.73,,93.34,,92.63
1985-01-31 00:00:00,96.71,81.99,,93.65,86.93,85.28,125.36,,92.63,,117.74,85.65,,84.04,102.28,84.39,97.27,,,93.73,,93.34,,92.63
1985-02-01 00:00:00,96.68,82.42,,93.65,87.61,85.28,125.36,,92.63,,117.05,92.3,,84.04,101.48,84.39,97.27,,,93.73,,93.34,,92.63
1985-02-06 00:00:00,96.7,82.49,,93.9,87.61,85.28,125.36,,92.63,,117.05,92.3,,84.04,101.48,84.39,97.27,,,93.73,,93.34,,92.63
1985-02-07 00:00:00,96.71,83,,95.19,87.61,85.28,125.23,,92.63,,117.05,92.3,,83.38,101.5,84.39,97.27,,,93.73,,93.34,,93.44
1985-02-08 00:00:00,99.05,84.77,,96.83,87.94,86.4,125.23,,91.47,,117.05,94.15,,93.26,103.21,79.94,97.27,,,93.73,,93.34,,93.44
1985-02-11 00:00:00,99.09,84.91,,96.83,87.94,86.4,125.23,,91.47,,117.05,94.15,,93.26,103.32,79.94,97.27,,,94.54,,93.62,,93.44
1985-02-12 00:00:00,99.1,85.06,,99.04,87.94,83.51,125.23,,91.47,,116.87,94.15,,93.26,103.12,79.94,97.27,,,94.54,,93.62,,93.44
1985-02-13 00:00:00,99.1,85.09,,99.04,87.94,83.74,125.23,,89.81,,116.81,94.15,,93.26,103.12,79.94,100.35,,,94.54,,93.62,,93.44
1985-02-14 00:00:00,98.99,85.05,,99.04,87.97,83.74,125.23,,86.51,,116.81,94.15,,93.26,103.02,79.94,100.35,,,94.54,,93.62,,93.44
1985-02-15 00:00:00,99.19,85.19,,99.04,88.17,83.63,125.23,,86.51,,117.76,94.15,,93.26,102.89,80.19,100.35,,,95.28,,93.52,,93.44
1985-02-18 00:00:00,99.4,85.19,,99.04,88.17,83.63,125.23,,86.51,,117.76,96.42,,94.23,102.89,80.19,100.35,,,95.28,,93.52,,93.17
1985-02-19 00:00:00,99.4,85.19,,99.04,88.17,83.63,125.23,,86.51,,117.83,96.42,,94.23,102.85,80.19,100.35,,,95.28,,93.52,,93.17
1985-02-20 00:00:00,99.58,85.67,,99.04,88.17,87.79,125.23,,86.51,,117.79,96.42,,94.23,103.13,80.19,100.35,,,95.28,,93.52,,93.17
1985-02-21 00:00:00,99.71,85.94,,100.05,88.5,87.79,125.23,,86.51,,117.79,96.42,,94.23,103.14,80.19,100.35,,,95.28,,93.52,,93.17
1985-02-22 00:00:00,99.77,86.16,,100.72,88.5,87.79,125.23,,86.51,,117.79,96.42,,94.23,103.21,80.19,100.35,,,95.28,,93.52,,93.17
1985-02-25 00:00:00,100.44,87.2,,101.22,89.85,87.79,125.23,,86.51,,117.59,96.42,,96.36,103.21,80.19,100.35,,,95.28,,93.52,,93.38
1985-02-26 00:00:00,100.9,87.5,,101.22,90.74,88.94,125.23,,86.51,,117.59,96.42,,96.36,103.21,80.31,100.35,,,104.99,,93.52,,93.38
1985-02-27 00:00:00,101.4,87.77,,102.22,90.74,88.94,125.23,,86.51,,117.59,96.42,,98.48,103.21,80.69,100.35,,,104.99,,93.52,,93.38
1985-02-28 00:00:00,101.48,88.43,,102.22,91.57,88.94,125.23,,86.51,,117.05,95.75,,98.48,103.45,80.69,100.35,,,104.99,,93.52,,93.38
1985-03-01 00:00:00,101.47,88.66,,101.47,91.15,88.03,125.23,,86.51,,117.05,95.75,,98.48,104.18,80.69,100.35,,,104.99,,93.52,,94.08
1985-03-04 00:00:00,101.56,88.62,,101.97,91.49,84.73,125.23,,86.51,,117.05,95.75,,98.48,104.18,80.69,100.35,,,104.99,,101.31,,94.08
1985-03-05 00:00:00,101.63,88.62,,101.97,91.49,84.73,125.23,,86.51,,117.05,95.75,,98.48,104.18,80.69,100.35,,,107.42,,101.31,,94.08
1985-03-07 00:00:00,101.53,88.6,,101.97,91.04,84.42,125.23,,86.51,,117.05,95.75,,98.48,104.18,80.69,100.35,,,107.42,,101.31,,93.83
1985-03-08 00:00:00,102.58,92.48,,101.97,95.99,84.42,125.23,,93.17,,117.12,95.75,,98.48,104.06,80.69,100.35,,,107.42,,101.49,,93.83
1985-03-11 00:00:00,103.05,92.3,,101.3,96.1,84.42,125.23,,93.17,,117.12,95.75,,100.61,104.07,90.57,100.35,,,107.42,,101.49,,93.83
1985-03-12 00:00:00,103.07,92.3,,101.3,96.21,84.42,125.23,,93.17,,117.12,95.75,,100.61,104.07,90.57,100.35,,,107.42,,101.49,,93.83
1985-03-13 00:00:00,103.18,92.34,,101.3,96.43,84.42,125.53,,93.17,,117.12,95.75,,100.61,104.07,97.49,100.35,,,107.77,,101.49,,93.83
1985-03-14 00:00:00,102.74,92.96,,101.39,96.36,84.42,125.53,,96.5,,117.56,95.75,,97.13,104.07,97.49,100.35,,,107.77,,101.49,,95.26
1985-03-15 00:00:00,102.88,92.99,,101.39,96.41,84.42,125.53,,97.61,,117.56,95.75,,97.13,103.87,100.46,100.35,,,107.77,,109.27,,95.26
1985-03-18 00:00:00,102.32,93,,101.39,96.41,84.42,125.53,,97.61,,117.56,95.75,,97.13,100.31,100.46,100.35,,,107.77,,109.27,,95.35
1985-03-19 00:00:00,103.9,98.61,,101.39,105.17,84.65,125.53,,97.61,,117.56,95.75,,97.13,100.37,101.45,100.35,,,107.77,,109.27,,95.35
1985-03-20 00:00:00,104.7,100.9,,101.39,107.86,84.65,125.53,,95.39,,117.78,95.75,,97.08,100.84,101.45,100.35,,,112.32,,109.27,,98.2
1985-03-21 00:00:00,106.37,106.47,,101.39,113.25,83.28,125.53,,115.37,,117.89,95.75,,96.89,102.03,100.46,100.35,,,112.32,,109.27,,99.02
1985-03-22 00:00:00,102.32,105.56,,104.49,113.25,82.71,125.53,,96.5,,96.03,95.75,,96.57,102.41,100.46,100.35,,,112.32,,109.27,,99.02
1985-03-25 00:00:00,103.52,105.36,,104.66,113.25,80.62,125.53,,96.5,,97.34,95.75,,102.26,102.41,99.47,100.35,,,112.9,,103.43,,99.02
1985-03-26 00:00:00,103.94,106.76,,103.9,114.65,81.86,125.74,,96.5,,97.34,95.75,,102.26,102.86,99.47,100.35,,,113.48,,103.43,,100.65
1985-03-27 00:00:00,104.11,107.42,,104.57,114.65,81.86,125.74,,96.5,,97.34,95.75,,102.19,103.62,99.47,100.35,,,113.94,,103.84,,100.65
1985-03-28 00:00:00,104.51,107.51,,104.57,114.65,81.86,125.12,,96.5,,97.34,95.75,,104.06,103.77,99.47,100.35,,,115.11,,103.84,,100.65
1985-03-29 00:00:00,105.04,107.2,,99.22,114.45,82.1,125.12,,97.58,,97.34,95.75,,107.12,103.87,99.47,100.35,,,115.11,,107.74,,105.55
1985-04-01 00:00:00,105.4,108.13,,99.4,114.38,85.72,125.74,,97.58,,97.34,97.37,,107.51,104.7,99.14,100.35,,,115.11,,107.74,,105.55
1985-04-02 00:00:00,105.98,109.92,,99.4,114.38,90.94,125.74,,97.58,,97.34,98.38,,107.83,104.7,99.14,100.35,,,115.11,,107.74,,111.68
1985-04-03 00:00:00,105.79,110.33,,99.65,114.38,91.3,125.74,,98.69,,97.34,98.38,,108.27,104.7,99.14,100.35,,,102.91,,107.74,,111.68
1985-04-08 00:00:00,105.69,109.96,,99.65,114.38,90.17,125.74,,99.8,,97.34,98.38,,108.27,104.09,99.14,100.35,,,102.91,,107.74,,111.68
1985-04-09 00:00:00,106.22,113.42,,99.65,119.77,91.81,125.74,,99.8,,97.87,98.38,,106.08,103.93,96.17,100.35,,,102.91,,103.84,,110.86
1985-04-10 00:00:00,106.28,113.64,,99.65,119.77,91.81,125.79,,102.02,,97.87,98.38,,106.08,103.93,96.17,100.35,,,102.91,,103.84,,110.86
1985-04-15 00:00:00,106.23,113.64,,99.65,119.77,91.81,125.79,,102.02,,97.87,98.38,,105.42,103.93,98.15,100.35,,,105.24,,103.84,,110.86
1985-04-16 00:00:00,106.23,113.64,,99.65,119.77,91.81,125.79,,102.02,,97.87,98.38,,105.42,103.93,98.15,100.35,,,105.24,,103.84,,110.86
1985-04-17 00:00:00,106.2,113.51,,99.15,119.77,91.81,125.79,,102.02,,97.87,98.38,,105.42,103.93,98.15,100.35,,,105.24,,103.84,,110.86
1985-04-18 00:00:00,113.3,139.1,,98.39,160.21,91.96,125.79,,102.02,,97.87,98.38,,105.36,103.87,98.15,100.35,,,105.24,,103.84,,110.86
1985-04-19 00:00:00,113.27,139.11,,98.39,160.21,92.42,125.52,,102.02,,97.7,98.38,,105.36,103.85,98.15,100.35,,,105.24,,103.84,,110.86
1985-04-22 00:00:00,113.27,139.11,,98.39,160.21,92.42,125.52,,102.02,,97.7,98.38,,105.36,103.85,98.15,100.35,,,105.24,,103.84,,110.86
1985-04-23 00:00:00,106.13,113.34,,98.39,119.77,92.42,125.09,,102.02,,97.97,98.38,,105.36,103.85,98.15,100.35,,,105.24,,103.84,,110.86
1985-04-24 00:00:00,105.74,113.44,,98.77,119.77,92.57,125.09,,102.02,,97.97,98.38,,104.26,102.67,98.15,100.35,,,104.63,,103.84,,110.86
1985-04-25 00:00:00,105.78,113.58,,99.27,119.77,92.57,125.09,,102.02,,97.97,98.38,,104.26,102.67,98.15,100.35,,,104.63,,103.84,,110.86
1985-04-26 00:00:00,105.34,111.95,,99.27,119.77,92.69,125.09,,102.02,,97.97,98.38,,104.26,102.72,98.15,100.35,,,104.63,,103.84,,102.29
1985-04-29 00:00:00,105.39,112.09,,99.27,119.92,93.88,124.87,,102.02,,97.97,98.38,,104.26,102.72,98.15,100.35,,,104.63,,103.84,,102.29
1985-04-30 00:00:00,105.98,114.19,,100.11,119.92,93.88,124.87,,102.02,,97.97,98.38,,104.26,102.72,98.15,100.35,,,104.63,,103.84,,112.08
1985-05-02 00:00:00,106.02,114.55,,101.45,119.92,93.88,124.87,,100.37,,97.97,98.38,,104.02,102.72,98.15,100.35,,,104.63,,103.84,,112.08
1985-05-03 00:00:00,106.11,114.83,,101.45,120.03,94.12,124.87,,100.37,,97.97,98.38,,104.02,103.15,98.15,100.35,,,104.63,,103.84,,112.08
1985-05-07 00:00:00,106.05,114.72,,101.45,119.92,94.12,124.87,,99.26,,97.97,98.38,,104.02,103.15,96.17,100.35,,,104.63,,103.84,,112.08
1985-05-08 00:00:00,105.83,114.74,,101.45,119.92,94.12,124.87,,99.26,,98.56,98.38,,102.41,103.2,96.17,100.35,,,104.63,,103.84,,112.08
1985-05-09 00:00:00,105.44,113.3,,101.45,120.03,94.01,124.87,,99.26,,98.56,98.38,,102.41,103.25,96.17,100.35,,,104.63,,103.84,,104.31
1985-05-10 00:00:00,104.73,113.02,,101.45,116.5,93.56,124.77,,95.93,,98.56,98.38,,102.41,103.2,96.17,100.35,,,104.63,,103.84,,104.86
1985-05-13 00:00:00,104.63,113.09,,101.45,116.57,93.78,124.77,,95.93,,98.56,98.38,,102.41,103.2,96.17,100.35,,,99.98,,103.84,,104.86
1985-05-14 00:00:00,104.59,113.09,,101.45,116.57,93.78,124.77,,95.93,,98.34,98.38,,102.41,103.2,96.17,100.35,,,99.98,,103.84,,104.86
1985-05-15 00:00:00,104.83,113.91,,101.57,116.57,93.96,124.81,,95.93,,98.34,102.49,,102.41,102.89,96.17,100.35,,,99.98,,104.05,,108.87
1985-05-16 00:00:00,104.68,113.99,,101.57,116.46,93.96,124.81,,95.93,,96.96,108.37,,102.41,103.02,96.17,100.35,,,99.98,,104.05,,108.87
1985-05-17 00:00:00,104.73,114.19,,101.7,116.94,92.83,124.81,,95.93,,96.57,108.37,,102.41,103.41,96.17,100.35,,,99.98,,104.05,,108.87
1985-05-20 00:00:00,104.48,113.96,,100.95,116.94,92.71,124.81,,95.89,,95.52,108.37,,102.35,103.41,96.17,100.35,,,99.98,,104.05,,108.87
1985-05-21 00:00:00,104.49,113.96,,100.95,116.94,92.71,124.81,,95.89,,95.52,108.52,,102.35,103.47,96.17,100.35,,,99.98,,104.05,,108.85
1985-05-23 00:00:00,104.39,113.78,,100.95,116.94,92.71,124.81,,95.89,,95.22,108.66,,102.35,103.52,96.17,100.35,,,99.98,,104.05,,107.77
1985-05-24 00:00:00,104.4,113.78,,100.95,116.94,92.71,124.81,,95.89,,95.22,108.66,,102.35,103.54,96.17,100.35,,,99.98,,104.05,,107.77
1985-05-27 00:00:00,104.39,113.81,,100.95,116.94,92.95,124.81,,95.89,,95.12,108.66,,102.35,103.54,96.17,100.35,,,99.98,,104.05,,107.77
1985-05-28 00:00:00,104.44,113.81,,100.95,116.94,92.95,124.81,,95.89,,95.12,108.66,,102.35,103.54,96.17,100.35,,,99.98,,107.94,,107.77
1985-05-29 00:00:00,104.08,113.84,,101.07,116.75,92.95,124.81,,95.89,,93.11,108.66,,102.35,103.57,96.17,100.35,,,99.98,,107.94,,107.77
1985-05-30 00:00:00,103.82,113.84,,101.07,116.75,91.59,124.7,,95.07,,93.11,108.66,,101.51,103.64,92.22,100.35,,,99.98,,107.94,,107.77
1985-05-31 00:00:00,103.5,113.64,,101.16,116.75,91.59,124.7,,92.85,,93.11,108.66,,100.5,103.64,92.22,100.35,,,97.65,,107.94,,107.77
1985-06-03 00:00:00,103.44,113.57,,101.16,116.54,91.59,124.7,,92.85,,93.11,108.66,,100.5,103.64,92.22,100.35,,,97.65,,107.94,,107.36
1985-06-04 00:00:00,103.11,112.93,,101.41,115.41,91.59,124.81,,92.85,,93.11,108.66,,100.32,103.64,92.22,100.35,,,96.37,,102.06,,107.41
1985-06-05 00:00:00,103.03,112.76,,101.32,115.19,91.59,124.81,,90.63,,93.11,108.66,,100.26,103.65,94.2,100.35,,,96.37,,102.06,,107.81
1985-06-06 00:00:00,103.36,112.7,,100.91,115.19,91.46,124.81,,90.63,,93.11,108.66,,100.26,106.03,94.2,100.35,,,96.37,,102.06,,107.54
1985-06-07 00:00:00,103.34,112.8,,101.32,115.19,91.83,124.81,,90.63,,93.11,107.49,,100.26,105.87,94.2,100.35,,,96.37,,102.06,,107.27
1985-06-10 00:00:00,103.26,112.8,,101.32,114.2,91.83,124.81,,91.29,,93.11,108.33,,100.48,105.87,96.17,100.35,,,96.37,,102.06,,107.27
1985-06-11 00:00:00,103.46,113.36,,101.32,114.76,91.83,124.81,,91.29,,93.11,108.33,,100.48,106.2,96.17,100.35,,,96.37,,105.95,,107.27
1985-06-12 00:00:00,103.58,113.85,,101.83,115.32,91.83,124.81,,91.29,,92.97,108.33,,100.48,106.2,96.17,100.35,,,96.37,,105.95,,107.27
1985-06-13 00:00:00,103.63,114,,101.83,115.56,91.68,124.81,,91.29,,92.97,108.33,,100.54,106.23,96.17,100.35,,,96.37,,105.95,,107.27
1985-06-14 00:00:00,103.19,114,,101.83,114.63,91.68,124.81,,91.29,,91.33,108.33,,100.54,106.26,96.17,100.35,,,96.37,,105.95,,107.27
1985-06-17 00:00:00,103.34,114.72,,103.21,114.7,92.01,124.81,,91.29,,91.33,108.33,,100.54,106.28,98.15,100.35,,,96.37,,105.95,,107.27
1985-06-18 00:00:00,103.35,115,,103.21,115.12,92.52,124.81,,91.29,,91.33,108.33,,100.54,106.09,98.15,100.35,,,94.55,,105.95,,107.27
1985-06-19 00:00:00,103.23,114.56,,102.99,115.01,92.52,124.81,,91.29,,91.33,108.66,,100.54,105.49,98.15,100.35,,,94.55,,105.95,,107.27
1985-06-20 00:00:00,103.23,114.56,,102.99,114.99,92.52,124.81,,91.29,,91.42,108.66,,100.54,105.47,98.15,100.35,,,94.55,,105.95,,107.27
1985-06-21 00:00:00,103.13,114,,102.99,114.43,92.52,124.81,,91.29,,91.6,108.66,,100.54,105.47,100.48,100.35,,,94.55,,105.95,,106.18
1985-06-24 00:00:00,102.68,113.18,,102.99,113.3,92.52,124.81,,91.29,,91.6,108.66,,99.53,105.47,100.48,100.35,,,93.94,,105.95,,105.64
1985-06-25 00:00:00,102.72,113.04,,102.83,113.39,92.52,124.81,,91.29,,92.19,108.66,,99.32,105.31,100.48,100.35,,,93.94,,106,,105.64
1985-06-26 00:00:00,102.4,112.03,,102.83,112.16,92.52,124.81,,91.29,,92.19,108.37,,99.32,104.97,101.65,100.35,,,93.94,,104.06,,105.09
1985-06-27 00:00:00,102.39,112.45,,102.83,112.74,92.41,124.7,,86.36,,92.19,108.37,,99.32,105.27,101.65,100.35,,,93.36,,104.06,,105.09
1985-06-28 00:00:00,102.4,112.49,,102.83,112.81,92.41,124.7,,86.36,,92.19,108.37,,99.32,105.27,101.87,100.35,,,93.36,,104.06,,105.09
1985-07-02 00:00:00,101.91,110.68,,102.83,110,92.38,124.7,,86.36,,92.19,108.37,,99.32,105.23,102.19,100.35,,,93.36,,104.06,,105.09
1985-07-03 00:00:00,101.66,109.86,,102.83,108.88,92.38,124.7,,86.36,,92.19,107.87,,99.32,105.06,102.19,100.35,,,92.78,,104.06,,105.09
1985-07-04 00:00:00,101.72,110.08,,102.83,108.88,92.38,124.7,,88.58,,92.19,107.87,,99.32,105.06,102.19,100.35,,,92.78,,104.06,,105.09
1985-07-05 00:00:00,101.52,109.55,,101.51,108.88,92.38,124.81,,89.36,,92.19,107.11,,99.14,105.02,102.19,100.35,,,92.78,,104.06,,103.73
1985-07-08 00:00:00,101.95,109.55,,101.1,108.88,92.83,125.24,,91.47,,93,107.11,,99.26,106.21,102.19,100.35,,,93.36,,104.06,,104
1985-07-09 00:00:00,102.12,110.16,,101.35,108.88,92.83,125.24,,97.02,,93,107.11,,99.26,106.21,102.19,100.35,,,93.36,,104.06,,104
1985-07-10 00:00:00,102.29,110.07,,101.35,108.75,92.8,125.67,,98.43,,93.92,107.11,,99.26,106.21,102.19,100.35,,,92.75,,104.06,,104
1985-07-11 00:00:00,102.41,110.47,,101.35,108.18,96.96,125.67,,98.43,,93.92,107.11,,99.26,106.67,103.18,100.35,,,92.75,,104.06,,104
1985-07-12 00:00:00,102.48,110.56,,100.94,108.18,96.96,125.67,,97.32,,93.89,107.11,,99.26,106.8,103.18,100.35,,,97.06,,104.06,,104.05
1985-07-15 00:00:00,102.58,110.9,,100.94,108.18,99.45,125.67,,97.65,,93.95,107.11,,99.26,106.8,103.18,100.35,,,97.06,,104.06,,104.05
1985-07-16 00:00:00,102.77,111.07,,101.39,108.38,99.08,125.67,,97.65,,93.95,107.11,,99.16,107.77,103.18,100.35,,,97.06,,104.06,,104.05
1985-07-17 00:00:00,102.75,110.95,,101.39,108.51,99.08,125.67,,94.32,,93.95,107.11,,99.16,108.02,103.18,100.35,,,97.06,,104.06,,104.05
1985-07-18 00:00:00,102.89,111.59,,101.39,108.56,100.4,125.69,,94.32,,93.82,107.11,,99.02,108,104.17,100.35,,,97.06,,104.52,,106.51
1985-07-19 00:00:00,103.12,112.24,,101.39,108.56,100.43,125.69,,96.54,,93.82,107.11,,99.02,108.35,104.17,100.35,,,97.99,,104.52,,108.28
1985-07-22 00:00:00,103.43,113.38,,102.38,109.12,100.43,125.69,,97.65,,93.82,107.11,,99.02,108.64,104.17,100.35,,,97.99,,104.52,,109.49
1985-07-23 00:00:00,103.41,113.44,,102.38,109.27,100.19,125.69,,98.76,,93.05,109.22,,99.02,109.06,104.17,100.35,,,97.99,,104.52,,108.79
1985-07-24 00:00:00,103.45,113.4,,102.38,109.49,100.45,125.74,,98.76,,93.05,109.22,,99.02,109.17,105.16,100.35,,,97.99,,104.52,,108.24
1985-07-25 00:00:00,103.65,114.1,,102.13,109.49,106.96,125.74,,98.76,,93.05,109.22,,99.02,109.28,105.16,100.35,,,97.99,,104.52,,107.89
1985-07-26 00:00:00,103.52,113.4,,99.58,109.49,107.34,125.74,,98.76,,93.05,109.22,,99.02,109.22,105.16,100.35,,,100.31,,104.52,,107.89
1985-07-29 00:00:00,103.61,113.56,,99.58,109.61,107.34,125.74,,98.76,,93.18,109.22,,99.02,109.5,105.16,100.35,,,100.31,,104.52,,107.89
1985-07-30 00:00:00,103.58,113.52,,99.58,109.49,107.34,125.74,,98.76,,93.18,109.22,,99.02,109.5,105.16,100.35,,,100.31,,104.52,,107.71
1985-08-01 00:00:00,103.57,113.44,,99.58,109.49,106.67,125.74,,98.76,,93.18,109.22,,99.02,109.52,106.15,100.35,,,100.31,,104.52,,107.71
1985-08-02 00:00:00,104.26,114.3,,99.58,112.54,106.67,125.74,,98.76,,93.18,109.22,,99.02,110.51,106.15,100.35,,,100.31,,104.52,,107.83
1985-08-05 00:00:00,104.51,115.14,,99.58,113.66,106.67,125.84,,98.76,,93.27,109.22,,99.02,110.59,104.17,100.35,,,101.59,,104.52,,107.83
1985-08-06 00:00:00,104.52,114.87,,98.59,113.8,107.88,125.84,,98.76,,93.35,109.22,,98.88,110.81,104.17,100.35,,,101.59,,104.52,,107.81
1985-08-07 00:00:00,104.61,114.2,,98.59,113.21,103.73,125.84,,98.76,,95.16,109.22,,98.88,110.81,104.17,100.35,,,102.36,,104.52,,107.81
1985-08-08 00:00:00,104.76,114.62,,98.59,113.88,104.57,125.93,,98.76,,95.16,109.22,,98.88,110.81,104.17,100.35,,,102.36,,104.52,,107.81
1985-08-09 00:00:00,104.74,114.63,,97.6,114.05,106.84,125.93,,98.76,,95.16,109.22,,98.86,110.76,104.17,100.35,,,101.2,,104.41,,107.81
1985-08-12 00:00:00,105.72,116.46,,96.86,115.79,113.12,125.93,,98.76,,95.05,109.22,,101.23,110.76,104.17,100.35,,,101.2,,104.41,,108.9
1985-08-13 00:00:00,106.15,117.81,,96.98,118.36,111.71,125.93,,98.76,,95.05,109.22,,101.02,111.08,104.17,100.35,,,101.2,,104.41,,109.17
1985-08-14 00:00:00,106.45,117.9,,97.31,118.36,111.71,125.97,,99.42,,95.05,109.22,,102.31,111.08,104.17,100.35,,,101.2,,104.41,,109.17
1985-08-15 00:00:00,106.61,118.23,,97.81,118.29,111.77,125.97,,99.42,,95.27,109.22,,102.31,111.42,104.17,100.35,,,101.2,,107.5,,109.17
1985-08-16 00:00:00,106.46,117.86,,96.53,118.4,111.83,125.97,,99.42,,95.34,109.22,,102.36,111.45,104.17,100.35,,,101.2,,107.5,,107.17
1985-08-19 00:00:00,106.49,117.54,,96.53,119.28,110.51,125.97,,97.2,,95.34,109.22,,102.36,111.33,104.17,100.35,,,101.2,,107.5,,107.17
1985-08-20 00:00:00,106.56,117.69,,96.53,119.28,112.51,126,,97.17,,95.34,109.22,,102.36,111.33,104.17,100.35,,,101.2,,107.5,,107.17
1985-08-21 00:00:00,106.93,118.86,,96.53,119.4,122.61,126,,97.5,,95.34,109.22,,102.36,111.38,104.17,100.35,,,101.2,,107.5,,107.17
1985-08-22 00:00:00,106.7,118.33,,95.54,119.4,122.72,126,,98.82,,94.66,109.22,,102.36,111.25,104.17,100.35,,,100.17,,103.61,,107.59
1985-08-23 00:00:00,106.98,118.43,,95.91,119.4,123.03,126.02,,98.82,,96.4,109.22,,102.05,111.3,104.17,100.35,,,100.17,,103.61,,107.59
1985-08-26 00:00:00,104.1,118.07,,95.91,118.84,123.88,49.68,,96.3,,96.02,109.22,,102.85,110.17,104.17,100.35,,,101.71,,103.61,,106.24
1985-08-27 00:00:00,104.08,117.94,,95.92,118.93,123.26,49.68,,96.3,,96.01,109.22,,102.85,110.07,104.17,100.35,,,101.71,,103.61,,106.24
1985-08-28 00:00:00,103.82,117.12,,95.92,117.7,122.05,49.68,,96.3,,96.01,109.22,,102.85,110.07,104.17,100.35,,,101.71,,103.61,,106.24
1985-08-30 00:00:00,104.01,117.07,,96.04,117.7,122.05,49.68,,96.3,,96.41,109.22,,102.85,109.91,120.49,100.35,,,101.71,,103.61,,106.24
1985-09-02 00:00:00,104.03,117.12,,96.04,117.7,121.74,49.68,,96.3,,96.41,109.22,,102.87,109.91,120.49,100.35,,,101.71,,104.02,,106.74
1985-09-03 00:00:00,104.41,117.93,,96.04,119.72,122.47,49.68,,96.3,,96.41,109.22,,102.87,109.91,120.49,100.35,,,101.71,,104.02,,106.74
1985-09-04 00:00:00,104.05,116.79,,96.04,119.7,112.66,49.68,,96.3,,96.31,109.22,,102.74,109.91,120.49,100.35,,,101.71,,104.02,,106.94
