Market Capitalisation as at 31st December 2004,,,,,
COMPANY CODE,NAME,DATE TRADED,INDEXED SHARES (No),PRICE (Rs),MARKET CAP(Rs.)
CTHR,CEY THEATRES ,2004-12-08 00:00:00,2249268,1000,2249268000
CTCE,EAGLE INSURANCE,2004-12-21 00:00:00,20000000,110,2200000000
TKYO,TOKYO CEMENT,2004-12-31 00:00:00,15000000,140,2100000000
MGT,HAYLEYS - MGT,2004-12-31 00:00:00,24588746,85,2090043410
RPBH,ROYAL PALMS,2004-12-30 00:00:00,50000000,40.75,2037500000
LHCL,LANKA HOSPITALS,2004-12-31 00:00:00,156612518,12.75,1996809604.5
GUAR,CEYLON GUARDIAN,2004-12-31 00:00:00,10652688,180,1917483840
CDIC,CDIC,2004-12-22 00:00:00,43855007,40,1754200280
ASIR,ASIRI,2004-12-31 00:00:00,47427362,36,1707385032
OSEA,OVERSEAS REALTY,2004-12-30 00:00:00,232841895,7.25,1688103738.75
RCL,ROYAL CERAMICS,2004-12-31 00:00:00,553946920,3,1661840760
NBL,NDB BANK,2004-12-31 00:00:00,61812507,26,1607125182
BREW,CEYLON BREWERY,2004-12-23 00:00:00,20988090,76,1595094840
NTB,NATIONS TRUST,2004-12-31 00:00:00,85000000,18.25,1551250000
GLAS,CEYLON GLASS CO.,2004-12-31 00:00:00,27710844,55,1524096420
NHL,NAWALOKA,2004-12-31 00:00:00,450000000,3.25,1462500000
CARG,CARGILLS,2004-12-20 00:00:00,5600000,250,1400000000
INDO,INDO MALAY,2004-12-21 00:00:00,6998400,199.75,1397930400
DOCK,DOCKYARD,2004-12-31 00:00:00,62074441,22.5,1396674922.5
CONN,CONNAISSANCE,2004-12-31 00:00:00,31840878,43.25,1377117973.5
ACAP,ASIA CAPITAL,2004-12-31 00:00:00,110000000,12.5,1375000000
GOOD,GOOD HOPE,2004-12-16 00:00:00,6871307,200,1374261400
PDL,PDL,2004-12-29 00:00:00,66000000,20.25,1336500000
SEYB,SEYLAN BANK,2004-12-31 00:00:00,43560000,30,1306800000
SELI,SELINSING,2004-12-23 00:00:00,6940080,185,1283914800
HAYC,HAYCARB,2004-12-31 00:00:00,29712375,42.5,1262775937.5
TILE,LANKA TILES,2004-12-31 00:00:00,22104340,56,1237843040
MRH,MAHAWELI REACH,2004-12-22 00:00:00,47066447,26,1223727622
CINV,CEYLON INVESTMENT,2004-12-31 00:00:00,13582014,90,1222381260
KURU,KURUWITA TEXTILE,2004-12-23 00:00:00,25000000,48.5,1212500000
LCEM,LANKA CEMENT,2004-12-31 00:00:00,155629639,7.75,1206129702.25
CARE,PRINTCARE (CEY),2004-12-31 00:00:00,12895000,90.5,1166997500
LWL,LANKA WALLTILE,2004-12-31 00:00:00,26000000,44.25,1150500000
COML,COMM. LEASING,2004-12-30 00:00:00,12100005,94.25,1140425471.25
UAL,UNION ASSURANCE,2004-12-28 00:00:00,25000000,45,1125000000
CHR,CEYLON HOLIDAY,2004-11-18 00:00:00,7897788,135,1066201380
CIC,CIC,2004-12-31 00:00:00,8100000,125,1012500000
NEH,NUWARA ELIYA,2004-12-22 00:00:00,2003870,500,1001935000
TSML,TEA SMALLHOLDER,2004-12-31 00:00:00,15000000,65.25,978750000
JKL,JOHN KEELLS,2004-12-30 00:00:00,7600000,125,950000000
EDEN,EDEN HOTEL LANKA,2004-12-31 00:00:00,52800000,17.5,924000000
AMSL,ASIRI MEDICAL,2004-12-30 00:00:00,35230498,25,880762450
COXY,CEYLON OXYGEN,2004-12-23 00:00:00,6750000,126.25,852187500
HDFC,HDFC,2004-08-12 00:00:00,4122500,195,803887500
CINS,CEYLINCO INSURANCE,2004-12-31 00:00:00,19958400,40,798336000
UML,UNITED MOTORS,2004-12-23 00:00:00,29429350,27,794592450
ACL,ACL,2004-12-31 00:00:00,12250980,63.25,774874485
AHCL,ASSO. HOTELS,2004-12-23 00:00:00,9106650,78.25,712595362.5
SUN,SUNSHINE HOLDING,2004-12-22 00:00:00,10000000,70,700000000
HLOG,HABARANA LODGE,2004-10-25 00:00:00,7200000,97,698400000
CLND,COLOMBO LAND ,2004-12-31 00:00:00,162750000,4.25,691687500
HUNT,HUNTERS,2004-12-30 00:00:00,5145000,130,668850000
CHMX,CHEMANEX,2004-12-23 00:00:00,5250000,127,666750000
BRWN,BROWNS ,2004-12-08 00:00:00,2625000,250,656250000
HAPU,HAPUGASTENNE,2004-12-31 00:00:00,46315789,14,648421046
SUGA,PELWATTE,2004-12-31 00:00:00,67976891,9.5,645780464.5
GRAN,GRAIN ELEVATORS,2004-12-31 00:00:00,60000000,10.75,645000000
SHAW,LEE HEDGES,2004-12-21 00:00:00,5120546,125.25,641348386.5
DIMO,DIMO,2004-12-21 00:00:00,10000000,64,640000000
KHC,KANDY HOTELS ,2004-12-30 00:00:00,16500000,38.75,639375000
LCEY,LANKEM CEYLON,2004-12-31 00:00:00,18000000,34,612000000
CTLD,C T LAND,2004-12-31 00:00:00,48750000,12.5,609375000
AMW,AMW,2004-12-31 00:00:00,8242369,73,601692937
CERA,LANKA CERAMIC,2004-12-31 00:00:00,30000000,20,600000000
KVAL,KELANI VALLEY,2004-12-31 00:00:00,34000000,17.5,595000000
LFIN,LB FINANCE,2004-12-23 00:00:00,13500000,43.75,590625000
LMF,LMF,2004-12-31 00:00:00,29998500,19.25,577471125
MPRH,MET. RES. HOL.,2004-12-09 00:00:00,17264802,32.97,569220521.94
BHR,RIVERINA HOTELS,2004-12-30 00:00:00,14181699,40,567267960
CFLB,FORT LAND ,2004-12-31 00:00:00,36000000,15.75,567000000
CWM,C.W.MACKIE & CO.,2004-12-31 00:00:00,35988556,15.25,548825479
MLL,MLL,2004-12-21 00:00:00,20393002,26,530218052
TANG,TANGERINE,2004-12-29 00:00:00,10000000,52,520000000
MARA,MARAWILA RESORTS,2004-12-31 00:00:00,56000000,9.25,518000000
EBCR,E B CREASY,2004-12-22 00:00:00,2535458,200,507091600
BOPL,BOGAWANTALAWA,2004-12-31 00:00:00,33500000,15,502500000
MASK,MASKELIYA,2004-12-31 00:00:00,26976744,18.5,499069764
KINN,KANDY WALK INN,2004-10-12 00:00:00,5250000,95,498750000
LVEN,LANKA VENTURES,2004-12-31 00:00:00,50000000,9.75,487500000
BOGA,BOGALA GRAPHITE,2004-12-23 00:00:00,39729000,12,476748000
RENU,RENUKA CITY HOT.,2004-12-31 00:00:00,5000000,95,475000000
MBSL,MERCHANT BANK,2004-12-29 00:00:00,50000000,9.25,462500000
ELPL,ELPITIYA,2004-12-10 00:00:00,24958677,18,449256186
CHL,DURDANS,2004-12-31 00:00:00,19500000,23,448500000
HEXP,HAYLEYS EXPORTS,2004-12-21 00:00:00,8000000,56,448000000
KGAL,KEGALLE,2004-12-31 00:00:00,25000000,17.5,437500000
DPL,DANKOTUWA PORCEL,2004-12-23 00:00:00,27141444,15.75,427477743
RHTL,FORTRESS RESORTS,2004-12-31 00:00:00,31105875,13.5,419929312.5
STAF,STAFFORD,2004-12-31 00:00:00,31621477,13.25,418984570.25
CSD,CEYLINCO SEYLAN,2004-12-31 00:00:00,72531795,5.75,417057821.25
TYRE,KELANI TYRES,2004-12-31 00:00:00,40200000,9.75,391950000
BALA,BALANGODA,2004-12-31 00:00:00,23636363,16.5,389999989.5
TPL,TALAWAKELLE,2004-12-31 00:00:00,23750000,16.25,385937500
PALM,CONFIFI HOTEL,2004-12-30 00:00:00,7200000,53,381600000
SWAD,SWADESHI,2004-11-18 00:00:00,130666,2850,372398100
KCAB,KELANI CABLES,2004-12-31 00:00:00,5450000,67.75,369237500
COMD,COMMERCIAL DEV.,2004-11-30 00:00:00,12000000,30,360000000
REXP,RICH PIERIS EXP,2004-12-23 00:00:00,11105230,32,355367360
ASHO,LANKA ASHOK,2004-12-30 00:00:00,3620843,97.25,352126981.75
KAHA,KAHAWATTE,2004-12-31 00:00:00,49917354,7,349421478
TFC,THE FINANCE CO.,2004-12-31 00:00:00,17966232,19,341358408
ASHA,ASHA CENTRAL,2004-12-29 00:00:00,22333957,15.25,340592844.25
SHOT,SERENDIB HOTELS,2004-11-19 00:00:00,7875000,42,330750000
HASU,HNB ASSURANCE,2004-12-31 00:00:00,25000000,12.5,312500000
AEC,AEC ,2004-12-23 00:00:00,2896128,105,304093440
BBH,BROWNS BEACH,2004-12-17 00:00:00,9600000,31.25,300000000
HOPL,HORANA,2004-12-23 00:00:00,25000000,12,300000000
SEMB,SEYLAN MERCHANT,2004-12-23 00:00:00,33377340,8.75,292051725
WATA,WATAWALA,2004-12-30 00:00:00,23666667,12,284000004
CHOT,HOTELS CORP. ,2004-12-28 00:00:00,3000000,91,273000000
EAST,EAST WEST,2004-12-31 00:00:00,17280000,15.5,267840000
ONAL,ON'ALLY,2004-12-13 00:00:00,14000616,19,266011704
ITH,INT. TOURISTS,2004-11-23 00:00:00,7750000,34,263500000
CSF,CEYLINCO SEC.,2004-12-31 00:00:00,19986050,13,259818650
HARI,HARISCHANDRA,2004-12-23 00:00:00,959800,270,259146000
AAIC,ASIAN ALLIANCE,2004-12-31 00:00:00,25000000,10,250000000
AGAL,AGALAWATTE,2004-12-31 00:00:00,25000000,10,250000000
KOTA,KOTAGALA,2004-12-31 00:00:00,32000000,7.75,248000000
MORI,MORISONS,2004-12-20 00:00:00,580829,420,243948180
CIND,CENTRAL IND.,2004-12-06 00:00:00,3294738,74,243810612
BLUE,BLUE DIAMONDS,2004-12-31 00:00:00,59033947,4,236135788
BFL,BAIRAHA FARMS,2004-12-31 00:00:00,16000000,14.5,232000000
MADU,MADULSIMA,2004-12-31 00:00:00,29000000,8,232000000
REG,REGNIS,2004-12-23 00:00:00,3621813,64,231796032
COLO,COLONIAL MOTOR,2004-12-30 00:00:00,8110505,28.5,231149392.5
TAFL,THREE ACRE FARMS,2004-12-31 00:00:00,23545000,9.5,223677500
HSIG,HOTEL SIGIRIYA,2004-12-31 00:00:00,5859000,38,222642000
NAMU,NAMUNUKULA,2004-12-30 00:00:00,23750000,9.25,219687500
SMOT,SATHOSA MOTORS,2004-12-21 00:00:00,6033622,36,217210392
LALU,LANKA ALUMINIUM,2004-12-31 00:00:00,13702823,15,205542345
MAL,MALWATTE,2004-12-31 00:00:00,22459016,9,202131144
IDL,INFRASTRUCTURE,2004-09-13 00:00:00,4857487,41.5,201585710.5
MSL,MERC. SHIPPING,2004-12-23 00:00:00,2492482,80,199398560
LAMB,LAMBRETTA,2004-12-07 00:00:00,18840000,10,188400000
PEG,PEGASUS HOTELS,2004-12-23 00:00:00,7123017,26,185198442
GLAX,GLAXO,2004-12-08 00:00:00,4050000,45.25,183262500
ABAN,ABANS,2004-12-30 00:00:00,2129400,85,180999000
SINI,SINGER IND.,2004-12-01 00:00:00,3846300,47,180776100
HUNA,HUNAS FALLS,2004-12-31 00:00:00,5625000,32,180000000
WMM,W.M.MENDIS,2004-12-21 00:00:00,19902052,9,179118468
MIRA,MIRAMAR,2004-10-25 00:00:00,2750000,65,178750000
UDPL,UDAPUSSELLAWA,2004-12-21 00:00:00,19398850,9,174589650
PMB,PEOPLE'S MERCH,2004-12-31 00:00:00,12500000,13.75,171875000
PHAR,COL PHARMACY ,2004-12-29 00:00:00,954643,175,167062525
SIL,SAMSON INTERNAT.,2004-12-22 00:00:00,3298263,49,161614887
SIGV,SIGIRIYA VILLAGE,2004-11-08 00:00:00,3478950,46,160031700
BATA,BATA,2004-12-31 00:00:00,12187500,13,158437500
REEF,REEFCOMBER,2004-12-31 00:00:00,11797988,12.75,150424347
KFP,KEELLS FOOD,2004-12-20 00:00:00,5000000,29.5,147500000
ALLI,ALLIANCE,2004-12-31 00:00:00,1620000,90,145800000
CHOU,CEYLINCO HOUSING,2004-12-21 00:00:00,7433250,19,141231750
TESS,TESS AGRO,2004-12-31 00:00:00,13300000,10.5,139650000
PARQ,PARQUET,2004-12-21 00:00:00,6624000,20.75,137448000
ACME,ACME,2004-12-31 00:00:00,8944320,15,134164800
AUTO,AUTODROME ,2004-12-20 00:00:00,120000,1100,132000000
UCAR,UNION CHEMICALS,2004-12-30 00:00:00,1500000,86,129000000
CABO,CARGO BOAT,2004-12-22 00:00:00,3400012,37.75,128350453
EQIT,EQUITY,2004-12-23 00:00:00,6203343,20.5,127168531.5
MPAC,METAL PACKAGING,2004-11-30 00:00:00,5040000,25,126000000
CFI,CFI,2004-12-29 00:00:00,5000000,25,125000000
GREG,WALK & GREIG ,2004-12-29 00:00:00,17386080,7,121702560
APLA,ACL PLASTICS,2004-12-20 00:00:00,4212500,28.5,120056250
COCO,COCO LANKA,2004-12-31 00:00:00,6300000,18.5,116550000
EMER,EASTERN MERCHANT,2004-12-09 00:00:00,1677800,68,114090400
SOY,SOY FOODS,2004-12-30 00:00:00,2750000,36,99000000
YORK,YORK ARCADE ,2004-12-30 00:00:00,12000000,8.25,99000000
ALUF,ALUFAB,2004-12-29 00:00:00,4019400,24.5,98475300
CLPL,CEYLON LEATHER,2004-12-30 00:00:00,12500000,7.75,96875000
ECL,E - CHANNELLING,2004-12-03 00:00:00,10468407,9,94215663
CIT,CIT,2004-12-31 00:00:00,4133333,22.75,94033325.75
APDL,ASSOCIATED PROP.,2004-11-24 00:00:00,3158314,29.5,93170263
CFVF,CF VENTURE FUND,2004-12-31 00:00:00,15000000,5.75,86250000
FERN,FERNTEA LTD,2004-12-16 00:00:00,6000000,14,84000000
VANI,VANIK INCORP LTD,2004-12-31 00:00:00,65481650,1.25,81852062.5
ASCO,ASCOT,2004-12-31 00:00:00,7985505,9,71869545
TWOD,TOUCHWOOD,2004-12-21 00:00:00,2227200,32,71270400
SLND,SEREND LND ,2004-12-23 00:00:00,360000,195,70200000
WAPO,WATAPOTA,2004-11-29 00:00:00,671008,104,69784832
KAPI,KAPILA HEAVY,2004-12-31 00:00:00,5717857,12,68614284
BINN,BERUWELA WALKINN,2004-11-15 00:00:00,900000,70,63000000
ASPH,INDUSTRIAL ASPH.,2004-11-24 00:00:00,666562,92,61323704
RGEM,RADIANT GEMS,2004-12-23 00:00:00,2400000,25.25,60600000
CFT,CFT,2004-12-31 00:00:00,1401960,43,60284280
KDL,KELSEY,2004-12-23 00:00:00,5164229,11.5,59388633.5
ETWO,EQUITY TWO LTD,2004-12-31 00:00:00,6200000,9.5,58900000
LPRT,LAKE HOUSE PRIN.,2004-09-30 00:00:00,2937245,20,58744900
CSEC,CENTRAL SEC.,2004-12-31 00:00:00,4919882,11,54118702
HUEJ,HUEJAY,2004-09-30 00:00:00,1800000,30,54000000
LDEV,LANKEM DEV.,2004-12-31 00:00:00,4200000,11,46200000
LITE,ELEPHANT LITE,2004-12-23 00:00:00,5700000,7.5,42750000
ARPI,ARPICO,2004-12-21 00:00:00,1575000,24.75,38981250
LAND,LAND & BUILDING,2004-07-13 00:00:00,2120479,18.25,38698741.75
SAMS,SAMUELS,2004-12-23 00:00:00,4601885,8,36815080
KZOO,KALAMAZOO,2004-12-21 00:00:00,50000,700,35000000
GEST,GESTETNER,2004-12-31 00:00:00,1265625,26,32906250
LINV,LAKE HOUSE INV.,2004-11-05 00:00:00,1774209,14.5,25726030.5
MULL,MULLERS,2004-12-31 00:00:00,6000000,3.75,22500000
STAT,STATCON,2004-12-06 00:00:00,815207,12.75,10393889.25
PARA,PARAGON,2004-08-25 00:00:00,100028,80,8002240
OFEQ,OFFICE EQUIPMENT,2004-12-07 00:00:00,83356,50,4167800
CPRT,CEYLON PRINTERS,2004-12-16 00:00:00,35010,80,2800800
SING,SINGALANKA,2004-05-25 00:00:00,1385207,2,2770414
