"Market Capitalization of Listed Companies as at December 31st, 2017",,,,,
COMPANY CODE,SECURITY TYPE,COMPANY NAME,INDEXED PRICE (Rs),INDEXED QUANTITY (No.),MARKET CAP (Rs.)
TKYO,TKYO.X0000,TOKYO CEMENT,59,133650000,7885350000
AAIC,AAIC.N0000,SOFTLOGIC LIFE,21,375000000,7875000000
LGL,LGL.N0000,LAUGFS GAS,23.5,335000086,7872502021
UML,UML.N0000,UNITED MOTORS,78,100900626,7870248828
SUN,SUN.N0000,SUNSHINE HOLDING,57,136492280,7780059960
MERC,MERC.N0000,MERCANTILE INV,2580.3,3006000,7756381800
GUAR,GUAR.N0000,CEYLON GUARDIAN,85,82978868,7053203780
ODEL,ODEL.N0000,ODEL PLC,25.6,272129431,6966513433.6
PABC,PABC.N0000,PAN ASIA,15.7,442561629,6948217575.3
COMB,COMB.X0000,COMMERCIAL BANK,105,63927611,6712399155
WATA,WATA.N0000,WATAWALA,27.7,236666670,6555666759
NHL,NHL.N0000,NAWALOKA,4.6,1409505596,6483725741.6
SFCL,SFCL.N0000,SENKADAGALA,89,72475061,6450280429
PDL,PDL.N0000,PDL,97,66000000,6402000000
DOCK,DOCK.N0000,DOCKYARD,88.5,71858924,6359514774
LMF,LMF.N0000,LMF,157,39998000,6279686000
INDO,INDO.N0000,INDO MALAY,1300,4811400,6254820000
TILE,TILE.N0000,LANKA TILES,115,53050410,6100797150
LAMB,LAMB.N0000,KOTMALE HOLDINGS,190.4,31400000,5978560000
NIFL,NIFL.N0000,BRAC LNKA FNANCE,24.2,237943274,5758227230.8
VPEL,VPEL.N0000,VALLIBEL,7.5,747109731,5603322982.5
SDB,SDB.N0000,SANASA DEV. BANK,101.9,54778867,5581966547.3
AMSL,AMSL.N0000,ASIRI SURG,10.5,528457545,5548804222.5
ALUM,ALUM.N0000,ALUMEX PLC,18.5,299302840,5537102540
TAP,TAP.N0000,TAPROBANE,5.5,1002724815,5514986482.5
GLAS,GLAS.N0000,PIRAMAL GLASS,5.8,950086080,5510499264
LWL,LWL.N0000,LANKA WALLTILE,99.4,54600000,5427240000
CINS,CINS.X0000,CEYLINCO INS.,825.1,6414480,5292587448
BLI,BLI.N0000,BIMPUTH FINANCE,49,107733344,5278933856
DIPD,DIPD.N0000,DIPPED PRODUCTS,85,59861512,5088228520
ACL,ACL.N0000,ACL,42.4,119787360,5078984064
BRWN,BRWN.N0000,BROWNS,70.5,70875000,4996687500
RCH,RCH.N0000,RENUKA HOTELS,115,40297530,4634215950
PINS,PINS.N0000,PEOPLE'S INS,23,200000000,4600000000
GOOD,GOOD.N0000,GOOD HOPE,1172,3883782,4551792504
CIC,CIC.N0000,CIC,62,72900000,4519800000
CINV,CINV.N0000,CEYLON INV.,44.7,99451059,4445462337.3
HAYC,HAYC.N0000,HAYCARB,147.5,29712375,4382575312.5
FLCH,FLCH.N0000,BROWNS CAPITAL,3.2,1368000000,4377600000
DIMO,DIMO.N0000,DIMO,490,8876437,4349454130
RIL,RIL.N0000,R I L PROPERTY ,7.2,600000000,4320000000
BPPL,BPPL.N0000,BPPL HOLDINGS,14,306843357,4295806998
GREG,GREG.N0000,LANKA CENTURY,12.1,349367119,4227342139.9
VLL,VLL.N0000,VIDULLANKA,5,821869169,4109345845
ASHO,ASHO.N0000,LANKA ASHOK,1110.9,3620843,4022394488.7
GHLL,GHLL.N0000,GALADARI,8,500829564,4006636512
SELI,SELI.N0000,SELINSING,700.2,5678247,3975908549.4
GRAN,GRAN.N0000,GRAIN ELEVATORS,66.1,60000000,3966000000
CLND,CLND.N0000,COLOMBO LAND,19.8,199881008,3957643958.4
KAPI,KAPI.N0000,MTD WALKERS,23.1,167647568,3872658820.8
HASU,HASU.N0000,HNB ASSURANCE,72.5,50000000,3625000000
KFP,KFP.N0000,KEELLS FOOD,140,25500000,3570000000
TYRE,TYRE.N0000,KELANI TYRES,44.4,80400000,3569760000
CFLB,CFLB.N0000,FORT LAND,19,180000000,3420000000
CFVF,CFVF.N0000,FIRST CAPITAL,33.6,101250000,3402000000
JKL,JKL.N0000,JOHN KEELLS,53.9,60800000,3277120000
SERV,SERV.N0000,KINGSBURY,13.5,242000000,3267000000
KHC,KHC.N0000,KANDY HOTELS,5.6,577500000,3234000000
KAHA,KAHA.N0000,KAHAWATTE,38.9,79889805,3107713414.5
SCAP,SCAP.N0000,SOFTLOGIC CAP,4.5,688160000,3096720000
MORI,MORI.N0000,MORISONS,529.4,5808290,3074908726
KVAL,KVAL.N0000,KELANI VALLEY,90.4,34000000,3073600000
EBCR,EBCR.N0000,E B CREASY,1200.5,2535458,3043817329
SFIN,SFIN.N0000,SINGER FINANCE,15,202074075,3031111125
CARE,CARE.N0000,PRINTCARE PLC,34.3,85966670,2948656781
CDB,CDB.N0000,CDB,63.4,46299223,2935370738.2
VFIN,VFIN.N0000,VALLIBEL FINANCE,70,41550600,2908542000
CSEC,CSEC.N0000,DUNAMIS CAPITAL,23.4,122997050,2878130970
MGT,MGT.N0000,HAYLEYS FABRIC,13.5,207740888,2804501988
CHOT,CHOT.N0000,HOTELS CORP.,15.5,180030942,2790479601
LVEN,LVEN.N0000,LANKA VENTURES,55,50000000,2750000000
CONN,CONN.N0000,AMAYA LEISURE,51.3,51876976,2661288868.8
TAFL,TAFL.N0000,THREE ACRE FARMS,113,23545000,2660585000
HARI,HARI.N0000,HARISCHANDRA,1350,1919600,2591460000
AMF,AMF.N0000,AMF CO LTD,459.9,5608355,2579282464.5
TFIL,TFIL.N0000,TRADE FINANCE,44,56800400,2499217600
BFN,BFN.N0000,ORIENT FINANCE,16.2,148018370,2397897594
NEH,NEH.N0000,NUWARA ELIYA,1080.6,2186040,2362234824
BFL,BFL.N0000,BAIRAHA FARMS,147.3,16000000,2356800000
MADU,MADU.N0000,MADULSIMA,13.7,169501097,2322165028.9
HUNT,HUNT.N0000,HUNTERS,444.8,5145000,2288496000
SHAW,SHAW.N0000,LEE HEDGES,87.9,25602730,2250479967
ALLI,ALLI.N0000,ALLIANCE,66.5,33696000,2240784000
MBSL,MBSL.N0000,MERCHANT BANK,13.5,165717222,2237182497
MAL,MAL.N0000,MALWATTE,11,202792331,2230715641
TAJ,TAJ.N0000,TAL LANKA,15.9,139637494,2220236154.6
CTLD,CTLD.N0000,C T LAND,45.5,48750000,2218125000
BBH,BBH.N0000,BROWNS BEACH,16.9,129600000,2190240000
CRL,CRL.N0000,SOFTLOGIC FIN,36.4,59070988,2150183963.2
RHL,RHL.N0000,RENUKA HOLDINGS,24,89034626,2136831024
CHL,CHL.N0000,DURDANS,83,25527272,2118763576
HDFC,HDFC.N0000,HDFC,32.7,64710520,2116034004
COCO,COCO.N0000,RENUKA FOODS,17.7,117960106,2087893876.2
CLPL,CLPL.N0000,CEYLON LEATHER,60.4,34234069,2067737767.6
NAMU,NAMU.N0000,NAMUNUKULA,87,23750000,2066250000
ELPL,ELPL.N0000,ELPITIYA,28.2,72866428,2054833269.6
SMOT,SMOT.N0000,SATHOSA MOTORS,335.1,6033622,2021866732.2
CSD,CSD.N0000,SEYLAN DEVTS,13.6,147964860,2012322096
REXP,REXP.N0000,RICH PIERIS EXP,177,11163745,1975982865
KCAB,KCAB.N0000,KELANI CABLES,90.4,21800000,1970720000
RENU,RENU.N0000,RENUKA CITY HOT.,275,7000000,1925000000
SWAD,SWAD.N0000,SWADESHI,12812.5,149333,1913329062.5
LHL,LHL.N0000,LIGHTHOUSE HOTEL,40.7,46000000,1872200000
KGAL,KGAL.N0000,KEGALLE,70,25000000,1750000000
PARQ,PARQ.N0000,SWISSTEK,62,27372000,1697064000
CWM,CWM.N0000,C.W.MACKIE,46,35988556,1655473576
SUGA,SUGA.N0000,PELWATTE,23.5,67976891,1597456938.5
MHDL,MHDL.N0000,MILLENNIUM HOUSE,11.7,134681320,1575771444
EAST,EAST.N0000,EAST WEST,11.3,138240000,1562112000
ETWO,ETWO.N0000,EQUITY TWO PLC,50,31000000,1550000000
AGST,AGST.N0000,AGSTAR PLC,5,307526310,1537631550
AFSL,AFSL.N0000,ABANS FINANCIAL,23.1,66561573,1537572336.3
SHOT,SHOT.N0000,SERENDIB HOTELS,20,75514738,1510294760
EDEN,EDEN.N0000,EDEN HOTEL LANKA,14.2,105600000,1499520000
RAL,RAL.N0000,RENUKA AGRI,2.6,561750000,1460550000
ATL,ATL.N0000,AMANA TAKAFUL,0.8,1800001296,1440001036.8
LCEY,LCEY.N0000,LANKEM CEYLON,40,36000000,1440000000
BOPL,BOPL.N0000,BOGAWANTALAWA,17,83750000,1423750000
HAPU,HAPU.N0000,HAPUGASTENNE,30,46315789,1389473670
PAP,PAP.N0000,PANASIAN POWER,2.7,500000000,1350000000
SIRA,SIRA.N0000,SIERRA  CABL,2.5,537512430,1343781075
REG,REG.N0000,REGNIS,118.1,11267863,1330734620.3
TPL,TPL.N0000,TALAWAKELLE,55,23750000,1306250000
BOGA,BOGA.N0000,BOGALA GRAPHITE,13.3,94632904,1258617623.2
MASK,MASK.N0000,MASKELIYA,22.6,53953489,1219348851.4
DPL,DPL.N0000,DANKOTUWA PORCEL,7.5,162552920,1219146900
TSML,TSML.N0000,TEA SMALLHOLDER,40,30000000,1200000000
PHAR,PHAR.N0000,COLOMBO CITY,939.9,1272857,1196358294.3
AAF,AAF.N0000,ASIA ASSET,1.4,839207833,1174890966.2
PALM,PALM.N0000,PALM GARDEN HOTL,26.1,43267000,1129268700
AINS,AINS.N0000,ARPICO INSURANCE,17,66230407,1125916919
ARPI,ARPI.N0000,ARPICO,150,7437500,1115625000
COLO,COLO.N0000,C M HOLDINGS,73,15200000,1109600000
CALF,CALF.N0000,COLOMBO TRUST,23,46519243,1069942589
HPWR,HPWR.N0000,RESUS ENERGY,18.2,58390263,1062702786.6
LGL,LGL.X0000,LAUGFS GAS,20,52000000,1040000000
TANG,TANG.N0000,TANGERINE,52,20000000,1040000000
CIC,CIC.X0000,CIC,47.4,21870000,1036638000
RHTL,RHTL.N0000,FORTRESS RESORTS,9.3,110886684,1031246161.2
LCEM,LCEM.N0000,LANKA CEMENT,5.7,173510748,989011263.6
LALU,LALU.N0000,LANKA ALUMINIUM,71.9,13702823,985232973.7
ACAP,ACAP.N0000,ASIA CAPITAL,7.4,131329995,971841963
ASPM,ASPM.N0000,SPENCEPLANTATION,45.5,21300000,969150000
AUTO,AUTO.N0000,AUTODROME,80.3,12000000,963600000
MFL,MFL.N0000,MULTI FINANCE,14.5,63610181,922347624.5
CERA,CERA.N0000,LANKA CERAMIC,150,6000000,900000000
SOY,SOY.N0000,CONVENIENCE FOOD,325,2750000,893750000
STAF,STAF.N0000,DOLPHIN HOTELS,28,31621477,885401356
RPBH,RPBH.N0000,ROYAL PALMS,17.7,50000000,885000000
CFT,CFT.N0000,CFT,6.2,140196000,869215200
CABO,CABO.N0000,CARGO BOAT,84,10200036,856803024
LDEV,LDEV.N0000,LANKEM DEV.,7.1,120000000,852000000
PEG,PEG.N0000,PEGASUS HOTELS,28,30391538,850963064
COMD,COMD.N0000,COMMERCIAL DEV.,70,12000000,840000000
GSF,GSF.N0000,PRIME FINANCE,23.2,36000000,835200000
CSF,CSF.N0000,NATION LANKA,1.1,753489783,828838761.3
UDPL,UDPL.N0000,UDAPUSSELLAWA,42.5,19398850,824451125
PMB,PMB.N0000,PEOPLE'S MERCH,12.1,67500000,816750000
CHMX,CHMX.N0000,CHEMANEX,51.5,15750000,811125000
CIND,CIND.N0000,CENTRAL IND.,41,19768428,810505548
ONAL,ONAL.N0000,ON'ALLY,45.6,17500770,798035112
ESL,ESL.N0000,ENTRUST SEC,24,33000014,792000336
MRH,MRH.N0000,MAHAWELI REACH,16.8,47066447,790716309.6
KZOO,KZOO.N0000,RENUKA CAPITAL,4.5,173798500,782093250
WAPO,WAPO.N0000,GUARDIAN CAPITAL,30.1,25833808,777597620.8
CITW,CITW.N0000,CITRUS WASKADUWA,3.8,201746915,766638277
MORI,MORI.X0000,MORISONS,420,1742490,731845800
CITK,CITK.N0000,CITRUS KALPITIYA,4.5,161200010,725400045
REEF,REEF.N0000,CITRUS LEISURE,7.5,96650427,724878202.5
ECL,ECL.N0000,E - CHANNELLING,5.9,122131415,720575348.5
SEMB,SEMB.N0000,S M B LEASING,0.6,1191766772,715060063.2
BALA,BALA.N0000,BALANGODA,30.2,23636363,713818162.6
EMER,EMER.N0000,EASTERN MERCHANT,6,117446000,704676000
KDL,KDL.N0000,KELSEY,40,17429274,697170960
SINH,SINH.N0000,SINGHE HOSPITALS,1.7,398225895,676984021.5
SFL,SFL.N0000,SINHAPUTHRA FIN,10.5,62958930,661068765
ASIY,ASIY.N0000,ASIA SIYAKA,2.5,260000000,650000000
HOPL,HOPL.N0000,HORANA,26,25000000,650000000
RWSL,RWSL.N0000,RAIGAM SALTERNS,2.3,282207320,649076836
CITH,CITH.N0000,CITRUS HIKKADUWA,11.1,57573897,639070256.7
HPFL,HPFL.N0000,LOTUS HYDRO,5.8,109088112,632711049.6
KOTA,KOTA.N0000,KOTAGALA,12.2,50150000,611830000
UCAR,UCAR.N0000,UNION CHEMICALS,400.1,1500000,600150000
HEXP,HEXP.N0000,HAYLEYS FIBRE,72.1,8000000,576800000
SHOT,SHOT.X0000,SERENDIB HOTELS,16,36011056,576176896
SINI,SINI.N0000,SINGER IND.,144,3846300,553867200
ATLL,ATLL.N0000,AMANA LIFE,1.1,500000000,550000000
CHL,CHL.X0000,DURDANS,65.3,8345454,544958146.2
ALHP,ALHP.N0000,ANILANA HOTELS,1.1,493308514,542639365.4
SLND,SLND.N0000,SERENDIB LAND,1481.7,360000,533412000
APLA,APLA.N0000,ACL PLASTICS,120,4212500,505500000
AGAL,AGAL.N0000,AGALAWATTE,20,25000000,500000000
CIT,CIT.N0000,CIT,75.1,6588636,494806563.6
CTBL,CTBL.N0000,CEYLON TEA BRKRS,4.3,114000000,490200000
BERU,BERU.N0000,BERUWALA RESORTS,0.8,600000000,480000000
ASCO,ASCO.N0000,ASCOT HOLDINGS,37.1,12657555,469595290.5
SFS,SFS.N0000,SWARNAMAHAL FIN,0.9,500000140,450000126
CDB,CDB.X0000,CDB,56,8005984,448335104
AMCL,AMCL.N0000,CAPITAL LEASING,22.4,20000000,448000000
MARA,MARA.N0000,MARAWILA RESORTS,1.9,228000000,433200000
ABAN,ABAN.N0000,ABANS,84.5,5110560,431842320
CFI,CFI.N0000,CFI,65,6604000,429260000
LITE,LITE.N0000,LAXAPANA,10.5,39000000,409500000
HVA,HVA.N0000,HVA FOODS,6.1,66428660,405214826
SIGV,SIGV.N0000,SIGIRIYA VILLAGE,44,9000000,396000000
SIL,SIL.N0000,SAMSON INTERNAT.,92.6,4232771,391954594.6
OGL,OGL.N0000,ORIENT GARMENTS,7,54916656,384416592
RFL,RFL.N0000,RAMBODA FALLS,19.2,20000000,384000000
LPRT,LPRT.N0000,LAKE HOUSE PRIN.,130,2937245,381841850
HSIG,HSIG.N0000,HOTEL SIGIRIYA,62,5859000,363258000
BRR,BRR.N0000,BANSEI RESORTS,6.7,53728000,359977600
TESS,TESS.N0000,TESS AGRO,1.2,280000000,336000000
LLMP,LLMP.N0000,LUCKY LANKA,1.9,176028410,334453979
MULL,MULL.N0000,MULLERS,1.1,283000000,311300000
SING,SING.N0000,STANDARD CAPITAL,55,5540828,304745540
TFC,TFC.N0000,THE FINANCE CO.,5.2,57966232,301424406.4
GEST,GEST.N0000,GESTETNER,110.1,2657812,292625101.2
HUNA,HUNA.N0000,HUNAS FALLS,52,5625000,292500000
TWOD,TWOD.N0000,TOUCHWOOD,2.6,106905600,277954560
ALUF,ALUF.N0000,ALUFAB,23,12058200,277338600
ACME,ACME.N0000,ACME,6.6,41161913,271668625.8
AINV,AINV.N0000,ADAM INVESTMENTS,0.3,898552400,269565720
ASPH,ASPH.N0000,INDUSTRIAL ASPH.,394.6,666562,263025365.2
MEL,MEL.N0000,MACKWOODS ENERGY,2.2,100000000,220000000
TFC,TFC.X0000,THE FINANCE CO.,2.2,100000000,220000000
RHL,RHL.X0000,RENUKA HOLDINGS,17,12856830,218566110
IDL,IDL.N0000,SERENDIB ENG.GRP,6.3,32383250,204014475
MAL,MAL.X0000,MALWATTE,9.7,20250660,196431402
BLUE,BLUE.N0000,BLUE DIAMONDS,0.9,206601782,185941603.8
SEMB,SEMB.X0000,S M B LEASING,0.3,614066101,184219830.3
PCHH,PCHH.N0000,ADAM CAPITAL,0.7,252000242,176400169.4
MIRA,MIRA.N0000,MIRAMAR,61.9,2750000,170225000
YORK,YORK.N0000,YORK ARCADE,14,12000000,168000000
MSL,MSL.N0000,MERC. SHIPPING,52,2844990,147939480
AGST,AGST.X0000,AGSTAR PLC,5,17473690,87368450
CHOU,CHOU.N0000,CITY HOUSING,5.9,13379850,78941115
BLUE,BLUE.X0000,BLUE DIAMONDS,0.4,194633623,77853449.2
HUEJ,HUEJ.N0000,HUEJAY,38,1800000,68400000
CIFL,CIFL.N0000,CIFL,0.8,83426733,66741386.4
COCO,COCO.X0000,RENUKA FOODS,13.8,4773346,65872174.8
PARA,PARA.N0000,PARAGON,62,1000280,62017360
RGEM,RGEM.N0000,RADIANT GEMS,25,2400000,60000000
VANI,VANI.N0000,VANIK INCORP PLC,0.8,65481650,52385320
CPRT,CPRT.N0000,CEYLON PRINTERS,80,600170,48013600
OFEQ,OFEQ.N0000,OFFICE EQUIPMENT,53.1,833560,44262036
TESS,TESS.X0000,TESS AGRO,1,40000000,40000000
PCH,PCH.N0000,PC HOUSE,0.1,343400001,34340000.1
LLMP,LLMP.X0000,LUCKY LANKA,1.2,24000000,28800000
PCP,PCP.N0000,PC PHARMA,0.2,101000020,20200004
VANI,VANI.X0000,VANIK INCORP PLC,0.8,11737290,9389832
