Dividend Record 1997,,,,,,,,
Company Name,,,XD Date,Date of Payment,Rate,,Cum Price,Ex Price
HAYL,Nt0000,HAYLEYS,1997-06-17 00:00:00,1997-06-28 00:00:00,15,FINAL ( 3.6% TAX FREE),247,245
LLUB,Nt0000,CALTEX,1997-06-18 00:00:00,1997-06-30 00:00:00,10,INTERIM,54.5,55
DPL,Nt0000,DANKOTUWA PORCEL,1997-06-18 00:00:00,1997-07-01 00:00:00,15,FIRST & FINAL,32,30.25
LPRT,Nt0000,LAKE HOUSE PRIN.,1997-06-25 00:00:00,1997-07-03 00:00:00,5,INTERIM,32,16
CFIN,Nt0000,CENTRAL FINANCE,1997-06-23 00:00:00,1997-07-07 00:00:00,15,2ND INTERIM (70% TAX FREE),325,325
DFCC,Nt0000,DFCC,1997-06-25 00:00:00,1997-07-07 00:00:00,35,FIRST & FINAL,285,285
AHUN,Nt0000,A.SPEN.HOT.HOLD.,1997-07-02 00:00:00,1997-07-14 00:00:00,5,FINAL (TAX FREE),52,53
SPEN,Nt0000,AITKEN SPENCE,1997-07-02 00:00:00,1997-07-14 00:00:00,10,FINAL (TAX FREE),185,190
TKYO,Nt0000,TOKYO CEMENT,1997-07-02 00:00:00,1997-07-14 00:00:00,10,INTERIM,71,73
KHC,Nt0000,KANDY HOTELS 1/-,1997-07-10 00:00:00,1997-07-23 00:00:00,5,FIRST & FINAL,24,23
REXP,Nt0000,RICH PIERIS EXP,1997-07-14 00:00:00,1997-07-25 00:00:00,16,FIRST & FINAL,36,35.25
CHMX,Nt0000,CHEMANEX,1997-07-21 00:00:00,1997-07-31 00:00:00,12,FINAL,70,65
CIC,Nt0000,CIC,1997-07-21 00:00:00,1997-07-31 00:00:00,25,FINAL,50,50
CIC,Xt0000,CIC,1997-07-21 00:00:00,1997-07-31 00:00:00,25,FINAL,45,44
LOLC,Nt0000,LOLC,1997-07-21 00:00:00,1997-07-31 00:00:00,10,FINAL,253,253
ACL,Nt0000,ACL,1997-07-24 00:00:00,1997-08-05 00:00:00,5,BOOKS KEPT OPEN,84,80
HLOG,Nt0000,HABARANA LODGE,1997-07-25 00:00:00,1997-08-06 00:00:00,8,FINAL,30,30
KINN,Nt0000,KANDY WALK INN,1997-07-25 00:00:00,1997-08-06 00:00:00,12,FINAL,30,35
CCS,Nt0000,COLD STORES 8/-,1997-07-22 00:00:00,1997-08-08 00:00:00,35,FIRST & FINAL,190,190
EQIT,Nt0000,EQUITY,1997-07-15 00:00:00,1997-08-08 00:00:00,2,FINAL,10.25,9.5
ONAL,Nt0000,ON'ALLY,1997-07-29 00:00:00,1997-08-08 00:00:00,8,FINAL (TAX FREE),11.5,11.5
ONAL,Nt0000,ON'ALLY,1997-07-31 00:00:00,1997-08-12 00:00:00,6.5,INTERIM (TAX FREE),11.5,11.25
MLL,Nt0000,MLL,1997-08-07 00:00:00,1997-08-20 00:00:00,15,FIRST & FINAL,37.75,36
BOPL,Nt0000,BOGAWANTALAWA,1997-08-13 00:00:00,1997-08-26 00:00:00,7.5,FIRST&FINAL,50,51
ASPH,Nt0000,INDUSTRIAL ASPH.,1997-08-14 00:00:00,1997-08-27 00:00:00,17.5,2ND & FINAL,53,53
SLND,Nt0000,SEREND LND 100/-,1997-08-19 00:00:00,1997-08-29 00:00:00,18.5,FINAL (TAX FREE),99,92
ALLI,Nt0000,ALLIANCE,1997-08-12 00:00:00,1997-08-30 00:00:00,30,FIRST & FINAL,43,42.75
CTEA,Nt0000,TEA SERVICES,1997-08-26 00:00:00,1997-09-05 00:00:00,12.5,FINAL,160,160
CSEC,Nt0000,CENTRAL SEC.,1997-08-27 00:00:00,1997-09-08 00:00:00,8,FIRST & FINAL,24,23.5
BHR,Nt0000,RIVERINA HOTELS,1997-08-20 00:00:00,1997-09-08 00:00:00,15,INTERIM,26.75,26.75
COMD,Nt0000,COMMERCIAL DEV.,1997-09-02 00:00:00,1997-09-12 00:00:00,17.5,FINAL,18.5,20
CTC,Nt0000,CEYLON TOBACCO,1997-09-01 00:00:00,1997-09-15 00:00:00,11,1ST INTERIM,39.5,40
BREW,Nt0000,CEYLON BREWERY,1997-09-03 00:00:00,1997-09-29 00:00:00,10,FINAL,78,76
CTLD,Nt0000,C T LAND,1997-09-10 00:00:00,1997-09-30 00:00:00,9,FIRST & FINAL (T.F),11,10.5
LLUB,Nt0000,CALTEX,1997-09-19 00:00:00,1997-09-30 00:00:00,10,INTERIM,55,56
CIND,Nt0000,CENTRAL IND.,1997-09-12 00:00:00,1997-09-30 00:00:00,15,FIRST & FINAL,69,72
CARS,Nt0000,CARSONS,1997-09-08 00:00:00,1997-10-01 00:00:00,75,FIRST & FINAL (T.F),1100,1050
GUAR,Nt0000,CEYLON GUARDIAN,1997-09-05 00:00:00,1997-10-01 00:00:00,10,FINAL,200,180
CINV,Nt0000,CEYLON INV.,1997-09-05 00:00:00,1997-10-01 00:00:00,10,FINAL,200,180
DIST,Nt0000,DISTILLERIES 1/-,1997-09-12 00:00:00,1997-10-02 00:00:00,34,FIRST & FINAL,8.5,8
TKYO,Nt0000,TOKYO CEMENT,1997-09-10 00:00:00,1997-10-04 00:00:00,10,FINAL,72,71.5
SMOT,Nt0000,SATHOSA MOTORS,1997-10-01 00:00:00,1997-10-13 00:00:00,30,KEPT OPEN,51,51
BRWN,Nt0000,BROWNS 8/-,1997-10-02 00:00:00,1997-10-14 00:00:00,10,FIRST & FINAL,700,750
ARPI,Nt0000,ARPICO,1997-09-26 00:00:00,1997-10-16 00:00:00,15,FIRST & FINAL,85,77
KOTA,Nt0000,KOTAGALA,1997-10-03 00:00:00,1997-10-16 00:00:00,20,FIRST & FINAL,36,35
PDL,Nt0000,PDL,1997-10-09 00:00:00,1997-10-22 00:00:00,20,FIRST & FINAL,19,17.75
CFIN,Nt0000,CENTRAL FINANCE,1997-10-07 00:00:00,1997-10-24 00:00:00,20,3RD & FINAL,375,375
RENU,Nt0000,RENUKA CITY HOT.,1997-10-07 00:00:00,1997-10-24 00:00:00,20,FIRST AND FINAL,25.75,25
SIGV,Nt0000,SIGIRIYA VILLAGE,1997-10-13 00:00:00,1997-10-24 00:00:00,12,FIRST & FINAL,68,67
TANG,Nt0000,TANGERINE,1997-10-13 00:00:00,1997-10-24 00:00:00,50,PAR VALUE 100/=  -  BKS KEPT OPEN,60,60
NEH,Nt0000,NUWARA ELIYA,1997-10-14 00:00:00,1997-10-27 00:00:00,7.5,FIRST & FINAL,500.5,500.5
GREG,Nt0000,WALK & GREIG 2/-,1997-10-14 00:00:00,1997-10-27 00:00:00,10,KEPT OPEN,16.5,16
CDIC,Nt0000,CDIC,1997-10-16 00:00:00,1997-10-28 00:00:00,10,FIRST & FINAL,21.5,21.25
ABAN,Nt0000,ABANS,1997-10-07 00:00:00,1997-10-29 00:00:00,15,FIRST & FINAL,30,25
TFC,Nt0000,THE FINANCE CO.,1997-10-20 00:00:00,1997-10-30 00:00:00,20,FIRST & FINAL,43.5,33.25
COLO,Nt0000,COLONIAL MTR 5/-,1997-10-28 00:00:00,1997-10-31 00:00:00,6,FIRST& FINAL,10,8
YORK,Nt0000,YORK ARCADE,1997-10-21 00:00:00,1997-10-31 00:00:00,12,FIRST & FINAL,8.75,8.5
CFVF,Nt0000,CF VENTURE FUND,1997-10-07 00:00:00,1997-11-05 00:00:00,5,FINAL,7.5,7
RCL,Nt0000,ROYAL CERAMICS,1997-10-17 00:00:00,1997-11-05 00:00:00,10,FINAL,25.75,24.5
CHOU,Nt0000,CEYLINCO HOUSING,1997-10-22 00:00:00,1997-11-06 00:00:00,14,FIRST & FINAL,11.75,10
HARI,Nt0000,HARISCHANDRA,1997-10-20 00:00:00,1997-11-10 00:00:00,15,,145,125.25
LDEV,Nt0000,LANKEM DEV.,1997-10-29 00:00:00,1997-11-10 00:00:00,10,FIRST & OPEN,15,14.5
CFI,Nt0000,CFI,1997-10-30 00:00:00,1997-11-11 00:00:00,8,KEPT OPEN,8.25,8
CIT,Nt0000,CIT,1997-10-30 00:00:00,1997-11-11 00:00:00,8,KEPT OPEN,8,8.25
APLA,Nt0000,ACL PLASTICS,1997-10-17 00:00:00,1997-11-12 00:00:00,12.5,FINAL,33,31
PALM,Nt0000,PALM GARDEN,1997-10-20 00:00:00,1997-11-12 00:00:00,20,FIRST & FINAL,24,20
SUGA,Nt0000,PELWATTE,1997-10-31 00:00:00,1997-11-12 00:00:00,7.5,KEPT OPEN,12.5,11.5
BHR,Nt0000,RIVERINA HOTELS,1997-10-20 00:00:00,1997-11-12 00:00:00,10,FINAL,20,18
ACL,Nt0000,ACL,1997-10-17 00:00:00,1997-11-13 00:00:00,10,FINAL,70,68
ASIR,Nt0000,ASIRI,1997-11-07 00:00:00,1997-11-20 00:00:00,12.5,FINAL,28.25,29
BATA,Nt0000,BATA,1997-11-07 00:00:00,1997-11-20 00:00:00,5,INTERIM,24,24
AGAL,Nt0000,AGALAWATTE,1997-11-10 00:00:00,1997-11-21 00:00:00,7.5,INTERIM,32,32
JFIN,Nt0000,JAMES FINLAY,1997-11-10 00:00:00,1997-11-21 00:00:00,10,INTERIM  (TF),70.25,65
SIL,Nt0000,SAMSON INTERNAT.,1997-11-10 00:00:00,1997-11-21 00:00:00,5,FINAL,35,35
BUKI,Nt0000,BUKIT DARAH,1997-10-31 00:00:00,1997-11-24 00:00:00,70,FINAL,300.25,300.25
GOOD,Nt0000,GOOD HOPE,1997-10-31 00:00:00,1997-11-24 00:00:00,30,,309.75,190
INDO,Nt0000,INDO MALAY,1997-10-31 00:00:00,1997-11-24 00:00:00,25,,530.25,375
SELI,Nt0000,SELINSING,1997-10-31 00:00:00,1997-11-24 00:00:00,38.35,FINAL,190,190
SHAL,Nt0000,SHALIMAR,1997-10-31 00:00:00,1997-11-24 00:00:00,330,,700,
APDL,Nt0000,ASSOCIATED PROP.,1997-11-17 00:00:00,1997-11-27 00:00:00,10,FIRST & FINAL,9.5,8.5
COCO,Nt0000,COCO LANKA,1997-11-03 00:00:00,1997-11-27 00:00:00,20,FIRST & FINAL,25,22.75
PHAR,Nt0000,COL PHARMACY 5/-,1997-11-04 00:00:00,1997-11-27 00:00:00,30,FIRST & FINAL,200,200
EBCR,Nt0000,E B CREASY,1997-11-17 00:00:00,1997-11-27 00:00:00,25,FIRST & FINAL,85,80
EMER,Nt0000,EASTERN MERCHANT,1997-11-11 00:00:00,1997-11-28 00:00:00,40,FIRST & FINAL,90,75
LPRT,Nt0000,LAKE HOUSE PRIN.,1997-11-26 00:00:00,1997-11-28 00:00:00,5,FINAL,32,16
MORI,Nt0000,MORISONS,1997-11-04 00:00:00,1997-11-28 00:00:00,30,FIRST & FINAL [2.5% T.F],168,196.5
STAT,Nt0000,STATCON,1997-11-26 00:00:00,1997-11-28 00:00:00,10,BOOKS KEPT OPEN,40,35
MSL,Nt0000,MERC. SHIPPING,1997-11-19 00:00:00,1997-12-01 00:00:00,15,KEPT OPEN,48,48
ELAS,Nt0000,ELASTOMERIC ENG,1997-11-05 00:00:00,1997-12-02 00:00:00,10,FINAL,30,27
CPRT,Nt0000,CEYLON PRINTERS,1997-11-17 00:00:00,1997-12-03 00:00:00,45,FIRST & FINAL,100,
OFEQ,Nt0000,OFFICE EQUIPMENT,1997-11-17 00:00:00,1997-12-03 00:00:00,10,FIRST & FINAL,51,51
CTC,Nt0000,CEYLON TOBACCO,1997-11-24 00:00:00,1997-12-08 00:00:00,11,,34.5,33
KZOO,Nt0000,KALAMAZOO,1997-11-21 00:00:00,1997-12-09 00:00:00,25,FIRST & FINAL,110,
BLUE,Nt0000,BLUE DIAMONDS,1997-11-24 00:00:00,1997-12-12 00:00:00,2.5,FIRST & FINAL,7.25,7
MPAC,Nt0000,METAL PACKAGING,1997-12-02 00:00:00,1997-12-12 00:00:00,15,FINAL,59,60
CTHR,Nt0000,CEY THEATRES 8/-,1997-11-27 00:00:00,1997-12-15 00:00:00,42,INTERIM,200,200
COML,Nt0000,COMM. LEASING,1997-12-05 00:00:00,1997-12-17 00:00:00,15,INTERIM,40,40
GEST,Nt0000,GESTETNER,1997-12-09 00:00:00,1997-12-19 00:00:00,20,FIRST & FINAL,85,80
HNB,Nt0000,HNB,1997-12-10 00:00:00,1997-12-22 00:00:00,20,INTERIM,230.25,235
AMW,Nt0000,AMW,1997-12-11 00:00:00,1997-12-23 00:00:00,10,FIRST & FINAL,37,40
COMD,Nt0000,COMMERCIAL DEV.,1997-12-11 00:00:00,1997-12-23 00:00:00,7.5,INTERIM,15,15
COMB,Nt0000,COMMERCIAL BANK,1997-12-15 00:00:00,1997-12-29 00:00:00,12,INTERIM,155,150
SINS,Nt0000,SINGER SRI LANKA,1997-12-15 00:00:00,1997-12-30 00:00:00,17.5,INTERIM,59,55
TSML,Nt0000,TEA SMALLHOLDER,1997-12-16 00:00:00,1997-12-30 00:00:00,10,INTERIM,55,55
LLUB,Nt0000,CALTEX,1997-12-17 00:00:00,1997-12-31 00:00:00,10,INTERIM,48,48
MILL,Nt0000,MILLERS 8/-,1997-12-12 00:00:00,1997-12-31 00:00:00,50,FINAL,190,190
