Foreign Holding as at 30th December 2019,,,,
COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
CHL,N,0000,CEYLON HOSPITALS PLC,261971
CHL,X,0000,CEYLON HOSPITALS PLC,815728
CHMX,N,0000,CHEMANEX PLC,195886
CHOT,N,0000,CEYLON HOTELS CORPORATION PLC,1170663
CHOU,R,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,1800
CHOU,N,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,42658
CIC,N,0000,C I C HOLDINGS PLC,575240
CIC,X,0000,C I C HOLDINGS PLC,1857024
CIND,N,0000,CENTRAL INDUSTRIES PLC,463089
CINS,X,0000,CEYLINCO INSURANCE PLC,3430776
CINS,N,0000,CEYLINCO INSURANCE PLC,6415161
CINV,N,0000,CEYLON INVESTMENT PLC,1696722
CIT,N,0000,COLOMBO INVESTMENT TRUST PLC,64262
CITH,N,0000,HIKKADUWA BEACH RESORT PLC,111765
CITW,N,0000,WASKADUWA BEACH RESORT PLC,206892
CLC,N,0000,COMMERCIAL LEASING & FINANCE PLC,42630
CLND,N,0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,68852601
COCO,X,0000,RENUKA FOODS PLC,487656
COCO,N,0000,RENUKA FOODS PLC,29996543
COCR,N,0000,COMMERCIAL CREDIT AND FINANCE PLC,123154286
COLO,N,0000,C M HOLDINGS PLC,280995
COMB,X,0000,COMMERCIAL BANK OF CEYLON PLC,13505486
COMB,N,0000,COMMERCIAL BANK OF CEYLON PLC,280236856
COMD,N,0000,COMMERCIAL DEVELOPMENT COMPANY PLC,12926
CONN,N,0000,AMAYA LEISURE PLC,102116
CPRT,N,0000,CEYLON PRINTERS PLC,121798
CRL,N,0000,SOFTLOGIC FINANCE PLC,618075
CSD,N,0000,SEYLAN DEVELOPMENTS PLC,1816593
CSEC,N,0000,DUNAMIS CAPITAL PLC,84326
CSF,N,0000,NATION LANKA FINANCE PLC,678037795
CTBL,N,0000,CEYLON TEA BROKERS PLC,337184
CTC,N,0000,CEYLON TOBACCO COMPANY PLC,8804587
CTEA,N,0000,DILMAH CEYLON TEA COMPANY PLC,133796
CTHR,N,0000,C T HOLDINGS PLC,29505899
CTLD,N,0000,C T LAND DEVELOPMENT PLC,1171149
CWM,N,0000,C. W. MACKIE PLC,444800
DFCC,N,0000,DFCC BANK PLC,85369378
DIAL,N,0000,DIALOG AXIATA PLC,7626160720
DIMO,N,0000,DIESEL & MOTOR ENGINEERING PLC,68680
DIPD,N,0000,DIPPED PRODUCTS PLC,5374487
DIST,N,0000,DISTILLERIES COMPANY OF SRI LANKA PLC,47947165
DOCK,N,0000,COLOMBO DOCKYARD PLC,37549833
DPL,N,0000,DANKOTUWA PORCELAIN PLC,6284396
EAST,N,0000,EAST WEST PROPERTIES PLC,27896851
EBCR,N,0000,E B CREASY & COMPANY PLC,10385
ECL,N,0000,E - CHANNELLING PLC,1384183
EDEN,N,0000,EDEN HOTEL LANKA PLC,518253
ELPL,N,0000,ELPITIYA PLANTATIONS PLC,1301705
EMER,N,0000,EASTERN MERCHANTS PLC,12645520
ESL,N,0000,ENTRUST SECURITIES PLC,21500
ETWO,N,0000,EQUITY TWO PLC,123782
EXPO,N,0000,EXPOLANKA HOLDINGS PLC,1611413484
GEST,N,0000,GESTETNER OF CEYLON PLC,1263063
GHLL,N,0000,GALADARI HOTELS (LANKA) PLC,404764162
GLAS,N,0000,PIRAMAL GLASS CEYLON PLC,597623915
GOOD,N,0000,GOOD HOPE PLC,3680170
GRAN,N,0000,CEYLON GRAIN ELEVATORS PLC,37097622
GREG,N,0000,AMBEON HOLDINGS PLC,3125720
GSF,N,0000,PRIME FINANCE PLC,7703
GUAR,N,0000,CEYLON GUARDIAN INVESTMENT TRUST PLC,6033594
HAPU,N,0000,HAPUGASTENNE PLANTATIONS PLC,11002962
HARI,N,0000,HARISCHANDRA MILLS PLC,19934
HASU,N,0000,HNB ASSURANCE PLC,681169
HAYC,N,0000,HAYCARB PLC,1867304
HAYL,N,0000,HAYLEYS PLC,2457542
HDEV,N,0000,HOTEL DEVELOPERS (LANKA) PLC,6114316
HDFC,N,0000,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,9478349
HEXP,N,0000,HAYLEYS FIBRE PLC,20240
HHL,N,0000,HEMAS HOLDINGS PLC,159498582
HNB,X,0000,HATTON NATIONAL BANK PLC,45302521
HNB,N,0000,HATTON NATIONAL BANK PLC,137469403
HOPL,N,0000,HORANA PLANTATIONS PLC,369343
HPFL,N,0000,LOTUS HYDRO POWER PLC,19514
HPL,N,0000,HATTON PLANTATIONS PLC,1895893
HPWR,N,0000,RESUS ENERGY PLC,605081
HSIG,N,0000,HOTEL SIGIRIYA PLC,157005
HUEJ,N,0000,HUEJAY INTERNATIONAL INVESTMENTS PLC,701
HUNA,N,0000,HUNAS FALLS HOTELS PLC,3551
HUNT,N,0000,HUNTER & COMPANY PLC,4532117
HVA,N,0000,HVA FOODS PLC,502210
IDL,N,0000,SERENDIB ENGINEERING GROUP PLC,28899823
INDO,N,0000,INDO-MALAY PLC,4207286
JETS,N,0000,JETWING SYMPHONY PLC,6792592
JINS,N,0000,JANASHAKTHI INSURANCE PLC,1053701
JKH,N,0000,JOHN KEELLS HOLDINGS PLC,596196268
JKL,N,0000,JOHN KEELLS PLC,210315
KAHA,N,0000,KAHAWATTE  PLANTATIONS  PLC,66810
KAPI,N,0000,MTD WALKERS PLC,153482396
KCAB,N,0000,KELANI CABLES PLC,995419
KDL,N,0000,KELSEY DEVELOPMENTS PLC,358431
KFP,N,0000,KEELLS FOOD PRODUCTS PLC,237256
KGAL,N,0000,KEGALLE  PLANTATIONS  PLC,876135
KHC,N,0000,THE KANDY HOTELS COMPANY (1938) PLC,110290616
KHL,N,0000,JOHN KEELLS HOTELS PLC,29055600
KOTA,N,0000,KOTAGALA PLANTATIONS PLC,1958176
KVAL,N,0000,KELANI VALLEY PLANTATIONS PLC,554692
KZOO,N,0000,RENUKA CAPITAL PLC,21819
LALU,N,0000,LANKA ALUMINIUM INDUSTRIES PLC,7748510
LAMB,N,0000,KOTMALE HOLDINGS PLC,2205
LCEM,N,0000,LANKA CEMENT PLC,458255
LCEY,N,0000,LANKEM CEYLON PLC,52902
LDEV,N,0000,LANKEM DEVELOPMENTS PLC,2546541
LFIN,N,0000,LB FINANCE PLC,6647156
LGL,N,0000,LAUGFS GAS PLC,383189
LGL,X,0000,LAUGFS GAS PLC,2300776
LHCL,N,0000,THE LANKA HOSPITALS CORPORATION PLC,64958323
LHL,N,0000,THE  LIGHTHOUSE  HOTEL  PLC,134426
LIOC,N,0000,LANKA IOC PLC,408748578
LION,N,0000,LION BREWERY (CEYLON) PLC,29900239
LITE,N,0000,LAXAPANA BATTERIES PLC,36799
LLMP,N,0000,LUCKY LANKA MILK PROCESSING COMPANY PLC,17300
LLMP,X,0000,LUCKY LANKA MILK PROCESSING COMPANY PLC,1402111
LLUB,N,0000,CHEVRON LUBRICANTS  LANKA  PLC,46225574
LMF,N,0000,LANKA MILK FOODS (CWE) PLC,6470505
LOFC,N,0000,LOLC FINANCE PLC,2616431793
LOLC,N,0000,L O L C HOLDINGS PLC,20551522
LPL,N,0000,LAUGFS POWER LIMITED,309431
LPL,X,0000,LAUGFS POWER LIMITED,4261271
LPRT,N,0000,LAKE HOUSE PRINTERS & PUBLISHERS PLC,7429
LVEF,N,0000,L V L ENERGY FUND PLC,4419751
LVEN,N,0000,LANKA VENTURES PLC,1389404
LWL,N,0000,LANKA WALLTILE PLC,267347
MADU,N,0000,MADULSIMA  PLANTATIONS  PLC,410157
MAL,X,0000,MALWATTE VALLEY PLANTATION PLC,188660
MAL,N,0000,MALWATTE VALLEY PLANTATION PLC,2448379
MARA,N,0000,MARAWILA  RESORTS  PLC,92445
MASK,N,0000,MASKELIYA PLANTATIONS PLC,55490
MBSL,N,0000,MERCHANT BANK OF SRI LANKA & FINANCE PLC,658205
MCPL,N,0000,MAHAWELI COCONUT PLANTATIONS PLC,86963
MEL,N,0000,MACKWOODS ENERGY PLC,2055400
MELS,N,0000,MELSTACORP PLC,297628031
MFL,N,0000, MULTI FINANCE  PLC,712600
MGT,N,0000,HAYLEYS FABRIC PLC,2018460
MHDL,N,0000,MILLENNIUM HOUSING DEVELOPERS PLC,40643673
MORI,X,0000,MORISON PLC,1921
MORI,N,0000,MORISON PLC,19007
MRH,N,0000,MAHAWELI REACH HOTELS PLC,33301012
MSL,N,0000,MERCANTILE SHIPPING COMPANY PLC,1393820
MULL,N,0000,MULLER & PHIPPS (CEYLON) PLC,266800
NAMU,N,0000,NAMUNUKULA PLANTATIONS PLC,641479
NDB,N,0000,NATIONAL DEVELOPMENT BANK PLC,33530149
NEH,N,0000,THE NUWARA ELIYA HOTELS COMPANY PLC,29255
NEST,N,0000,NESTLE LANKA PLC,50801182
NHL,N,0000,NAWALOKA HOSPITALS PLC,3381259
NIFL,N,0000,L O L C DEVELOPMENT FINANCE PLC,12
NTB,X,0000,NATIONS TRUST BANK PLC,5846912
NTB,N,0000,NATIONS TRUST BANK PLC,64794149
ODEL,N,0000,ODEL PLC,148932
OFEQ,N,0000,OFFICE EQUIPMENT PLC,111827
ONAL,N,0000,ON'ALLY HOLDINGS PLC,220330
OSEA,N,0000,OVERSEAS REALTY (CEYLON) PLC,1132947482
PABC,N,0000,PAN ASIA BANKING CORPORATION PLC,77728122
PALM,N,0000,PALM GARDEN HOTELS PLC,25096
PAP,N,0000,PANASIAN POWER PLC,127661997
PARA,N,0000,PARAGON CEYLON PLC,138080
PARQ,N,0000,SWISSTEK (CEYLON) PLC,581237
PCHH,N,0000,ADAM CAPITAL PLC,485250
PCP,N,0000,PC PHARMA PLC,35300
PDL,N,0000,PROPERTY DEVELOPMENT PLC,34591
PEG,N,0000,PEGASUS HOTELS OF CEYLON PLC,102129
PHAR,N,0000,COLOMBO CITY HOLDINGS PLC,27859
PINS,N,0000,PEOPLE'S INSURANCE PLC,2119685
PLC,N,0000,PEOPLE'S LEASING & FINANCE PLC,104269124
PMB,N,0000,PEOPLE`S MERCHANT FINANCE  PLC,204761
RAL,N,0000,RENUKA AGRI FOODS PLC,32670635
RCH,N,0000,RENUKA HOTELS PLC,218392
RCL,N,0000,ROYAL CERAMICS LANKA PLC,5415048
REEF,N,0000,CITRUS LEISURE PLC,334101
REG,N,0000,REGNIS (LANKA) PLC,209147
RENU,N,0000,RENUKA CITY HOTELS PLC.,43253
REXP,N,0000,RICHARD PIERIS EXPORTS PLC,48795
RFL,N,0000,RAMBODA FALLS PLC,357394
RGEM,N,0000,RADIANT GEMS INTERNATIONAL PLC,3703
RHL,X,0000,RENUKA HOLDINGS PLC,1497198
RHL,N,0000,RENUKA HOLDINGS PLC,10317727
RHTL,N,0000,THE FORTRESS RESORTS PLC,314341
RICH,N,0000,RICHARD PIERIS AND COMPANY PLC,1511119825
RIL,N,0000,R I L PROPERTY PLC,244686975
RPBH,N,0000,ROYAL PALMS BEACH HOTELS PLC,2687725
RWSL,N,0000,RAIGAM WAYAMBA SALTERNS PLC,5870349
SAMP,N,0000,SAMPATH BANK PLC,77303761
SCAP,N,0000,SOFTLOGIC CAPITAL PLC,7182232
SDB,N,0000,SANASA DEVELOPMENT BANK PLC,12623859
SELI,N,0000,SELINSING PLC,5433705
SEMB,X,0000,S M B LEASING PLC,64953410
SEMB,N,0000,S M B LEASING PLC,114939506
SERV,N,0000,THE KINGSBURY PLC,220670
SEYB,N,0000,SEYLAN BANK PLC,4042233
SEYB,X,0000,SEYLAN BANK PLC,14758467
SFCL,N,0000,SENKADAGALA FINANCE COMPANY PLC,5954393
SFIN,N,0000,SINGER FINANCE LANKA PLC,329302
SFL,P,0000,SINHAPUTHRA FINANCE PLC,5000
SFL,N,0000,SINHAPUTHRA FINANCE PLC,1125340
SFS,N,0000,SWARNAMAHAL FINANCIAL SERVICES PLC,5793841
SHAL,N,0000,SHALIMAR (MALAY) PLC.,4491864
SHAW,N,0000,LEE HEDGES PLC,14509279
SHL,N,0000,SOFTLOGIC HOLDINGS PLC,380835758
SHOT,X,0000,SERENDIB HOTELS PLC,409984
SHOT,N,0000,SERENDIB HOTELS PLC,4213742
SIGV,N,0000,SIGIRIYA VILLAGE HOTELS PLC,48065
SIL,N,0000,SAMSON INTERNATIONAL PLC,391
SING,N,0000,STANDARD CAPITAL PLC,3841383
SINH,N,0000,SINGHE HOSPITALS PLC,2200
SINI,N,0000,SINGER INDUSTRIES (CEYLON) PLC,3587
SINS,N,0000,SINGER (SRI LANKA) PLC,300925
SIRA,N,0000,SIERRA CABLES PLC,5477478
SLND,N,0000,SERENDIB LAND PLC,52
SLTL,N,0000,SRI LANKA TELECOM PLC,812203625
SMOT,N,0000,SATHOSA MOTORS PLC,3303
SOY,N,0000,CONVENIENCE FOODS LANKA PLC,43867
SPEN,N,0000,AITKEN SPENCE PLC,85397392
STAF,N,0000,DOLPHIN HOTELS PLC,424350
SUN,N,0000,SUNSHINE HOLDINGS PLC,56241536
SWAD,N,0000,SWADESHI INDUSTRIAL WORKS  PLC,401
TAFL,N,0000,THREE ACRE FARMS PLC,5355501
TAJ,N,0000,TAL LANKA HOTELS PLC,116206147
TANG,N,0000,TANGERINE BEACH HOTELS PLC,111371
TAP,N,0000,AMBEON CAPITAL PLC,369299
TESS,X,0000,TESS AGRO PLC,1183170
TESS,N,0000,TESS AGRO PLC,5360777
TFC,N,0000,THE FINANCE COMPANY PLC,41709
TFC,X,0000,THE FINANCE COMPANY PLC,2264817
TFIL,N,0000,TRADE FINANCE AND INVESTMENTS PLC,25115
TILE,N,0000,LANKA TILES PLC,695830
TJL,N,0000,TEEJAY LANKA PLC,333201681
TKYO,X,0000,TOKYO CEMENT COMPANY (LANKA) PLC,54474656
TKYO,N,0000,TOKYO CEMENT COMPANY (LANKA) PLC,58591144
TPL,N,0000,TALAWAKELLE TEA ESTATES PLC,459668
TRAN,N,0000,TRANS ASIA HOTELS PLC,90378
TSML,N,0000,TEA SMALLHOLDER FACTORIES PLC,23207
TYRE,N,0000,KELANI TYRES PLC,561237
UAL,N,0000,UNION ASSURANCE PLC,647927
UBC,N,0000,UNION BANK OF COLOMBO PLC,863715054
UCAR,N,0000,UNION CHEMICALS LANKA PLC,274
UDPL,N,0000,UDAPUSSELLAWA  PLANTATIONS PLC,3780842
UML,N,0000,UNITED MOTORS LANKA PLC,1463694
VFIN,N,0000,VALLIBEL FINANCE PLC,2340348
VLL,N,0000,VIDULLANKA PLC,249158489
VONE,N,0000,VALLIBEL ONE PLC,8508762
VPEL,N,0000,VALLIBEL POWER ERATHNA PLC,9129597
WAPO,N,0000,GUARDIAN CAPITAL PARTNERS PLC,291689
WATA,N,0000,WATAWALA  PLANTATIONS  PLC,1738680
YORK,N,0000,YORK ARCADE HOLDINGS PLC,4102
