Foreign Holding as at 31st December 2011,,,,,
YEAR,COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
2011,CHR,N,0000,CEYLON HOLIDAY RESORTS LIMITED,0
2011,SELI,N,0000,SELINSING PLC,18885
2011,VLL,N,0000,VIDULLANKA PLC,177006437
2011,CDB,N,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,968033
2011,SAMP,N,0000,SAMPATH BANK PLC,7277600
2011,AMF,N,0000,ASSOCIATED MOTOR FINANCE COMPANY PLC,300
2011,APLA,N,0000,ACL PLASTICS PLC,120000
2011,CHL,X,0000,CEYLON HOSPITALS PLC,92828
2011,COMB,P,0004,COMMERCIAL BANK OF CEYLON PLC,0
2011,KHL,N,0000,JOHN KEELLS HOTELS PLC,11351509
2011,PEG,B,0000,PEGASUS HOTELS OF CEYLON PLC,0
2011,SHL,N,0000,SOFTLOGIC HOLDINGS PLC,24096700
2011,SHOT,N,0000,SERENDIB HOTELS PLC,292815
2011,SMOT,N,0000,SATHOSA MOTORS PLC,7316
2011,BLUE,N,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,811950
2011,CPRT,N,0000,CEYLON PRINTERS PLC,7822
2011,BOGA,N,0000,BOGALA GRAPHITE LANKA PLC,34914672
2011,COCR,N,0000,COMMERCIAL CREDIT AND FINANCE PLC,156700
2011,LGL,N,0000,LAUGFS GAS PLC,677198
2011,TESS,R,0000,TESS AGRO PLC,0
2011,KCAB,N,0000,KELANI CABLES PLC,71268
2011,PABC,N,0000,PAN ASIA BANKING CORPORATION PLC,34433736
2011,TSML,N,0000,TEA SMALLHOLDER FACTORIES PLC,25000
2011,UCAR,N,0000,UNION CHEMICALS LANKA PLC,325
2011,WATA,N,0000,WATAWALA  PLANTATIONS  PLC,9459930
2011,DIMO,R,0000,DIESEL & MOTOR ENGINEERING PLC,0
2011,ACME,R,0000,ACME PRINTING & PACKAGING PLC,0
2011,CSF,R,0000,NATION LANKA FINANCE PLC,0
2011,HOPL,N,0000,HORANA PLANTATIONS PLC,1292100
2011,ABAN,B,0000,ABANS ELECTRICALS PLC,0
2011,GREG,R,0000,LANKA CENTURY INVESTMENTS PLC,0
2011,NTB,R,0000,NATIONS TRUST BANK PLC,0
2011,SINS,B,0000,SINGER (SRI LANKA) PLC,0
2011,LION,R,0000,LION BREWERY (CEYLON) PLC,0
2011,SPEN,N,0000,AITKEN SPENCE PLC,154004942
2011,HLOG,R,0000,HABARANA LODGE LIMITED.,0
2011,MULL,N,0000,MULLER & PHIPPS (CEYLON) PLC,630400
2011,TKYO,B,0000,TOKYO CEMENT COMPANY (LANKA) PLC,0
2011,COMB,B,0000,COMMERCIAL BANK OF CEYLON PLC,0
2011,MLL,R,0002,MERCANTILE LEASING LIMITED,0
2011,NEST,N,0000,NESTLE LANKA PLC,1013186
2011,CABO,N,0000,CARGO BOAT DEVELOPMENT COMPANY PLC,167182
2011,CHOU,R,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,1800
2011,INDO,N,0000,INDO-MALAY PLC,16252
2011,KDL,N,0000,KELSEY DEVELOPMENTS PLC,19650
2011,ABAN,R,0000,ABANS ELECTRICALS PLC,0
2011,PURE,B,0000,COCA-COLA BEVERAGES SRI LANKA LIMITED,0
2011,HAYL,N,0000,HAYLEYS PLC,998342
2011,SAMP,R,0000,SAMPATH BANK PLC,0
2011,SMLL,N,0000,PEOPLE'S FINANCE PLC,260953
2011,HINT,N,0000,HOTEL INTERNATIONAL LIMITED,0
2011,MRH,N,0000,MAHAWELI REACH HOTELS PLC,34043225
2011,SHAW,N,0000,LEE HEDGES PLC,3125343
2011,ASCO,N,0000,ASCOT HOLDINGS PLC,35836
2011,CIFL,N,0000,CENTRAL INVESTMENTS AND FINANCE PLC,60800
2011,CWM,N,0000,C. W. MACKIE PLC,195500
2011,UPIN,N,0000,UPALI INVESTMENT HOLDINGS LIMITED,0
2011,CTCE,N,0000,A I A INSURANCE LANKA PLC,16200
2011,EMER,N,0000,EASTERN MERCHANTS PLC,17200
2011,LION,N,0000,LION BREWERY (CEYLON) PLC,3146213
2011,PTEX,N,0000,PUGODA TEXTILES LANKA LTD.,24051
2011,SFIN,N,0000,SINGER FINANCE LANKA PLC,190100
2011,SMLL,R,0000,PEOPLE'S FINANCE PLC,0
2011,TILE,N,0000,LANKA TILES PLC,1142014
2011,CTLD,N,0000,C T LAND DEVELOPMENT PLC,991564
2011,KAHA,N,0000,KAHAWATTE  PLANTATIONS  PLC,3842704
2011,SUN,N,0000,SUNSHINE HOLDINGS PLC,75466730
2011,COCO,X,0000,RENUKA FOODS PLC,167190
2011,DOCK,B,0000,COLOMBO DOCKYARD PLC,0
2011,HAPU,N,0000,HAPUGASTENNE PLANTATIONS PLC,934571
2011,ARPI,N,0000,ARPICO FINANCE COMPANY PLC,25718
2011,CHMX,N,0000,CHEMANEX PLC,64131
2011,CIT,R,0000,COLOMBO INVESTMENT TRUST PLC,0
2011,FLCH,N,0000,BROWNS CAPITAL PLC,22402400
2011,KURU,N,0000,KURUWITA TEXTILE MILLS PLC,1162000
2011,LAND,N,0000,LAND AND BUILDING PLC,0
2011,DIPD,N,0000,DIPPED PRODUCTS PLC,4383070
2011,NHL,B,0000,NAWALOKA HOSPITALS PLC,0
2011,HNB,R,0001,HATTON NATIONAL BANK PLC,0
2011,CIND,R,0000,CENTRAL INDUSTRIES PLC,0
2011,TKYO,X,0000,TOKYO CEMENT COMPANY (LANKA) PLC,19634953
2011,CARS,N,0000,CARSON CUMBERBATCH PLC,34021985
2011,CFL,N,0000,CHILAW FINANCE PLC,500
2011,LCEY,N,0000,LANKEM CEYLON PLC,161105
2011,FERN,N,0000,FERNTEA LTD,3375167
2011,NHL,R,0000,NAWALOKA HOSPITALS PLC,0
2011,CFLB,R,0000,THE COLOMBO FORT LAND AND BUILDING PLC,0
2011,HNB,N,0000,HATTON NATIONAL BANK PLC,75405787
2011,HPFL,N,0000,BROWNS HYDRO POWER PLC,111500
2011,CARB,N,0000,LANKA CARBONS LIMITED,0
2011,CTHR,N,0000,C T HOLDINGS PLC,23543398
2011,PCH,N,0000,PC HOUSE PLC,23993700
2011,HASU,R,0000,HNB ASSURANCE PLC,0
2011,LIOC,N,0000,LANKA IOC PLC,12478000
2011,REEF,R,0000,CITRUS LEISURE PLC,0
2011,CONN,B,0000,AMAYA LEISURE PLC,0
2011,MFL,N,0000, MULTI FINANCE  PLC,45800
2011,GLAS,N,0000,PIRAMAL GLASS CEYLON PLC,541033953
2011,PURE,N,0000,COCA-COLA BEVERAGES SRI LANKA LIMITED,0
2011,TWOD,B,0000,TOUCHWOOD INVESTMENTS PLC,0
2011,WAPO,R,0000,GUARDIAN CAPITAL PARTNERS PLC,0
2011,PAP,N,0000,PANASIAN POWER PLC,131850550
2011,SPEN,B,0000,AITKEN SPENCE PLC,0
2011,VANI,W,0002,VANIK INCORPORATION PLC,0
2011,SEMB,R,0001,S M B LEASING PLC,0
2011,SHAL,N,0000,SHALIMAR (MALAY) PLC.,115933
2011,COCO,R,0000,RENUKA FOODS PLC,0
2011,HEXP,N,0000,HAYLEYS FIBRE PLC,11631
2011,DFCC,N,0000,DFCC BANK PLC,71220687
2011,CLPL,W,0014,CEYLON LEATHER PRODUCTS PLC,229300
2011,CHOU,N,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,563524
2011,ATL,N,0000,AMANA TAKAFUL PLC,2929300
2011,HHL,B,0000,HEMAS HOLDINGS PLC,0
2011,LFIN,W,0004,LB FINANCE PLC,0
2011,GHLL,N,0000,GALADARI HOTELS (LANKA) PLC,86941853
2011,GRAN,N,0000,CEYLON GRAIN ELEVATORS PLC,5746465
2011,KHC,N,0000,THE KANDY HOTELS COMPANY (1938) PLC,384738
2011,RPBH,N,0000,ROYAL PALMS BEACH HOTELS PLC,1551351
2011,SINN,N,0000,CEYLON STRATEGIC HOLDINGS LIMITED,0
2011,EAST,R,0000,EAST WEST PROPERTIES PLC,0
2011,SHOT,R,0000,SERENDIB HOTELS PLC,0
2011,SIGV,R,0000,SIGIRIYA VILLAGE HOTELS PLC,0
2011,AEC,N,0000,ASSOCIATED ELECTRICAL CORPORATION PLC,142
2011,INDO,B,0000,INDO-MALAY PLC,0
2011,LITE,N,0000,LAXAPANA BATTERIES PLC,98099
2011,MADU,N,0000,MADULSIMA  PLANTATIONS  PLC,169900
2011,LPRT,N,0000,LAKE HOUSE PRINTERS & PUBLISHERS PLC,9600
2011,SEYB,N,0000,SEYLAN BANK PLC,1338002
2011,UAL,N,0000,UNION ASSURANCE PLC,22974
2011,AHUN,N,0000,AITKEN SPENCE HOTEL HOLDINGS PLC,2737933
2011,CARG,B,0000,CARGILLS (CEYLON) PLC,0
2011,REEF,W,0017,CITRUS LEISURE PLC,0
2011,TAFL,N,0000,THREE ACRE FARMS PLC,331876
2011,VFIN,N,0000,VALLIBEL FINANCE PLC,1213500
2011,MARA,N,0000,MARAWILA  RESORTS  PLC,1421750
2011,BREW,B,0000,CEYLON BEVERAGE HOLDINGS PLC,0
2011,MILL,N,0000,MILLERS PLC,0
2011,OGL,N,0000,ORIENT GARMENTS PLC,36100
2011,VLL,R,0000,VIDULLANKA PLC,0
2011,GILB,N,0000,INTERNATIONAL DISTILLERS (LANKA) LTD,0
2011,OVL,N,0000,OCEAN VIEW LIMITED,0
2011,MULL,R,0000,MULLER & PHIPPS (CEYLON) PLC,0
2011,BOPL,N,0000,BOGAWANTALAWA TEA ESTATES PLC,107134
2011,SWAD,N,0000,SWADESHI INDUSTRIAL WORKS  PLC,44
2011,DFCC,B,0000,DFCC BANK PLC,0
2011,CLND,N,0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,68636234
2011,JKH,R,0000,JOHN KEELLS HOLDINGS PLC,0
2011,MRL,N,0000,METAL RECYCLERS COLOMBO LTD,0
2011,STAF,R,0000,DOLPHIN HOTELS PLC,0
2011,SPEN,R,0000,AITKEN SPENCE PLC,0
2011,TPL,N,0000,TALAWAKELLE TEA ESTATES PLC,74000
2011,AMW,N,0000,ASSOCIATED MOTORWAYS PLC,0
2011,BOPL,R,0000,BOGAWANTALAWA TEA ESTATES PLC,0
2011,COMB,B,0001,COMMERCIAL BANK OF CEYLON PLC,0
2011,SIGV,N,0000,SIGIRIYA VILLAGE HOTELS PLC,27277
2011,ASIR,R,0000,ASIRI HOSPITAL HOLDINGS PLC,0
2011,SFS,N,0000,SWARNAMAHAL FINANCIAL SERVICES PLC,23200
2011,YORK,N,0000,YORK ARCADE HOLDINGS PLC,61085
2011,CSEC,B,0000,DUNAMIS CAPITAL PLC,0
2011,CFLB,N,0000,THE COLOMBO FORT LAND AND BUILDING PLC,1359810
2011,CLPL,N,0000,CEYLON LEATHER PRODUCTS PLC,1549800
2011,GREG,N,0000,LANKA CENTURY INVESTMENTS PLC,269802721
2011,NTB,W,0011,NATIONS TRUST BANK PLC,0
2011,KINN,N,0000,KANDY WALK INN LIMITED,0
2011,REXP,B,0000,RICHARD PIERIS EXPORTS PLC,0
2011,KFP,N,0000,KEELLS FOOD PRODUCTS PLC,59770
2011,LCEY,R,0000,LANKEM CEYLON PLC,0
2011,MARA,R,0000,MARAWILA  RESORTS  PLC,0
2011,MGT,N,0000,HAYLEYS FABRIC PLC,385700
2011,SING,N,0000,STANDARD CAPITAL PLC,3601733
2011,GLAS,R,0000,PIRAMAL GLASS CEYLON PLC,0
2011,APDL,N,0000,ASSOCIATED PROPERTY DEVELOPMENT PLC,0
2011,CFVF,N,0000,FIRST CAPITAL HOLDINGS PLC,3202958
2011,HNB,B,0000,HATTON NATIONAL BANK PLC,0
2011,DPL,N,0000,DANKOTUWA PORCELAIN PLC,4740299
2011,FORB,N,0000,FORBES CEYLON LIMITED,0
2011,SEYB,R,0001,SEYLAN BANK PLC,0
2011,AMW,B,0000,ASSOCIATED MOTORWAYS PLC,0
2011,LINV,B,0000,LAKE  HOUSE  INVESTMENTS  LIMITED,0
2011,CLPL,W,0012,CEYLON LEATHER PRODUCTS PLC,0
2011,GREG,W,0003,LANKA CENTURY INVESTMENTS PLC,325962722
2011,DPL,R,0000,DANKOTUWA PORCELAIN PLC,0
2011,COCO,R,0001,RENUKA FOODS PLC,0
2011,DIAL,N,0000,DIALOG AXIATA PLC,7423894591
2011,GUAR,R,0000,CEYLON GUARDIAN INVESTMENT TRUST PLC,0
2011,MIKE,N,0000,MIKECHRIS INDUSTRIES LIMITED,259090
2011,MORI,N,0000,"J.L.MORISON, SON & JONES (CEYLON) PLC",70210
2011,HDEV,N,0000,HOTEL DEVELOPERS (LANKA) PLC,6114316
2011,LFIN,N,0000,LB FINANCE PLC,371642
2011,MCL,N,0000,MERCANTILE CREDIT LIMITED,0
2011,RICH,R,0000,RICHARD PIERIS AND COMPANY PLC,0
2011,SINS,R,0000,SINGER (SRI LANKA) PLC,0
2011,HAYL,B,0000,HAYLEYS PLC,0
2011,RHTL,R,0000,THE FORTRESS RESORTS PLC,0
2011,VANI,X,0000,VANIK INCORPORATION PLC,2864777
2011,CIC,R,0000,C I C HOLDINGS PLC,0
2011,CTLD,R,0000,C T LAND DEVELOPMENT PLC,0
2011,BLUE,X,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,3437298
2011,BLUE,B,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,0
2011,LINV,R,0000,LAKE  HOUSE  INVESTMENTS  LIMITED,0
2011,CHOT,N,0000,CEYLON HOTELS CORPORATION PLC,1496943
2011,HUNT,N,0000,HUNTER & COMPANY PLC,775677
2011,VANI,W,0000,VANIK INCORPORATION PLC,0
2011,SINN,R,0000,CEYLON STRATEGIC HOLDINGS LIMITED,0
2011,LDEV,N,0000,LANKEM DEVELOPMENTS PLC,870445
2011,BREW,N,0000,CEYLON BEVERAGE HOLDINGS PLC,2634600
2011,JKH,B,0000,JOHN KEELLS HOLDINGS PLC,0
2011,GLAX,N,0000,GLAXO WELLCOME CEYLON LIMITED,0
2011,LMF,N,0000,LANKA MILK FOODS (CWE) PLC,613056
2011,MBSL,R,0000,MERCHANT BANK OF SRI LANKA & FINANCE PLC,0
2011,UML,B,0000,UNITED MOTORS LANKA PLC,0
2011,EBCR,B,0000,E B CREASY & COMPANY PLC,0
2011,ASHL,N,0000,AITKEN SPENCE HOTELS LTD.,0
2011,JFIN,R,0000,FINLAYS COLOMBO PLC,0
2011,SHOT,R,0001,SERENDIB HOTELS PLC,0
2011,MIRA,N,0000,MIRAMAR BEACH HOTELS PLC,120
2011,ONAL,N,0000,ON'ALLY HOLDINGS PLC,41653
2011,ELPL,N,0000,ELPITIYA PLANTATIONS PLC,1478400
2011,CFT,N,0000,CEYLON AND FOREIGN TRADES PLC,478700
2011,SEYB,B,0000,SEYLAN BANK PLC,0
2011,SEYB,X,0000,SEYLAN BANK PLC,10725019
2011,SFL,N,0000,SINHAPUTHRA FINANCE PLC,3800
2011,SEMB,R,0000,S M B LEASING PLC,0
2011,KREA,N,0000,KOREA CEYLON FOOTWEAR MANUFACTURING COMPANY LIMITED,267976
2011,COMB,X,0000,COMMERCIAL BANK OF CEYLON PLC,4306990
2011,DIMO,N,0000,DIESEL & MOTOR ENGINEERING PLC,141762
2011,CSEC,N,0000,DUNAMIS CAPITAL PLC,12395518
2011,NDB,N,0000,NATIONAL DEVELOPMENT BANK PLC,46949464
2011,STAT,N,0000,STATCON  LIMITED,499
2011,CFI,N,0000,COLOMBO FORT INVESTMENTS PLC,43611
2011,COXY,R,0000,CEYLON OXYGEN LTD.,0
2011,HNB,R,0000,HATTON NATIONAL BANK PLC,0
2011,ASHO,N,0000,LANKA ASHOK LEYLAND PLC,20850
2011,PARQ,R,0000,SWISSTEK (CEYLON) PLC,0
2011,LOLC,N,0000,LANKA ORIX LEASING COMPANY PLC,1150300
2011,AHUN,R,0000,AITKEN SPENCE HOTEL HOLDINGS PLC,0
2011,EAST,N,0000,EAST WEST PROPERTIES PLC,99077015
2011,GOOD,N,0000,GOOD HOPE PLC,9874
2011,HDFC,N,0000,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,8201
2011,RHL,X,0000,RENUKA HOLDINGS PLC,96499
2011,TRAN,N,0000,TRANS ASIA HOTELS PLC,110200
2011,CFI,R,0000,COLOMBO FORT INVESTMENTS PLC,0
2011,CIT,N,0000,COLOMBO INVESTMENT TRUST PLC,34766
2011,TYRE,B,0000,KELANI TYRES PLC,0
2011,CARG,N,0000,CARGILLS (CEYLON) PLC,5988415
2011,COMB,R,0000,COMMERCIAL BANK OF CEYLON PLC,0
2011,MPEK,N,0000,MAGPEK EXPORTS LTD,0
2011,BBH,N,0000,BROWNS BEACH HOTELS PLC,753865
2011,BREW,R,0000,CEYLON BEVERAGE HOLDINGS PLC,0
2011,CSD,N,0000,SEYLAN DEVELOPMENTS PLC,4169228
2011,UBC,N,0000,UNION BANK OF COLOMBO PLC,150734481
2011,COMD,N,0000,COMMERCIAL DEVELOPMENT COMPANY PLC,15400
2011,HINN,N,0000,HABARANA WALK INN LIMITED.,0
2011,STAF,N,0000,DOLPHIN HOTELS PLC,144900
2011,KOTA,N,0000,KOTAGALA PLANTATIONS PLC,1151100
2011,VANI,B,0000,VANIK INCORPORATION PLC,0
2011,RENU,R,0000,RENUKA CITY HOTELS PLC.,0
2011,TKYO,R,0000,TOKYO CEMENT COMPANY (LANKA) PLC,0
2011,AHCL,N,0000,ASSOCIATED  HOTELS  CO. LTD,0
2011,CHMX,R,0000,CHEMANEX PLC,0
2011,COLO,B,0000,C M HOLDINGS PLC,0
2011,VTEX,N,0000,VEYANGODA TEXTILE MILLS LTD,697500
2011,ATL,R,0000,AMANA TAKAFUL PLC,0
2011,RICH,B,0000,RICHARD PIERIS AND COMPANY PLC,0
2011,AAIC,N,0000,ASIAN ALLIANCE INSURANCE PLC,15200
2011,PHAR,N,0000,COLOMBO CITY HOLDINGS PLC,31683
2011,SMLL,W,0020,PEOPLE'S FINANCE PLC,14612
2011,PALM,N,0000,PALM GARDEN HOTELS PLC,5500
2011,ACME,N,0000,ACME PRINTING & PACKAGING PLC,12458534
2011,ACL,N,0000,ACL CABLES PLC,828803
2011,ALUF,N,0000,ALUFAB PLC,949532
2011,COLO,N,0000,C M HOLDINGS PLC,209669
2011,TANG,N,0000,TANGERINE BEACH HOTELS PLC,90901
2011,NAMU,N,0000,NAMUNUKULA PLANTATIONS PLC,297776
2011,GEST,N,0000,GESTETNER OF CEYLON PLC,1179334
2011,AHPL,N,0000,ASIAN HOTELS AND PROPERTIES PLC,29627836
2011,AUTO,N,0000,THE AUTODROME PLC,1820
2011,DIAL,R,0000,DIALOG AXIATA PLC,0
