Foreign Holding as at 31st December 2024,,,,
COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
AAF,P,0000,ASIA ASSET FINANCE PLC,39687849
AAF,N,0000,ASIA ASSET FINANCE PLC,90788142
AAIC,N,0000,SOFTLOGIC LIFE INSURANCE PLC,120046224
ABAN,N,0000,ABANS ELECTRICALS PLC,81464
ABL,N,0000,AMANA BANK PLC,175099709
ACAP,N,0000,ASIA CAPITAL PLC,103892598
ACL,N,0000,ACL CABLES PLC,8329677
ACME,N,0000,ACME PRINTING & PACKAGING PLC,2403784
AEL,N,0000,ACCESS ENGINEERING PLC,5646764
AFSL,N,0000,ABANS FINANCE PLC,4010
AGAL,N,0000,AGALAWATTE  PLANTATIONS  PLC,3723474
AGPL,N,0000,AGARAPATANA PLANTATIONS PLC,3929340
AGST,N,0000,AGSTAR PLC,621849
AHPL,N,0000,ASIAN HOTELS AND PROPERTIES PLC,6467257
AHUN,N,0000,AITKEN SPENCE HOTEL HOLDINGS PLC,839596
AINS,N,0000,ARPICO INSURANCE PLC,507484
ALHP,N,0000,ANILANA HOTELS AND PROPERTIES PLC,1057116363
ALLI,N,0000,ALLIANCE FINANCE COMPANY PLC,298361
ALUM,N,0000,ALUMEX PLC,3218018
AMCL,N,0000,AMW CAPITAL LEASING AND FINANCE PLC,1999999
AMF,N,0000,ASSOCIATED MOTOR FINANCE COMPANY PLC,112098
AMSL,N,0000,ASIRI SURGICAL HOSPITAL PLC,69249
APLA,N,0000,ACL PLASTICS PLC,66930
ASCO,N,0000,LANKA REALTY INVESTMENTS PLC ,134929818
ASHO,N,0000,LANKA ASHOK LEYLAND PLC,21240
ASIR,N,0000,ASIRI HOSPITAL HOLDINGS PLC,364034633
ASIY,N,0000,ASIA SIYAKA COMMODITIES LIMITED,180797
ASPH,N,0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,147927894
ATL,N,0000,AMANA TAKAFUL PLC,65160
ATLL,N,0000,AMANA TAKAFUL LIFE PLC,18852
AUTO,N,0000,THE AUTODROME PLC,18310
BALA,N,0000,BALANGODA  PLANTATIONS  PLC,115734
BBH,N,0000,BROWNS BEACH HOTELS PLC,13101
BERU,N,0000,BERUWALA RESORTS PLC,205119
BFL,N,0000,BAIRAHA FARMS PLC,200365
BFN,N,0000,ORIENT FINANCE PLC,374536
BIL,N,0000,BROWNS INVESTMENTS PLC,58658206
BLI,N,0000,BIMPUTH LANKA INVESTMENTS PLC,3910
BLUE,X,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,1933058
BLUE,N,0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,337312227
BOGA,N,0000,BOGALA GRAPHITE LANKA PLC,82180113
BOPL,N,0000,BOGAWANTALAWA TEA ESTATES PLC,546001
BPPL,N,0000,B P P L HOLDINGS PLC ,2149196
BREW,N,0000,CEYLON BEVERAGE HOLDINGS PLC,2997425
BRR,N,0000,BANSEI ROYAL RESORTS HIKKADUWA PLC,27396169
BRWN,N,0000,BROWN & COMPANY PLC,2417810
BUKI,N,0000,BUKIT DARAH PLC,28535659
CABO,N,0000,CARGO BOAT DEVELOPMENT COMPANY PLC,106857
CALF,N,0000,DIALOG FINANCE PLC,60379
CALT,N,0000,CAPITAL ALLIANCE PLC,406010
CARE,N,0000,PRINTCARE PLC,706843
CARG,N,0000,CARGILLS (CEYLON) PLC,16170687
CARS,N,0000,CARSON CUMBERBATCH PLC,43976263
CBNK,N,0000,CARGILLS BANK PLC,9611739
CCS,N,0000,CEYLON COLD STORES PLC,63196013
CDB,N,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,23222
CDB,X,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,361070
CERA,N,0000,LANKA CERAMIC PLC,838
CFI,N,0000,COLOMBO FORT INVESTMENTS PLC,117998
CFIN,N,0000,CENTRAL FINANCE COMPANY PLC,34922336
CFLB,N,0000,THE COLOMBO FORT LAND AND BUILDING PLC,197307
CFVF,N,0000,FIRST CAPITAL HOLDINGS PLC,1175048
CHL,N,0000,CEYLON HOSPITALS PLC,126953
CHL,X,0000,CEYLON HOSPITALS PLC,243005
CHMX,N,0000,CHEMANEX PLC,142315
CHOT,N,0000,CEYLON HOTELS CORPORATION PLC,498242
CHOU,R,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,1800
CHOU,N,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,42658
CIC,X,0000,C I C HOLDINGS PLC,2633024
CIC,N,0000,C I C HOLDINGS PLC,5060753
CIND,N,0000,CENTRAL INDUSTRIES PLC,108880
CINS,X,0000,CEYLINCO HOLDINGS PLC,1664193
CINS,N,0000,CEYLINCO HOLDINGS PLC,6415824
CINV,N,0000,CEYLON INVESTMENT PLC,1475520
CIT,N,0000,COLOMBO INVESTMENT TRUST PLC,76089
CITH,N,0000,HIKKADUWA BEACH RESORT PLC,908103
CITW,N,0000,WASKADUWA BEACH RESORT PLC,2104945
CLND,N,0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,68297750
COCO,X,0000,RENUKA FOODS PLC,669935
COCO,N,0000,RENUKA FOODS PLC,29403606
COCR,N,0000,COMMERCIAL CREDIT AND FINANCE PLC,96891993
COLO,N,0000,C M HOLDINGS PLC,224885
COMB,X,0000,COMMERCIAL BANK OF CEYLON PLC,3257334
COMB,N,0000,COMMERCIAL BANK OF CEYLON PLC,276132609
COMD,N,0000,COMMERCIAL DEVELOPMENT COMPANY PLC,17373
CONN,N,0000,HAYLEYS LEISURE PLC,91841
