Beta Values for the Period from 01st October to 30th December 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
AAIC,3.53474346,AAIC,2.98013354
ABAN,1.84127261,ABAN,1.72706289
ACAP,1.47163709,ACAP,1.29634819
ACL,0.654226029,ACL,0.58123815
ACME,1.91093435,ACME,1.82581815
AFSL,1.92955161,AFSL,1.73761437
AGAL,1.60580368,AGAL,1.34605556
AHPL,0.906301896,AHPL,0.778583793
AHUN,1.9700201,AHUN,1.76069573
ALLI,1.16991521,ALLI,1.11656087
ALUF,2.85901582,ALUF,2.27846014
AMCL,0,AMCL,0
AMF,-0.14343151,AMF,-0.28406561
AMSL,1.01048859,AMSL,0.94097766
APLA,1.65606153,APLA,1.83076415
ARPI,1.11336421,ARPI,1.20830929
ASCO,2.03968184,ASCO,1.75187536
ASHA,2.33266322,ASHA,2.23427582
ASHO,0.360720216,ASHO,0.689061083
ASIR,0.932173761,ASIR,0.899183908
ASPH,3.28126911,ASPH,2.51471436
ATL,1.08967747,ATL,0.794493446
AUTO,0.527488855,AUTO,0.44876762
BALA,2.25408618,BALA,1.88203775
BBH,1.32121318,BBH,1.23864479
BFL,2.04309063,BFL,1.83496826
BHR,0.603268945,BHR,0.590553128
BIL,1.64050345,BIL,1.41373341
BINN,0.905427847,BINN,0.944604731
BLI,2.76287037,BLI,2.31308218
BLUE,2.71593392,BLUE,2.49847498
BOGA,2.67397954,BOGA,2.3821614
BOPL,2.26431256,BOPL,2.04237078
BREW,-0.00393322,BREW,-0.01566235
BRWN,0.654400839,BRWN,0.588492292
BUKI,0.330652914,BUKI,0.292144093
CABO,1.08924045,CABO,1.0589399
CALF,0.391836377,CALF,0.658395845
CARE,2.3340617,CARE,2.33179457
CARG,0.75054628,CARG,0.686175912
CARS,0.555283629,CARS,0.39263045
CCS,1.27794773,CCS,1.13486109
CDB,1.17288698,CDB,1.06231967
CDIC,1.60702735,CDIC,1.38628307
CERA,1.14360632,CERA,0.920369301
CFI,0.313696355,CFI,0.321984997
CFIN,0.671619613,CFIN,0.615118291
CFL,1.82921073,CFL,1.50070068
CFLB,2.45153395,CFLB,2.17137911
CFT,1.64347522,CFT,1.35495837
CFVF,1.31404597,CFVF,1.29354546
CHL,0.257232759,CHL,0.134201632
CHMX,0.12297876,CHMX,0.064875113
CHOT,1.62241062,CHOT,1.41991591
CHOU,3.13171925,CHOU,2.70595993
CIC,0.823004982,CIC,0.607287115
CIFL,1.01407219,CIFL,0.857390157
CIND,0.483611572,CIND,0.38686011
CINS,0.902893103,CINS,1.07064545
CINV,1.05628878,CINV,1.0305828
CIT,-0.53081024,CIT,-0.6255049
CITK,0,CITK,0
CITW,0,CITW,0
CLND,3.71776942,CLND,3.17830351
CLPL,3.46726684,CLPL,2.98730525
COCO,2.29831308,COCO,2.09694171
COCR,1.69871514,COCR,1.40985903
COLO,1.34035486,COLO,1.29387519
COMB,0.761471899,COMB,0.806446294
COMD,1.69941438,COMD,1.45783529
CONN,1.6538764,CONN,1.7051356
CPRT,0,CPRT,0
CRL,1.5690062,CRL,1.48495589
CSD,2.39008827,CSD,2.08441183
CSEC,1.632637,CSEC,1.81403017
CSF,2.30373219,CSF,1.94303849
CTBL,1.31395857,CTBL,1.11598384
CTC,0.287212656,CTC,0.197428076
CTCE,0.547679398,CTCE,0.450004121
CTEA,0.034437549,CTEA,-0.13543813
CTHR,0.61113539,CTHR,0.337812216
CTLD,2.0178306,CTLD,1.71478031
CWM,0.92561839,CWM,0.752369961
DFCC,0.733327506,DFCC,0.681642074
DIAL,0.508871602,DIAL,0.544225537
DIMO,1.17402324,DIMO,0.982276811
DIPD,0.815837776,DIPD,0.790289341
DIST,0.697578882,DIST,0.707691039
DOCK,0.550126737,DOCK,0.5951694
DPL,4.69888995,DPL,4.12653532
EAST,4.13224368,EAST,3.71576951
EBCR,-0.00253474,EBCR,0.034209875
ECL,2.39874136,ECL,2.11936361
EDEN,2.05987238,EDEN,1.95927788
ELPL,2.92920199,ELPL,2.61602505
EMER,3.04038108,EMER,2.86827137
EQIT,2.00480727,EQIT,1.66161074
ESL,1.55746875,ESL,1.76168493
ETWO,0.939078751,ETWO,0.669936526
EXPO,1.74302945,EXPO,1.4881708
FLCH,1.84031116,FLCH,1.62344406
GEST,1.32549602,GEST,1.11936361
GHLL,1.64102788,GHLL,1.43285796
GLAS,0.614981207,GLAS,0.561948726
GOOD,0.027707368,GOOD,0.025554364
