Beta Values for the Period from 01st October to 30th December 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
GRAN,2.36998514,GRAN,2.08045503
GREG,3.61340791,GREG,3.17335751
GUAR,1.17262477,GUAR,0.98994312
HAPU,0.03199021,HAPU,-0.08498887
HARI,0.054453282,HARI,0.054900667
HASU,1.29647758,HASU,1.0337977
HAYC,0.299099729,HAYC,0.225208144
HAYL,0.822742767,HAYL,0.747918555
HDFC,1.23302158,HDFC,1.26873299
HEXP,1.4471637,HEXP,1.44464594
HHL,1.66121842,HHL,1.55881625
HNB,1.00909011,HNB,1.14870991
HOPL,2.44760073,HOPL,2.34861099
HPFL,2.67170701,HPFL,2.42214162
HPWR,1.43886023,HPWR,1.11309867
HSIG,1.05794947,HSIG,1.04978979
HUEJ,1.20837339,HUEJ,1.35570027
HUNA,1.09632025,HUNA,1.15019371
HUNT,1.14893802,HUNT,1.06759541
HVA,4.72764618,HVA,4.14631934
IDL,1.42574949,IDL,1.17912785
INDO,0.000611834,INDO,0.001483801
JFIN,0.182064504,JFIN,0.061248042
JINS,1.05445328,JINS,1.09100651
JKH,0.546543134,JKH,0.76506471
JKL,1.46202255,JKL,1.43533097
KAHA,2.11196573,KAHA,2.12612315
KAPI,2.59225592,KAPI,2.33756491
KCAB,0.834018005,KCAB,0.542659302
KDL,3.63115112,KDL,3.28909405
KFP,0.664102788,KFP,0.917648998
KGAL,2.16327244,KGAL,2.21168906
KHC,1.2474434,KHC,1.28925892
KHL,1.14753955,KHL,1.00758387
KOTA,3.13346735,KOTA,2.98565658
KURU,1.84136002,KURU,1.88953919
KVAL,1.59391661,KVAL,1.37053829
KZOO,3.20076916,KZOO,2.96834556
LALU,3.10890656,LALU,2.62245486
LAMB,1.02893103,LAMB,0.902893413
LCEM,1.81898435,LCEM,1.59648833
LCEY,1.14954986,LCEY,0.935537053
LDEV,3.00620575,LDEV,2.74973209
LFIN,0.962590682,LFIN,0.939576292
LGL,1.73122978,LGL,1.63226444
LHCL,3.8711651,LHCL,3.37160992
LHL,1.75482912,LHL,1.39378451
LIOC,1.01756839,LIOC,0.745775286
LION,0.316842933,LION,0.431456598
LITE,2.92159776,LITE,2.64331052
LLUB,0.498557818,LLUB,0.428076827
LMF,1.21020889,LMF,1.1930591
LOFC,1.70937855,LOFC,1.51372516
LOLC,0.999388165,LOLC,0.936855988
LPRT,0.433004108,LPRT,0.401945429
LVEN,1.61655449,LVEN,1.33253647
LWL,0.754392098,LWL,0.641909158
MADU,2.44069574,MADU,2.06223724
MAL,1.95463683,MAL,1.88104855
MARA,2.2880867,MARA,2.0342923
MASK,1.02421117,MASK,0.897947407
MBSL,2.56795734,MBSL,2.52848075
MERC,0,MERC,0
MFL,3.25041517,MFL,2.77025801
MGT,0.837164583,MGT,0.892671667
MIRA,2.20382833,MIRA,2.82416948
MORI,-4.276287,MORI,-2.9065204
MPRH,0.860501704,MPRH,0.672162229
MRH,2.13512804,MRH,1.82252081
MSL,0.571191329,MSL,0.365344983
MULL,2.41106546,MULL,2.10015662
NAMU,1.33388689,NAMU,1.22322974
NDB,0.856218861,NDB,0.887066194
NEH,1.33100253,NEH,1.06149534
NEST,0.280657285,NEST,0.137004368
NHL,0.839174897,NHL,0.813700436
NIFL,2.13381697,NIFL,1.77701755
NTB,1.293331,NTB,1.22405407
ODEL,1.70666899,ODEL,1.52691451
OFEQ,0,OFEQ,0
OGL,1.30478105,OGL,0.982194378
ONAL,2.14544183,ONAL,1.81740994
OSEA,0.689799842,OSEA,0.692193553
PABC,1.63499694,PABC,1.45923666
PALM,0.746700463,PALM,0.716676283
PAP,1.94755703,PAP,1.80760036
PARA,0,PARA,0
PARQ,2.12831046,PARQ,1.97238479
PCH,2.91512979,PCH,2.62995631
PDL,1.27969583,PDL,1.12678262
PEG,1.31649331,PEG,1.18127112
PHAR,2.80517437,PHAR,2.18259005
PLC,-2.0168691,PLC,-1.5345808
PMB,1.68988724,PMB,1.44942708
RAL,1.34551175,RAL,1.13428406
RCL,1.42994493,RCL,1.29288599
REEF,2.62870378,REEF,2.27211276
REG,1.20933484,REG,1.11260407
RENU,0.617253736,RENU,0.517352238
REXP,2.36727558,REXP,2.03973291
RGEM,3.26378813,RGEM,2.97378616
RHL,1.67266847,RHL,1.2473003
RHTL,2.15505637,RHTL,1.77223641
RICH,0.938903941,RICH,0.844365674
RPBH,0.894065204,RPBH,0.881130986
RWSL,1.91512979,RWSL,1.59005852
SAMP,0.738484398,SAMP,0.715769516
SCAP,2.68499257,SCAP,2.32454043
SELI,-0.08058736,SELI,-0.05481823
SEMB,2.61279608,SEMB,2.271206
SERV,1.3074906,SERV,1.1669277
SEYB,1.2792588,SEYB,1.31019701
SFCL,0,SFCL,0
SFIN,2.5018792,SFIN,2.1681642
SFL,0.267983567,SFL,0.317945758
SFS,2.57765929,SFS,2.01434341
SHAL,-0.04020627,SHAL,-0.07006841
SHAW,1.62564461,SHAW,1.38578847
SHL,1.04352766,SHL,0.840326436
SHOT,2.11712262,SHOT,1.7571511
SIGV,2.06511668,SIGV,1.82351001
SIL,0.115724149,SIL,0.025884098
SING,2.57066689,SING,2.5177644
SINI,3.47784284,SINI,3.11334597
SINS,2.40381085,SINS,2.11450004
SIRA,1.39087492,SIRA,1.24416783
SLND,1.07062319,SLND,1.10147555
SLTL,0.819333974,SLTL,0.628637375
SMLL,3.05069486,SMLL,2.48314236
SMOT,1.70649418,SMOT,1.48091665
SOY,1.55982868,SOY,1.77454455
SPEN,1.04142994,SPEN,1.08301046
STAF,2.54829123,STAF,2.28967109
SUN,2.17725723,SUN,2.03635314
SWAD,0,SWAD,0
TAFL,2.89091862,TAFL,2.5463688
TAJ,1.39008827,TAJ,1.18052922
TANG,1.68630364,TANG,1.22100403
TESS,2.79931824,TESS,2.41917401
TFC,1.35119307,TFC,1.04088698
TFIL,0.785857879,TFIL,0.90330558
TILE,1.59496547,TILE,1.41818481
TJL,1.76103487,TJL,1.60629791
TKYO,1.38563062,TKYO,1.24095293
TPL,1.77912769,TPL,1.80586926
TRAN,1.12079363,TRAN,1.12975022
TSML,0.617253736,TSML,0.582062484
TWOD,2.03985665,TWOD,1.75566729
TYRE,2.42277772,TYRE,2.0567142
UAL,1.80430032,UAL,1.62055889
UBC,1.13949829,UBC,1.09282004
UCAR,0.506336858,UCAR,0.287857555
UDPL,1.10296302,UDPL,0.990437721
UML,1.36342977,UML,1.1923172
VFIN,1.30346997,VFIN,1.18366169
VLL,1.98007167,VLL,1.79515291
VONE,1.32995367,VONE,1.15810732
VPEL,1.43571366,VPEL,1.35743137
WAPO,3.04903417,WAPO,2.65963234
WATA,1.52609037,WATA,1.35537053
YORK,3.09763132,YORK,2.86769433
