Foreign Holding as at 31st December 2022,,,,
COMPANY ID,MAIN TYPE,SUB TYPE,COMPANY NAME,FOREIGN HOLDING (Volume)
CARE,N,0000,PRINTCARE PLC,588552
CARG,N,0000,CARGILLS (CEYLON) PLC,15739564
CARS,N,0000,CARSON CUMBERBATCH PLC,43945482
CCS,N,0000,CEYLON COLD STORES PLC,70518418
CDB,N,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,23323
CDB,X,0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,375341
CERA,N,0000,LANKA CERAMIC PLC,837
CFI,N,0000,COLOMBO FORT INVESTMENTS PLC,97552
CFIN,N,0000,CENTRAL FINANCE COMPANY PLC,33790433
CFLB,N,0000,THE COLOMBO FORT LAND AND BUILDING PLC,411400
CFVF,N,0000,FIRST CAPITAL HOLDINGS PLC,493184
CHL,N,0000,CEYLON HOSPITALS PLC,117778
CHL,X,0000,CEYLON HOSPITALS PLC,195311
CHMX,N,0000,CHEMANEX PLC,311831
CHOT,N,0000,CEYLON HOTELS CORPORATION PLC,502178
CHOU,R,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,1800
CHOU,N,0000,CITY HOUSING & REAL ESTATE COMPANY PLC,42658
CIC,X,0000,C I C HOLDINGS PLC,2633943
CIC,N,0000,C I C HOLDINGS PLC,4213422
CIND,N,0000,CENTRAL INDUSTRIES PLC,76009
CINS,X,0000,CEYLINCO INSURANCE PLC,3390217
CINS,N,0000,CEYLINCO INSURANCE PLC,6412402
CINV,N,0000,CEYLON INVESTMENT PLC,1401578
CIT,N,0000,COLOMBO INVESTMENT TRUST PLC,67667
CITH,N,0000,HIKKADUWA BEACH RESORT PLC,69534
CITW,N,0000,WASKADUWA BEACH RESORT PLC,221412
CLND,N,0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,68946578
COCO,X,0000,RENUKA FOODS PLC,538137
COCO,N,0000,RENUKA FOODS PLC,28626096
COCR,N,0000,COMMERCIAL CREDIT AND FINANCE PLC,123238026
COLO,N,0000,C M HOLDINGS PLC,214611
COMB,X,0000,COMMERCIAL BANK OF CEYLON PLC,4293773
COMB,N,0000,COMMERCIAL BANK OF CEYLON PLC,229408311
COMD,N,0000,COMMERCIAL DEVELOPMENT COMPANY PLC,30051
CONN,N,0000,HAYLEYS LEISURE PLC,39934
COOP,N,0000,CO-OPERATIVE INSURANCE COMPANY PLC,645502
CPRT,N,0000,CEYLON PRINTERS PLC,121798
CRL,N,0000,SOFTLOGIC FINANCE PLC,21051
CSD,N,0000,SEYLAN DEVELOPMENTS PLC,1724804
CSF,N,0000,NATION LANKA FINANCE PLC,677802245
CSF,R,0000,NATION LANKA FINANCE PLC,1436940757
CTBL,N,0000,CEYLON TEA BROKERS PLC,172224
CTC,N,0000,CEYLON TOBACCO COMPANY PLC,6522266
CTEA,N,0000,DILMAH CEYLON TEA COMPANY PLC,176005
CTHR,N,0000,C T HOLDINGS PLC,22363607
CTLD,N,0000,C T LAND DEVELOPMENT PLC,990935
CWL,N,0000,CHRISSWORLD PLC,88840
CWM,N,0000,C. W. MACKIE PLC,211645
DFCC,N,0000,DFCC BANK PLC,46170252
DIAL,N,0000,DIALOG AXIATA PLC,7443242560
DIMO,N,0000,DIESEL & MOTOR ENGINEERING PLC,88429
DIPD,N,0000,DIPPED PRODUCTS PLC,4110754
DIST,N,0000,DISTILLERIES COMPANY OF SRI LANKA PLC,5511852
DOCK,N,0000,COLOMBO DOCKYARD PLC,37584777
DPL,N,0000,DANKOTUWA PORCELAIN PLC,5549466
EAST,N,0000,EAST WEST PROPERTIES PLC,51471674
EBCR,N,0000,E B CREASY & COMPANY PLC,913990
ECL,N,0000,E - CHANNELLING PLC,69454
EDEN,N,0000,EDEN HOTEL LANKA PLC,1557889
ELPL,N,0000,ELPITIYA PLANTATIONS PLC,1036077
EMER,N,0000,EASTERN MERCHANTS PLC,12798518
EML,N,0000,E M L CONSULTANTS PLC,431648
ETWO,N,0000,EQUITY TWO PLC,114755
EXPO,N,0000,EXPOLANKA HOLDINGS PLC,1559017763
EXT,N,0000,EXTERMINATORS PLC,1057
FCT,N,0000,FIRST CAPITAL TREASURIES PLC,60000
GEST,N,0000,GESTETNER OF CEYLON PLC,1261673
GHLL,N,0000,GALADARI HOTELS (LANKA) PLC,420419665
GLAS,N,0000,PGP GLASS CEYLON PLC,750879016
GOOD,N,0000,GOOD HOPE PLC,3680170
GRAN,N,0000,CEYLON GRAIN ELEVATORS PLC,35480081
GREG,N,0000,AMBEON HOLDINGS PLC,2934320
GUAR,N,0000,CEYLON GUARDIAN INVESTMENT TRUST PLC,5940930
HAPU,N,0000,HAPUGASTENNE PLANTATIONS PLC,1291055
HARI,N,0000,HARISCHANDRA MILLS PLC,4769
HASU,N,0000,HNB ASSURANCE PLC,1231991
HAYC,N,0000,HAYCARB PLC,9515380
HAYL,N,0000,HAYLEYS PLC,20219775
HBS,N,0000,hSENID BUSINESS SOLUTIONS PLC,24663422
HDFC,N,0000,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,9435337
HELA,N,0000,HELA APPAREL HOLDINGS PLC,667635506
HEXP,N,0000,HAYLEYS FIBRE PLC,82441
HHL,N,0000,HEMAS HOLDINGS PLC,83113840
HNB,X,0000,HATTON NATIONAL BANK PLC,1164830
HNB,N,0000,HATTON NATIONAL BANK PLC,60050302
HNBF,X,0000,HNB FINANCE PLC,500
HNBF,N,0000,HNB FINANCE PLC,183182
HOPL,N,0000,HORANA PLANTATIONS PLC,299350
HPFL,N,0000,LOTUS HYDRO POWER PLC,72408
HPL,N,0000,HATTON PLANTATIONS PLC,1495498
HPWR,N,0000,RESUS ENERGY PLC,642514
HSIG,N,0000,HOTEL SIGIRIYA PLC,173673
HUNA,N,0000,HUNAS HOLDINGS PLC,2597068
HUNT,N,0000,HUNTER & COMPANY PLC,4495403
HVA,N,0000,HVA FOODS PLC,321876
IDL,N,0000,SERENDIB ENGINEERING GROUP PLC,28644417
INDO,N,0000,INDO-MALAY PLC,4207286
JAT,N,0000,JAT HOLDINGS PLC,6097125
JETS,N,0000,JETWING SYMPHONY PLC,5899250
JINS,N,0000,JANASHAKTHI INSURANCE PLC,813516
JKH,N,0000,JOHN KEELLS HOLDINGS PLC,500673737
JKL,N,0000,JOHN KEELLS PLC,269321
KAHA,N,0000,KAHAWATTE  PLANTATIONS  PLC,135051
KAPI,N,0000,MTD WALKERS PLC,153482396
KCAB,N,0000,KELANI CABLES PLC,39768
KDL,N,0000,KELSEY DEVELOPMENTS PLC,405370
KFP,N,0000,KEELLS FOOD PRODUCTS PLC,227672
KGAL,N,0000,KEGALLE  PLANTATIONS  PLC,585123
KHC,N,0000,THE KANDY HOTELS COMPANY (1938) PLC,69501219
KHL,N,0000,JOHN KEELLS HOTELS PLC,33700087
KOTA,N,0000,KOTAGALA PLANTATIONS PLC,4574186
KPHL,N,0000,KAPRUKA HOLDINGS PLC,111402
KVAL,N,0000,KELANI VALLEY PLANTATIONS PLC,975306
KZOO,N,0000,SHAW WALLACE INVESTMENTS PLC,95225
LALU,N,0000,LANKA ALUMINIUM INDUSTRIES PLC,34777130
LAMB,N,0000,KOTMALE HOLDINGS PLC,2005
LCBF,N,0000,LANKA CREDIT AND BUSINESS FINANCE PLC,72000
LCEM,N,0000,LANKA CEMENT PLC,458255
LCEY,N,0000,LANKEM CEYLON PLC,50596
LDEV,N,0000,LANKEM DEVELOPMENTS PLC,1924952
LFIN,N,0000,LB FINANCE PLC,11190696
LGIL,N,0000,LOLC GENERAL INSURANCE PLC,318358794
LGL,N,0000,LAUGFS GAS PLC,139589
LGL,X,0000,LAUGFS GAS PLC,222251
LHCL,N,0000,THE LANKA HOSPITALS CORPORATION PLC,64361187
LHL,N,0000,THE  LIGHTHOUSE  HOTEL  PLC,88056
LIOC,N,0000,LANKA IOC PLC,401561991
LION,N,0000,LION BREWERY (CEYLON) PLC,28769978
LITE,N,0000,LAXAPANA BATTERIES PLC,160028
LLUB,N,0000,CHEVRON LUBRICANTS  LANKA  PLC,27346115
LMF,N,0000,LANKA MILK FOODS (CWE) PLC,961460
LOFC,N,0000,LOLC FINANCE PLC,2620346100
LOLC,N,0000,L O L C HOLDINGS PLC,1874867
LPL,X,0000,LAUGFS POWER PLC,76300
LPL,N,0000,LAUGFS POWER PLC,216083
LPRT,N,0000,LAKE HOUSE PRINTERS & PUBLISHERS PLC,245
LVEF,N,0000,L V L ENERGY FUND PLC,8738716
LVEN,N,0000,LANKA VENTURES PLC,1239203
LWL,N,0000,LANKA WALLTILE PLC,3231003
MADU,N,0000,MADULSIMA  PLANTATIONS  PLC,304342
MAL,X,0000,MALWATTE VALLEY PLANTATION PLC,200
MAL,N,0000,MALWATTE VALLEY PLANTATION PLC,911021
MARA,N,0000,MARAWILA  RESORTS  PLC,148783
MASK,N,0000,MASKELIYA PLANTATIONS PLC,39160
MBSL,N,0000,MERCHANT BANK OF SRI LANKA & FINANCE PLC,3144697
MCPL,N,0000,MAHAWELI COCONUT PLANTATIONS PLC,31227
MEL,N,0000,MACKWOODS ENERGY PLC,2031650
MELS,N,0000,MELSTACORP PLC,179908460
MFL,N,0000, MULTI FINANCE  PLC,11600
MGT,N,0000,HAYLEYS FABRIC PLC,2111701
MHDL,N,0000,MILLENNIUM HOUSING DEVELOPERS PLC,38362353
MRH,N,0000,MAHAWELI REACH HOTELS PLC,33288529
MSL,N,0000,MERCANTILE SHIPPING COMPANY PLC,1393802
MULL,N,0000,MULLER & PHIPPS (CEYLON) PLC,511240
NAMU,N,0000,NAMUNUKULA PLANTATIONS PLC,760508
NDB,N,0000,NATIONAL DEVELOPMENT BANK PLC,61688875
NEH,N,0000,THE NUWARA ELIYA HOTELS COMPANY PLC,30991
NEST,N,0000,NESTLE LANKA PLC,50548987
NHL,N,0000,NAWALOKA HOSPITALS PLC,2721432
NIFL,N,0000,L O L C DEVELOPMENT FINANCE PLC,4012
NTB,X,0000,NATIONS TRUST BANK PLC,6158368
NTB,N,0000,NATIONS TRUST BANK PLC,43029713
ODEL,N,0000,ODEL PLC,155332
OFEQ,N,0000,OFFICE EQUIPMENT PLC,111131
ONAL,N,0000,ON'ALLY HOLDINGS PLC,298100
OSEA,N,0000,OVERSEAS REALTY (CEYLON) PLC,1095999564
PABC,N,0000,PAN ASIA BANKING CORPORATION PLC,80032604
PACK,N,0000,EX-PACK CORRUGATED CARTONS PLC,195400
PALM,N,0000,PALM GARDEN HOTELS PLC,18138
PAP,N,0000,PANASIAN POWER PLC,1903197
PARA,N,0000,PARAGON CEYLON PLC,138080
PARQ,N,0000,SWISSTEK (CEYLON) PLC,442926
PDL,N,0000,PROPERTY DEVELOPMENT PLC,18219
PEG,N,0000,PEGASUS HOTELS OF CEYLON PLC,65160
PHAR,N,0000,COLOMBO CITY HOLDINGS PLC,26865
PINS,N,0000,PEOPLE'S INSURANCE PLC,123149
PLC,N,0000,PEOPLE'S LEASING & FINANCE PLC,12457810
PLR,N,0000,PRIME LANDS RESIDENCIES PLC,402759
PMB,N,0000,PEOPLE`S MERCHANT FINANCE  PLC,161660
RAL,N,0000,RENUKA AGRI FOODS PLC,17827673
RCH,N,0000,RENUKA HOTELS PLC,214439
RCL,N,0000,ROYAL CERAMICS LANKA PLC,10470186
REEF,N,0000,CITRUS LEISURE PLC,299953
REG,N,0000,REGNIS (LANKA) PLC,707809
RENU,N,0000,RENUKA CITY HOTELS PLC.,37696
REXP,N,0000,RICHARD PIERIS EXPORTS PLC,158302
RFL,N,0000,RAMBODA FALLS PLC,13268631
RGEM,N,0000,RADIANT GEMS INTERNATIONAL PLC,3703
RHL,X,0000,RENUKA HOLDINGS PLC,1828004
RHL,N,0000,RENUKA HOLDINGS PLC,10174283
RHTL,N,0000,THE FORTRESS RESORTS PLC,275106
RICH,N,0000,RICHARD PIERIS AND COMPANY PLC,1543804370
RIL,N,0000,R I L PROPERTY PLC,240248939
RPBH,N,0000,ROYAL PALMS BEACH HOTELS PLC,2662667
RWSL,N,0000,RAIGAM WAYAMBA SALTERNS PLC,4427900
SAMP,N,0000,SAMPATH BANK PLC,74266874
SCAP,N,0000,SOFTLOGIC CAPITAL PLC,1450607
SDB,N,0000,SANASA DEVELOPMENT BANK PLC,37713130
SDF,N,0000,SARVODAYA DEVELOPMENT FINANCE PLC,13590104
SELI,N,0000,SELINSING PLC,5433645
SEMB,X,0000,S M B LEASING PLC,178736785
SEMB,N,0000,S M B LEASING PLC,653903874
SERV,N,0000,THE KINGSBURY PLC,422775
SEYB,N,0000,SEYLAN BANK PLC,3126436
SEYB,X,0000,SEYLAN BANK PLC,14642018
SFCL,N,0000,SENKADAGALA FINANCE COMPANY PLC,7088562
SFIN,N,0000,SINGER FINANCE LANKA PLC,414831
SHAL,N,0000,SHALIMAR (MALAY) PLC.,4491864
SHAW,N,0000,LEE HEDGES PLC,13685913
SHL,N,0000,SOFTLOGIC HOLDINGS PLC,376285021
SHOT,X,0000,SERENDIB HOTELS PLC,181914
SHOT,N,0000,SERENDIB HOTELS PLC,3982969
SIGV,N,0000,SIGIRIYA VILLAGE HOTELS PLC,67374
SIL,N,0000,SAMSON INTERNATIONAL PLC,913
SING,N,0000,STANDARD CAPITAL PLC,3844997
SINH,N,0000,SINGHE HOSPITALS PLC,589424
SINI,N,0000,SINGER INDUSTRIES (CEYLON) PLC,6984
SINS,N,0000,SINGER (SRI LANKA) PLC,183879
SIRA,N,0000,SIERRA CABLES PLC,4042339
SLND,N,0000,SERENDIB LAND PLC,2
SLTL,N,0000,SRI LANKA TELECOM PLC,812069267
SMOT,N,0000,SATHOSA MOTORS PLC,3303
SOY,N,0000,CONVENIENCE FOODS LANKA PLC,9668
SPEN,N,0000,AITKEN SPENCE PLC,92551976
STAF,N,0000,DOLPHIN HOTELS PLC,493450
SUN,N,0000,SUNSHINE HOLDINGS PLC,62989110
SWAD,N,0000,SWADESHI INDUSTRIAL WORKS  PLC,1
TAFL,N,0000,THREE ACRE FARMS PLC,5232397
TAJ,N,0000,TAL LANKA HOTELS PLC,116274145
TANG,N,0000,TANGERINE BEACH HOTELS PLC,95296
TAP,N,0000,AMBEON CAPITAL PLC,549986
TESS,X,0000,TESS AGRO PLC,973976
TESS,N,0000,TESS AGRO PLC,172640068
TILE,N,0000,LANKA TILES PLC,2345743
TJL,N,0000,TEEJAY LANKA PLC,310178737
TKYO,X,0000,TOKYO CEMENT COMPANY (LANKA) PLC,24819699
TKYO,N,0000,TOKYO CEMENT COMPANY (LANKA) PLC,52306369
TPL,N,0000,TALAWAKELLE TEA ESTATES PLC,73599
TRAN,N,0000,TRANS ASIA HOTELS PLC,90533
TSML,N,0000,TEA SMALLHOLDER FACTORIES PLC,30702
TYRE,N,0000,KELANI TYRES PLC,894491
UAL,N,0000,UNION ASSURANCE PLC,6800907
UBC,N,0000,UNION BANK OF COLOMBO PLC,863683784
UCAR,N,0000,UNION CHEMICALS LANKA PLC,334
UDPL,N,0000,UDAPUSSELLAWA PLANTATIONS PLC,37123
UML,N,0000,UNITED MOTORS LANKA PLC,1506880
VFIN,N,0000,VALLIBEL FINANCE PLC,7709588
VLL,X,0000,VIDULLANKA PLC,3548185
VLL,N,0000,VIDULLANKA PLC,167510667
VONE,N,0000,VALLIBEL ONE PLC,4472916
VPEL,N,0000,VALLIBEL POWER ERATHNA PLC,9908295
WAPO,N,0000,GALLE FACE CAPITAL PARTNERS PLC,907573
WATA,N,0000,WATAWALA  PLANTATIONS  PLC,1847081
WIND,N,0000,WINDFORCE PLC,109605661
YORK,N,0000,YORK ARCADE HOLDINGS PLC,2116
