Sector Ratios - 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,January,,,February,,,March,,,April,,,May,,,June,,,July,,,August,,,September,,,October,,,November,,,December,,
SECTOR ,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO,DIVIDEND,P/E,PRICE TO
,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE,YIELD,RATIO,BOOK VALUE
"BANKS, FINANCE & INSURANCE",3.2,6.5601,1.0648,3.2,6.3906,1.0636,3.3,6.1673,1.0265,3,6.7489,1.1213,2.6,7.0348,1.1551,2.6,6.8355,1.111,2.9,6.6567,1.0968,2.7,6.6179,1.1549,2.7,6.6527,1.1554,2.4,7.0167,1.1803,2.6,6.6815,1.1,2.5,6.6063,1.0654
"BEVERAGE, FOOD & TOBACCO",3.4,14.1288,3.2843,3.4,15.0662,3.3262,3.3,15.5159,3.4255,3.1,17.158,3.7595,3.2,16.7607,3.6235,3.4,17.0341,6.1092,2.9,17.9373,5.9495,3.4,17.4285,5.8011,3.2,18.655,5.787,3.2,18.2511,5.994,3.4,18.9417,5.872,3.8,18.102,5.8505
CHEMICALS & PHARMACEUTICALS,3.2,11.4731,0.752,3.4,10.8364,0.7239,3.6,10.4741,0.6997,2.6,11.1182,0.7505,2.5,10.7144,0.7584,2.6,19.2018,0.7304,3.7,16.5283,0.7098,3.6,14.6115,0.73,3.4,15.5674,0.7938,3.1,22.2812,0.7866,3.2,21.5003,0.7439,3.1,11.9756,0.7418
CONSTRUCTION & ENGINEERING,2.7,43.5466,1.0134,2.7,43.3592,1.009,2.8,41.8028,0.9728,2.6,45.3335,1.0549,3.8,20.1697,1.0847,3.9,18.3334,1.0806,3.7,15.5607,1.1172,3.9,14.6766,1.0538,2.6,14.4072,1.0421,2.7,15.6607,1.0027,2.9,14.3655,0.9197,3.5,36.2789,0.9484
DIVERSIFIED HOLDINGS,3.1,19.8635,1.3067,3,20.5773,1.2527,3.1,20.1798,1.2285,2.9,21.2339,1.339,2.6,21.6387,1.3847,2.2,20.5824,1.4836,2.6,14.7158,1.2379,2.8,13.6977,1.1471,2.7,13.0347,1.0861,2.9,12.8226,1.0869,3.1,12.3228,1.0489,3.2,11.8238,1.03
FOOTWEAR & TEXTILES,0.3,16.4765,0.8841,0.3,15.951,0.8559,0.3,17.0421,0.9145,0.2,18.4667,0.9797,0.2,18.0265,0.956,0.2,20.7423,0.9786,1.1,22.4862,1.0038,1.2,20.9823,0.9367,0.9,26.8316,0.8931,0.9,31.8373,0.921,1,45.4294,0.8469,0.9,47.8306,0.8917
HEALTH CARE,1.5,17.8841,2.534,2.4,18.0913,2.5492,2.4,17.7768,2.5049,2.4,18.2977,2.5863,2.4,17.3889,2.4894,2.5,16.112,2.4224,3.6,19.5189,2.2566,3.8,18.4597,2.1561,2.3,19.2931,2.3228,2.4,18.4026,2.2172,2.5,16.6693,2.158,2.6,15.636,2.0796
HOTELS & TRAVELS,1.3,64.3908,1.9429,1.4,64.3918,1.9222,1.4,63.6209,1.8992,1,54.7344,1.9616,1,52.177,1.9624,1.4,43.8271,1.8193,1.5,41.3989,1.7626,1.6,40.3601,1.7223,1.4,41.6951,1.7394,1.3,45.8055,1.7523,1.4,48.2586,1.7611,1.4,51.7609,1.7462
