Date,Automobiles & Components,Banks,Capital Goods,Commercial & Professional Services,Consumer Durables & Apparel,Consumer Services,Diversified Financials,Energy,Food & Staples Retailing,"Food, Beverage & Tobacco",Health Care Equipment & Services,Household & Personal Products,Insurance,Materials,"Pharmaceuticals, Biotechnology & Life Sciences",Real Estate Management & Development,Retailing,Software & Services,Telecommunication Services,Transportation,Utilities
2017-07-07 00:00:00,753.351206434316,989.125244764791,1103.39488647349,828.616017219566,1053.43461108983,352.248574591451,901.255021950155,779.586582549366,1110.65368708532,935.305891923456,1018.93951037206,1165.16609785291,1077.41220834919,1077.0621133801,1121.63949403472,861.083299795264,954.829266160329,,896.294859595912,706.140350877193,844.787612572366
2017-07-10 00:00:00,777.479892761394,985.143741445269,1108.78547330842,829.753506902712,1065.46782305934,352.638327452977,917.065570626833,776.46906976884,1111.259935658,936.949283999694,1028.60684592273,1159.66056125781,1077.34577559174,1076.51425874594,1121.63949403472,863.406250332541,957.056024958024,,906.32572758221,706.140350877193,845.490550958569
2017-07-11 00:00:00,753.351206434316,988.399775795986,1104.24384693373,833.837584113095,1059.83376571408,352.018514847057,906.316527122384,777.737489749091,1111.00019556127,939.986177530781,1013.97204320794,1159.66056125781,1078.0037638147,1070.22644610841,1121.63949403472,855.920372568562,944.763589122383,,908.434794467128,706.140350877193,839.335432538077
2017-07-12 00:00:00,790.884718498659,988.469922840734,1100.11488427794,835.174068806892,1061.19574876246,350.421953967664,908.411314387524,772.423318271685,1101.15177407044,943.439441679434,1030.37724088182,1154.15502466271,1070.33527840647,1069.35176451638,1121.63949403472,850.919997231784,940.67588766181,,906.840194020505,706.140350877193,844.149640312682
2017-07-13 00:00:00,790.884718498659,987.441322751196,1098.99067791821,834.274704637663,1053.28539194264,348.432417485066,905.087652540777,773.078910208351,1101.492234302,943.986215908137,1023.34937272831,1159.66056125781,1070.48412526714,1067.89014652785,1121.63949403472,848.842000029527,952.118600843743,,902.081993246503,706.140350877193,839.335149012034
2017-07-14 00:00:00,790.884718498659,988.239532197556,1103.3963880708,829.533026649505,1064.13462348132,351.683942637349,912.702346144908,773.078910208351,1101.69375211862,950.59391588222,1047.61831351003,1159.66056125781,1070.7381767445,1070.62612600602,1121.63949403472,851.596618849151,958.182034653611,,898.918392919126,706.140350877193,839.335149012034
2017-07-17 00:00:00,790.884718498659,980.993721367824,1103.68461656321,826.336824755783,1058.48593685291,348.35785851397,903.979507956107,790.334867609924,1103.30871985627,944.343589098173,1073.49658586918,1159.66056125781,1069.14435409167,1064.43039081413,1121.63949403472,851.754369008834,948.23387177625,,895.214725587584,706.140350877193,834.52094123743
2017-07-18 00:00:00,790.884718498659,980.828391102936,1100.35359098119,816.937419799587,1053.93194933831,348.178348921935,905.133678356489,800.132402459299,1108.0706427706,942.928010906617,1071.0702224753,1159.66056125781,1043.9660984101,1065.76315838089,1121.63949403472,860.962675245328,943.217167514975,,899.972926361585,706.140350877193,844.149923838725
2017-07-19 00:00:00,790.884718498659,975.53401164269,1090.08616626092,794.089216885308,1054.79697283788,347.722387441247,899.611780859762,802.911993072228,1114.1477157789,938.263695274111,1060.33035404465,1148.64948806761,1043.79835759706,1046.57226640942,1121.63949403472,858.154621282035,935.834150213158,,887.292924486204,706.140350877193,834.52094123743
2017-07-20 00:00:00,774.798927613941,974.200145615364,1089.37178902033,778.845732674921,1046.71013508465,346.704345321871,895.669986425275,821.36145133741,1110.71682752794,936.354323908131,1055.7362973936,1154.15502466271,1043.58006406427,1043.66842536661,1121.14704101467,853.108576525461,935.690812289211,,883.589257154662,706.140350877193,835.634012932567
2017-07-21 00:00:00,746.648793565684,970.399582631583,1082.13691491817,769.362376698607,1049.55576476325,347.789117538473,895.759704540832,812.294427541342,1110.95898793244,935.719993733991,1050.97942414501,1165.16609785291,1040.83353935967,1038.87731541734,1121.14704101467,852.693040664035,935.624996004976,,885.183857601286,706.140350877193,833.115064465024
2017-07-24 00:00:00,737.265415549598,972.012564149471,1077.78475589339,754.223209403959,1041.82901761129,346.698252674642,898.81063400697,808.343847559356,1104.05769892451,934.623631978423,1041.77056066761,1165.16609785291,1040.01737507047,1030.40751994745,1121.14704101467,852.975012129975,934.9498616093,,897.863859476666,706.140350877193,830.154614398139
2017-07-25 00:00:00,725.201072386059,972.053984259641,1082.45403241756,775.426640822785,1046.13888154531,346.706407968118,893.425885818081,816.460121144243,1104.46129959868,932.503556614411,1046.54907380925,1159.78462625492,1040.45720272747,1034.1638078033,1121.14704101467,850.440276829958,929.656972870198,,892.051125260206,706.140350877193,827.308979491173
2017-07-26 00:00:00,713.13672922252,973.92210067253,1086.27549496599,768.744217353803,1050.80969446653,346.261034364815,897.001355273063,821.509030474668,1104.31687398029,931.30687406296,1050.02916365263,1159.78462625492,1036.28573716506,1036.65705776789,1121.14704101467,850.999131925981,927.427635052808,,893.105658702665,706.140350877193,829.827644432673
2017-07-27 00:00:00,710.455764075067,973.69892831761,1082.68461131174,772.753671435192,1049.17877038563,345.7984364383,898.859241032166,822.504803674955,1103.50910759099,933.412837679947,1057.77861211697,1159.78462625492,1036.07470108811,1030.11116953277,1121.14704101467,850.826124313876,931.080382883861,,893.105658702665,706.140350877193,820.902167269667
2017-07-28 00:00:00,733.243967828418,972.829328492089,1081.1336351996,767.788124060053,1042.69476178782,344.966096581079,899.556235566249,819.092132619913,1104.46186463962,931.494035060242,1057.67068183943,1170.5475694509,1036.07470108811,1031.28641611009,1121.14704101467,854.405373695515,932.738662710615,,898.918392919126,706.140350877193,830.530866344919
2017-07-31 00:00:00,719.839142091153,969.067270875532,1080.20695624577,767.610894128693,1047.73169466815,342.28996989266,897.567140519643,814.558620721879,1104.66394749719,924.395830728119,1066.70971935167,1165.16609785291,1029.35068788784,1025.42477226668,1121.14704101467,850.708846745516,928.197549820858,,882.534723712203,706.140350877193,825.716375044272
2017-08-01 00:00:00,701.072386058981,968.322090458022,1075.97467112898,767.610894128693,1045.70748064791,343.062259215458,893.911711867849,810.68070076051,1103.85731118978,915.401129503501,1053.16356057454,1165.16609785291,1030.08332368521,999.352396987463,1121.14704101467,846.747030254937,922.894367380589,,877.776522938202,706.140350877193,839.080375087188
2017-08-02 00:00:00,701.072386058981,969.32602557559,1073.88888431354,771.620348210082,1038.54149820191,344.509743825441,887.035394397575,812.074188383466,1089.529769777,909.569867406631,1048.2595762566,1159.78462625492,1032.14775771407,1005.45765261716,1121.14704101467,834.231551995289,919.187870392157,,874.612922610824,706.140350877193,831.044280458837
2017-08-03 00:00:00,706.434316353887,969.778313666064,1066.75677804253,766.878670221925,1035.95158260906,337.750614329673,887.950952986475,809.825122064498,1088.03616476208,908.712218580165,1043.73810064586,1154.40315465692,1031.7661935862,999.401269434658,1121.14704101467,835.441759073469,916.514096432488,,877.262056499907,706.140350877193,839.080375087188
2017-08-04 00:00:00,722.520107238606,972.897129413011,1065.9660761704,767.774147769852,1026.65283934058,335.106151321491,887.589692222495,806.677713156436,1087.63199904696,910.273250308086,1045.98839606665,1154.40315465692,1033.63654290851,986.696876598008,1121.14704101467,827.914833479361,914.719583573354,,873.558389168365,706.140350877193,832.450157231243
2017-08-08 00:00:00,706.434316353887,969.743927247826,1047.79433241324,772.294490448116,1024.79029794893,333.576379202265,883.063841603857,799.534701277283,1101.45820499944,904.748023430007,1034.95723160238,1138.25873986296,1028.05183376967,971.228203761595,1121.14704101467,826.720418220177,915.387631725473,,867.745654951904,706.140350877193,833.125877117305
2017-08-09 00:00:00,711.796246648794,966.208864002171,1048.89026958849,767.552812459959,1023.02668668295,333.315115637862,878.24843557155,790.785347250283,1095.09832899874,902.307880151725,1020.66886294918,1127.49579666697,1026.60415431878,948.822899452366,1121.14704101467,814.83067867798,906.60050509968,,877.776522938202,706.140350877193,827.281760991033
2017-08-10 00:00:00,706.434316353887,970.914762140722,1045.32917385125,768.889297153755,1022.31901634054,332.235080811466,883.458669471166,788.588688553403,1100.17755988025,901.823648470708,1027.19051317493,1122.11432506898,1031.45870970762,961.628575690198,1121.14704101467,823.680346226055,903.393765438095,,883.589257154662,706.140350877193,822.467269690385
2017-08-11 00:00:00,710.455764075067,970.897802974969,1034.33142175198,773.820238052824,1015.16182431727,332.209924997619,879.275706171384,778.81366519858,1098.9491781655,901.047809192651,1018.62941315188,1132.87726826497,1013.60358913723,957.76757420957,1121.14704101467,823.79081932486,906.355220373362,,880.425656827284,706.140350877193,823.873146462791
2017-08-14 00:00:00,706.434316353887,971.342780347846,1037.86233802244,785.848600296992,1014.18922256857,327.614847080629,874.118695043966,793.68036177691,1091.50099294688,901.169595340739,1017.49220356087,1127.49579666697,1014.12405927283,957.65476100113,1121.14704101467,823.327655204128,906.430731757664,,869.340255398527,706.140350877193,819.245382836639
2017-08-15 00:00:00,683.646112600536,964.578377701926,1024.29271192839,768.995914949306,1012.71000098666,325.438391580626,871.130614617937,789.096701352811,1084.43769862833,893.249573732545,1029.97042837228,1143.64021146095,1014.54970760109,948.28083184928,1121.14704101467,817.408382802979,898.872628295964,,861.958521301313,706.140350877193,826.57882260483
2017-08-16 00:00:00,682.30563002681,968.884316279485,1014.49046429035,768.995914949306,1009.33340223341,324.829503419414,863.683314061865,772.121132959787,1083.37019214231,889.911854785879,1025.09131070365,1138.25873986296,1008.00712193218,942.289145527261,1121.14704101467,813.051663358655,892.957089983531,,864.607655190395,706.140350877193,820.899087145835
2017-08-17 00:00:00,682.30563002681,965.040429923842,1017.8779819565,767.456812913805,1009.96985638082,324.446987275552,870.62203605015,774.773396833986,1052.7004053814,883.788983155462,1023.38962327897,1138.25873986296,1006.20257219197,945.279904085641,1121.14704101467,815.985659803262,893.303791908753,,863.553121747936,706.140350877193,824.121257525624
2017-08-18 00:00:00,682.30563002681,968.486701023908,1019.62518516689,767.456812913805,1013.32189244371,325.513316721909,889.766139947266,773.779882729724,1058.25672829555,884.438025139166,1022.74917858328,1143.64021146095,1007.81020439913,958.782421347398,1121.14704101467,819.552521871361,913.903445984503,,867.231188513609,706.140350877193,828.935465300229
2017-08-21 00:00:00,682.30563002681,967.10440275579,1017.03887306971,761.204016563521,1014.81673251823,324.390546085899,886.521626502854,772.629145759195,1058.25616325461,884.299699167622,1021.85898539983,1143.64021146095,1006.35390236636,952.535106628209,1121.14704101467,815.610604102092,900.52298271874,,856.145787084852,706.140350877193,825.52713429803
2017-08-22 00:00:00,680.965147453083,963.96095710415,1008.20504540316,768.228695904337,1005.05832129064,323.339777771648,883.968491515156,775.481396392741,1069.02505085728,882.05079152712,1005.18063039751,1143.64021146095,1004.96315551001,942.537118772695,1121.14704101467,814.670850089665,889.875073802949,,853.496653195769,706.140350877193,823.645874564128
2017-08-23 00:00:00,671.581769436997,962.153857743745,1003.7145093802,763.487017916179,998.095829097799,322.515069533842,888.276817336508,767.557724934217,1068.20037936546,880.012975185927,1000.71401488719,1143.64021146095,1006.93544732962,932.968826918981,1121.14704101467,814.703110390148,893.952421888725,,852.44211975331,706.140350877193,822.532519342947
2017-08-24 00:00:00,680.965147453083,961.704053333709,1002.22443363539,763.487017916179,1002.85397704923,322.558910209877,884.120261731612,763.171792173441,1077.56391500634,877.989151616274,1018.83557421048,1132.87726826497,1009.40482991829,935.704047473127,1121.14704101467,813.346303702392,899.263876585947,,858.254853969771,706.140350877193,813.827367690548
2017-08-25 00:00:00,697.050938337802,967.516206208373,1011.25349239053,773.236965020825,1007.39545140855,322.105098561156,888.988766117402,768.826144914467,1091.365682938,879.493570861817,1018.83557421048,1138.25873986296,1007.6957085674,945.306600132629,1121.14704101467,820.60481681472,895.408689694882,,857.200320527311,706.140350877193,823.4560667658
2017-08-28 00:00:00,714.477211796247,970.68799975607,1013.91386057284,769.225847465518,1012.83855001712,322.570701461067,888.805111294149,762.729054761666,1077.76543282296,878.341176954124,1019.51282595203,1132.87726826497,1005.11279510623,947.299866996822,1121.14704101467,819.202813008504,903.015669589114,,855.091253642393,706.140350877193,823.4560667658
2017-08-29 00:00:00,714.477211796247,971.727644334419,1003.95196521193,769.225847465518,1006.58744171864,322.798387502545,889.231707170142,767.380249669423,1084.4827837065,877.685050274182,1019.74046609026,1132.87726826497,1002.6687382651,937.670931840827,1121.14704101467,814.706094063004,893.941813036201,,857.740387531476,706.140350877193,816.810164764651
2017-08-30 00:00:00,709.115281501341,967.191098019542,1005.51732742991,773.967525453675,1013.37929413365,319.933826057351,888.6765305936,751.110421739129,1098.59905746352,876.006318331748,1018.59149439583,1132.87726826497,1009.73048086394,937.169859317234,1121.14704101467,812.023233256791,898.674653569393,,849.818586430096,706.140350877193,811.619421517223
2017-08-31 00:00:00,710.455764075067,967.651618332457,1006.52641283893,783.45088142999,1002.25319182078,319.757759397916,888.161783345837,764.27012152188,1098.59905746352,874.697908576698,1009.1047138623,1127.49579666697,1008.44576808398,930.571750329929,1121.14704101467,818.102211629562,904.877708754943,,857.740387531476,706.140350877193,806.805213742619
2017-09-04 00:00:00,710.455764075067,969.188686744208,1003.39869179455,800.220921662315,997.002924790928,319.638513663368,887.482757179319,760.17934703562,1098.59905746352,874.867964151748,1004.64535243568,1127.49579666697,1004.12577478127,932.658446767428,1121.14704101467,814.819254132546,904.259087151633,,854.036720199933,706.140350877193,817.839506064234
2017-09-06 00:00:00,664.879356568365,964.982847825922,1001.0692381202,801.523717122668,995.111299264334,314.325026188907,882.549799276995,752.012924924669,1098.59905746352,873.229816321855,997.218058702198,1122.11432506898,1001.54809514752,931.819549478795,1121.14704101467,808.812919338189,891.539033813354,,848.249586549342,706.140350877193,809.10047304968
2017-09-07 00:00:00,671.581769436997,964.822220429499,993.33772016052,805.194335558969,998.6039729103,313.513115057112,900.955253070161,736.333413543408,1098.59905746352,874.59770460524,1009.50416740983,1122.11432506898,1000.72496719584,928.606459137719,1121.14704101467,809.188297475847,895.858302524559,,838.218718563044,706.140350877193,811.684671169785
2017-09-08 00:00:00,676.943699731904,965.705367449127,994.109183506424,763.868544209646,998.888084881275,316.420546575083,899.034044655057,732.573176591761,1095.16816921255,877.942429048058,1046.41882192959,1122.11432506898,1002.21361942346,925.058975196785,1121.14704101467,815.732256512946,893.226210595412,,842.976919337046,706.140350877193,818.380138678292
2017-09-11 00:00:00,710.455764075067,965.078921984371,994.158963702672,756.160923320169,996.616655714029,316.496307045171,899.237546396521,729.160505536719,1087.53062897192,875.932697212572,1046.55268337138,1138.25873986296,1003.83518908636,923.434709244492,1121.14704101467,810.674985516947,892.692290115417,,848.249586549342,706.140350877193,818.193694529839
2017-09-12 00:00:00,697.050938337802,961.504917664362,991.179100754509,748.885821195637,994.136758114273,317.127680256765,896.87010847644,722.55540258451,1086.92494544018,879.575587284948,1052.65873752842,1143.64021146095,1002.62267095952,917.510003146179,1121.14704101467,810.886898951525,946.572981228186,,855.116854208262,706.140350877193,822.681499391065
2017-09-13 00:00:00,697.050938337802,960.064452500483,989.203648055946,748.885821195637,996.356025417975,316.419123497976,898.296378525414,719.142731529469,1081.17075297122,879.961225752461,1055.31833631882,1138.25873986296,1005.13775614477,920.27482362037,1121.14704101467,816.832294763373,945.797427302106,,847.709519545178,706.140350877193,821.192175749147
2017-09-14 00:00:00,697.050938337802,959.280883649397,989.96051711285,748.885821195637,998.702997137105,312.907564699931,896.666330169943,718.162085190751,1081.13067542427,891.199315579881,1070.09393642819,1143.64021146095,999.358131573318,917.821432232422,1121.14704101467,808.37479627093,900.494964084676,,847.735120111047,706.140350877193,832.823329054191
2017-09-15 00:00:00,687.667560321716,964.157351093707,997.468246651921,749.119018473743,999.495819822517,314.201372435106,898.994585081304,724.742417552383,1080.52499189254,893.851011184904,1061.91205717705,1138.25873986296,1002.24287845627,921.501945385212,1121.14704101467,811.782183976716,891.565116784046,,847.735120111047,706.140350877193,850.48868980988
2017-09-18 00:00:00,683.646112600536,961.194351105567,1002.26825002704,783.188954247221,988.553019449561,314.336921576969,893.591604928744,723.651472836926,1083.57347571188,893.079628868665,1077.07000343223,1138.25873986296,997.766118535632,921.332565972525,1121.14704101467,821.917922004909,900.372879296997,,866.202255637019,706.140350877193,838.564447901524
2017-09-19 00:00:00,676.943699731904,964.404367864686,1004.86593136613,790.659568969717,995.20990584166,319.641271262145,899.480707142555,729.866245999449,1067.67291076152,895.042330978275,1090.74013886962,1132.86967218432,995.360050949001,921.847655050699,1121.14704101467,826.490187971004,901.997579653296,,865.14772219456,707.236842105263,844.970976596986
2017-09-20 00:00:00,676.943699731904,972.826897029568,1005.48163792135,776.434535005245,991.424262593715,321.311170037219,899.517544890441,735.49070261294,1095.89753040516,898.288044811641,1099.05726220838,1138.25873986296,997.394141948868,918.617929584688,1121.14704101467,825.533717216132,903.265806527467,,876.284324755055,707.236842105263,846.376853369392
2017-09-21 00:00:00,674.26273458445,969.471797944012,1005.41979798562,771.85292362878,990.423950064168,319.692565950401,899.237207491158,736.544008972275,1094.70216466699,899.606452242509,1110.95896740718,1138.25873986296,1000.20798585641,919.673517571878,1121.14704101467,823.311209429436,904.795896208278,,876.284324755055,707.236842105263,846.376569843349
2017-09-22 00:00:00,671.581769436997,965.538952754212,996.928328613267,770.495342354557,993.425368010174,323.631649807508,900.078554996686,740.929941733051,1072.64855320571,895.143291457682,1108.96419402558,1127.48060450569,997.658377418512,921.957900534811,1121.14704101467,823.82078321148,898.479813573196,,871.526123981054,707.236842105263,845.673914983189
2017-09-25 00:00:00,670.241286863271,962.2768169743,994.137467079118,770.495342354557,990.41249098592,322.909857874122,896.324697709347,734.377246402931,1072.70621044488,893.49493564722,1095.04545152613,1127.48060450569,995.948803980417,911.662273223702,1121.14704101467,820.697463565701,895.952915064849,,876.284324755055,625,833.233462363126
2017-09-26 00:00:00,668.900804289544,966.807139882494,993.72501411425,760.11798574641,994.523123586311,321.32880844367,899.572518798318,738.82297141878,1072.50181264916,895.442651837532,1099.70887294904,1138.25873986296,991.928824353533,910.108403594807,1121.14704101467,817.502075580314,893.107241890097,,875.229791312596,625,838.04767013773
2017-09-27 00:00:00,682.30563002681,965.353199546163,997.476837785292,760.11798574641,988.86994697457,318.912842677304,902.784779415563,737.806945819964,1084.52559420658,890.412040746233,1096.72931662855,1138.25873986296,991.175978865424,910.098075260319,1339.51801098202,817.442792680051,897.166743830916,,881.556991967352,625,840.057354281623
2017-09-28 00:00:00,683.646112600536,968.352701467121,995.901404048909,755.376307758253,980.925412585676,321.119553323794,904.501393567627,729.440536949666,1084.90613198509,895.76770875035,1108.87373297995,1132.86967218432,1001.42012407804,910.432831373512,1339.51801098202,815.186186856267,900.449804200409,,880.502458524892,625,838.651477509217
2017-09-29 00:00:00,683.646112600536,972.089997157327,997.801225726107,746.502374002056,990.694902279158,320.142631476142,902.657479406448,731.046879097514,1086.19991430623,895.711179953755,1105.58159382314,1138.25873986296,999.97891441286,918.036236920041,1339.51801098202,805.586801490299,903.159654598986,,881.556991967352,625,843.982463047615
2017-10-02 00:00:00,670.241286863271,976.657177397864,1001.99279701022,793.108110571116,971.303335369191,319.189019750699,910.591882619339,752.012924924669,1119.23508065543,905.58630799176,1110.03320474202,1122.09153682706,1001.30221416485,922.186043829993,1339.51801098202,810.844574999518,898.886994722375,,874.689724308432,658.991228070175,833.14794059848
2017-10-03 00:00:00,668.900804289544,993.677399219652,1004.82985341032,807.886717342765,985.554399840717,319.130446265167,913.736817527417,750.714608816882,1143.77400164532,905.98419570217,1055.02985452007,1122.09153682706,1005.25177329594,923.563285662675,1339.51801098202,817.948345845601,894.356626815611,,876.79879119335,658.991228070175,829.223115358531
2017-10-04 00:00:00,667.560321715818,1011.15588063572,1003.82026745117,807.435125721171,986.143166708785,322.8254935346,924.791259768373,742.548186705931,1157.11033007237,894.757135152911,1077.62006224508,1122.09153682706,1003.00631443524,914.629597413522,1339.51801098202,817.988727609746,897.520270927565,,881.016924963187,658.991228070175,832.282696440133
2017-10-06 00:00:00,660.857908847185,1016.93402647774,1009.2991393027,814.837579455016,1001.20219022423,326.123217656257,927.643551369254,725.439808441616,1150.37755876021,895.953074091837,1102.11644914014,1122.09153682706,1000.50715234362,916.1584347904,1339.51801098202,821.109028765582,905.95835530296,,882.071458405647,658.991228070175,824.949256671942
2017-10-09 00:00:00,668.900804289544,1017.79058428017,1007.45322820819,799.308788681574,999.01004566166,324.804334558777,920.477171879843,728.462149706973,1134.71077517608,894.044509578446,1083.47235631868,1122.09153682706,1001.38265149463,916.256307741449,1339.51801098202,811.144571119292,906.636314872054,,887.884192622107,658.991228070175,832.985634826336
2017-10-10 00:00:00,658.176943699732,1033.82976768812,1008.21474716023,783.432597505472,1000.63124975683,319.51783532553,920.379041935635,730.143410971461,1138.30218406375,894.910284343841,1085.98438082715,1100.53526611254,1001.73786286455,914.384616550894,1339.51801098202,813.245839758802,896.54279076173,,882.611525409811,658.991228070175,847.534902605008
2017-10-11 00:00:00,670.241286863271,1052.57751344777,1004.72064213215,808.910294912271,997.135565662619,319.828193500444,935.971430410527,746.993911721779,1142.52074948045,898.643236818253,1085.97599056167,1100.53526611254,1004.70304834364,917.247847625782,1339.51801098202,815.406871168842,898.188421643735,,884.180525290565,658.991228070175,837.20298161751
2017-10-12 00:00:00,662.198391420912,1071.43048214415,1007.98237759826,826.962525476188,994.353158136759,326.281866305657,944.80441282842,748.947819766232,1132.28630700767,907.85259187275,1098.97372138379,1105.92433379117,1002.54572622495,921.750310333367,1339.51801098202,820.626554786422,905.087336622563,,911.623995360375,658.991228070175,851.297422072812
2017-10-13 00:00:00,670.241286863271,1067.496296219,1011.82442825348,800.031335276125,991.383021504732,326.711171978151,946.766069453718,730.946582045385,1138.27076230983,913.061311220076,1097.60815323808,1105.92433379117,1006.78537970687,921.153571952904,1339.51801098202,821.927374086755,905.676982948929,,913.218595806999,658.991228070175,848.073460323932
2017-10-16 00:00:00,670.241286863271,1035.94589379478,1011.6437561201,803.170782165785,987.825279753153,326.116216149222,939.114443350096,730.946582045385,1140.57947203917,907.220373402323,1090.93486294759,1127.48060450569,1003.57177294562,912.038890682021,1339.51801098202,811.431080916649,904.917289154809,,953.907735322223,658.991228070175,828.486012084131
2017-10-17 00:00:00,670.241286863271,1037.22342574925,1010.05467013712,800.020497077207,995.862678770728,325.016110186846,935.956142659857,730.586148383236,1113.25542387699,909.555279342685,1061.67817677888,1127.48060450569,1000.27926113892,898.387969876607,1339.51801098202,814.886461704247,901.835688824837,,916.94786370441,658.991228070175,838.631205397133
